"env","LON","LAT","DOY","YYYYMMDD","daysFromStart","T2M","T2M_MAX","T2M_MIN","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","ALLSKY_SFC_SW_DNI","ALLSKY_SFC_PAR_TOT","ALLSKY_SFC_UVA","ALLSKY_SFC_UVB","PRECTOT","EVPTRNS","QV2M","RH2M","GWETROOT","GWETTOP","FROST_DAYS","WS2M","P_ETP","VPD","N","RTA","n","TH1","TH2","PAR_TEMP","DayLength"
"Osimo 2022",13.4961,43.4601,55,2022-02-24,1,11.47,13.71,9.2,6.2,24.17,13.7,21.33,5.89,0.71,0.01,0,0.57,5.85,70.33,0.82,0.84,0,2.53,-0.57,0.418065782233783,10.907,20.545,11.324,53.51969249,54.902,0.513513513513513,10.9067581909859
"Osimo 2022",13.4961,43.4601,56,2022-02-25,2,10.33,12.91,7.73,7.44,26.36,10.55,12.84,4.67,0.59,0.01,19.41,0.51,6.37,82.47,0.82,0.87,0,2.96,18.9,0.238546918767328,10.955,20.799,6.763,51.30804949,54.2084,0.452081316553727,10.9549856937999
"Osimo 2022",13.4961,43.4601,57,2022-02-26,3,6.59,8.28,5.53,3.59,27.76,3.01,0.22,1.51,0.22,0,34.57,0,4.86,81.41,0.86,0.93,0,10.76,34.57,0.209161082915798,11.003,21.054,0.115,45.30753981,49.0824,0.229135053110774,11.0033817319306
"Osimo 2022",13.4961,43.4601,58,2022-02-27,4,8.47,9.19,7.82,3.76,27.14,5.11,1.94,2.36,0.32,0,3.03,0,4.91,72.19,0.87,0.87,0,8.6,3.03,0.311648587295801,11.052,21.311,1.006,48.89087807,51.0236,0.278630460448642,11.0519358147767
"Osimo 2022",13.4961,43.4601,59,2022-02-28,5,8.19,9.94,6.33,2.01,24.22,12.32,15.85,5.23,0.63,0.01,0.02,0.32,4.32,65.25,0.86,0.86,0,5.75,-0.3,0.383702775817324,11.101,21.57,8.157,48.89368525,50.1136,0.638583638583639,11.1006378110743
"Osimo 2022",13.4961,43.4601,60,2022-03-01,6,6.61,7.5,5.6,1.02,24.53,10.12,13.99,4.32,0.54,0.01,0.11,0.05,4.01,67.49,0.85,0.86,0,6.02,0.06,0.315485734014452,11.149,21.831,7.145,46.41950811,48.1772,0.653555219364599,11.1494779354772
"Osimo 2022",13.4961,43.4601,61,2022-03-02,7,7.44,9.37,5.65,0.16,22.02,15.05,24.88,6.32,0.73,0.01,0,0.32,3.79,60.05,0.85,0.86,0,3.25,-0.32,0.426919694441783,11.198,22.093,12.611,48.1622928,48.6976,0.849462365591398,11.1984467348356
"Osimo 2022",13.4961,43.4601,62,2022-03-03,8,8.86,11.2,7.21,-0.16,23.55,12.53,10.7,5.36,0.66,0.01,0,0.44,3.73,53.4,0.85,0.86,0,1.3,-0.44,0.569589847334216,11.248,22.357,5.383,50.5243276,50.0024,0.604966139954853,11.2475350742198
"Osimo 2022",13.4961,43.4601,63,2022-03-04,9,8.32,10.13,6.2,4.1,26.69,4.67,1.5,2.23,0.3,0,3.36,0.04,5.08,74.78,0.85,0.87,0,4.13,3.32,0.274406753079448,11.297,22.622,0.749,48.50513904,50.996,0.268028846153846,11.2967341227254
"Osimo 2022",13.4961,43.4601,64,2022-03-05,10,7.84,8.86,6.49,1.87,24.91,10.64,12.16,4.48,0.54,0.01,0.26,0.11,4.32,65.98,0.85,0.86,0,6.22,0.15,0.353163736777125,11.346,22.889,6.028,48.33636368,49.7132,0.571428571428572,11.3460353390997
"Osimo 2022",13.4961,43.4601,65,2022-03-06,11,7.24,8.74,5.84,1.95,26.87,7.79,6.85,3.41,0.45,0.01,0.34,0.15,4.34,69.18,0.84,0.86,0,5.28,0.19,0.323295015346315,11.395,23.156,3.371,47.23020568,49.142,0.470994475138122,11.3954304572211
"Osimo 2022",13.4961,43.4601,66,2022-03-07,12,6.87,8.14,5.73,2.2,25.74,10.25,13.16,4.42,0.56,0.01,2.27,0.08,4.41,72.22,0.84,0.86,0,5.67,2.19,0.284592157021884,11.445,23.425,6.43,46.44913886,48.862,0.643377001455604,11.4449114714612
"Osimo 2022",13.4961,43.4601,67,2022-03-08,13,6.42,7.6,4.79,-0.21,24.81,12.04,12.87,5.11,0.64,0.01,0.03,0.04,3.69,62.6,0.84,0.85,0,6.54,-0.01,0.350209462375153,11.494,23.694,6.243,46.5271308,47.5444,0.79595015576324,11.4944706219582
"Osimo 2022",13.4961,43.4601,68,2022-03-09,14,7.91,9.65,5.91,1.17,22.43,16.3,24.02,7,0.84,0.01,0,0.42,4.07,62.53,0.84,0.85,0,4.58,-0.42,0.399555376985682,11.544,23.965,11.57,48.66197177,49.5312,0.884955752212389,11.5441003798249
"Osimo 2022",13.4961,43.4601,69,2022-03-10,15,8.94,11.32,6.4,3.18,22.41,14.8,20.52,5.92,0.66,0.01,0,0.64,4.71,67.33,0.83,0.85,0,3.52,-0.64,0.383597273697344,11.594,24.236,9.816,49.87231898,51.2848,0.662192393736018,11.5937934323133
"Osimo 2022",13.4961,43.4601,70,2022-03-11,16,7.54,8.96,6.24,-1.06,22.39,16.62,26.17,7.08,0.84,0.01,0.01,0.42,3.46,54.73,0.83,0.85,0,3.61,-0.41,0.482589091154466,11.644,24.508,12.434,48.66638558,48.3584,0.938992042440318,11.6435426679549
"Osimo 2022",13.4961,43.4601,71,2022-03-12,17,7.81,10.24,5.61,-0.43,22.36,16.75,23.44,7.12,0.86,0.01,0.1,0.54,3.64,56.19,0.83,0.85,0,3.3,-0.44,0.487041614634492,11.693,24.78,11.061,48.93548461,48.8552,0.911651728553137,11.6933411616941
"Osimo 2022",13.4961,43.4601,72,2022-03-13,18,7.54,9.47,5.45,1.87,22.24,17.86,26.44,7.47,0.88,0.01,0,0.44,4.28,67.47,0.83,0.84,0,4.45,-0.44,0.343445565624477,11.743,25.053,12.393,47.79555562,49.4132,0.990716180371353,11.7431821600291
"Osimo 2022",13.4961,43.4601,73,2022-03-14,19,8.99,11.13,6.91,4.32,23.37,17.66,26.22,7.68,0.92,0.01,0,0.74,5.05,72.75,0.82,0.84,0,2.76,-0.74,0.328120437229498,11.793,25.326,12.209,49.65347275,51.7452,0.854282536151279,11.7930590661739
"Osimo 2022",13.4961,43.4601,74,2022-03-15,20,10.1,12.3,8.67,6.12,24.59,15.51,14.52,6.82,0.84,0.01,0,0.75,5.73,76.47,0.82,0.84,0,2.4,-0.75,0.333716138285794,11.843,25.6,6.717,51.1920253,53.5032,0.675247524752475,11.8429654252515
"Osimo 2022",13.4961,43.4601,75,2022-03-16,21,10.27,13.64,6.96,7.76,25.94,16.29,16.88,7.12,0.85,0.01,0.14,1.08,6.46,85.13,0.82,0.84,0,2.06,-0.94,0.225007922800986,11.893,25.873,7.759,51.10053249,54.2636,0.693281402142162,11.8928949095291
"Osimo 2022",13.4961,43.4601,76,2022-03-17,22,11.06,12.14,10.28,8.27,27.05,11.55,2.6,5.16,0.62,0.01,0.05,0.59,6.68,82.97,0.82,0.84,0,2.25,-0.54,0.240714713413035,11.943,26.147,1.188,52.47860718,55.2372,0.466546112115732,11.9428413037029
"Osimo 2022",13.4961,43.4601,77,2022-03-18,23,11.03,12.03,10.19,7.85,27.13,7.71,0.12,3.54,0.46,0.01,0,0.25,6.47,80.83,0.81,0.84,0,3.44,-0.25,0.26264576441705,11.993,26.42,0.054,52.50200351,55.056,0.320942883046238,11.9927984902393
"Osimo 2022",13.4961,43.4601,78,2022-03-19,24,10.65,12.15,9.17,5.86,25.96,12.69,9.25,5.47,0.69,0.01,0,1.04,5.63,72.35,0.81,0.84,0,4.62,-1.04,0.362808136919177,12.043,26.694,4.173,52.20867225,53.9596,0.513615023474178,12.0427604347785
"Osimo 2022",13.4961,43.4601,79,2022-03-20,25,10.3,12.4,8.79,4.61,23.39,17.15,22.29,7.34,0.87,0.01,0.03,1.06,5.16,67.86,0.81,0.83,0,2.89,-1.03,0.437070995198986,12.093,26.967,9.996,51.8587042,53.1596,0.712621359223301,12.0927211716055
"Osimo 2022",13.4961,43.4601,80,2022-03-21,26,10.07,11.64,8.91,2.82,22.47,18.52,25.34,7.85,0.95,0.01,0,1.1,4.54,61.03,0.8,0.83,0,2.69,-1.1,0.507199725109076,12.143,27.24,11.296,51.81367379,52.2852,0.779543197616683,12.1426747891925
"Osimo 2022",13.4961,43.4601,81,2022-03-22,27,10.45,12.54,8.44,4.41,22.85,17.42,21.6,7.08,0.8,0.01,0,1.37,5.09,66.78,0.8,0.83,0,3.23,-1.37,0.442273474452392,12.193,27.513,9.573,52.1236849,53.2376,0.677511961722488,12.1926154158154
"Osimo 2022",13.4961,43.4601,82,2022-03-23,28,10.81,13.86,8.19,6.55,23.28,17.46,21.75,7.1,0.79,0.01,0,1.55,5.95,76.17,0.8,0.83,0,3.77,-1.55,0.364103491168404,12.243,27.785,9.584,52.31542723,54.368,0.656799259944496,12.2425372052489
"Osimo 2022",13.4961,43.4601,83,2022-03-24,29,11.79,14.73,8.78,5.54,23.51,18.13,22.83,7.35,0.83,0.01,0,1.82,5.56,65.76,0.79,0.82,0,2.68,-1.82,0.497758030047335,12.292,28.056,10.002,54.12179296,54.9844,0.623409669211196,12.2924343225409
"Osimo 2022",13.4961,43.4601,84,2022-03-25,30,12.65,15.81,9.79,5.59,24.24,19.17,25.84,8.04,0.93,0.01,0,2.24,5.57,62.38,0.79,0.82,0,2.25,-2.24,0.594647688581389,12.342,28.327,11.258,55.4383193,55.8624,0.635573122529644,12.3423009298702
"Osimo 2022",13.4961,43.4601,85,2022-03-26,31,13.15,16.57,11.35,6.74,24.9,17.71,20.49,7.26,0.81,0.01,0,2.47,6.09,66.93,0.78,0.82,0,1.27,-2.47,0.630427732896354,12.392,28.596,8.879,56.09379205,56.7764,0.552091254752852,12.3921311724884
"Osimo 2022",13.4961,43.4601,86,2022-03-27,32,12.17,14.06,10.56,10.49,26.8,12.92,3.49,5.7,0.71,0.01,0,1.13,7.77,89.86,0.78,0.82,0,1.42,-1.13,0.170949783765683,12.442,28.865,1.504,54.13432238,57.1464,0.468364831552999,12.4419191647489
"Osimo 2022",13.4961,43.4601,87,2022-03-28,33,11.59,13.89,9.98,8.05,26.65,13.75,3.27,6.05,0.75,0.01,0,1.7,6.65,79.88,0.78,0.81,0,1.8,-1.7,0.330335194290664,12.492,29.133,1.402,53.43057108,55.688,0.522001725625539,12.4916589762261
"Osimo 2022",13.4961,43.4601,88,2022-03-29,34,12.43,16.52,8.92,8.55,26.34,16.33,10.69,7.12,0.86,0.02,0.01,1.74,6.91,78.35,0.78,0.81,0,2.22,-1.73,0.397082546549133,12.541,29.4,4.56,54.80576595,56.708,0.572807723250201,12.5413446179259
"Osimo 2022",13.4961,43.4601,89,2022-03-30,35,12.7,14.12,11.72,10.66,29.28,5.15,0.39,2.58,0.35,0.01,20.84,0.62,8.06,87.61,0.77,0.84,0,2.6,20.22,0.210640586673837,12.591,29.666,0.166,55.0739753,57.7376,0.203149606299213,12.5909700285926
"Osimo 2022",13.4961,43.4601,90,2022-03-31,36,13.8,16.42,11.83,11.91,30.86,8.79,1.5,4.2,0.57,0.01,11.15,1.01,8.82,88.59,0.8,0.86,0,2.32,10.14,0.233011159037378,12.641,29.93,0.634,56.9127958,59.2876,0.304347826086957,12.640529061115
"Osimo 2022",13.4961,43.4601,91,2022-04-01,37,12.36,14.16,10.11,9.14,28.59,6.23,0.81,3.01,0.43,0.01,1.7,0.5,7.32,80.86,0.81,0.85,0,3.61,1.2,0.267188658515031,12.69,30.193,0.34,54.64297304,56.8504,0.243527508090615,12.6900154690357
"Osimo 2022",13.4961,43.4601,92,2022-04-02,38,9.9,12.62,7.32,3.64,25.43,15.93,15.09,6.94,0.89,0.01,1.16,0.94,4.97,65.9,0.8,0.83,0,4.03,0.22,0.449617437473065,12.739,30.455,6.312,51.354159,52.4104,0.701010101010101,12.7394228931704
"Osimo 2022",13.4961,43.4601,93,2022-04-03,39,9.19,10.38,7.62,3.51,27.25,13.26,11.87,5.88,0.78,0.01,4.39,0.87,4.87,68.11,0.8,0.84,0,2.91,3.52,0.36680313130409,12.789,30.715,4.942,50.20088591,51.6536,0.639825897714907,12.7887448483419
"Osimo 2022",13.4961,43.4601,94,2022-04-04,40,10.48,12.16,9.13,3.79,25.11,18.94,20.21,8.2,1.02,0.02,0.5,1.14,4.95,63.37,0.8,0.83,0,1.24,-0.64,0.4864715276296,12.838,30.973,8.377,52.30165424,53.0444,0.782442748091603,12.8379747102367
"Osimo 2022",13.4961,43.4601,95,2022-04-05,41,10.88,13.6,8.55,5.69,23.59,22.04,30.3,9.34,1.11,0.02,0,2.42,5.67,70.91,0.79,0.82,0,1.81,-2.42,0.420357738612567,12.887,31.23,12.503,52.61052792,54.1284,0.858455882352941,12.8871057023935
"Osimo 2022",13.4961,43.4601,96,2022-04-06,42,11.5,14.02,10,7.75,26.8,16.25,13.35,7.18,0.91,0.02,3.3,1.58,6.55,77.88,0.79,0.83,0,2.73,1.72,0.359670722596613,12.936,31.485,5.485,53.344798,55.49,0.624347826086956,12.9361308833309
"Osimo 2022",13.4961,43.4601,97,2022-04-07,43,12.33,15.96,9.15,8.45,26.52,20.36,21.49,8.92,1.1,0.02,1.23,2.27,6.92,77.58,0.79,0.83,0,4.14,-1.04,0.380589353638137,12.985,31.738,8.792,54.66331786,56.572,0.723438767234388,12.9850431338288
"Osimo 2022",13.4961,43.4601,98,2022-04-08,44,14.49,17.88,11.36,10.59,28.08,18.17,17.03,8.24,1.08,0.02,0,3.72,7.97,77.59,0.79,0.82,0,4.37,-3.72,0.419085909389934,13.034,31.989,6.939,58.07189309,59.5024,0.568668046928916,13.0338351443729
"Osimo 2022",13.4961,43.4601,99,2022-04-09,45,14,17.55,8.35,9.74,29.7,10.97,2.17,5.11,0.72,0.02,1.59,1.99,7.58,75.84,0.78,0.82,0,5.11,-0.4,0.34571681194594,13.082,32.238,0.881,57.306304,58.7064,0.365,13.0824994027788
"Osimo 2022",13.4961,43.4601,100,2022-04-10,46,10.37,11.85,7.82,3.14,24.47,22.79,30.43,9.8,1.21,0.02,0.32,1.54,4.75,61.59,0.78,0.81,0,5.1,-1.22,0.458876122325178,13.131,32.486,12.3,52.21534417,52.7004,0.9450337512054,13.131028182011
"Osimo 2022",13.4961,43.4601,101,2022-04-11,47,11.88,14.56,9.28,4.79,23.42,22.8,29.28,9.72,1.18,0.02,0,2.9,5.36,62.27,0.77,0.81,0,2.94,-2.9,0.554171739503352,13.179,32.731,11.789,54.34188924,54.8044,0.818181818181818,13.1794135282137
"Osimo 2022",13.4961,43.4601,102,2022-04-12,48,12.19,14.63,9.48,7.59,24.95,22.43,25.18,9.63,1.16,0.02,0,3.12,6.46,73.95,0.77,0.8,0,2.45,-3.12,0.382293539445409,13.228,32.973,10.102,54.52340995,56.1224,0.789991796554553,13.2276472489754
"Osimo 2022",13.4961,43.4601,103,2022-04-13,49,12.93,14.78,10.79,9.78,26.53,20.35,17.75,9,1.15,0.02,0,2.74,7.46,81.48,0.76,0.8,0,1.67,-2.74,0.277936090618508,13.276,33.214,7.095,55.55167036,57.6508,0.696055684454756,13.2757209018463
"Osimo 2022",13.4961,43.4601,104,2022-04-14,50,12.8,14.89,10.8,9.79,26.54,21.22,22.34,9.34,1.18,0.02,0,2.54,7.47,82.27,0.76,0.8,0,2.27,-2.54,0.283537013665967,13.324,33.452,8.898,55.3286444,57.5244,0.7296875,13.323625783135
"Osimo 2022",13.4961,43.4601,105,2022-04-15,51,13.5,15.52,11.64,10.89,26.43,22.65,25.96,9.96,1.23,0.02,0,2.7,8.03,84.53,0.76,0.8,0,2.2,-2.7,0.263293513707527,13.371,33.688,10.304,56.4446445,58.6204,0.737777777777778,13.3713529170091
"Osimo 2022",13.4961,43.4601,106,2022-04-16,52,14.1,16.65,11.55,10.3,26.93,20.17,22.23,8.99,1.13,0.02,0.01,3.44,7.76,78.28,0.75,0.79,0,4.74,-3.43,0.375444743716203,13.419,33.921,8.794,57.4540652,59.008,0.637588652482269,13.4188930449282
"Osimo 2022",13.4961,43.4601,107,2022-04-17,53,11.53,12.63,10.42,4.64,25.11,21.26,23.33,9.21,1.16,0.02,0,2.33,5.24,62.7,0.74,0.78,0,7.62,-2.33,0.511780061881938,13.466,34.152,9.199,53.8302169,54.4004,0.798785776235906,13.4662366154408
"Osimo 2022",13.4961,43.4601,108,2022-04-18,54,11.36,12.67,9.49,3.74,23.44,24.99,34.21,10.7,1.31,0.02,0,2.62,4.93,59.56,0.74,0.78,0,4.71,-2.62,0.527667544005786,13.513,34.38,13.446,53.68287584,53.9064,0.941901408450704,13.5133737743776
"Osimo 2022",13.4961,43.4601,109,2022-04-19,55,13.24,16.42,10.12,6.98,26.79,21.05,17.71,9.25,1.18,0.02,0,3.6,6.24,66.05,0.73,0.78,0,2.78,-3.6,0.552255879749669,13.56,34.606,6.939,56.2368198,56.9528,0.698640483383686,13.5602943554772
"Osimo 2022",13.4961,43.4601,110,2022-04-20,56,12.28,13.76,11.07,7.53,28.73,13.39,10.48,6.03,0.83,0.02,0.05,2.51,6.46,73.23,0.73,0.78,0,3.61,-2.46,0.407433488344538,13.607,34.829,4.094,54.67762756,56.1908,0.491042345276873,13.6069878714818
"Osimo 2022",13.4961,43.4601,111,2022-04-21,57,13.29,14.47,11.86,11.33,30.17,4.68,0.17,2.4,0.32,0.01,10.35,0.73,8.4,87.92,0.74,0.82,0,5.89,9.62,0.177049963533275,13.653,35.049,0.066,56.06006232,58.5688,0.18058690744921,13.6534435057439
"Osimo 2022",13.4961,43.4601,112,2022-04-22,58,14.49,16.86,12.46,11.15,30.77,13.11,5.76,6.17,0.85,0.02,7.99,2.52,8.33,81.02,0.75,0.82,0,2.97,5.47,0.357268926322244,13.7,35.266,2.238,58.07344002,59.704,0.425810904071774,13.6996501043871
"Osimo 2022",13.4961,43.4601,113,2022-04-23,59,14.19,17.85,11.36,10.86,27.93,23.92,25.78,10.79,1.36,0.03,0.1,4.33,8.11,80.84,0.74,0.79,0,3.41,-4.23,0.393970451383234,13.746,35.481,9.988,57.59026404,59.2996,0.760394644115574,13.7455961690659
"Osimo 2022",13.4961,43.4601,114,2022-04-24,60,14.83,17.87,12.58,10.49,28.72,20.49,19.6,9.16,1.2,0.02,2.56,4.15,7.91,75.96,0.74,0.79,0,2.35,-1.59,0.483260888645379,13.791,35.692,7.573,58.60223932,59.8064,0.617666891436278,13.7912698503735
"Osimo 2022",13.4961,43.4601,115,2022-04-25,61,14.34,17.69,11.19,10.8,27.84,20.43,23.96,9.14,1.17,0.02,0.75,3.57,8.05,79.7,0.73,0.79,0,2.41,-2.82,0.381366227756921,13.837,35.901,9.235,57.8329902,59.428,0.637377963737796,13.8366589419472
"Osimo 2022",13.4961,43.4601,116,2022-04-26,62,15.39,18.98,12.11,11.1,27.15,24.42,28.72,10.83,1.36,0.02,0.05,4.91,8.19,76.38,0.73,0.78,0,2.09,-4.86,0.482230043509449,13.882,36.106,11.042,59.48089318,60.586,0.703703703703704,13.8817508753237
"Osimo 2022",13.4961,43.4601,117,2022-04-27,63,14.61,16.93,12.71,10.99,26.96,23.9,28.45,10.63,1.33,0.02,0.01,4.31,8.09,78.89,0.72,0.77,0,3.96,-4.3,0.387517450086439,13.927,36.309,10.913,58.26340071,59.7664,0.727583846680356,13.9265327156004
"Osimo 2022",13.4961,43.4601,118,2022-04-28,64,14.68,16.23,12.4,9.4,25.4,25.26,31.61,10.83,1.3,0.02,0,4.57,7.24,71,0.72,0.77,0,3.76,-4.57,0.463110133149888,13.971,36.508,12.097,58.356372,59.264,0.737738419618529,13.9709911579585
"Osimo 2022",13.4961,43.4601,119,2022-04-29,65,15.27,16.9,13.55,10.4,25.74,25.58,32.56,11.02,1.34,0.02,0,5.04,7.74,73.07,0.71,0.76,0,4.07,-5.04,0.477716349507896,14.015,36.704,12.433,59.26590111,60.214,0.721676489849378,14.0151125251063
"Osimo 2022",13.4961,43.4601,120,2022-04-30,66,15.19,17.38,12.93,10.78,25.86,26.16,34.07,11.41,1.4,0.03,0,5.47,7.99,75.7,0.7,0.76,0,2.11,-5.47,0.444252246261857,14.059,36.897,12.982,59.1626417,60.2708,0.751152073732719,14.0588827657039
"Osimo 2022",13.4961,43.4601,121,2022-05-01,67,14.65,16.39,12.61,9.78,29.83,10.79,4.52,5.04,0.69,0.01,0.64,1.83,7.5,72.67,0.7,0.76,0,2.56,-1.19,0.452041001645164,14.102,37.087,1.719,58.31438345,59.3708,0.344027303754266,14.102287453831
"Osimo 2022",13.4961,43.4601,122,2022-05-02,68,15.47,17.84,13.36,11.45,27.6,23.78,22.7,10.47,1.3,0.02,0.65,4.01,8.39,77.28,0.7,0.76,0,1.52,-3.36,0.435847703455603,14.145,37.273,8.615,59.61532384,60.792,0.676793794440853,14.1453117895592
"Osimo 2022",13.4961,43.4601,123,2022-05-03,69,16.21,19.45,13.26,11.76,27.25,24.69,26.82,10.93,1.36,0.03,0.98,5.35,8.57,76.16,0.7,0.75,0,1.8,-4.37,0.511102615090216,14.188,37.457,10.159,60.76130064,61.6436,0.674275138803208,14.1879406006939
"Osimo 2022",13.4961,43.4601,124,2022-05-04,70,16.2,18.48,14.68,12,28.64,21.01,16.81,9.4,1.21,0.02,0.52,5.14,8.67,76.49,0.69,0.75,0,1.61,-4.62,0.496239722260994,14.23,37.637,6.356,60.7513962,61.72,0.580246913580247,14.2301583457488
"Osimo 2022",13.4961,43.4601,125,2022-05-05,71,15.55,17.09,14.35,13.8,30.49,8.44,0.2,4.15,0.56,0.01,5.49,1.61,9.73,89.29,0.69,0.76,0,2.63,3.88,0.214061619458836,14.272,37.813,0.075,59.87277905,61.718,0.266881028938907,14.2719491182176
"Osimo 2022",13.4961,43.4601,126,2022-05-06,72,15.41,16.46,14.27,13.61,31.17,7.41,0.17,3.64,0.44,0.01,5.82,0.61,9.62,88.86,0.7,0.8,0,5.66,5.21,0.191018545190581,14.313,37.986,0.064,59.63151274,61.5096,0.236210253082414,14.3132966522055
"Osimo 2022",13.4961,43.4601,127,2022-05-07,73,15.89,17.49,14.51,13.6,31.74,9.66,1.42,4.71,0.64,0.01,0.89,2.22,9.63,86.39,0.7,0.76,0,3.39,-1.33,0.267918691873547,14.354,38.156,0.534,60.40722729,61.986,0.296412838263059,14.3541843294832
"Osimo 2022",13.4961,43.4601,128,2022-05-08,74,16.5,18.3,15.11,14.1,30.68,16.04,8.12,7.39,0.97,0.02,0.58,4.48,9.93,85.81,0.7,0.76,0,1.39,-3.9,0.301334658884182,14.395,38.322,3.05,61.4112335,62.776,0.447878787878788,14.394595188025
"Osimo 2022",13.4961,43.4601,129,2022-05-09,75,16.99,19.82,14.19,13.48,28.86,25.1,24.02,11.26,1.4,0.03,0.04,6.62,9.52,80.44,0.69,0.75,0,1.92,-6.58,0.419922263868316,14.435,38.485,9.009,62.08906844,63.0428,0.662742789876398,14.4345119320889
"Osimo 2022",13.4961,43.4601,130,2022-05-10,76,17.66,19.87,15.15,13.6,28.61,25.11,25.22,11.1,1.33,0.02,0.01,6.79,9.6,77.29,0.68,0.74,0,2.95,-6.78,0.463114078294922,14.474,38.644,9.446,63.06504986,63.756,0.628539071347678,14.4739169438945
"Osimo 2022",13.4961,43.4601,131,2022-05-11,77,19.26,21.9,16.57,12.8,28.95,26.78,32.1,11.86,1.46,0.03,0,8.53,9.1,66.66,0.67,0.73,0,1.48,-8.53,0.778391923813326,14.513,38.8,12.007,65.07854884,65.068,0.615784008307373,14.512792296952
"Osimo 2022",13.4961,43.4601,132,2022-05-12,78,20.4,23.95,17.06,13.46,29.13,27.92,35.93,12.5,1.56,0.03,0,9.25,9.5,65.14,0.66,0.72,0,2.04,-9.25,0.916572845970915,14.551,38.952,13.422,66.6646544,66.4456,0.612745098039216,14.5511197710905
"Osimo 2022",13.4961,43.4601,133,2022-05-13,79,20.59,23.42,17.33,13.38,29.14,26.96,32.12,12,1.47,0.03,0,9.32,9.47,63.9,0.65,0.71,0,2.08,-9.32,0.894675080533205,14.589,39.101,11.984,66.8656399,66.6068,0.582807187955318,14.5888808692277
"Osimo 2022",13.4961,43.4601,134,2022-05-14,80,20.72,23.59,17.81,13.82,29.75,27.53,33.09,12.45,1.56,0.03,0,8.51,9.78,64.89,0.65,0.69,0,2.57,-8.51,0.895308551041979,14.626,39.246,12.332,67.11468592,66.8952,0.600868725868726,14.6260568359205
"Osimo 2022",13.4961,43.4601,135,2022-05-15,81,20.78,23.5,18.34,15.49,31.15,25.44,27.07,11.42,1.4,0.03,0,7.53,10.88,72,0.64,0.68,0,2,-7.53,0.742111279738152,14.663,39.387,10.078,67.647784,67.5564,0.549566891241578,14.6626286777262
"Osimo 2022",13.4961,43.4601,136,2022-05-16,82,21.23,24.25,18.67,16.19,31.28,25.82,27.51,11.69,1.45,0.03,0.05,7.33,11.37,73.35,0.63,0.67,0,2.13,-7.28,0.750277658753002,14.699,39.525,10.231,68.42373295,68.2584,0.550635892604804,14.6985771853981
"Osimo 2022",13.4961,43.4601,137,2022-05-17,83,20.89,22.75,18.45,16.36,30.7,26.42,27.48,11.98,1.5,0.03,0.25,5.93,11.51,75.32,0.62,0.66,0,3.07,-5.68,0.584636200080807,14.734,39.658,10.21,68.02714452,67.9796,0.573480134035424,14.7338829579317
"Osimo 2022",13.4961,43.4601,138,2022-05-18,84,20.51,21.94,19.01,15.31,30.71,20.75,22.79,9.49,1.23,0.03,0.03,5.07,10.72,72.33,0.62,0.66,0,2.92,-5.04,0.676818032810011,14.769,39.789,8.459,67.25644417,67.2216,0.462701121404193,14.768526428467
"Osimo 2022",13.4961,43.4601,139,2022-05-19,85,19.6,21.51,17.7,12.01,27.12,30.23,42.96,13.26,1.67,0.03,0,5.36,8.6,62.3,0.61,0.64,0,3.44,-5.36,0.892164531794629,14.802,39.915,15.931,65.355792,65.1236,0.676530612244898,14.8024878920434
"Osimo 2022",13.4961,43.4601,140,2022-05-20,86,20.82,24.37,16.99,14.07,30.12,27.93,35.35,12.6,1.59,0.03,0,4.86,9.9,65.88,0.61,0.64,0,1.83,-4.86,0.887755825229519,14.836,40.038,13.099,67.32241384,67.0852,0.605187319884726,14.8357475351942
"Osimo 2022",13.4961,43.4601,141,2022-05-21,87,21.56,25.38,17.93,14.92,31.08,27.47,29.38,12.44,1.54,0.03,0,5.43,10.55,66.46,0.6,0.62,0,3.05,-5.43,0.950942967629828,14.868,40.157,10.878,68.44530824,68.1312,0.576994434137291,14.8682854673522
"Osimo 2022",13.4961,43.4601,142,2022-05-22,88,22.38,26.42,18.42,16.37,32.33,26.34,23.85,12.02,1.52,0.03,0,4.8,11.61,69.63,0.6,0.61,0,2.56,-4.8,0.920731092415487,14.9,40.272,8.824,69.89807206,69.4732,0.537086684539768,14.9000817540315
"Osimo 2022",13.4961,43.4601,143,2022-05-23,89,23.38,28.17,19.97,16.86,32.43,26.84,26.98,12.29,1.54,0.03,0,5.02,12.03,68.44,0.59,0.6,0,2.59,-5.02,1.15508265127692,14.931,40.384,9.975,71.29213928,70.6496,0.525662959794696,14.9311164517316
"Osimo 2022",13.4961,43.4601,144,2022-05-24,90,23.4,26.98,20.87,16.61,32.29,25.01,19.53,11.34,1.45,0.03,0,4.07,11.89,66.57,0.58,0.6,0,1.99,-4.07,1.12379692715412,14.961,40.491,7.216,71.1560962,70.5796,0.484615384615385,14.9613696445016
"Osimo 2022",13.4961,43.4601,145,2022-05-25,91,21.95,24.73,19.4,17.71,32.12,26.16,22.48,11.92,1.53,0.03,0,3.36,12.64,77.77,0.58,0.59,0,2.12,-3.36,0.658334551728085,14.991,40.595,8.301,69.85819985,69.5256,0.543052391799544,14.9908214820842
