"env","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M","T2M_MAX","T2M_MIN","PRECTOT","WS2M","RH2M","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","daysFromStart","DayLength"
"Montemurro 2023",15.9981,40.3022,2023,4,8,98,2023-04-08,8.43,14.35,1.94,1.61,1.17,72.19,3.01,300.27,11.75,16,12.9335227871541
"Montemurro 2023",15.9981,40.3022,2023,4,9,99,2023-04-09,7.8,11.41,4.95,4.15,2.27,84.38,5.15,319.27,10.63,17,12.9770061615286
"Montemurro 2023",15.9981,40.3022,2023,4,10,100,2023-04-10,7.83,11.33,4.68,5.56,4.22,83,4.94,300.85,12.06,18,13.0203611969157
"Montemurro 2023",15.9981,40.3022,2023,4,11,101,2023-04-11,10.19,17.3,5.32,0.01,3.54,71.44,4.37,260.19,25.28,19,13.0635804798026
"Montemurro 2023",15.9981,40.3022,2023,4,12,102,2023-04-12,12.69,19.96,5.73,3.53,2.4,69.69,6.82,294.54,20.01,20,13.1066563929489
"Montemurro 2023",15.9981,40.3022,2023,4,13,103,2023-04-13,13.65,22.11,6.33,2.91,2.81,64.62,5.94,287.43,24.5,21,13.1495811058318
"Montemurro 2023",15.9981,40.3022,2023,4,14,104,2023-04-14,9.06,13.3,5.41,1.16,4.41,74.38,4.31,305.52,14.54,22,13.1923465653725
"Montemurro 2023",15.9981,40.3022,2023,4,15,105,2023-04-15,9.51,15,4.96,3.92,2.72,79.5,5.69,310.33,9.54,23,13.2349444869702
"Montemurro 2023",15.9981,40.3022,2023,4,16,106,2023-04-16,8.98,11.69,7.02,15.88,1.57,88.06,7.01,317.2,8.39,24,13.2773663458659
"Montemurro 2023",15.9981,40.3022,2023,4,17,107,2023-04-17,9.41,13.37,6.76,6.27,2.04,89.75,7.68,328.48,7.94,25,13.3196033688661
"Montemurro 2023",15.9981,40.3022,2023,4,18,108,2023-04-18,11.06,16.39,5.74,6.76,1.02,81.25,7.6,331.54,12.76,26,13.3616465264534
"Montemurro 2023",15.9981,40.3022,2023,4,19,109,2023-04-19,12.12,16.51,7.1,1.17,1.54,75.81,7.6,321.94,16.36,27,13.403486525317
"Montemurro 2023",15.9981,40.3022,2023,4,20,110,2023-04-20,12.46,18.1,7.23,0.01,1.43,75.69,7.76,286.27,22.48,28,13.4451138013337
"Montemurro 2023",15.9981,40.3022,2023,4,21,111,2023-04-21,13.37,19.12,8.58,0.06,1.05,72.12,7.95,301.66,21.04,29,13.4865185130363
"Montemurro 2023",15.9981,40.3022,2023,4,22,112,2023-04-22,13.59,20.14,6.69,0.01,1.62,68.94,7.23,296.74,22.81,30,13.5276905356049
"Montemurro 2023",15.9981,40.3022,2023,4,23,113,2023-04-23,14.5,20.95,7.93,0.06,1.44,68,8.22,291.44,23.31,31,13.568619455419
"Montemurro 2023",15.9981,40.3022,2023,4,24,114,2023-04-24,13.51,19.44,8.33,0.29,4.3,66.62,7.05,312.2,15.18,32,13.6092945652121
"Montemurro 2023",15.9981,40.3022,2023,4,25,115,2023-04-25,13.79,20.08,9.02,0.08,3.65,73.5,8.46,319.73,15.6,33,13.6497048598683
"Montemurro 2023",15.9981,40.3022,2023,4,26,116,2023-04-26,11.77,17.5,5.76,0.2,3.55,71,6.08,289.69,25.06,34,13.6898390329062
"Montemurro 2023",15.9981,40.3022,2023,4,27,117,2023-04-27,12.3,19.44,4.93,0,2.25,56.62,3.26,274.3,27.02,35,13.7296854736935
"Montemurro 2023",15.9981,40.3022,2023,4,28,118,2023-04-28,14.97,22.69,7.23,0,1.09,51.94,4.33,279.55,26.09,36,13.7692322654388
"Montemurro 2023",15.9981,40.3022,2023,4,29,119,2023-04-29,15.88,23.88,8.87,1.77,1.48,61.69,7.7,318.91,21.36,37,13.8084671840072
"Montemurro 2023",15.9981,40.3022,2023,4,30,120,2023-04-30,13.76,18.69,11.18,3.3,1.62,86.62,11.4,344.27,10.38,38,13.8473776976072
"Montemurro 2023",15.9981,40.3022,2023,5,1,121,2023-05-01,13.18,15.45,10.33,10.25,3.4,93.12,12.05,344.59,5.3,39,13.8859509673991
"Montemurro 2023",15.9981,40.3022,2023,5,2,122,2023-05-02,14.27,18.44,11.23,10.29,3.61,87.56,12.04,339.59,11.33,40,13.9241738490712
"Montemurro 2023",15.9981,40.3022,2023,5,3,123,2023-05-03,13.42,16.89,10.4,6.64,3.1,85.5,10.84,342.52,11.59,41,13.9620328954347
"Montemurro 2023",15.9981,40.3022,2023,5,4,124,2023-05-04,14.05,19.44,9.63,0.09,3.01,77.69,9.8,324.21,17.47,42,13.9995143600851
"Montemurro 2023",15.9981,40.3022,2023,5,5,125,2023-05-05,15.3,22.13,8.54,0,2.73,68.38,9.05,294.09,27.07,43,14.0366042021782
"Montemurro 2023",15.9981,40.3022,2023,5,6,126,2023-05-06,17.51,24.18,9.82,0,1.2,61.69,9.4,307.59,25.89,44,14.0732880923679
"Montemurro 2023",15.9981,40.3022,2023,5,7,127,2023-05-07,18.36,25.04,11.58,0,1.38,57.69,9.08,308.47,26.66,45,14.109551419951
"Montemurro 2023",15.9981,40.3022,2023,5,8,128,2023-05-08,17.34,22.65,13.48,1.59,1.2,67.94,11,342.34,7.6,46,14.1453793012634
"Montemurro 2023",15.9981,40.3022,2023,5,9,129,2023-05-09,16.17,20.33,13.12,0.82,1.73,79.38,12.24,355.16,7.7,47,14.1807565893682
"Montemurro 2023",15.9981,40.3022,2023,5,10,130,2023-05-10,15.51,19.74,11.71,5.91,1.15,79.31,11.75,341.91,6.19,48,14.2156678850746
"Montemurro 2023",15.9981,40.3022,2023,5,11,131,2023-05-11,15.76,22.27,9.57,1.34,2.71,72.5,10.06,314.12,23.5,49,14.2500975493227
"Montemurro 2023",15.9981,40.3022,2023,5,12,132,2023-05-12,14.83,20.91,8.12,0.31,2.11,69.44,8.51,302.55,21.68,50,14.2840297169647
"Montemurro 2023",15.9981,40.3022,2023,5,13,133,2023-05-13,15.39,19.25,11.45,4.97,2.09,77,11.14,345.13,6.94,51,14.31744831197
"Montemurro 2023",15.9981,40.3022,2023,5,14,134,2023-05-14,17.11,22.89,12.99,2.9,2.26,79.69,13.15,349.41,15.1,52,14.3503370640742
"Montemurro 2023",15.9981,40.3022,2023,5,15,135,2023-05-15,15.12,17.8,12.91,16.07,2.84,93.44,14.02,359.78,4.22,53,14.3826795268887
"Montemurro 2023",15.9981,40.3022,2023,5,16,136,2023-05-16,14.34,18.23,10.65,5.96,4.41,80.62,10.78,342.91,10.15,54,14.4144590974793
"Montemurro 2023",15.9981,40.3022,2023,5,17,137,2023-05-17,14.45,18.49,10.84,6.41,2.69,80.56,10.88,342.15,13.92,55,14.4456590374169
"Montemurro 2023",15.9981,40.3022,2023,5,18,138,2023-05-18,15.48,21.4,9.38,0.17,1.35,77.94,11.23,334.42,17.5,56,14.4762624952943
"Montemurro 2023",15.9981,40.3022,2023,5,19,139,2023-05-19,16.34,22.48,11.77,0.05,1.96,78.19,12.13,338.45,20.21,57,14.5062525306958
"Montemurro 2023",15.9981,40.3022,2023,5,20,140,2023-05-20,14.92,19.47,12.55,3.47,3.05,84.88,12.11,344.83,5.83,58,14.5356121395981
"Montemurro 2023",15.9981,40.3022,2023,5,21,141,2023-05-21,14.77,18.19,11.88,5.22,1.64,85.94,12.29,346.86,9.65,59,14.5643242811703
"Montemurro 2023",15.9981,40.3022,2023,5,22,142,2023-05-22,17.33,22.12,12.09,0.23,1.6,73.06,12.01,342.3,18.92,60,14.5923719059329
"Montemurro 2023",15.9981,40.3022,2023,5,23,143,2023-05-23,18.79,24.3,11.55,0.27,0.95,61.81,10.71,320.96,24.03,61,14.6197379852247
"Montemurro 2023",15.9981,40.3022,2023,5,24,144,2023-05-24,19.52,25.45,14.15,0.08,1.19,60.25,11.02,321.25,25.47,62,14.6464055419159
"Montemurro 2023",15.9981,40.3022,2023,5,25,145,2023-05-25,19.76,25.62,14.55,0.01,1.4,59.25,11,321.16,27.38,63,14.6723576822956
"Montemurro 2023",15.9981,40.3022,2023,5,26,146,2023-05-26,18.12,23.11,12.92,0.68,2.74,70.25,12.42,341.39,18.07,64,14.6975776290511
"Montemurro 2023",15.9981,40.3022,2023,5,27,147,2023-05-27,18.67,24.64,13.51,0.21,2.96,65.44,11.62,338.96,19.25,65,14.7220487552446
"Montemurro 2023",15.9981,40.3022,2023,5,28,148,2023-05-28,18.76,24.25,12.4,0.54,2.25,66.94,12.05,323.7,24.59,66,14.745754619184
"Montemurro 2023",15.9981,40.3022,2023,5,29,149,2023-05-29,19.69,25.94,13.28,1.63,1.36,63.81,11.9,339.74,23.49,67,14.7686790000703
"Montemurro 2023",15.9981,40.3022,2023,5,30,150,2023-05-30,19.56,24.32,14.07,3.07,0.8,67.44,12.85,341.95,19.99,68,14.7908059342976
"Montemurro 2023",15.9981,40.3022,2023,5,31,151,2023-05-31,19.33,23.58,15.09,5.14,0.95,70.19,13.46,335.09,19.59,69,14.8121197522683
"Montemurro 2023",15.9981,40.3022,2023,6,1,152,2023-06-01,19.12,23.25,14.68,0.89,1.1,70.38,13.22,340.16,19.43,70,14.8326051155788
"Montemurro 2023",15.9981,40.3022,2023,6,2,153,2023-06-02,19.63,24.23,13.99,1.61,1.07,66,12.61,334.84,22.63,71,14.8522470544199
"Montemurro 2023",15.9981,40.3022,2023,6,3,154,2023-06-03,19.95,24.19,13.64,1.21,0.91,66.69,13.09,333.98,22.47,72,14.8710310050305
"Montemurro 2023",15.9981,40.3022,2023,6,4,155,2023-06-04,20.79,25.56,15.75,0.06,1.45,66.12,13.8,333.49,26.2,73,14.8889428470326
"Montemurro 2023",15.9981,40.3022,2023,6,5,156,2023-06-05,19.06,22.27,16.33,1.17,1.35,75.88,14.39,358.37,11.88,74,14.9059689404728
"Montemurro 2023",15.9981,40.3022,2023,6,6,157,2023-06-06,19.44,23.7,15.52,2.15,0.97,76.06,14.74,349.65,18.73,75,14.9220961623889
"Montemurro 2023",15.9981,40.3022,2023,6,7,158,2023-06-07,20.5,26.24,14.89,3.38,1.05,71,14.42,354.11,21.95,76,14.9373119427141
"Montemurro 2023",15.9981,40.3022,2023,6,8,159,2023-06-08,21.5,27.23,14.5,0.19,1.07,65.75,14.09,336.99,25.94,77,14.9516042993349
"Montemurro 2023",15.9981,40.3022,2023,6,9,160,2023-06-09,22.59,28.95,15.2,0.02,0.89,61.62,14,332.12,26.59,78,14.964961872111
"Montemurro 2023",15.9981,40.3022,2023,6,10,161,2023-06-10,20.33,23.4,17.23,2.21,1.83,72.06,14.97,364.55,16.67,79,14.9773739556713
"Montemurro 2023",15.9981,40.3022,2023,6,11,162,2023-06-11,19.82,23.77,15.86,12.8,1.35,79.56,15.9,356.89,18.52,80,14.9888305307997
"Montemurro 2023",15.9981,40.3022,2023,6,12,163,2023-06-12,19.87,24.88,14.55,1.8,2.2,74,14.62,348.63,22.1,81,14.9993222942298
"Montemurro 2023",15.9981,40.3022,2023,6,13,164,2023-06-13,20.63,26.68,14.24,1.03,1.05,68.31,14,344.33,20.3,82,15.008840686672
"Montemurro 2023",15.9981,40.3022,2023,6,14,165,2023-06-14,20.8,25.73,15.51,4.68,1.05,70.5,14.71,348.45,21.56,83,15.0173779189057
"Montemurro 2023",15.9981,40.3022,2023,6,15,166,2023-06-15,18.54,22.86,15.58,11.23,1.9,83.75,15.51,356.86,13.96,84,15.0249269957752
"Montemurro 2023",15.9981,40.3022,2023,6,16,167,2023-06-16,18.86,23.67,14.84,0.34,4.83,69.56,12.73,335.84,22.97,85,15.0314817379425
"Montemurro 2023",15.9981,40.3022,2023,6,17,168,2023-06-17,19.5,25.49,14.43,0.01,4.43,61.19,11.08,312.85,28.33,86,15.0370368012589
"Montemurro 2023",15.9981,40.3022,2023,6,18,169,2023-06-18,20.55,27.48,13.76,0,3.12,55,10.5,309.92,30.38,87,15.0415876936328
"Montemurro 2023",15.9981,40.3022,2023,6,19,170,2023-06-19,23.44,30.31,14.59,0,1.62,45.31,9.9,324.36,29.58,88,15.045130789285
"Montemurro 2023",15.9981,40.3022,2023,6,20,171,2023-06-20,25.34,32.98,17.12,0,1.41,46.12,11.72,344.06,29.35,89,15.0476633402991
"Montemurro 2023",15.9981,40.3022,2023,6,21,172,2023-06-21,27.03,35.05,20.05,0,1.88,47.38,13.69,351.38,29.19,90,15.0491834853925
"Montemurro 2023",15.9981,40.3022,2023,6,22,173,2023-06-22,28.55,36.15,20.42,0,1.96,42.25,13.4,357.14,29.01,91,15.0496902558499
"Montemurro 2023",15.9981,40.3022,2023,6,23,174,2023-06-23,29.49,37.94,22.33,0.09,1.52,40.06,12.69,356.17,27.4,92,15.0491835785798
"Montemurro 2023",15.9981,40.3022,2023,6,24,175,2023-06-24,24.73,30.82,19.75,3.11,1.99,58.94,15.23,353.22,22.97,93,15.0476642762758
"Montemurro 2023",15.9981,40.3022,2023,6,25,176,2023-06-25,22.59,27.4,18.26,1.21,3.31,69.5,16.37,357.87,25.12,94,15.0451340646795
"Montemurro 2023",15.9981,40.3022,2023,6,26,177,2023-06-26,23.59,30.68,16.9,0.32,3.02,59.06,14.37,341.3,29.26,95,15.0415955469656
"Montemurro 2023",15.9981,40.3022,2023,6,27,178,2023-06-27,24.95,32.41,16.8,0.01,1.99,54.94,14.25,334.43,29.8,96,15.0370522052843
"Montemurro 2023",15.9981,40.3022,2023,6,28,179,2023-06-28,25.6,33.62,17.58,0,1.54,51.5,13.34,336.4,28.66,97,15.0315083895184
"Montemurro 2023",15.9981,40.3022,2023,6,29,180,2023-06-29,23.41,30.42,17.94,0.01,2.06,61.31,14.44,357.29,24.95,98,15.0249693033278
"Montemurro 2023",15.9981,40.3022,2023,6,30,181,2023-06-30,23.96,30.81,16.69,0.89,0.95,61.19,15.37,346.3,27.04,99,15.0174409875725
"Montemurro 2023",15.9981,40.3022,2023,7,1,182,2023-07-01,23.23,30.05,16.97,0.9,2.55,58.88,13.48,351.98,19.32,100,15.0089303012211
"Montemurro 2023",15.9981,40.3022,2023,7,2,183,2023-07-02,23.15,30.35,15.34,0.01,2.28,59.06,13.77,353.63,24.79,101,14.9994448998664
"Montemurro 2023",15.9981,40.3022,2023,7,3,184,2023-07-03,25.3,33.02,16.95,0.04,1,56.25,14.53,352.75,27.95,102,14.9889932119834
"Montemurro 2023",15.9981,40.3022,2023,7,4,185,2023-07-04,25.57,32.38,18.07,0.06,1.42,57.75,15.69,350.74,26.92,103,14.977584413078
"Montemurro 2023",15.9981,40.3022,2023,7,5,186,2023-07-05,25.61,31.8,20.4,0.05,1.5,59.19,16.08,348.7,28.62,104,14.9652283978845
"Montemurro 2023",15.9981,40.3022,2023,7,6,187,2023-07-06,26.76,34.41,18.94,0,2.02,50,14.17,344.66,30.12,105,14.9519357507792
"Montemurro 2023",15.9981,40.3022,2023,7,7,188,2023-07-07,26.37,33.97,19.32,0.02,2.58,50.88,14.4,352.05,29.67,106,14.9377177145855
"Montemurro 2023",15.9981,40.3022,2023,7,8,189,2023-07-08,25.65,34.52,18.36,0,2.66,47.88,12.4,352.81,27.76,107,14.9225861579511
"Montemurro 2023",15.9981,40.3022,2023,7,9,190,2023-07-09,26.71,35.44,18.97,0,2.28,39.19,9.65,345.79,30.32,108,14.906553541483
"Montemurro 2023",15.9981,40.3022,2023,7,10,191,2023-07-10,27.18,35.25,18.33,0,2.59,40,11.4,340.56,30.15,109,14.8896328828254
"Montemurro 2023",15.9981,40.3022,2023,7,11,192,2023-07-11,28.69,36.62,21.23,0,1.6,37,11.26,348.35,29.73,110,14.871837720872
"Montemurro 2023",15.9981,40.3022,2023,7,12,193,2023-07-12,30.21,38.39,22.12,0,1.56,40.81,13.4,352.48,29.87,111,14.8531820792969
"Montemurro 2023",15.9981,40.3022,2023,7,13,194,2023-07-13,31.4,41.32,22.05,0,1.88,31.88,10.51,362.26,28.86,112,14.8336804295914
"Montemurro 2023",15.9981,40.3022,2023,7,14,195,2023-07-14,30.59,39.79,21.29,0.01,1.07,36.56,11.71,347.26,29.65,113,14.8133476537868
"Montemurro 2023",15.9981,40.3022,2023,7,15,196,2023-07-15,30.08,38.19,22.3,0,1.44,44.31,15.21,345.35,30.2,114,14.7921990070405
"Montemurro 2023",15.9981,40.3022,2023,7,16,197,2023-07-16,31.26,39.5,23.15,0,1.54,37.38,13.3,361.41,29.8,115,14.7702500802561
"Montemurro 2023",15.9981,40.3022,2023,7,17,198,2023-07-17,32.89,41.4,24.16,0,1.72,29.12,10.89,373.93,28.83,116,14.7475167628987
"Montemurro 2023",15.9981,40.3022,2023,7,18,199,2023-07-18,32.4,41.12,24.58,0,2.45,30.56,11.38,371.28,29.31,117,14.724015206163
"Montemurro 2023",15.9981,40.3022,2023,7,19,200,2023-07-19,33.54,42.63,25.47,0,1.53,28.06,10.64,365.57,29.08,118,14.699761786639
"Montemurro 2023",15.9981,40.3022,2023,7,20,201,2023-07-20,32.77,42.38,23.93,0,1.84,25.56,8.45,360.48,29.03,119,14.674773070611
"Montemurro 2023",15.9981,40.3022,2023,7,21,202,2023-07-21,32.44,40.93,23.94,0,1.93,29,10.65,374.36,25.8,120,14.6490657791189
"Montemurro 2023",15.9981,40.3022,2023,7,22,203,2023-07-22,32.51,40.65,25.71,0,3.68,25.81,9.55,362.57,27.96,121,14.6226567538945
"Montemurro 2023",15.9981,40.3022,2023,7,23,204,2023-07-23,31.84,41.28,24.17,0,3.05,28.56,10.27,360.7,27.83,122,14.5955629242811
"Montemurro 2023",15.9981,40.3022,2023,7,24,205,2023-07-24,33.57,43.08,24.76,0,1.8,20.44,6.12,357.07,28.44,123,14.5678012752285
"Montemurro 2023",15.9981,40.3022,2023,7,25,206,2023-07-25,32.33,41.01,24.66,0,5.02,26.62,7.71,359.99,26.15,124,14.5393888164478
"Montemurro 2023",15.9981,40.3022,2023,7,26,207,2023-07-26,25.56,30.4,20.73,0.03,4.84,50,13.17,350.71,25.96,125,14.5103425527992
"Montemurro 2023",15.9981,40.3022,2023,7,27,208,2023-07-27,25.13,32.56,18.42,0.01,3.1,44,10.07,337.97,27.87,126,14.4806794559725
"Montemurro 2023",15.9981,40.3022,2023,7,28,209,2023-07-28,26.95,35.58,17.69,0.01,1.16,38.12,9.91,342.17,26.2,127,14.4504164375145
"Montemurro 2023",15.9981,40.3022,2023,7,29,210,2023-07-29,27.42,35.87,19.29,0,1.52,41.94,11.72,338.45,28.87,128,14.4195703232432
"Montemurro 2023",15.9981,40.3022,2023,7,30,211,2023-07-30,29.11,37.9,20.18,0,1.48,37.5,11.25,353.05,28.43,129,14.3881578290802
