"env","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M","T2M_MAX","T2M_MIN","PRECTOT","WS2M","RH2M","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","daysFromStart","DayLength"
"Bardibas 2017",85.87,27.03,2018,3,27,86,2018-03-27,28.35,36.7,20.01,0,1.45,16.94,-0.28,325.6,23.15,117,12.2802019676846
"Bardibas 2017",85.87,27.03,2018,3,28,87,2018-03-28,26.53,34.18,19.95,0,1.7,23.12,3.33,347.72,19.6,118,12.3069628440592
"Bardibas 2017",85.87,27.03,2018,3,29,88,2018-03-29,27.63,35.21,20.51,0.71,1.82,25.69,5.58,343.25,21.05,119,12.3336891040844
"Bardibas 2017",85.87,27.03,2018,3,30,89,2018-03-30,26.9,35.07,18.97,1.24,2.11,26.75,5.15,353.45,17.9,120,12.3603766962808
"Bardibas 2017",85.87,27.03,2018,3,31,90,2018-03-31,26.47,33.64,20.03,0.41,2.45,30.44,7.26,329,20.56,121,12.3870215308757
"Bardibas 2017",85.87,27.03,2018,4,1,91,2018-04-01,27.04,33.64,20.68,0.01,2.01,36.44,10.28,335.74,20.65,122,12.4136194735477
"Bardibas 2017",85.87,27.03,2018,4,2,92,2018-04-02,27.9,35.37,21.41,0.28,1.47,34.62,10.05,359.51,22.26,123,12.44016633926
"Bardibas 2017",85.87,27.03,2018,4,3,93,2018-04-03,28.75,35.5,21.9,0.09,1.42,33.38,10.24,369.49,18.72,124,12.4666578861897
"Bardibas 2017",85.87,27.03,2018,4,4,94,2018-04-04,29.14,35.66,21.98,1.68,1.27,32.06,9.92,378.12,15.43,125,12.4930898097604
"Bardibas 2017",85.87,27.03,2018,4,5,95,2018-04-05,28.19,34.65,23.15,2.86,0.98,35.81,11.01,369.34,12.21,126,12.5194577367849
"Bardibas 2017",85.87,27.03,2018,4,6,96,2018-04-06,27.22,34.32,20.76,0.71,2.45,41.94,12.62,359.26,18.56,127,12.5457572197269
"Bardibas 2017",85.87,27.03,2018,4,7,97,2018-04-07,27.23,32.88,21.62,6.05,1.86,53.81,16.42,356.52,13.16,128,12.5719837310895
"Bardibas 2017",85.87,27.03,2018,4,8,98,2018-04-08,26.63,31.97,22.81,3.46,1.11,57.62,17.01,352.06,16.75,129,12.5981326579408
"Bardibas 2017",85.87,27.03,2018,4,9,99,2018-04-09,26.4,32.2,21.25,2.68,1.85,56.56,16.45,364.18,17.1,130,12.6241992965848
"Bardibas 2017",85.87,27.03,2018,4,10,100,2018-04-10,26.9,32.26,22.02,3.45,1.34,53.31,16.12,350.37,12.28,131,12.650178847389
"Bardibas 2017",85.87,27.03,2018,4,11,101,2018-04-11,27.23,32.92,22.11,3.1,1.91,52,15.9,358.05,19.19,132,12.6760664097794
"Bardibas 2017",85.87,27.03,2018,4,12,102,2018-04-12,26.3,33.44,21.51,0.58,2.31,46.75,13.02,355.8,15.07,133,12.7018569774139
"Bardibas 2017",85.87,27.03,2018,4,13,103,2018-04-13,27.48,35.41,21.13,0.05,1.91,36.38,10.12,327.83,24.55,134,12.7275454335476
"Bardibas 2017",85.87,27.03,2018,4,14,104,2018-04-14,28.83,36.82,21.67,0,2.09,25.94,5.84,313.93,24.73,135,12.7531265466014
"Bardibas 2017",85.87,27.03,2018,4,15,105,2018-04-15,28.58,35.94,20.92,0.05,1.65,27.19,6.9,337.12,24.23,136,12.7785949659489
"Bardibas 2017",85.87,27.03,2018,4,16,106,2018-04-16,29.11,36.15,21.95,1.55,1.7,33,10.52,365.48,20.58,137,12.8039452179351
"Bardibas 2017",85.87,27.03,2018,4,17,107,2018-04-17,28.75,35.23,22.52,6.6,1.95,44.25,14.84,375.46,18.97,138,12.8291717021419
"Bardibas 2017",85.87,27.03,2018,4,18,108,2018-04-18,28.19,34.81,22.59,4.5,2.1,52.12,16.7,374.29,20.59,139,12.8542686879171
"Bardibas 2017",85.87,27.03,2018,4,19,109,2018-04-19,28.52,36.29,21.26,4.46,1.82,43.62,13.66,386.93,21.82,140,12.8792303111815
"Bardibas 2017",85.87,27.03,2018,4,20,110,2018-04-20,28.92,36.44,21.59,0.59,2.17,39.62,12.92,356.88,24.48,141,12.9040505715328
"Bardibas 2017",85.87,27.03,2018,4,21,111,2018-04-21,30.68,39.1,24.33,0.04,2.12,30.69,10.23,347.97,27.23,142,12.9287233296629
"Bardibas 2017",85.87,27.03,2018,4,22,112,2018-04-22,29.8,37.92,22.84,0,2.38,23.31,3.53,323.5,28.31,143,12.9532423051069
"Bardibas 2017",85.87,27.03,2018,4,23,113,2018-04-23,29.71,38.23,21.93,0,1.7,18.75,1.58,308.96,28.61,144,12.9776010743421
"Bardibas 2017",85.87,27.03,2018,4,24,114,2018-04-24,29,36.87,21.4,0,1.72,20.38,3.05,316.08,26.64,145,13.0017930692579
"Bardibas 2017",85.87,27.03,2018,4,25,115,2018-04-25,28.93,36.28,21.6,0,1.92,27.62,7.76,348.72,19.73,146,13.0258115760129
"Bardibas 2017",85.87,27.03,2018,4,26,116,2018-04-26,28.07,34.13,22.55,1.4,3.21,40.88,13.25,377.13,13.9,147,13.0496497343018
"Bardibas 2017",85.87,27.03,2018,4,27,117,2018-04-27,28.95,35.33,23.08,0.71,3.34,45,15.15,356.72,19,148,13.073300537051
"Bardibas 2017",85.87,27.03,2018,4,28,118,2018-04-28,26.48,31.55,23.54,8.06,2.64,60,17.74,376.66,14.77,149,13.0967568305626
"Bardibas 2017",85.87,27.03,2018,4,29,119,2018-04-29,26.66,31.86,22.12,12.05,1.84,64,18.82,375.37,14.45,150,13.120011315128
"Bardibas 2017",85.87,27.03,2018,4,30,120,2018-04-30,25.87,31.4,21,11.43,2.16,67.69,18.94,366.41,13.44,151,13.1430565461294
"Bangladesh 2017",89.195,23.195,2017,12,3,337,2017-12-03,19.41,25.26,13.84,0,1.33,81.38,16.08,332.63,16.42,1,10.8036852971322
"Bangladesh 2017",89.195,23.195,2017,12,4,338,2017-12-04,18.99,25.23,13.16,0,1.39,83.69,16.07,334.12,15.85,2,10.7941295036424
"Bangladesh 2017",89.195,23.195,2017,12,5,339,2017-12-05,19.23,26,13.4,0,1.2,81.31,15.65,343.14,15.5,3,10.7850274485241
"Bangladesh 2017",89.195,23.195,2017,12,6,340,2017-12-06,18.85,24.55,12.96,0,1.34,81.25,15.33,341.61,15.03,4,10.7763865907712
"Bangladesh 2017",89.195,23.195,2017,12,7,341,2017-12-07,20.61,26.46,14.55,0,1.13,82.5,17.32,353.8,15.43,5,10.7682141168282
"Bangladesh 2017",89.195,23.195,2017,12,8,342,2017-12-08,20.11,22.52,18.06,8.27,1.02,92.12,18.79,383.05,7.95,6,10.7605169209633
"Bangladesh 2017",89.195,23.195,2017,12,9,343,2017-12-09,21.08,25.48,18.05,35.77,1.52,91.06,19.52,398.26,4.87,7,10.7533015860605
"Bangladesh 2017",89.195,23.195,2017,12,10,344,2017-12-10,23.43,27.25,20.58,38.47,2.45,93.06,22.22,424.14,4.31,8,10.7465743649345
"Bangladesh 2017",89.195,23.195,2017,12,11,345,2017-12-11,22.99,26.33,20.33,9.18,2.29,90.69,21.33,413.86,8.78,9,10.7403411622706
"Bangladesh 2017",89.195,23.195,2017,12,12,346,2017-12-12,22.43,26.91,18.52,0.24,1.27,86.06,19.87,385.33,14.17,10,10.7346075172909
"Bangladesh 2017",89.195,23.195,2017,12,13,347,2017-12-13,21.67,26.99,16.55,0,1.07,83.44,18.59,357.47,12.28,11,10.729378587248
"Bangladesh 2017",89.195,23.195,2017,12,14,348,2017-12-14,20.53,26.58,14.87,0,1.31,79.19,16.55,352.37,12.92,12,10.7246591318412
"Bangladesh 2017",89.195,23.195,2017,12,15,349,2017-12-15,19.59,25.37,14.16,0,1.41,77.69,15.38,343.09,13.87,13,10.7204534986503
"Bangladesh 2017",89.195,23.195,2017,12,16,350,2017-12-16,18.22,24.92,12.89,0,1.27,79.69,14.41,328.27,13.68,14,10.7167656096744
"Bangladesh 2017",89.195,23.195,2017,12,17,351,2017-12-17,16.83,23.65,11.26,0,1.32,81.56,13.41,339.27,12.85,15,10.7135989490596
"Bangladesh 2017",89.195,23.195,2017,12,18,352,2017-12-18,17.15,23.5,11.38,0,1.32,86.38,14.69,365,12.89,16,10.7109565520923
"Bangladesh 2017",89.195,23.195,2017,12,19,353,2017-12-19,18.04,23.57,12.75,0,1.2,87,15.81,369.76,7.06,17,10.7088409955277
"Bangladesh 2017",89.195,23.195,2017,12,20,354,2017-12-20,19.35,24.4,14.07,0,0.69,81.19,15.94,363.02,10.52,18,10.707254389316
"Bangladesh 2017",89.195,23.195,2017,12,21,355,2017-12-21,19.19,24.55,13.94,0,0.78,80.88,15.7,358.1,12.48,19,10.7061983697791
"Bangladesh 2017",89.195,23.195,2017,12,22,356,2017-12-22,19.61,24.33,14.31,0,0.91,80.56,16.01,344.45,13.46,20,10.7056740942834
"Bangladesh 2017",89.195,23.195,2017,12,23,357,2017-12-23,19.54,24.93,15.1,0,1.21,81.44,16.12,344.71,12.66,21,10.7056822374417
"Bangladesh 2017",89.195,23.195,2017,12,24,358,2017-12-24,17.4,24.21,12.56,0,1.34,80.44,13.7,334.05,13.07,22,10.7062229888723
"Bangladesh 2017",89.195,23.195,2017,12,25,359,2017-12-25,16.93,23.87,10.81,0,1.45,79.81,13.19,334.89,13.85,23,10.7072960525268
"Bangladesh 2017",89.195,23.195,2017,12,26,360,2017-12-26,16.21,23.43,11.79,0,1.78,80.44,12.51,325.01,13.97,24,10.7089006475937
"Bangladesh 2017",89.195,23.195,2017,12,27,361,2017-12-27,15.98,24.04,9.76,0,1.65,80,12.25,320.62,15.24,25,10.7110355109709
"Bangladesh 2017",89.195,23.195,2017,12,28,362,2017-12-28,16.19,24.4,9.75,0,1.54,82.88,13,345.8,13.46,26,10.7136989012911
"Bangladesh 2017",89.195,23.195,2017,12,29,363,2017-12-29,16.94,24.05,10.61,0,1.24,86.25,14.46,364.12,11.78,27,10.7168886044743
"Bangladesh 2017",89.195,23.195,2017,12,30,364,2017-12-30,18.19,25.08,11.89,0,1.39,83,15.38,342.07,16.16,28,10.7206019407698
"Bangladesh 2017",89.195,23.195,2017,12,31,365,2017-12-31,18.29,25.09,11.61,0,1.38,83.06,15.29,327.63,16.28,29,10.7248357732446
"Bangladesh 2017",89.195,23.195,2018,1,1,1,2018-01-01,18.22,24.46,12.44,0,1.18,83.69,15.23,344.62,12.97,30,10.731119544008
"Bangladesh 2017",89.195,23.195,2018,1,2,2,2018-01-02,17.23,22.98,13.54,0,1.42,81.75,13.9,341.63,12.98,31,10.7365369493412
"Bangladesh 2017",89.195,23.195,2018,1,3,3,2018-01-03,15.37,23.23,9.98,0,1.86,74.94,10.46,312.07,14.35,32,10.742461381484
"Bangladesh 2017",89.195,23.195,2018,1,4,4,2018-01-04,13.57,20.6,8.02,0,1.56,74.56,8.72,323.2,10.99,33,10.7488878657019
"Bangladesh 2017",89.195,23.195,2018,1,5,5,2018-01-05,13.19,20.71,6.73,0,1.66,75.88,8.65,324.03,13.03,34,10.7558110366401
"Bangladesh 2017",89.195,23.195,2018,1,6,6,2018-01-06,13.4,21.94,6.74,0,1.59,69.56,7.37,303.91,14.59,35,10.7632251543478
"Bangladesh 2017",89.195,23.195,2018,1,7,7,2018-01-07,13.27,21.17,7.37,0,1.59,64.19,6.21,307.14,13.95,36,10.7711241211851
"Bangladesh 2017",89.195,23.195,2018,1,8,8,2018-01-08,13.12,20.34,8.11,0,1.33,64,6.14,320.24,13.21,37,10.7795014995129
"Bangladesh 2017",89.195,23.195,2018,1,9,9,2018-01-09,12.7,20.01,6.23,0,1.48,67.44,6.5,319.63,14.4,38,10.7883505300653
"Bangladesh 2017",89.195,23.195,2018,1,10,10,2018-01-10,12.93,20.64,5.51,0,1.42,67.19,6.58,325.16,12.93,39,10.7976641509023
"Bangladesh 2017",89.195,23.195,2018,1,11,11,2018-01-11,12.98,19.67,7.48,0,1.24,68.75,7.13,349.85,8.43,40,10.8074350168397
"Bangladesh 2017",89.195,23.195,2018,1,12,12,2018-01-12,13.96,20.93,8.38,0,1.02,71.38,8.5,352.48,10.12,41,10.8176555192524
"Bangladesh 2017",89.195,23.195,2018,1,13,13,2018-01-13,14.67,20.7,9.15,0,0.91,72.69,9.59,364.54,7.67,42,10.8283178061506
"Bangladesh 2017",89.195,23.195,2018,1,14,14,2018-01-14,14.25,21.29,9.3,0,1.41,81.88,10.93,358.3,8.06,43,10.8394138024279
"Bangladesh 2017",89.195,23.195,2018,1,15,15,2018-01-15,14.68,22.26,7.86,0,1.45,67.38,8.27,344.74,10.26,44,10.8509352301836
"Bangladesh 2017",89.195,23.195,2018,1,16,16,2018-01-16,15.32,22.78,9.09,0,1.49,66.81,8.91,331.93,12.2,45,10.862873629026
"Bangladesh 2017",89.195,23.195,2018,1,17,17,2018-01-17,15.01,23.03,9.19,0,1.54,68.62,8.9,328.93,13.62,46,10.8752203762653
"Bangladesh 2017",89.195,23.195,2018,1,18,18,2018-01-18,15.16,24.01,8.17,0,1.41,67.19,8.65,326.75,14.06,47,10.8879667069104
"Bangladesh 2017",89.195,23.195,2018,1,19,19,2018-01-19,15.01,23.3,7.61,0,1.38,62.69,7.49,322.48,15.18,48,10.9011037333882
"Bangladesh 2017",89.195,23.195,2018,1,20,20,2018-01-20,16.13,23.51,9.25,0,1.23,58.94,7.78,329.55,14.18,49,10.9146224649086
"Bangladesh 2017",89.195,23.195,2018,1,21,21,2018-01-21,16.48,23.96,11.69,0,1.14,63.56,9.22,326.55,14.64,50,10.9285138264067
"Bangladesh 2017",89.195,23.195,2018,1,22,22,2018-01-22,16.02,23.67,8.68,0,1.36,61.94,8.23,345.66,13.52,51,10.9427686769939
"Bangladesh 2017",89.195,23.195,2018,1,23,23,2018-01-23,16.47,24.19,8.65,0,1.27,59.38,8.09,329.3,14.98,52,10.957377827863
"Bangladesh 2017",89.195,23.195,2018,1,24,24,2018-01-24,18.46,25.08,12.19,0,0.8,60.62,10.52,336,14.17,53,10.9723320595904
"Bangladesh 2017",89.195,23.195,2018,1,25,25,2018-01-25,17.85,25.62,11.48,0,1.59,70.94,11.87,338.74,12.85,54,10.9876221387921
"Bangladesh 2017",89.195,23.195,2018,1,26,26,2018-01-26,17.08,24.8,10.36,0,1.45,65.69,10.08,323.27,15.33,55,11.0032388340897
"Bangladesh 2017",89.195,23.195,2018,1,27,27,2018-01-27,16.09,23.55,10.05,0,1.53,62.88,8.39,321.61,14.8,56,11.019172931354
"Bangladesh 2017",89.195,23.195,2018,1,28,28,2018-01-28,16.33,23.44,11.01,0,1.17,55.19,6.81,319.62,15.28,57,11.0354152481954
"Bangladesh 2017",89.195,23.195,2018,1,29,29,2018-01-29,16.33,23.76,10.59,0,1.38,56.75,7.24,324.4,15.27,58,11.0519566476787
"Bangladesh 2017",89.195,23.195,2018,1,30,30,2018-01-30,17.12,24.67,10.08,0,1.29,56.44,7.79,328.08,14.29,59,11.0687880512444
"Bangladesh 2017",89.195,23.195,2018,1,31,31,2018-01-31,17.44,25.72,11.38,0,1.05,62.19,9.48,340.32,13.76,60,11.0859004508237
"Bangladesh 2017",89.195,23.195,2018,2,1,32,2018-02-01,17.85,25.41,11.45,0,1.28,69.62,11.6,345.35,12.43,61,11.1032849201389
"Bangladesh 2017",89.195,23.195,2018,2,2,33,2018-02-02,19.55,25.87,13.69,0,0.9,62.44,11.85,359.49,10.85,62,11.1209326251876
"Bangladesh 2017",89.195,23.195,2018,2,3,34,2018-02-03,20.02,26.69,14.14,0,0.9,64.62,12.58,364.8,11.14,63,11.1388348339103
"Bangladesh 2017",89.195,23.195,2018,2,4,35,2018-02-04,21.11,29.05,12.76,0,1.43,66.81,14.06,357.58,14.88,64,11.156982925048
"Bangladesh 2017",89.195,23.195,2018,2,5,36,2018-02-05,21.33,28.13,15.3,0,0.78,69.69,14.84,380.88,13.43,65,11.1753683961981
"Bangladesh 2017",89.195,23.195,2018,2,6,37,2018-02-06,20.5,27.73,14.21,0,1.48,68.94,14.08,363.63,14.25,66,11.1939828710806
"Bangladesh 2017",89.195,23.195,2018,2,7,38,2018-02-07,20.89,29.15,14.23,0,1.36,65.75,13.23,362.97,15.36,67,11.2128181060308
"Bangladesh 2017",89.195,23.195,2018,2,8,39,2018-02-08,21.4,28.45,16.24,0,1.36,58.38,12.05,376.98,12.95,68,11.2318659957357
"Bangladesh 2017",89.195,23.195,2018,2,9,40,2018-02-09,21.67,29.38,14.02,0.02,1.32,60.31,12.9,379.1,13.78,69,11.2511185782345
"Bangladesh 2017",89.195,23.195,2018,2,10,41,2018-02-10,21.19,27.79,16.19,0.43,1.5,68,14.15,381.89,10.94,70,11.2705680392055
"Bangladesh 2017",89.195,23.195,2018,2,11,42,2018-02-11,19.86,26.01,14.88,0.2,1.27,51.12,8.76,342.9,14.91,71,11.2902067155636
"Bangladesh 2017",89.195,23.195,2018,2,12,43,2018-02-12,19.62,28.62,11.93,0,1.72,51.5,8.27,337.02,18.9,72,11.3100270983931
"Bangladesh 2017",89.195,23.195,2018,2,13,44,2018-02-13,19.98,29.23,11.83,0,1.7,59.12,10.57,353.65,15.88,73,11.3300218352435
"Bangladesh 2017",89.195,23.195,2018,2,14,45,2018-02-14,21.26,29.09,15.19,0,1.88,67.38,14.34,367.15,15.56,74,11.3501837318141
"Bangladesh 2017",89.195,23.195,2018,2,15,46,2018-02-15,20.51,28.69,13.39,0,1.72,58.75,10.67,338.05,18.68,75,11.3705057530568
"Bangladesh 2017",89.195,23.195,2018,2,16,47,2018-02-16,19.83,28.51,12.87,0,1.82,51.56,8.48,328.47,19.82,76,11.3909810237249
"Bangladesh 2017",89.195,23.195,2018,2,17,48,2018-02-17,20.44,29.13,12.23,0,1.48,55.62,10.41,345.64,17.33,77,11.411602828396
"Bangladesh 2017",89.195,23.195,2018,2,18,49,2018-02-18,21.65,29.86,13.71,0,1.45,58.25,11.98,354.44,16.95,78,11.4323646109986
"Bangladesh 2017",89.195,23.195,2018,2,19,50,2018-02-19,22.46,30.2,15.94,0,1.18,54.81,12.22,362.16,17.89,79,11.4532599738697
"Bangladesh 2017",89.195,23.195,2018,2,20,51,2018-02-20,23.07,30.88,16.48,0,1.19,65.75,15.23,373.66,15.05,80,11.4742826763728
"Bangladesh 2017",89.195,23.195,2018,2,21,52,2018-02-21,24.03,31.49,18.14,0,0.86,55.62,13.83,381.07,15.56,81,11.4954266331023
"Bangladesh 2017",89.195,23.195,2018,2,22,53,2018-02-22,23.44,31.01,17.03,0,1.21,56.62,13.52,369.96,16.68,82,11.5166859117024
"Bangladesh 2017",89.195,23.195,2018,2,23,54,2018-02-23,24.4,33.07,16.76,0,1.41,53,13.13,377.48,16.91,83,11.538054730327
"Bangladesh 2017",89.195,23.195,2018,2,24,55,2018-02-24,25.68,34.56,17.47,0,1.27,60,15.72,380.87,17.77,84,11.5595274547651
"Bangladesh 2017",89.195,23.195,2018,2,25,56,2018-02-25,25.79,34.94,17.32,0,1.58,54.56,14.26,386.78,17.54,85,11.5810985952572
"Bangladesh 2017",89.195,23.195,2018,2,26,57,2018-02-26,25.19,33.9,18.84,4.67,1.45,60.81,15.64,396.12,17.64,86,11.6027628030274
"Bangladesh 2017",89.195,23.195,2018,2,27,58,2018-02-27,25.05,32.96,18.85,0.3,1.3,61.44,15.67,383.07,17.83,87,11.624514866551
"Bangladesh 2017",89.195,23.195,2018,2,28,59,2018-02-28,24.83,32.56,18.4,0.36,1.18,60.75,15.55,387.03,18.1,88,11.6463497075837
"Bangladesh 2017",89.195,23.195,2018,3,1,60,2018-03-01,25.55,33.37,19.53,0,1.4,52.31,14.12,385.17,17.12,89,11.6682623769701
"Bangladesh 2017",89.195,23.195,2018,3,2,61,2018-03-02,25.51,34.24,17.94,0,1.52,51.81,13.76,383.97,17.09,90,11.6902480502522
"Bangladesh 2017",89.195,23.195,2018,3,3,62,2018-03-03,26.68,36.17,18.91,0,2.23,56.06,15.29,387.01,19.55,91,11.7123020230975
"Bangladesh 2017",89.195,23.195,2018,3,4,63,2018-03-04,27.44,36.79,18.83,0,1.52,56.75,15.78,381.13,20.21,92,11.734419706564
"Bangladesh 2017",89.195,23.195,2018,3,5,64,2018-03-05,27.33,36.98,19.48,0,1.34,56,15.08,402.33,18.25,93,11.7565966222186
"Bangladesh 2017",89.195,23.195,2018,3,6,65,2018-03-06,26.62,36.2,18.76,0.2,1.89,44.94,12.23,397.4,18.75,94,11.7788283971255
"Bangladesh 2017",89.195,23.195,2018,3,7,66,2018-03-07,26.51,35.27,19.77,0.09,1.69,38.12,8.67,360.88,21.96,95,11.8011107587187
"Bangladesh 2017",89.195,23.195,2018,3,8,67,2018-03-08,25.15,34.18,17.05,0,1.69,33.56,6.21,360.84,23.17,96,11.8234395295732
"Bangladesh 2017",89.195,23.195,2018,3,9,68,2018-03-09,25.94,34.87,18.24,0,1.63,33.5,7.41,369.74,20.66,97,11.8458106220877
"Bangladesh 2017",89.195,23.195,2018,3,10,69,2018-03-10,25.6,35.12,15.84,0,1.62,36,7.4,365.12,21.76,98,11.8682200330909
"Bangladesh 2017",89.195,23.195,2018,3,11,70,2018-03-11,26.44,35.89,17.37,0,1.51,37.69,8.82,366.35,21.34,99,11.8906638383828
"Bangladesh 2017",89.195,23.195,2018,3,12,71,2018-03-12,26.98,36.62,17.17,0,1.73,50,13.45,383.59,19.45,100,11.9131381872219
"Bangladesh 2017",89.195,23.195,2018,3,13,72,2018-03-13,27.53,36.8,20.08,0,1.66,51.12,13.75,391.05,18.47,101,11.9356392967678
"Bangladesh 2017",89.195,23.195,2018,3,14,73,2018-03-14,27.24,36.81,18.67,0.01,1.5,47.69,11.88,379.34,19.42,102,11.9581634464888
"Bangladesh 2017",89.195,23.195,2018,3,15,74,2018-03-15,28.06,37.55,18.77,0.01,1.37,43.94,12.84,404.75,18.59,103,11.9807069725421
"Bangladesh 2017",89.195,23.195,2018,3,16,75,2018-03-16,28.08,35.61,21.49,0.18,2.01,58.31,17.62,425.49,11.92,104,12.0032662621366
"Bangladesh 2017",89.195,23.195,2018,3,17,76,2018-03-17,28.88,36.89,22.8,0.89,2.13,51.31,15.89,403.71,20,105,12.0258377478826
"Bangladesh 2017",89.195,23.195,2018,3,18,77,2018-03-18,28.61,36.15,21.94,0.31,1.2,47.44,14.8,387.79,21.35,106,12.048417902139
"Bangladesh 2017",89.195,23.195,2018,3,19,78,2018-03-19,28.08,37.26,19.97,0.76,1.4,40.69,11.06,376.03,21.41,107,12.0710032313616
"Bangladesh 2017",89.195,23.195,2018,3,20,79,2018-03-20,28.01,36.9,19.21,0,1,32,7.5,368.13,22.64,108,12.0935902704599
"Bangladesh 2017",89.195,23.195,2018,3,21,80,2018-03-21,28.58,37.08,20.62,0,0.92,33,9.28,377.9,21.86,109,12.1161755771685
"Bangladesh 2017",89.195,23.195,2018,3,22,81,2018-03-22,28.69,38.15,19.7,0,1.35,48.62,14.44,401.4,19.44,110,12.1387557264378
"Bangladesh 2017",89.195,23.195,2018,3,23,82,2018-03-23,29.51,37.35,23.55,0.67,1.98,55.81,18.37,419.95,16.49,111,12.1613273048501
"Bangladesh 2017",89.195,23.195,2018,3,24,83,2018-03-24,29.78,37.18,22.73,1.69,1.18,61.19,20.05,429.38,17.02,112,12.1838869050658
"Bangladesh 2017",89.195,23.195,2018,3,25,84,2018-03-25,30.31,37.39,23.5,0.5,1.36,54.38,18.64,422.42,17.54,113,12.2064311203048
"Bangladesh 2017",89.195,23.195,2018,3,26,85,2018-03-26,29.88,37.08,23.28,0.88,1.43,56.5,19.21,427.12,14.72,114,12.2289565388678
"Bangladesh 2017",89.195,23.195,2018,3,27,86,2018-03-27,30.13,38.08,22.76,0.29,1.43,54.88,17.81,426.48,16.15,115,12.2514597387035
"Bangladesh 2017",89.195,23.195,2018,3,28,87,2018-03-28,30.11,38.57,22.46,0.23,1.86,50.31,16.55,422.87,16.7,116,12.2739372820253
"Bangladesh 2017",89.195,23.195,2018,3,29,88,2018-03-29,29.92,37.89,22.73,0.19,2.7,59,19.16,424.3,17.04,117,12.2963857099828
"Bangladesh 2017",89.195,23.195,2018,3,30,89,2018-03-30,29.83,38.44,22.89,0.45,2.77,61.38,19.73,423.32,17.01,118,12.3188015373941
"Bangladesh 2017",89.195,23.195,2018,3,31,90,2018-03-31,27.17,33.45,22.63,6.63,1.72,71.94,20.9,409.8,18.41,119,12.341181247543
"Bangladesh 2017",89.195,23.195,2018,4,1,91,2018-04-01,27.33,34.03,21.85,4.83,1.09,68.31,19.94,393.48,21.86,120,12.3635212870473
"Bangladesh 2017",89.195,23.195,2018,4,2,92,2018-04-02,25.91,29.91,22.38,2.64,1.38,70.25,19.66,406.41,11.76,121,12.3858180608036
"Bangladesh 2017",89.195,23.195,2018,4,3,93,2018-04-03,28.33,36.28,20.26,0.11,0.98,53.25,16.36,409.76,20.98,122,12.408067927014
"Bangladesh 2017",89.195,23.195,2018,4,4,94,2018-04-04,29.32,37.4,21.71,0,1.37,52.38,16.91,410.31,20.73,123,12.4302671923029
"Bangladesh 2017",89.195,23.195,2018,4,5,95,2018-04-05,27.78,33.87,22.23,1.68,2.09,65.62,19.98,407.24,19.61,124,12.4524121069272
"Bangladesh 2017",89.195,23.195,2018,4,6,96,2018-04-06,27.9,33.65,22.3,10.11,1.01,71.69,21.63,414.21,17.8,125,12.4744988600903
"Bangladesh 2017",89.195,23.195,2018,4,7,97,2018-04-07,26.86,30.33,23.89,11.09,0.91,77.88,22.44,414.41,18.04,126,12.4965235753649
"Bangladesh 2017",89.195,23.195,2018,4,8,98,2018-04-08,26.37,31.29,23.17,16.64,1.16,78.56,21.97,405.6,20.49,127,12.5184823062332
"Bangladesh 2017",89.195,23.195,2018,4,9,99,2018-04-09,27.11,32.19,22.12,13.49,1.29,75.06,21.77,407.23,21.53,128,12.540371031753
"Bangladesh 2017",89.195,23.195,2018,4,10,100,2018-04-10,27.65,33.69,22.82,6.22,1.62,71.44,21.32,410.35,21.12,129,12.5621856523582
"Bangladesh 2017",89.195,23.195,2018,4,11,101,2018-04-11,28.23,35.15,21.97,6.44,1.98,70,21.34,418.02,17.31,130,12.5839219858021
"Bangladesh 2017",89.195,23.195,2018,4,12,102,2018-04-12,28.42,35.87,22.25,16.12,1.82,69.81,21.32,411.35,22.56,131,12.6055757632547
"Bangladesh 2017",89.195,23.195,2018,4,13,103,2018-04-13,28.13,34.68,22.21,16.29,1.66,71.75,21.75,403.43,22.84,132,12.6271426255632
"Bangladesh 2017",89.195,23.195,2018,4,14,104,2018-04-14,28.8,35.22,23.16,25.79,1.8,73,22.71,419.41,21.27,133,12.6486181196866
"Bangladesh 2017",89.195,23.195,2018,4,15,105,2018-04-15,28.96,35.73,23.28,5.86,1.8,68.31,21.36,403.07,23.73,134,12.6699976953159
"Bangladesh 2017",89.195,23.195,2018,4,16,106,2018-04-16,28.99,36.37,21.75,3.48,1.15,68.81,21.53,417.77,22.57,135,12.6912767016917
"Bangladesh 2017",89.195,23.195,2018,4,17,107,2018-04-17,29.29,36.58,23.99,5.23,1.54,70.5,22.47,426.38,17.32,136,12.7124503846316
"Bangladesh 2017",89.195,23.195,2018,4,18,108,2018-04-18,28.74,34.92,23.89,7.72,1.8,74.56,23.17,416.64,22.59,137,12.7335138837797
"Bangladesh 2017",89.195,23.195,2018,4,19,109,2018-04-19,29.23,35.81,24.35,7.16,2.34,74.69,23.57,431.98,19.47,138,12.7544622300925
"Bangladesh 2017",89.195,23.195,2018,4,20,110,2018-04-20,29.55,36.71,24.17,3.69,2.77,74.5,23.78,430.65,21.17,139,12.7752903435743
"Bangladesh 2017",89.195,23.195,2018,4,21,111,2018-04-21,29.68,36.3,25.2,5.19,3.44,76.56,24.49,438.59,18.56,140,12.7959930312766
