"SUMLEV","REGION","DIVISION","STATE","NAME","CENSUS2010POP","ESTIMATESBASE2010","POPESTIMATE2010","POPESTIMATE2011","POPESTIMATE2012","POPESTIMATE2013","POPESTIMATE2014","POPESTIMATE2015","POPESTIMATE2016","POPESTIMATE2017","POPESTIMATE2018","POPESTIMATE2019","NPOPCHG_2010","NPOPCHG_2011","NPOPCHG_2012","NPOPCHG_2013","NPOPCHG_2014","NPOPCHG_2015","NPOPCHG_2016","NPOPCHG_2017","NPOPCHG_2018","NPOPCHG_2019","BIRTHS2010","BIRTHS2011","BIRTHS2012","BIRTHS2013","BIRTHS2014","BIRTHS2015","BIRTHS2016","BIRTHS2017","BIRTHS2018","BIRTHS2019","DEATHS2010","DEATHS2011","DEATHS2012","DEATHS2013","DEATHS2014","DEATHS2015","DEATHS2016","DEATHS2017","DEATHS2018","DEATHS2019","NATURALINC2010","NATURALINC2011","NATURALINC2012","NATURALINC2013","NATURALINC2014","NATURALINC2015","NATURALINC2016","NATURALINC2017","NATURALINC2018","NATURALINC2019","INTERNATIONALMIG2010","INTERNATIONALMIG2011","INTERNATIONALMIG2012","INTERNATIONALMIG2013","INTERNATIONALMIG2014","INTERNATIONALMIG2015","INTERNATIONALMIG2016","INTERNATIONALMIG2017","INTERNATIONALMIG2018","INTERNATIONALMIG2019","DOMESTICMIG2010","DOMESTICMIG2011","DOMESTICMIG2012","DOMESTICMIG2013","DOMESTICMIG2014","DOMESTICMIG2015","DOMESTICMIG2016","DOMESTICMIG2017","DOMESTICMIG2018","DOMESTICMIG2019","NETMIG2010","NETMIG2011","NETMIG2012","NETMIG2013","NETMIG2014","NETMIG2015","NETMIG2016","NETMIG2017","NETMIG2018","NETMIG2019","RESIDUAL2010","RESIDUAL2011","RESIDUAL2012","RESIDUAL2013","RESIDUAL2014","RESIDUAL2015","RESIDUAL2016","RESIDUAL2017","RESIDUAL2018","RESIDUAL2019","RBIRTH2011","RBIRTH2012","RBIRTH2013","RBIRTH2014","RBIRTH2015","RBIRTH2016","RBIRTH2017","RBIRTH2018","RBIRTH2019","RDEATH2011","RDEATH2012","RDEATH2013","RDEATH2014","RDEATH2015","RDEATH2016","RDEATH2017","RDEATH2018","RDEATH2019","RNATURALINC2011","RNATURALINC2012","RNATURALINC2013","RNATURALINC2014","RNATURALINC2015","RNATURALINC2016","RNATURALINC2017","RNATURALINC2018","RNATURALINC2019","RINTERNATIONALMIG2011","RINTERNATIONALMIG2012","RINTERNATIONALMIG2013","RINTERNATIONALMIG2014","RINTERNATIONALMIG2015","RINTERNATIONALMIG2016","RINTERNATIONALMIG2017","RINTERNATIONALMIG2018","RINTERNATIONALMIG2019","RDOMESTICMIG2011","RDOMESTICMIG2012","RDOMESTICMIG2013","RDOMESTICMIG2014","RDOMESTICMIG2015","RDOMESTICMIG2016","RDOMESTICMIG2017","RDOMESTICMIG2018","RDOMESTICMIG2019","RNETMIG2011","RNETMIG2012","RNETMIG2013","RNETMIG2014","RNETMIG2015","RNETMIG2016","RNETMIG2017","RNETMIG2018","RNETMIG2019","ESTIMATESBASE2020","POPESTIMATE2020","POPESTIMATE2021","POPESTIMATE2022","POPESTIMATE2023","POPESTIMATE2024","NPOPCHG_2020","NPOPCHG_2021","NPOPCHG_2022","NPOPCHG_2023","NPOPCHG_2024","BIRTHS2020","BIRTHS2021","BIRTHS2022","BIRTHS2023","BIRTHS2024","DEATHS2020","DEATHS2021","DEATHS2022","DEATHS2023","DEATHS2024","NATURALCHG2020","NATURALCHG2021","NATURALCHG2022","NATURALCHG2023","NATURALCHG2024","INTERNATIONALMIG2020","INTERNATIONALMIG2021","INTERNATIONALMIG2022","INTERNATIONALMIG2023","INTERNATIONALMIG2024","DOMESTICMIG2020","DOMESTICMIG2021","DOMESTICMIG2022","DOMESTICMIG2023","DOMESTICMIG2024","NETMIG2020","NETMIG2021","NETMIG2022","NETMIG2023","NETMIG2024","RESIDUAL2020","RESIDUAL2021","RESIDUAL2022","RESIDUAL2023","RESIDUAL2024","RBIRTH2021","RBIRTH2022","RBIRTH2023","RBIRTH2024","RDEATH2021","RDEATH2022","RDEATH2023","RDEATH2024","RNATURALCHG2021","RNATURALCHG2022","RNATURALCHG2023","RNATURALCHG2024","RINTERNATIONALMIG2021","RINTERNATIONALMIG2022","RINTERNATIONALMIG2023","RINTERNATIONALMIG2024","RDOMESTICMIG2021","RDOMESTICMIG2022","RDOMESTICMIG2023","RDOMESTICMIG2024","RNETMIG2021","RNETMIG2022","RNETMIG2023","RNETMIG2024"
40,"3","7",22,"Louisiana",4533372,4533487,4544532,4575625,4600972,4624527,4644013,4664628,4678135,4670560,4659690,4648794,11045,31093,25347,23555,19486,20615,13507,-7575,-10870,-10896,14574,62290,62286,62541,64226,64390,63993,62391,59870,58498,9182,40767,40733,43787,43592,43973,43677,45011,46238,46343,5392,21523,21553,18754,20634,20417,20316,17380,13632,12155,1201,6728,4152,6115,4643,6107,6417,3265,3293,3040,4107,2728,-591,-1614,-5764,-5865,-13144,-28239,-27776,-26045,5308,9456,3561,4501,-1121,242,-6727,-24974,-24483,-23005,345,114,233,300,-27,-44,-82,19,-19,-46,13.659852566,13.574966842,13.558290993,13.858924922,13.834457683,13.698945376,13.347531393,12.833525361,12.568749111,8.939977678,8.8775828338,9.4926030559,9.4064437333,9.4477808307,9.3499107277,9.629365382,9.9114171646,9.957153066,4.7198748881,4.6973840085,4.0656879373,4.4524811891,4.3866768522,4.3490346485,3.7181660114,2.9221081965,2.6115960451,1.4754131974,0.9049106112,1.3256735489,1.0018837918,1.3121141958,1.3736835666,0.6984932122,0.7058760483,0.6531675835,0.5982353155,-0.128805918,-0.349899772,-1.243777337,-1.260119495,-2.813728658,-6.041271001,-5.953966936,-5.5959703,2.0736485128,0.7761046933,0.9757737766,-0.241893545,0.0519947004,-1.440045092,-5.342777789,-5.248090887,-4.942802716,4657874,4652301,4627971,4593687,4588071,4597740,-5573,-24330,-34284,-5616,9669,13555,57028,56482,56594,53787,14800,56843,56802,50209,49828,-1245,185,-320,6385,3959,193,3186,13341,19250,23142,-5044,-27819,-47984,-31236,-17405,-4851,-24633,-34643,-11986,5737,523,118,679,-15,-27,12.290157013,12.249857889,12.327486741,11.710887585,12.250287492,12.319259725,10.936685545,10.848905992,0.0398695211,-0.069401836,1.3908011952,0.8619815931,0.686617806,2.8934059363,4.1930967904,5.0386405729,-5.995298414,-10.40680537,-6.803925784,-3.789540194,-5.308680608,-7.513399434,-2.610828994,1.2491003788
40,"1","1",23,"Maine",1328361,1328358,1327629,1328284,1327729,1328009,1330513,1328262,1331317,1334612,1339057,1344212,-729,655,-555,280,2504,-2251,3055,3295,4445,5155,3442,12623,12799,12869,12704,12652,12647,12451,12252,12073,3102,13026,12752,13406,13350,14175,14172,14551,14416,14335,340,-403,47,-537,-646,-1523,-1525,-2100,-2164,-2262,294,1102,476,1742,2994,623,1966,628,874,852,-1309,-3,-872,-783,320,-1253,2660,4815,5768,6613,-1015,1099,-396,959,3314,-630,4626,5443,6642,7465,-54,-41,-206,-142,-164,-98,-46,-48,-33,-48,9.5055824494,9.6377540321,9.691468059,9.5571900477,9.5171648598,9.5105277941,9.3408339082,9.1649340289,8.9987250626,9.8090562454,9.602362639,10.095875421,10.043174365,10.662805239,10.65732584,10.916269713,10.783683395,10.684728218,-0.303473796,0.035391393,-0.404407362,-0.485984318,-1.145640379,-1.146798046,-1.575435805,-1.618749367,-1.686003155,0.8298464596,0.3584319806,1.3118763974,2.2523793296,0.4686368722,1.4784294808,0.4711303264,0.6537832469,0.6350462812,-0.00225911,-0.656623292,-0.589666601,0.2407352657,-0.942539327,2.0003165915,3.6122492384,4.3146702153,4.9290622744,0.8275873494,-0.298191312,0.7222097963,2.4931145953,-0.473902455,3.4787460722,4.0833795649,4.9684534623,5.5641085556,1363196,1364571,1378931,1390922,1399646,1405012,1375,14360,11991,8724,5366,2997,11590,12059,11919,11609,3714,16131,17966,17061,16766,-717,-4541,-5907,-5142,-5157,60,1012,3255,4277,5196,1810,18016,14379,9598,5329,1870,19028,17634,13875,10525,222,-127,264,-9,-2,8.4490552586,8.7073212911,8.5423469344,8.2783711953,11.759422811,12.972529589,12.227618177,11.955824917,-3.310367552,-4.265208298,-3.685271242,-3.677453722,0.7377432202,2.3503052328,3.0653257688,3.7052645991,13.133578908,10.382500443,6.8788863056,3.8001068223,13.871322128,12.732805676,9.9442120744,7.5053714214
40,"3","5",24,"Maryland",5773552,5773794,5788645,5839419,5886992,5923188,5957283,5985562,6003323,6023868,6035802,6045680,14851,50774,47573,36196,34095,28279,17761,20545,11934,9878,18468,73541,72733,72361,72753,74134,73397,71942,71389,70091,10608,43692,43467,45721,44767,47192,47258,49834,50845,51453,7860,29849,29266,26640,27986,26942,26139,22108,20544,18638,6545,20485,25540,21154,23126,27296,21413,22617,15809,15011,851,519,-6440,-11012,-16479,-25651,-29709,-24054,-24353,-23665,7396,21004,19100,10142,6647,1645,-8296,-1437,-8544,-8654,-405,-79,-793,-586,-538,-308,-82,-126,-66,-106,12.64888119,12.404989046,12.254004596,12.247494228,12.414797312,12.2441745,11.963225661,11.839295768,11.603046712,7.5149225185,7.4135214943,7.7426423645,7.5362332015,7.9029745425,7.8836355508,8.2868892662,8.4322373664,8.5176636442,5.133958671,4.9914675513,4.5113622316,4.7112610266,4.5118227692,4.3605389492,3.6763363948,3.4070584021,3.0853830681,3.5233724204,4.3559789948,3.5823332075,3.8931116452,4.5711051261,3.5721420299,3.7609779374,2.6217964505,2.4849600405,0.0892667945,-1.098375283,-1.864831865,-2.77413244,-4.295626377,-4.956090579,-3.999936477,-4.038750646,-3.917565742,3.6126392149,3.2576037118,1.7175013421,1.1189792055,0.275478749,-1.383948549,-0.23895854,-1.416954195,-1.432605702,6181629,6177935,6179403,6192440,6217062,6263220,-3694,1468,13037,24622,46158,17156,67431,69084,67587,65609,16945,59001,57638,53835,54005,211,8430,11446,13752,11604,505,9038,47782,43758,53100,-5487,-17763,-45928,-32748,-18509,-4982,-8725,1854,11010,34591,1077,1763,-263,-140,-37,10.913515516,11.167939975,10.892781999,10.514025244,9.5491439985,9.3176093489,8.6764158626,8.6544518786,1.3643715176,1.8503306258,2.2163661362,1.8595733654,1.4627745879,7.7243139927,7.0523377973,8.5094231044,-2.874891016,-7.424601169,-5.277891087,-2.966118875,-1.412116428,0.2997128237,1.7744467103,5.5433042298
40,"1","1",25,"Massachusetts",6547629,6547785,6566307,6613583,6663005,6713315,6762596,6794228,6823608,6859789,6882635,6892503,18522,47276,49422,50310,49281,31632,29380,36181,22846,9868,18645,73185,72224,72157,71950,71919,71410,70765,70696,70419,12303,53998,52393,54784,54721,57490,55981,58172,58890,58564,6342,19187,19831,17373,17229,14429,15429,12593,11806,11855,8872,33717,38241,36877,43948,40282,44261,48794,38352,28426,3563,-5472,-7745,-3094,-10782,-22573,-30169,-25009,-27223,-30274,12435,28245,30496,33783,33166,17709,14092,23785,11129,-1848,-255,-156,-905,-846,-1114,-506,-141,-197,-89,-139,11.105555509,10.879903783,10.788767015,10.678313325,10.610007182,10.487716257,10.343191826,10.288723445,10.224071802,8.1939985842,7.8925398604,8.1911915983,8.121306233,8.4813375168,8.2217174594,8.5025670161,8.5705403937,8.502854926,2.911556925,2.9873639221,2.5975754169,2.5570070921,2.1286696648,2.2659987975,1.8406248098,1.7181830513,1.7212168764,5.116431169,5.7606668219,5.5137735939,6.5224532872,5.9426898217,6.5004454452,7.131854758,5.5815480588,4.1271455865,-0.830355944,-1.166715424,-0.46260855,-1.600188663,-3.33013101,-4.430806774,-3.655378851,-3.961892021,-4.395455058,4.2860752252,4.5939513978,5.0511650439,4.9222646246,2.6125588117,2.0696386709,3.4764759073,1.6196560374,-0.268309472,7033132,6994598,7000474,7022468,7066568,7136171,-38534,5876,21994,44100,69603,17113,66440,68959,68144,67851,22112,61657,63764,61574,61133,-4999,4783,5195,6570,6718,908,16475,72892,74610,90217,-29143,-14713,-54843,-36572,-27480,-28235,1762,18049,38038,62737,-5300,-669,-1250,-508,148,9.4947707307,9.8351686829,9.6733374803,9.5546359051,8.8112444152,9.0942399961,8.7406973763,8.6086211962,0.6835263155,0.7409286867,0.932640104,0.9460147089,2.3544001774,10.396106609,10.591214331,12.704169245,-2.102597257,-7.821896432,-5.191554624,-3.869676124,0.2518029203,2.5742101764,5.399659707,8.8344931214
40,"2","3",26,"Michigan",9883640,9884116,9877510,9882412,9897145,9913065,9929848,9931715,9950571,9973114,9984072,9986857,-6606,4902,14733,15920,16783,1867,18856,22543,10958,2785,29100,113972,113075,113019,114518,113802,113314,112565,110376,109472,22108,89833,89037,92325,91840,96307,94761,97505,96260,95983,6992,24139,24038,20694,22678,17495,18553,15060,14116,13489,4576,21595,23918,23211,23108,21215,27665,20952,13645,13146,-18629,-40878,-32963,-28210,-28444,-36387,-27092,-13172,-16639,-23670,-14053,-19283,-9045,-4999,-5336,-15172,573,7780,-2994,-10524,455,46,-260,225,-559,-456,-270,-297,-164,-180,11.535673066,11.433521994,11.410176873,11.542458509,11.459521086,11.398488081,11.299616512,11.06127888,10.963135466,9.0924447981,9.0029316632,9.3209511661,9.2567054041,9.6978269031,9.5322036913,9.7878479809,9.6466505849,9.6122719178,2.4432282678,2.4305903312,2.0892257073,2.2857531049,1.7616941829,1.86628439,1.5117685308,1.4146282948,1.3508635477,2.1857373728,2.4184565913,2.3433370974,2.3290935157,2.1362870586,2.7828791921,2.1032253823,1.3674272515,1.3165136184,-4.137465725,-3.333037236,-2.848026346,-2.866917776,-3.664062088,-2.725239945,-1.322245358,-1.667469552,-2.370445561,-1.951728352,-0.914580645,-0.504689249,-0.53782426,-1.52777503,0.0576392473,0.7809800245,-0.300042301,-1.053931943,10079338,10072703,10041351,10050877,10083356,10140459,-6635,-31352,9526,32479,57103,26588,102780,104459,100976,99589,31068,115239,117941,106040,102444,-4480,-12459,-13482,-5064,-2855,409,7044,33541,55863,67608,-4721,-29240,-8722,-17446,-7656,-4312,-22196,24819,38417,59952,2157,3303,-1811,-874,6,10.219720003,10.397950889,10.030280269,9.8486858192,11.458555297,11.739962338,10.533304149,10.131026218,-1.238835294,-1.342011448,-0.50302388,-0.282340399,0.7004057959,3.3387039008,5.5490566738,6.6859788818,-2.907419857,-0.868196399,-1.732968919,-0.757127179,-2.207014061,2.4705075017,3.8160877546,5.9288517028
40,"2","4",27,"Minnesota",5303925,5303927,5310828,5346143,5376643,5413479,5451079,5482032,5522744,5566230,5606249,5639632,6901,35315,30500,36836,37600,30953,40712,43486,40019,33383,17496,68367,68043,68955,69903,69711,69808,69570,67861,67642,9361,39959,39303,41318,40795,42860,42608,43970,43494,43200,8135,28408,28740,27637,29108,26851,27200,25600,24367,24442,2935,11811,11227,10994,15877,16400,16197,10604,9256,9113,-4035,-4853,-9113,-1373,-6701,-11865,-2475,7531,6566,65,-1100,6958,2114,9621,9176,4535,13722,18135,15822,9178,-134,-51,-354,-422,-684,-433,-210,-249,-170,-237,12.830475001,12.691291237,12.781134449,12.868079861,12.752271517,12.686855234,12.547599084,12.14788589,12.0296489,7.4991289739,7.3307440809,7.6584861598,7.5097394666,7.8404033399,7.7435469836,7.9304000532,7.7859175211,7.6828129339,5.3313460269,5.3605471563,5.1226482889,5.3583403945,4.9118681773,4.9433082509,4.6171990303,4.3619683689,4.346835966,2.2165772995,2.0940453349,2.0377897488,2.9227143893,3.0000610073,2.9436310198,1.9125304108,1.6569286011,1.6206822747,-0.910765357,-1.699744824,-0.254492025,-1.233552253,-2.170470967,-0.449804703,1.3582861679,1.1753882017,0.011559788,1.3058119422,0.3943005111,1.7832977236,1.6891621362,0.8295900407,2.4938263169,3.2708165787,2.8323168027,1.6322420627,5706692,5710735,5718660,5721621,5753048,5793151,4043,7925,2961,31427,40103,16460,63012,64651,63128,61438,12738,51412,53371,49940,49658,3722,11600,11280,13188,11780,295,5523,21405,24328,29540,-1414,-10549,-29472,-5334,-1161,-1119,-5026,-8067,18994,28379,1440,1351,-252,-755,-56,11.026305417,11.302344759,11.003018911,10.642116943,8.9964516932,9.3303652244,8.7043905144,8.6016185933,2.0298537237,1.9719795344,2.2986283962,2.0404983493,0.9664553548,3.7420409516,4.2402966046,5.1168354192,-1.845941977,-5.152320996,-0.92970002,-0.201105143,-0.879486622,-1.410280045,3.3105965845,4.9157302763
40,"3","6",28,"Mississippi",2967297,2968130,2970548,2978731,2983816,2988711,2990468,2988471,2987938,2988510,2981020,2976149,2418,8183,5085,4895,1757,-1997,-533,572,-7490,-4871,9423,39734,39430,38489,38723,38577,38159,37532,36832,35978,6648,29165,29060,30679,30592,31487,31490,31950,31603,31536,2775,10569,10370,7810,8131,7090,6669,5582,5229,4442,590,2103,1975,1722,2588,3187,850,2492,2013,1429,-1068,-4551,-7558,-4719,-8968,-12296,-8032,-7490,-14775,-10740,-478,-2448,-5583,-2997,-6380,-9109,-7182,-4998,-12762,-9311,121,62,298,82,6,22,-20,-12,43,-2,13.357585012,13.225891553,12.888681792,12.952614397,12.90429623,12.76987569,12.559968731,12.339999966,12.078891836,9.8045494252,9.7475122628,10.273373398,10.232843004,10.532637981,10.538100722,10.691969544,10.588103251,10.587579436,3.5530355863,3.4783792899,2.6153083946,2.7197713934,2.3716582491,2.2317749672,1.8679991861,1.7518967155,1.4913124002,0.7069764252,0.6624685726,0.57664034,0.8656706882,1.0660754358,0.2844517502,0.8339401598,0.6744249547,0.4797580864,-1.529933291,-2.535158213,-1.580235636,-2.999742941,-4.113104348,-2.687901715,-2.506505536,-4.950138453,-3.605739572,-0.822956866,-1.872689641,-1.003595296,-2.134072253,-3.047028913,-2.403449965,-1.672565377,-4.275713498,-3.125981486,2961278,2958536,2947209,2941939,2943172,2943045,-2742,-11327,-5270,1233,-127,8503,35004,34925,35064,33859,9649,41641,40616,35781,35843,-1146,-6637,-5691,-717,-1984,58,632,6869,5620,6789,-2054,-5802,-5877,-3481,-4939,-1996,-5170,992,2139,1850,400,480,-571,-189,7,11.854219916,11.86079888,11.916172864,11.504502807,14.101861831,13.793506293,12.159838616,12.178619986,-2.247641915,-1.932707414,-0.243665752,-0.674117179,0.214028882,2.3327652829,1.9099045031,2.3067447225,-1.964866414,-1.995874446,-1.182985334,-1.678157635,-1.750837532,0.3368908372,0.7269191694,0.6285870874
40,"2","4",29,"Missouri",5988927,5988950,5995974,6010275,6024367,6040715,6056202,6071732,6087135,6106670,6121623,6137428,7024,14301,14092,16348,15487,15530,15403,19535,14953,15805,19015,76256,75442,75168,75796,75145,74882,73765,72323,71297,13194,55939,55619,57558,57101,59996,59195,61348,60322,60141,5821,20317,19823,17610,18695,15149,15687,12417,12001,11156,1871,8387,6476,5415,6218,9091,5584,8109,5755,5503,-502,-14354,-11827,-6349,-8993,-8347,-5789,-898,-2697,-710,1369,-5967,-5351,-934,-2775,744,-205,7211,3058,4793,-166,-49,-380,-328,-433,-363,-79,-93,-106,-144,12.702718393,12.537473071,12.460420907,12.531457395,12.392052925,12.317266074,12.098766546,11.828797364,11.631732342,9.3183141546,9.2431499001,9.5412530143,9.4405872174,9.8938533142,9.7369269686,10.062158613,9.8659722988,9.8116893388,3.3844042382,3.2943231714,2.9191678929,3.0908701779,2.4981996109,2.5803391056,2.0366079333,1.9628250648,1.8200430033,1.3971057905,1.076226447,0.8976316945,1.0280305304,1.4991836202,0.9185066339,1.3300196288,0.941259749,0.8977856443,-2.391088174,-1.965492617,-1.052458657,-1.486825114,-1.37649166,-0.952226881,-0.147287906,-0.441108174,-0.115832783,-0.993982384,-0.88926617,-0.154826963,-0.458794584,0.1226919606,-0.033720247,1.1827317232,0.5001515747,0.7819528608,6154854,6154744,6171374,6179414,6208038,6245466,-110,16630,8040,28624,37428,17239,68821,68942,68424,67589,16737,75335,75622,68514,66068,502,-6514,-6680,-90,1521,270,3856,11763,19460,23569,-1059,17206,4160,9638,12289,-789,21062,15923,29098,35858,177,2082,-1203,-384,49,11.166694981,11.163984031,11.047308195,10.854615697,12.223637645,12.245696388,11.061839029,10.610347096,-1.056942664,-1.081712357,-0.014530833,0.244268601,0.6256633273,1.9048177331,3.1418890665,3.7851194331,2.7917954379,0.6736412284,1.5560907925,1.9735810901,3.4174587652,2.5784589615,4.697979859,5.7587005232
40,"4","8",30,"Montana",989415,989407,990697,997316,1003783,1013569,1021869,1030475,1040859,1052482,1060665,1068778,1290,6619,6467,9786,8300,8606,10384,11623,8183,8113,3063,12002,12035,12207,12380,12582,12430,12194,11552,11618,2410,9118,8962,9439,9370,9682,9923,10260,9666,9870,653,2884,3073,2768,3010,2900,2507,1934,1886,1748,347,435,326,1647,609,585,849,949,288,322,306,3297,3019,5318,4629,5074,6996,8699,5996,6024,653,3732,3345,6965,5238,5659,7845,9648,6284,6346,-16,3,49,53,52,47,32,41,13,19,12.074367723,12.028390399,12.102003022,12.164457969,12.261102427,12.00192726,11.650275803,10.93345612,10.911773642,9.1729782451,8.9570780856,9.3578116263,9.2068635842,9.4350654666,9.5812650205,9.8025118698,9.1484406906,9.2700297683,2.9013894778,3.0713123139,2.7441913955,2.9575943851,2.8260369607,2.4206622399,1.8477639333,1.7850154296,1.6417438739,0.4376228928,0.3258209614,1.6328335362,0.5983970035,0.5700798697,0.8197615643,0.9066845774,0.2725792385,0.3024265031,3.3168797186,3.0173419706,5.2722578905,4.5484067803,4.9445901857,6.7550670244,8.311116058,5.6749483117,5.6578175607,3.7545026114,3.343162932,6.9050914268,5.1468037838,5.5146700553,7.5748285887,9.2178006354,5.9475275501,5.9602440638,1084216,1087230,1106522,1122095,1131302,1137233,3014,19292,15573,9207,5931,2812,10841,11182,11024,11268,2516,12141,12886,11392,11256,296,-1300,-1704,-368,12,43,713,989,371,506,2776,20539,15661,9110,5410,2819,21252,16650,9481,5916,-101,-660,627,94,3,9.8835237529,10.034923004,9.7843389336,9.9341645599,11.068707858,11.564122503,10.110956924,9.923585045,-1.185184105,-1.529199499,-0.326617991,0.010579515,0.6500278974,0.8875459534,0.3292806372,0.4461028814,18.724997174,14.054456194,8.0855703633,4.7695980005,19.375025071,14.942002148,8.4148510005,5.2157008818
40,"2","4",31,"Nebraska",1826341,1826305,1829542,1840672,1853303,1865279,1879321,1891277,1905616,1915947,1925614,1934408,3237,11130,12631,11976,14042,11956,14339,10331,9667,8794,6509,25722,25763,26029,26467,26859,26619,26226,25470,25343,3653,15621,15220,16174,15683,16557,16135,16881,15731,15582,2856,10101,10543,9855,10784,10302,10484,9345,9739,9761,650,2073,3169,3083,4992,4045,5871,4642,3280,3295,-247,-1013,-993,-878,-1653,-2297,-1963,-3599,-3334,-4220,403,1060,2176,2205,3339,1748,3908,1043,-54,-925,-22,-31,-88,-84,-81,-94,-53,-57,-18,-42,14.016621374,13.948659642,13.99942236,14.136089302,14.246546569,14.021464392,13.725274188,13.260234577,13.131013243,8.5123101814,8.2404455905,8.6990148395,8.3763285798,8.7821613442,8.4990543584,8.8346051079,8.1898998871,8.0735291146,5.5043111928,5.7082140513,5.3004075209,5.7597607221,5.4643852248,5.5224100337,4.8906690796,5.0703346895,5.0574841283,1.1296344028,1.7157668907,1.6581589434,2.6662393847,2.1455482658,3.092528549,2.4293724845,1.7076391602,1.7072441556,-0.552011409,-0.537632225,-0.472223014,-0.882871335,-1.21837438,-1.034003329,-1.883522527,-1.735752732,-2.186516035,0.5776229942,1.1781346652,1.1859359293,1.78336805,0.9271738859,2.0585252205,0.5458499572,-0.028113572,-0.47927188,1961996,1963387,1964537,1972246,1987864,2005465,1391,1150,7709,15618,17601,6046,24411,24248,24611,24443,4450,19527,19385,18408,18308,1596,4884,4863,6203,6135,95,1581,7933,10744,12978,-762,-5984,-4437,-1077,-1498,-667,-4403,3496,9667,11480,462,669,-650,-252,-14,12.429466558,12.318687619,12.429452717,12.241916456,9.9426567316,9.8481425062,9.296711455,9.1692920869,2.4868098263,2.4705451126,3.1327412622,3.0726243693,0.8050053922,4.0301941966,5.4261119009,6.4998401083,-3.046902129,-2.254124751,-0.543924285,-0.750251231,-2.241896737,1.7760694455,4.882187616,5.7495888768
40,"4","8",32,"Nevada",2700551,2700677,2702405,2712730,2743996,2775970,2817628,2866939,2917563,2969905,3027341,3080156,1728,10325,31266,31974,41658,49311,50624,52342,57436,52815,8898,35845,34708,35082,35223,36228,36290,36152,35700,35932,4939,20204,20414,21249,21248,22454,23312,24504,25146,25610,3959,15641,14294,13833,13975,13774,12978,11648,10554,10322,911,795,3358,4222,3582,6219,2585,2679,-992,-970,-3055,-6054,13402,13900,23725,29035,34931,37822,47650,43207,-2144,-5259,16760,18122,27307,35254,37516,40501,46658,42237,-87,-57,212,19,376,283,130,193,224,256,13.238820454,12.721181162,12.710947857,12.594040544,12.746089544,12.547320409,12.281000933,11.905464608,11.766522358,7.4620484993,7.4821422223,7.6989604646,7.597256721,7.8999860499,8.0601579877,8.3241216768,8.3858491047,8.3864142709,5.7767719549,5.2390389402,5.0119873927,4.9967838232,4.8461034939,4.4871624212,3.9568792561,3.5196155035,3.3801080868,0.2936214887,1.230774644,1.5297195671,1.2807498859,2.1880294489,0.8937675188,0.9100686407,-0.330818512,-0.317642399,-2.235955336,4.9121029716,5.0362629045,8.482912072,10.215377882,12.077444178,12.848307626,15.890627131,14.148840351,-1.942333848,6.1428776156,6.5659824716,9.7636619578,12.403407331,12.971211696,13.758376266,15.559808619,13.831197952,3105595,3116967,3148141,3176116,3214363,3267467,11372,31174,27975,38247,53104,8168,33362,33533,32797,31951,7007,32376,33468,29391,28893,1161,986,65,3406,3058,137,3612,7725,27009,33005,10423,25674,20262,8174,16853,10560,29286,27987,35183,49858,-349,902,-77,-342,188,10.650095737,10.60456588,10.264332298,9.8586356014,10.335336598,10.584010106,9.1983715149,8.9150749094,0.314759139,0.0205557744,1.0659607832,0.943560692,1.1530527487,2.4429747241,8.4528874909,10.1838524,8.1958682915,6.4077092376,2.5581806935,5.2000746703,9.3489210401,8.8506839618,11.011068184,15.38392707
