"REF_DATE","GEO","DGUID","Traveller characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-12","Canada","2016A000011124","Total international travellers","Persons","249","units","0","v125183","1.1","1046105","","","","0"
"2021-01","Canada","2016A000011124","Total international travellers","Persons","249","units","0","v125183","1.1","1047375","","","","0"
"2021-02","Canada","2016A000011124","Total international travellers","Persons","249","units","0","v125183","1.1","875292","","","","0"
"2021-03","Canada","2016A000011124","Total international travellers","Persons","249","units","0","v125183","1.1","1002245","","","","0"
"1972-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1379519","","","","0"
"1972-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1431063","","","","0"
"1972-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1739676","","","","0"
"1972-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2098156","","","","0"
"1972-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2987394","","","","0"
"1972-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4254545","","","","0"
"1972-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6987169","","","","0"
"1972-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6583003","","","","0"
"1972-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3628550","","","","0"
"1972-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2473249","","","","0"
"1972-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1855704","","","","0"
"1972-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1730150","","","","0"
"1973-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1508870","","","","0"
"1973-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1496932","","","","0"
"1973-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1859570","","","","0"
"1973-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2344516","","","","0"
"1973-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3038201","","","","0"
"1973-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4448501","","","","0"
"1973-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6896788","","","","0"
"1973-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6824473","","","","0"
"1973-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3681081","","","","0"
"1973-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2589142","","","","0"
"1973-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1865690","","","","0"
"1973-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1735382","","","","0"
"1974-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1428826","","","","0"
"1974-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1479261","","","","0"
"1974-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1773884","","","","0"
"1974-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2186514","","","","0"
"1974-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2951718","","","","0"
"1974-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4236090","","","","0"
"1974-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6320431","","","","0"
"1974-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6765296","","","","0"
"1974-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3211782","","","","0"
"1974-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2439716","","","","0"
"1974-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1890138","","","","0"
"1974-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1713754","","","","0"
"1975-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1455230","","","","0"
"1975-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1454913","","","","0"
"1975-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1842890","","","","0"
"1975-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1861161","","","","0"
"1975-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3127165","","","","0"
"1975-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4343860","","","","0"
"1975-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6286320","","","","0"
"1975-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6589034","","","","0"
"1975-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2931139","","","","0"
"1975-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2429405","","","","0"
"1975-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1912627","","","","0"
"1975-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1676053","","","","0"
"1976-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1422130","","","","0"
"1976-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1452947","","","","0"
"1976-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1580295","","","","0"
"1976-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2126663","","","","0"
"1976-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2881071","","","","0"
"1976-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3857986","","","","0"
"1976-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6070231","","","","0"
"1976-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5690906","","","","0"
"1976-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3253348","","","","0"
"1976-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2285357","","","","0"
"1976-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1648157","","","","0"
"1976-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1539141","","","","0"
"1977-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1226023","","","","0"
"1977-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1307006","","","","0"
"1977-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1643109","","","","0"
"1977-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2092445","","","","0"
"1977-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2909356","","","","0"
"1977-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3760218","","","","0"
"1977-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6022633","","","","0"
"1977-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5513363","","","","0"
"1977-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3234261","","","","0"
"1977-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2280276","","","","0"
"1977-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1676398","","","","0"
"1977-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1533407","","","","0"
"1978-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1138895","","","","0"
"1978-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1347061","","","","0"
"1978-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1750784","","","","0"
"1978-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1897529","","","","0"
"1978-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2795516","","","","0"
"1978-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3941941","","","","0"
"1978-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5988980","","","","0"
"1978-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5580176","","","","0"
"1978-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3206556","","","","0"
"1978-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2271452","","","","0"
"1978-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1722945","","","","0"
"1978-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1628987","","","","0"
"1979-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1221913","","","","0"
"1979-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1308706","","","","0"
"1979-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1715559","","","","0"
"1979-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1968498","","","","0"
"1979-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2663695","","","","0"
"1979-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3955764","","","","0"
"1979-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5444248","","","","0"
"1979-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5480617","","","","0"
"1979-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3315989","","","","0"
"1979-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2379681","","","","0"
"1979-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1900355","","","","0"
"1979-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1847197","","","","0"
"1980-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1617599","","","","0"
"1980-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1858843","","","","0"
"1980-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2172810","","","","0"
"1980-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2643016","","","","0"
"1980-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3721001","","","","0"
"1980-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4589514","","","","0"
"1980-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6244420","","","","0"
"1980-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6555342","","","","0"
"1980-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3682289","","","","0"
"1980-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2975004","","","","0"
"1980-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2373851","","","","0"
"1980-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2230318","","","","0"
"1981-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2076319","","","","0"
"1981-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2369408","","","","0"
"1981-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2989666","","","","0"
"1981-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3154205","","","","0"
"1981-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4038242","","","","0"
"1981-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4571875","","","","0"
"1981-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6201347","","","","0"
"1981-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6209644","","","","0"
"1981-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3580721","","","","0"
"1981-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2708071","","","","0"
"1981-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2107412","","","","0"
"1981-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1946538","","","","0"
"1982-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1474383","","","","0"
"1982-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1531236","","","","0"
"1982-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1737722","","","","0"
"1982-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2068279","","","","0"
"1982-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3034382","","","","0"
"1982-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3792995","","","","0"
"1982-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5844355","","","","0"
"1982-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5541171","","","","0"
"1982-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3275825","","","","0"
"1982-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2499791","","","","0"
"1982-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1801493","","","","0"
"1982-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1804869","","","","0"
"1983-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1498288","","","","0"
"1983-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1535919","","","","0"
"1983-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1839687","","","","0"
"1983-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2159471","","","","0"
"1983-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2868121","","","","0"
"1983-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3847168","","","","0"
"1983-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5758986","","","","0"
"1983-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5435603","","","","0"
"1983-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3409150","","","","0"
"1983-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2432948","","","","0"
"1983-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1790155","","","","0"
"1983-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1680012","","","","0"
"1984-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1429713","","","","0"
"1984-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1576265","","","","0"
"1984-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1759401","","","","0"
"1984-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2143847","","","","0"
"1984-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2862749","","","","0"
"1984-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4055692","","","","0"
"1984-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5664781","","","","0"
"1984-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5640899","","","","0"
"1984-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3359186","","","","0"
"1984-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2470318","","","","0"
"1984-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1992384","","","","0"
"1984-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1909746","","","","0"
"1985-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1433526","","","","0"
"1985-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1481016","","","","0"
"1985-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1998905","","","","0"
"1985-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2226571","","","","0"
"1985-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3106593","","","","0"
"1985-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4203822","","","","0"
"1985-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5787768","","","","0"
"1985-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5910665","","","","0"
"1985-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3333010","","","","0"
"1985-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2581920","","","","0"
"1985-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2000359","","","","0"
"1985-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1861262","","","","0"
"1986-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1681562","","","","0"
"1986-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1654291","","","","0"
"1986-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2213195","","","","0"
"1986-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2284816","","","","0"
"1986-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3571555","","","","0"
"1986-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4636495","","","","0"
"1986-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6501464","","","","0"
"1986-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6713247","","","","0"
"1986-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3874261","","","","0"
"1986-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2934471","","","","0"
"1986-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2182073","","","","0"
"1986-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2211911","","","","0"
"1987-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1795404","","","","0"
"1987-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1824997","","","","0"
"1987-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2145797","","","","0"
"1987-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2491812","","","","0"
"1987-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3552979","","","","0"
"1987-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4310144","","","","0"
"1987-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6156736","","","","0"
"1987-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6149930","","","","0"
"1987-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3835779","","","","0"
"1987-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2863164","","","","0"
"1987-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2227605","","","","0"
"1987-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2240903","","","","0"
"1988-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1949129","","","","0"
"1988-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1808668","","","","0"
"1988-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2159843","","","","0"
"1988-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2501711","","","","0"
"1988-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3414536","","","","0"
"1988-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4238452","","","","0"
"1988-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","6332661","","","","0"
"1988-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5766725","","","","0"
"1988-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3840328","","","","0"
"1988-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2822951","","","","0"
"1988-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2209289","","","","0"
"1988-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2208622","","","","0"
"1989-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1846990","","","","0"
"1989-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1727992","","","","0"
"1989-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2254372","","","","0"
"1989-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2351285","","","","0"
"1989-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3236981","","","","0"
"1989-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4186788","","","","0"
"1989-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5913137","","","","0"
"1989-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5708564","","","","0"
"1989-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3781300","","","","0"
"1989-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2764604","","","","0"
"1989-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2156081","","","","0"
"1989-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2053831","","","","0"
"1990-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1852514","","","","0"
"1990-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1721936","","","","0"
"1990-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2216404","","","","0"
"1990-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2465442","","","","0"
"1990-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3244040","","","","0"
"1990-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4278689","","","","0"
"1990-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5635015","","","","0"
"1990-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5773933","","","","0"
"1990-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3652984","","","","0"
"1990-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2761067","","","","0"
"1990-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2242776","","","","0"
"1990-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2145670","","","","0"
"1991-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1686542","","","","0"
"1991-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1812730","","","","0"
"1991-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2270457","","","","0"
"1991-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2289734","","","","0"
"1991-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3226032","","","","0"
"1991-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","4214189","","","","0"
"1991-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5457756","","","","0"
"1991-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5683747","","","","0"
"1991-09","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3460443","","","","0"
"1991-10","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2633076","","","","0"
"1991-11","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2010467","","","","0"
"1991-12","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2072516","","","","0"
"1992-01","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1769683","","","","0"
"1992-02","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1837686","","","","0"
"1992-03","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","1994810","","","","0"
"1992-04","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","2286785","","","","0"
"1992-05","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3190872","","","","0"
"1992-06","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","3934542","","","","0"
"1992-07","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5277347","","","","0"
"1992-08","Canada","2016A000011124","Total non-resident travellers","Persons","249","units","0","v125184","1.2","5203691","","","","0"
