"REF_DATE","GEO","DGUID","Traveller characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1982-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2167060","","","","0"
"1982-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2122528","","","","0"
"1982-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2782050","","","","0"
"1982-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2980018","","","","0"
"1982-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3135616","","","","0"
"1982-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2857175","","","","0"
"1982-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4037617","","","","0"
"1982-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4174853","","","","0"
"1982-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2956614","","","","0"
"1982-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2845446","","","","0"
"1982-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2353873","","","","0"
"1982-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2398395","","","","0"
"1983-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2540904","","","","0"
"1983-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2390777","","","","0"
"1983-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3136376","","","","0"
"1983-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3538296","","","","0"
"1983-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3501327","","","","0"
"1983-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3390693","","","","0"
"1983-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5104806","","","","0"
"1983-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4891800","","","","0"
"1983-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3469440","","","","0"
"1983-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3336633","","","","0"
"1983-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2773976","","","","0"
"1983-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2655869","","","","0"
"1984-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2724047","","","","0"
"1984-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2612685","","","","0"
"1984-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3319546","","","","0"
"1984-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3429107","","","","0"
"1984-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3218542","","","","0"
"1984-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3222120","","","","0"
"1984-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4367567","","","","0"
"1984-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4319458","","","","0"
"1984-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3309717","","","","0"
"1984-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2974343","","","","0"
"1984-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2653312","","","","0"
"1984-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2644141","","","","0"
"1985-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2718621","","","","0"
"1985-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2511274","","","","0"
"1985-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3323008","","","","0"
"1985-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3193695","","","","0"
"1985-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3276712","","","","0"
"1985-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3495297","","","","0"
"1985-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4682181","","","","0"
"1985-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4767704","","","","0"
"1985-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3444411","","","","0"
"1985-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3078317","","","","0"
"1985-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2684790","","","","0"
"1985-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2553261","","","","0"
"1986-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2794629","","","","0"
"1986-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2431018","","","","0"
"1986-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3637126","","","","0"
"1986-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3253588","","","","0"
"1986-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3399007","","","","0"
"1986-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3580830","","","","0"
"1986-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4476679","","","","0"
"1986-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4922655","","","","0"
"1986-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3265973","","","","0"
"1986-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3140542","","","","0"
"1986-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2788590","","","","0"
"1986-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2712960","","","","0"
"1987-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2946674","","","","0"
"1987-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2886219","","","","0"
"1987-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3902773","","","","0"
"1987-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3923192","","","","0"
"1987-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4081266","","","","0"
"1987-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3995019","","","","0"
"1987-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5349884","","","","0"
"1987-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5661781","","","","0"
"1987-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4022023","","","","0"
"1987-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3886749","","","","0"
"1987-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3392045","","","","0"
"1987-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3293153","","","","0"
"1988-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3505881","","","","0"
"1988-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3178569","","","","0"
"1988-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4135537","","","","0"
"1988-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4414354","","","","0"
"1988-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4497703","","","","0"
"1988-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4439199","","","","0"
"1988-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6359223","","","","0"
"1988-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6154453","","","","0"
"1988-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4716560","","","","0"
"1988-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4510827","","","","0"
"1988-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4029546","","","","0"
"1988-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4167252","","","","0"
"1989-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4112643","","","","0"
"1989-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3859885","","","","0"
"1989-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5136723","","","","0"
"1989-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4946942","","","","0"
"1989-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5218065","","","","0"
"1989-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5218058","","","","0"
"1989-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","7171981","","","","0"
"1989-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","7049278","","","","0"
"1989-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5497184","","","","0"
"1989-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5316659","","","","0"
"1989-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4739208","","","","0"
"1989-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4640813","","","","0"
"1990-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4917922","","","","0"
"1990-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4468258","","","","0"
"1990-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5850943","","","","0"
"1990-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5804756","","","","0"
"1990-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6008457","","","","0"
"1990-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6045530","","","","0"
"1990-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","8059711","","","","0"
"1990-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","8178710","","","","0"
"1990-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6417141","","","","0"
"1990-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6085093","","","","0"
"1990-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6047653","","","","0"
"1990-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5701323","","","","0"
"1991-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5380265","","","","0"
"1991-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5319573","","","","0"
"1991-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6912558","","","","0"
"1991-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6683301","","","","0"
"1991-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","7060702","","","","0"
"1991-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","7052266","","","","0"
"1991-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","8816798","","","","0"
"1991-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","9093811","","","","0"
"1991-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6468076","","","","0"
"1991-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6608351","","","","0"
"1991-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6529032","","","","0"
"1991-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6249578","","","","0"
"1992-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6080395","","","","0"
"1992-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5758208","","","","0"
"1992-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6966709","","","","0"
"1992-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6765593","","","","0"
"1992-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6956031","","","","0"
"1992-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6725513","","","","0"
"1992-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","8606997","","","","0"
"1992-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","8990159","","","","0"
"1992-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6601252","","","","0"
"1992-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6028043","","","","0"
"1992-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5418413","","","","0"
"1992-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4932803","","","","0"
"1993-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5110391","","","","0"
"1993-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4654359","","","","0"
"1993-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5925522","","","","0"
"1993-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6082803","","","","0"
"1993-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6365800","","","","0"
"1993-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6018419","","","","0"
"1993-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","7634156","","","","0"
"1993-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","7712335","","","","0"
"1993-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5711052","","","","0"
"1993-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5356996","","","","0"
"1993-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4733760","","","","0"
"1993-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4703519","","","","0"
"1994-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4305791","","","","0"
"1994-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3941124","","","","0"
"1994-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5137691","","","","0"
"1994-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4808226","","","","0"
"1994-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4872928","","","","0"
"1994-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4718211","","","","0"
"1994-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6199404","","","","0"
"1994-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6022431","","","","0"
"1994-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4723841","","","","0"
"1994-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4754575","","","","0"
"1994-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4110927","","","","0"
"1994-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4092140","","","","0"
"1995-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3990314","","","","0"
"1995-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3469316","","","","0"
"1995-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4685167","","","","0"
"1995-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4712307","","","","0"
"1995-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4750692","","","","0"
"1995-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4674466","","","","0"
"1995-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6063281","","","","0"
"1995-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6045779","","","","0"
"1995-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4777430","","","","0"
"1995-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4609001","","","","0"
"1995-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3982072","","","","0"
"1995-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3936823","","","","0"
"1996-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3979717","","","","0"
"1996-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3854712","","","","0"
"1996-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5075021","","","","0"
"1996-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4706563","","","","0"
"1996-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4907065","","","","0"
"1996-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4817410","","","","0"
"1996-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5855080","","","","0"
"1996-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6202318","","","","0"
"1996-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4589018","","","","0"
"1996-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4454064","","","","0"
"1996-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4019784","","","","0"
"1996-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3910407","","","","0"
"1997-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3899780","","","","0"
"1997-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3775785","","","","0"
"1997-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5054778","","","","0"
"1997-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4506198","","","","0"
"1997-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4725834","","","","0"
"1997-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4583465","","","","0"
"1997-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5688045","","","","0"
"1997-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","6288190","","","","0"
"1997-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4426626","","","","0"
"1997-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4346218","","","","0"
"1997-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3935427","","","","0"
"1997-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3695080","","","","0"
"1998-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3615375","","","","0"
"1998-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3313550","","","","0"
"1998-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4274419","","","","0"
"1998-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4249087","","","","0"
"1998-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4363235","","","","0"
"1998-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3936917","","","","0"
"1998-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4814833","","","","0"
"1998-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4783740","","","","0"
"1998-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3595713","","","","0"
"1998-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3563098","","","","0"
"1998-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3250631","","","","0"
"1998-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3224769","","","","0"
"1999-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3192112","","","","0"
"1999-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3078184","","","","0"
"1999-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3901401","","","","0"
"1999-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3901872","","","","0"
"1999-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4043463","","","","0"
"1999-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3692079","","","","0"
"1999-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4852035","","","","0"
"1999-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5131970","","","","0"
"1999-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3968360","","","","0"
"1999-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3893004","","","","0"
"1999-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3463230","","","","0"
"1999-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3330375","","","","0"
"2000-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3349405","","","","0"
"2000-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3321291","","","","0"
"2000-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4258293","","","","0"
"2000-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4146486","","","","0"
"2000-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4013466","","","","0"
"2000-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3784132","","","","0"
"2000-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4928918","","","","0"
"2000-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5089738","","","","0"
"2000-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3962124","","","","0"
"2000-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3830209","","","","0"
"2000-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3334321","","","","0"
"2000-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3163610","","","","0"
"2001-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3563382","","","","0"
"2001-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3163242","","","","0"
"2001-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4104818","","","","0"
"2001-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3931909","","","","0"
"2001-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3873960","","","","0"
"2001-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3709035","","","","0"
"2001-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4802473","","","","0"
"2001-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","5043898","","","","0"
"2001-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3038518","","","","0"
"2001-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2713993","","","","0"
"2001-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2578210","","","","0"
"2001-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2677121","","","","0"
"2002-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2917472","","","","0"
"2002-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2618297","","","","0"
"2002-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3537393","","","","0"
"2002-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3246493","","","","0"
"2002-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3317660","","","","0"
"2002-06","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3205383","","","","0"
"2002-07","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3984299","","","","0"
"2002-08","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","4358816","","","","0"
"2002-09","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3286059","","","","0"
"2002-10","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3136881","","","","0"
"2002-11","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2750531","","","","0"
"2002-12","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2879905","","","","0"
"2003-01","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3069626","","","","0"
"2003-02","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2707282","","","","0"
"2003-03","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3397649","","","","0"
"2003-04","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","2916962","","","","0"
"2003-05","Canada","2016A000011124","Total Canadian residents","Persons","249","units","0","v125227","1.45","3147709","","","","0"
