"Plot","Entry","Name","Rep","Expt","PlantingDate","DTE","DTF","DTS","DTM","Tb","Pc"
1300,37,"CN 105865 AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,122,140,162,-20.5522191223924,7.34527951859629
1301,279,"PI 432147 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",12,130,144,162,-7.61633171619248,7.58474513447285
1302,268,"PI 431980 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,130,148,162,-8.03398229763895,7.63359606113429
1303,98,"ILL 6182 AGL",1,"Marchouch, Morocco 2017","2017-12-21",12,101,118,152,-24.9962452755276,7.11292058916829
1304,162,"PI 289073 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,127,140,162,-13.1026787240872,7.12194357559268
1305,262,"PI 431824 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,123,138,166,-11.1630130744896,7.78186786836069
1306,82,"ILL 4782 AGL",1,"Marchouch, Morocco 2017","2017-12-21",12,97,117,140,-12.414116990836,6.9070051482057
1307,181,"PI 298923 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",12,122,140,160,-9.8312402286714,7.69415225432498
1308,148,"PI 209858 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,122,138,159,-21.9406330242294,6.50822232597351
1309,323,"W6 27766 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,92,107,140,-13.1874210991008,5.48034082605016
1310,69,"ILL 28 AGL",1,"Marchouch, Morocco 2017","2017-12-21",16,114,120,152,-26.7756131291435,7.44206028849959
1311,151,"PI 212610 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,125,140,159,-12.8900362605082,7.179556540167
1312,112,"ILL 8007 AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,84,104,138,-4.92336865045133,5.96810801848079
1313,261,"PI 431809 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,118,134,155,-10.493195145912,7.65918653733676
1314,174,"PI 298122 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,127,146,166,-11.4593640590057,7.06736667344605
1315,192,"PI 299312 AGL",1,"Marchouch, Morocco 2017","2017-12-21",14,120,137,162,-14.5292079609728,6.9176145587838
1316,94,"ILL 5888 AGL",1,"Marchouch, Morocco 2017","2017-12-21",12,78,82,123,3.00847979380025,-2.44236176096428
1317,53,"ILL 10748 AGL",1,"Marchouch, Morocco 2017","2017-12-21",14,86,104,140,-4.55550605605025,4.09456197925063
1318,244,"PI 431630 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,130,148,159,-15.5039191652896,8.00329459210325
1319,119,"ILL 975 AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,99,117,140,-46.8861935928061,7.34591437610514
1320,47,"IG 1706 AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,125,140,159,-10.490228376095,7.91549996714504
1321,165,"PI 297285 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,120,138,159,-13.2871318927922,6.86495178948114
1322,134,"PI 178939 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",14,136,156,162,-9.71118545701803,7.29306468400891
1323,258,"PI 431739 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",13,118,140,163,-8.9778166250057,7.23110582862074
1324,309,"PI 490288 LSP AGL",1,"Marchouch, Morocco 2017","2017-12-21",12,120,140,166,-8.39365656076192,6.92932356348381
1325,119,"ILL 975 AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,101,117,146,-46.8861935928061,7.34591437610514
1326,304,"PI 472588 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,117,130,152,-11.2669063412934,7.14527204103982
1327,184,"PI 299121 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,105,123,152,-12.7525676102815,6.80444227972141
1328,53,"ILL 10748 AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,86,104,138,-4.55550605605025,4.09456197925063
1329,298,"PI 472380 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,92,106,140,-7.49850131683284,6.31527907712206
1330,142,"PI 193546 AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,111,125,152,-31.7780200398863,7.50706905777001
1331,309,"PI 490288 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,122,138,164,-8.39365656076192,6.92932356348381
1332,197,"PI 300250 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,114,124,146,-23.8600879173516,7.36887959861537
1333,135,"PI 178952 AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,124,134,166,-7.74025036034058,7.42587794158474
1334,102,"ILL 6853 AGL",2,"Marchouch, Morocco 2017","2017-12-21",15,106,120,152,-34.0460614516007,7.05275836920417
1335,316,"PI 612875 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,99,120,149,-33.6813811179109,7.53203207096249
1336,150,"PI 212100 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,120,140,159,-14.2271631743764,7.4492898254297
1337,233,"PI 420818 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,117,134,162,-29.4038445102982,7.23955323628715
1338,35,"CN 105863 AGL",2,"Marchouch, Morocco 2017","2017-12-21",18,120,134,166,-24.3889165010441,7.39203146967782
1339,259,"PI 431753 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,123,138,159,-9.33113432217325,7.57854181684258
1340,107,"ILL 7716 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,84,104,140,-3.26804723820103,4.02210989214359
1341,235,"PI 420925 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,102,117,144,-48.5656926230703,7.01920195098295
1342,130,"PI 163589 AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,115,130,159,-23.5065925225354,7.08925337295208
1343,232,"PI 383682 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,127,156,167,-13.4560183936431,7.68556561258804
1344,101,"ILL 6821 AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,106,120,146,-43.2749465537507,7.50717839409185
1345,39,"CN 106265 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,125,140,166,-12.5324542820426,6.92845941931307
1346,234,"PI 420924 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,104,120,152,-32.9008687073947,7.32170227475483
1347,282,"PI 432190 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,122,145,164,-9.274787040245,6.95668915805615
1348,206,"PI 320941 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,127,145,164,-15.2627564063259,7.80861510183625
1349,48,"IG 1959 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,118,134,159,-10.6517960864886,7.49622397758883
1350,148,"PI 209858 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,120,136,159,-21.9406330242294,6.50822232597351
1351,34,"CN 105862 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,123,142,166,-16.2491821933151,7.30242176003578
1352,87,"ILL 5058 AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,127,146,166,-18.9003430370704,7.14522677610996
1353,260,"PI 431756 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,123,144,162,-11.793810165378,7.72990079446184
1354,70,"ILL 3025 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,92,114,138,-15.9354884758604,6.83632514644421
1355,320,"W6 27754 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,125,140,168,-13.3861009975266,6.62918920252449
1356,118,"ILL 9 AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,99,117,152,-8.58920787772118,6.98093228288047
1357,22,"CDC Ruby AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,117,130,159,-3.48984264506169,5.68665290502403
1358,159,"PI 280686 AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,95,108,159,-8.01546148514755,6.22937399884505
1359,81,"ILL 4768 AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,95,114,138,-14.3791423302235,6.87627192921698
1360,263,"PI 431863 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,120,142,166,-11.8945965490455,7.28890484325434
1361,108,"ILL 7747 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,109,122,146,-34.3364790856175,7.30597843627717
1362,161,"PI 289066 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,120,135,159,-21.6615898599779,6.50973172697078
1363,103,"ILL 7089 AGL",2,"Marchouch, Morocco 2017","2017-12-21",16,120,140,158,-6.86644857282259,7.59151620542014
1364,312,"PI 518733 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,122,140,163,-11.4555292844022,6.28817762691497
1365,127,"IPL 220 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,86,104,140,-6.92703581671653,6.09462461361672
1366,60,"ILL 1220 AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,120,140,166,-8.26681432197178,7.59408577466654
1367,82,"ILL 4782 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,100,117,140,-12.414116990836,6.9070051482057
1368,56,"ILL 11553 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,87,106,144,-11.6078546001383,6.18167583131253
1369,57,"ILL 11555 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,86,104,140,-5.74174902938897,5.61204843427539
1370,33,"CN 105791 AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,86,108,140,-1.9009382739764,4.81018765081823
1371,160,"PI 283604 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,118,135,159,-24.5419937377953,7.20146989400187
1372,305,"PI 472590 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,111,130,155,-17.9157875393826,7.71075123123923
1373,55,"ILL 11548 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,92,111,140,-3.97448272314766,5.83697063968069
1374,213,"PI 329167 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,116,129,159,-10.7499347569665,7.34147602454625
1375,225,"PI 370481 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,120,140,166,-24.2680820328687,7.12720769614448
1376,203,"PI 320936 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,102,120,150,-9.790625175478,5.37661986997735
1377,219,"PI 339296 AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,123,148,166,-4.22561496089793,7.65052500133743
1378,242,"PI 431618 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,117,134,159,-8.34117870301814,7.13357097475118
1379,183,"PI 299120 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,116,127,162,-7.60568906830461,6.65453090212598
1380,205,"CN 105866 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,116,136,166,-18.2940652830869,7.26483539517712
1381,152,"PI 217949 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,98,111,140,-19.5381275318329,7.37714447495871
1382,131,"PI 169534 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,130,146,166,-5.6736811959578,7.14148858728092
1383,220,"PI 343026 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,118,142,162,-7.77844912105993,7.38535620866872
1384,324,"W6 27767 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,106,129,152,-29.0026149138549,7.2894965546432
1385,117,"ILL 8595 AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,117,134,159,-1.91320465878999,6.80628036396118
1386,151,"PI 212610 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,120,140,166,-12.8900362605082,7.179556540167
1387,293,"PI 468902 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,117,136,162,-11.7083523660988,7.43586585669366
1388,273,"PI 432028 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,126,140,167,-11.8310122284957,7.51229361346124
1389,112,"ILL 8007 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,84,104,137,-4.92336865045133,5.96810801848079
1390,179,"PI 298921 AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,111,127,152,-31.6143385820146,7.12951132525869
1391,106,"ILL 7668 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,92,117,144,-9.98616667441267,6.49915292227934
1392,170,"PI 297783 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,88,106,138,-9.77568161444791,6.51921339364462
1393,104,"ILL 7558 AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,92,107,146,-5.87912749883092,4.71470168755481
1394,211,"PI 320954 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,127,146,166,-11.7806047085042,6.72473805725397
1395,41,"CN 108370 AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,134,145,167,-5.99649718788617,6.5462394831043
1396,274,"PI 432033 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,127,135,159,-8.32098644485715,7.41720672330879
1397,177,"PI 298644 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,120,134,162,-12.8553908519417,6.61772245142401
1398,286,"PI 432245 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,111,127,152,-9.75774856975167,7.39935108533976
1399,276,"PI 432106 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,117,136,159,-11.0436486569338,7.51205935227561
1400,154,"PI 244046 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,84,104,132,-3.64813798640039,5.58905971672961
1401,74,"ILL 3597 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,99,116,137,-19.0481224956485,7.24883673274796
1402,4,"CDC Greenstar AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,117,134,166,-9.36154295040038,6.1211318945145
1403,132,"PI 175754 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,127,146,166,-12.6445014118682,7.64728878046145
1404,109,"ILL 7946 AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,104,111,146,-22.7642286920807,7.37099462769465
1405,45,"Gudo AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,98,114,150,-26.2136393226724,7.21337401260081
1406,163,"PI 289079 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,130,148,166,-15.4597557952486,7.13872165959182
1407,253,"PI 431710 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,127,146,162,-9.5535868960301,7.51254293368198
1408,254,"PI 431714 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,120,140,162,-12.5413653411826,7.48663494506244
1409,194,"PI 299351 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,120,138,159,-11.5683181178759,7.367607212613
1410,30,"CN 105767 AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,105,123,150,-5.03767189069993,7.17106402822815
1411,191,"PI 299289 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,117,145,158,-9.324508148552,6.9340846005172
1412,291,"PI 468900 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,123,140,162,-17.7317372885444,7.40623424652203
1413,240,"PI 426797 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,92,111,137,-13.3674267635427,6.65082456904085
1414,169,"PI 297772 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,106,134,152,-32.7823082390331,7.24898362210809
1415,9,"CDC Impower AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,122,141,166,-11.3479369077569,6.83655299843774
1416,21,"CDC Royale AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,120,137,159,-9.27276359628007,6.47778714156332
1417,136,"PI 178971 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,122,140,159,-11.3756754777073,7.2083865938183
1418,59,"ILL 11558 AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,84,104,137,-5.16484512579599,5.81060044558028
1419,46,"IG 1046 AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,130,146,166,-7.3263905688745,7.6697224313536
1420,176,"PI 298631 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,127,140,167,-11.4910473026751,6.95713056582795
1421,297,"PI 472327 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,92,104,137,-10.032102352348,6.60623440933399
1422,292,"PI 468901 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,140,146,167,-15.7929438751806,6.73849834281994
1423,83,"ILL 4783 AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,140,152,167,-12.2882360372429,7.20909721254425
1424,224,"PI 368651 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,140,152,167,-11.4680368713422,7.2967882874044
1425,44,"Eston AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,140,152,167,-11.1399434599785,7.51307639743802
1426,120,"ILL 9888 AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,101,120,146,-13.3404605226597,7.32567457157422
1427,167,"PI 297754 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,130,141,166,-9.46986473973054,7.52313694312077
1428,115,"ILL 8072 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,114,127,146,-25.8171831757929,7.57092656327611
1429,129,"LIRL-22-46 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,84,104,138,-1.26965942716762,3.0874047012383
1430,123,"ILL 9977 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,92,106,138,-10.916699755189,6.64438378659998
1431,49,"IG 4258 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,99,108,137,-14.4109857407451,6.73729644409637
1432,75,"ILL 4164 AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,102,117,146,-32.9045632505087,7.38465295881946
1433,231,"PI 379368 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,111,130,152,-16.4542503488586,7.31693156217128
1434,317,"PI 643451 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,97,112,138,-18.6256684901752,6.56378725505501
1435,2,"CDC Rosie AGL",2,"Marchouch, Morocco 2017","2017-12-21",16,117,140,168,-13.5292898341348,6.21962593669184
1436,122,"ILL 9945 AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,92,115,140,-21.9296279652337,7.14203408992219
1437,138,"PI 179330 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,123,146,166,-14.8636188136723,7.59916725259565
1438,243,"PI 431622 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,120,143,166,-15.4260859977403,7.49380510757193
1439,295,"PI 472205 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,84,102,137,-3.81075161381822,5.04947688651163
1440,144,"PI 193548 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,92,111,138,-12.0877148105509,6.55452856177187
1441,239,"PI 426784 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,92,117,138,-10.5362443677856,6.27803091272097
1442,313,"PI 518734 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,NA,132,152,-13.0189740976039,6.20370578655748
1443,63,"ILL 1983 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,99,111,146,-16.1559737993144,6.88381241042522
1444,255,"PI 431717 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,123,140,159,-11.2162515189512,7.67187384842283
1445,172,"PI 298023 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,120,136,159,-7.37201931072523,7.565199577244
1446,31,"CN 105777 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,87,111,137,-5.70195136597038,6.23061406562645
1447,319,"Shasta AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,122,146,159,-2.54206760079498,6.20939793067915
1448,114,"ILL 8010 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,90,106,140,-6.05013072116602,6.11732272853609
1449,208,"PI 320946 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,107,120,146,-29.6875366009009,7.55672815657577
1450,289,"PI 451763 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,118,134,163,-2.76842819688684,6.78885428875846
1451,27,"CN 105605 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,116,128,159,-4.88253178999715,7.4667110379339
1452,180,"PI 298922 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,117,140,159,-15.0058344922731,7.49524869120278
1453,300,"PI 472488 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,92,108,137,-13.1610423907703,6.415994541578
1454,11,"CDC LeMay AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,NA,150,167,-13.4134978120756,6.78066112047281
1455,174,"PI 298122 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,127,148,167,-11.4593640590057,7.06736667344605
1456,125,"ILWL 118 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,104,123,146,-8.88460140213093,6.41216444901202
1457,84,"ILL 4804 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,106,120,152,-21.3276598318261,7.48458443346249
1458,80,"ILL 4671 AGL",2,"Marchouch, Morocco 2017","2017-12-21",16,115,127,155,-21.1498075742219,7.14439429979195
1459,121,"ILL 9932 AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,97,115,146,-12.2303872904117,6.87841774602351
1460,310,"PI 490289 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,120,140,159,-14.9495118289543,7.59595313805167
1461,38,"CN 105895 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,92,118,137,-10.0706511934338,5.99320708046896
1462,124,"ILL 9997 AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,87,106,140,-7.98615893782922,5.8664973629657
1463,181,"PI 298923 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,122,140,159,-9.8312402286714,7.69415225432498
1464,283,"PI 432201 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,122,140,163,-7.44013365737628,7.27715728924277
1465,250,"PI 431679 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,130,146,166,-6.70323587379664,7.53118957452857
1466,166,"PI 297287 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,118,134,159,-19.2024892591905,7.36716800289488
1467,126,"Indianhead AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,130,150,166,-11.4468952887717,6.09338242833745
1468,268,"PI 431980 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,125,146,166,-8.03398229763895,7.63359606113429
1469,188,"PI 299165 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,118,130,159,-26.1066763403094,7.41537049902215
1470,266,"PI 431888 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,127,144,166,-13.9936996058405,7.82554325496706
1471,303,"PI 472569 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,95,108,138,-12.7205854345802,6.24427110495571
1472,36,"CN 105864 AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,115,130,159,-28.939179303991,7.02804991177902
1473,301,"PI 472559 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,95,111,145,-18.2731396458314,6.89486690557464
1474,262,"PI 431824 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,122,140,167,-11.1630130744896,7.78186786836069
1475,149,"PI 211052 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,134,148,162,-13.7856760370849,7.71287255064772
1476,202,"PI 320935 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,127,150,162,-12.03683590845,7.89953653157748
1477,78,"ILL 4609 AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,117,136,148,-26.5255388979449,7.62198633900455
1478,245,"PI 431633 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,117,128,159,-8.18637302111417,7.2626882123761
1479,65,"ILL 2194 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,115,130,156,-30.4543624319692,7.65889267364866
1480,275,"PI 432085 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,117,134,159,-18.3482755315354,7.66967860020296
1481,105,"ILL 7663 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,84,98,127,1.69530389889124,0.452311362265439
1482,199,"PI 308614 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,117,127,146,-27.8533618499558,7.20604411662988
1483,143,"PI 193547 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,120,130,159,-18.3740198672885,6.98385387510215
1484,278,"PI 432145 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,127,146,164,-10.4954558729029,7.67466823971229
1485,315,"PI 533693 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,125,140,160,-10.6281425444261,6.98561245606962
1486,299,"PI 472416 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,95,107,140,-17.0215974957098,6.78992999557955
1487,76,"ILL 4400 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,117,130,159,-18.3292601995989,7.31416430893882
1488,185,"PI 299126 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,104,120,152,-25.0354749534914,7.42910772890924
1489,19,"CDC Rosetown AGL",2,"Marchouch, Morocco 2017","2017-12-21",15,123,140,167,-14.4068216564261,6.36481605296748
1490,256,"PI 431728 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,123,140,162,-8.07388940309737,7.44115079989681
1491,13,"CDC QG-1 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,125,145,166,-9.0096705459479,6.77166780893819
1492,265,"PI 431884 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,125,146,166,-9.75379932057553,7.81602388771429
1493,285,"PI 432236 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,123,138,163,-10.7465049242911,7.59567711356346
1494,17,"CDC Robin AGL",2,"Marchouch, Morocco 2017","2017-12-21",16,123,146,166,-10.5679303348304,7.12251607876155
1495,69,"ILL 28 AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,111,120,152,-26.7756131291435,7.44206028849959
1496,284,"PI 432212 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,123,142,166,-10.0725166833357,7.67744488794055
1497,64,"ILL 213 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,117,127,146,-17.4470844273803,7.72274558587642
1498,201,"PI 312175 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,127,150,NA,-16.2871318964068,7.10936209862073
1499,51,"IG 858 AGL",2,"Marchouch, Morocco 2017","2017-12-21",14,123,134,166,-9.48288726791991,7.5642929583173
1500,322,"W6 27763 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,106,123,146,-33.7969445951775,7.55716656954147
1501,111,"ILL 7979 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,92,117,138,-14.3214628981638,6.21967789751962
1502,248,"PI 431662 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,121,140,162,-11.2822861382696,7.43859534284218
1503,14,"CDC Red Rider AGL",2,"Marchouch, Morocco 2017","2017-12-21",16,127,146,167,-10.9923199103359,6.59986178048554
1504,221,"PI 345627 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",11,122,146,166,-12.1960935384656,6.55774099563167
1505,186,"PI 299163 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,120,134,160,-20.3379152662545,7.35239224370222
1506,146,"PI 207492 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",12,123,135,159,-11.7916014902901,7.27894502511411
1507,58,"ILL 11557 AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,87,104,138,-4.3395669579578,5.49025268713665
1508,237,"PI 426202 LSP AGL",2,"Marchouch, Morocco 2017","2017-12-21",13,123,146,159,-16.1771164290843,7.61835269728717
