"Plot","Entry","Name","Rep","Expt","PlantingDate","DTE","DTF","DTS","DTM","Tb","Pc"
5683,89,"ILL 5209 AGL",2,"Sutherland, Canada 2017","2017-05-04",12,48,65,85,-77.9742291303164,6.89638876900027
5685,243,"PI 431622 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",15,52,70,87,-46.6876693586288,6.91993782155196
5687,23,"CDC SB-1 AGL",2,"Sutherland, Canada 2017","2017-05-04",13,48,70,86,-27.8708814627617,6.57845489830734
5688,262,"PI 431824 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",13,45,69,86,-39.5724015531288,7.15038648277969
5690,63,"ILL 1983 AGL",2,"Sutherland, Canada 2017","2017-05-04",13,47,65,83,-44.0139143577249,6.23983085111416
5691,49,"IG 4258 AGL",2,"Sutherland, Canada 2017","2017-05-04",13,46,65,82,-39.7265513627066,6.02864152925469
5692,211,"PI 320954 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",13,55,71,88,-34.4957526856522,5.93495671759252
5693,323,"W6 27766 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",13,47,64,86,-32.2818803922909,4.54080125991025
5694,130,"PI 163589 AGL",2,"Sutherland, Canada 2017","2017-05-04",15,53,70,84,-60.3280967566978,6.60203807925
5695,219,"PI 339296 AGL",2,"Sutherland, Canada 2017","2017-05-04",10,45,67,85,-23.3757143499685,6.71371524199807
5696,99,"ILL 6211 AGL",2,"Sutherland, Canada 2017","2017-05-04",12,48,70,90,-16.4219091769508,2.7468980124562
5699,259,"PI 431753 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",14,48,69,83,-34.1186529802793,6.85479047055229
5700,22,"CDC Ruby AGL",2,"Sutherland, Canada 2017","2017-05-04",14,53,71,90,-15.588428024226,4.20383491946884
5704,105,"ILL 7663 AGL",2,"Sutherland, Canada 2017","2017-05-04",13,45,65,81,-2.51205599232957,-3.81164524326148
5707,33,"CN 105791 AGL",2,"Sutherland, Canada 2017","2017-05-04",15,45,65,79,-11.3218775725204,2.90591893286008
5710,146,"PI 207492 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",15,55,65,86,-37.5011379689683,6.58114948084678
5711,10,"CDC KR-1 AGL",2,"Sutherland, Canada 2017","2017-05-04",15,58,74,90,-15.2543389414373,3.90766666438851
5712,98,"ILL 6182 AGL",2,"Sutherland, Canada 2017","2017-05-04",15,48,68,87,-63.5783433906236,6.64793810048967
5716,213,"PI 329167 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",15,48,70,90,-35.6938091927819,6.62226137141918
5717,77,"ILL 4605 AGL",2,"Sutherland, Canada 2017","2017-05-04",15,48,71,90,-14.4031337096341,2.53486601984576
5718,227,"PI 374117 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",15,48,69,83,-51.8101385169269,7.09151656275003
5720,46,"IG 1046 AGL",2,"Sutherland, Canada 2017","2017-05-04",15,48,70,90,-30.2963699084958,6.88870300879562
5723,88,"ILL 5151 AGL",2,"Sutherland, Canada 2017","2017-05-04",15,48,69,83,-75.729223328683,6.88910273780085
5724,152,"PI 217949 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",15,45,64,81,-54.5030652481474,6.86405904790734
5725,91,"ILL 5639 AGL",2,"Sutherland, Canada 2017","2017-05-04",13,48,69,86,-40.2328021288462,6.53333566908496
5726,172,"PI 298023 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",15,46,70,88,-29.7851735635566,6.76477676313993
5727,300,"PI 472488 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",13,45,65,81,-35.7457535868087,5.62165186239657
5728,110,"ILL 7978 AGL",2,"Sutherland, Canada 2017","2017-05-04",13,45,64,81,-34.982658896535,5.41492194333355
5729,285,"PI 432236 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",14,50,69,83,-37.3103741708734,6.92032369145956
5730,42,"Crimson AGL",2,"Sutherland, Canada 2017","2017-05-04",14,55,73,89,-22.6391045574021,4.57147671987255
5731,281,"PI 432188 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",13,46,72,89,-30.8235444831163,6.60005797681825
5732,145,"PI 193550 AGL",2,"Sutherland, Canada 2017","2017-05-04",14,41,61,79,-25.1566791245044,5.18575848106792
5733,232,"PI 383682 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",13,48,70,88,-43.9134002257063,7.09654584395139
5734,15,"CDC Redcoat AGL",2,"Sutherland, Canada 2017","2017-05-04",11,58,73,90,-50.8791294744025,6.11024696917917
5735,267,"PI 431923 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",13,53,71,88,-50.8787468667759,7.04827038847515
5736,75,"ILL 4164 AGL",2,"Sutherland, Canada 2017","2017-05-04",15,46,65,81,-82.8738584021879,7.02563248543587
5737,76,"ILL 4400 AGL",2,"Sutherland, Canada 2017","2017-05-04",14,53,67,90,-51.4396369910537,6.7723402121309
5739,67,"ILL 2507 AGL",2,"Sutherland, Canada 2017","2017-05-04",15,45,64,81,-33.3186053700031,5.46903741788224
5740,198,"PI 302398 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",14,45,65,82,-40.557185726598,6.37841148607158
5741,184,"PI 299121 LSP AGL",2,"Sutherland, Canada 2017","2017-05-04",14,46,67,90,-36.8054741520403,6.05858647352793
5742,117,"ILL 8595 AGL",2,"Sutherland, Canada 2017","2017-05-04",14,48,71,90,-15.3525973626264,5.47139861778831
5749,216,"PI 339285 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,48,69,87,-67.1626445142064,7.14509073065905
5750,158,"PI 273664 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,50,69,89,-52.7717525142847,7.23598448800097
5751,287,"PI 432271 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,55,73,90,-24.7041339643211,5.95036655895176
5752,264,"PI 431873 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,48,69,88,-48.3689153405292,7.36327005770117
5753,56,"ILL 11553 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,45,65,83,-31.8541065669887,5.29558590072323
5754,123,"ILL 9977 AGL",3,"Sutherland, Canada 2017","2017-05-04",13,42,65,81,-32.4375148858185,5.81077223930933
5756,219,"PI 339296 AGL",3,"Sutherland, Canada 2017","2017-05-04",10,46,66,89,-23.3757143499685,6.71371524199807
5757,233,"PI 420818 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,50,73,90,-73.8915931571549,6.83629614763545
5758,171,"PI 297787 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,48,69,88,-37.9385044322272,6.96230943873293
5759,89,"ILL 5209 AGL",3,"Sutherland, Canada 2017","2017-05-04",10,47,65,89,-77.9742291303164,6.89638876900027
5762,319,"Shasta AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,73,89,-15.0120114936128,4.77073869097458
5763,305,"PI 472590 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,73,87,-53.9895929353433,7.21343746566658
5764,290,"PI 458503 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,67,90,-47.3823622952707,6.90724538021988
5766,270,"PI 432001 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,70,87,-42.9239532818405,7.00726148488124
5767,254,"PI 431714 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,51,69,87,-40.440716393658,6.84360923574551
5770,28,"CN 105715 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,41,64,83,-32.6885666952961,6.96361634288819
5771,304,"PI 472588 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,66,86,-35.6330137468376,6.40900343229528
5772,223,"PI 368647 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,53,73,89,-42.8485839870594,6.75013024433589
5773,244,"PI 431630 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,69,89,-51.4228810191219,7.50383694984164
5776,172,"PI 298023 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,46,69,87,-29.7851735635566,6.76477676313993
5778,213,"PI 329167 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,69,87,-35.6938091927819,6.62226137141918
5779,53,"ILL 10748 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,70,87,-14.7149763867759,2.32872188956176
5780,232,"PI 383682 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,69,87,-43.9134002257063,7.09654584395139
5782,55,"ILL 11548 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,42,65,86,-16.7878756811506,4.43687309652409
5785,95,"ILL 5945 AGL",3,"Sutherland, Canada 2017","2017-05-04",10,42,61,79,-35.1262589373229,5.686265572769
5786,280,"PI 432184 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,45,66,85,-35.3625820375229,7.11906080286552
5787,253,"PI 431710 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,48,66,86,-34.1874570764656,6.78427734372007
5790,152,"PI 217949 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",14,44,64,80,-54.5030652481474,6.86405904790734
5791,46,"IG 1046 AGL",3,"Sutherland, Canada 2017","2017-05-04",10,46,65,88,-30.2963699084958,6.88870300879562
5792,188,"PI 299165 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,48,65,88,-68.7961567751149,6.99512645254336
5794,75,"ILL 4164 AGL",3,"Sutherland, Canada 2017","2017-05-04",14,48,64,83,-82.8738584021879,7.02563248543587
5795,311,"PI 508090 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,45,72,85,-23.1777571350874,6.28061575716236
5796,10,"CDC KR-1 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,55,73,83,-15.2543389414373,3.90766666438851
5797,183,"PI 299120 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,47,66,87,-26.0282954065366,5.68072732240287
5799,165,"PI 297285 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,53,77,90,-38.1845658493477,6.14439560560677
5800,192,"PI 299312 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,55,74,90,-40.9596246455044,6.23885113957144
5801,203,"PI 320936 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,51,69,88,-26.0099147995621,4.27052950376545
5804,159,"PI 280686 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,45,65,85,-25.3096354242024,5.19203043660143
5805,222,"PI 358602 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,53,73,87,-33.6507964272455,6.47728393453655
5809,129,"LIRL-22-46 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,45,66,86,-8.41613815696228,0.577077492790078
5810,218,"PI 339292 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,67,87,-30.9250813707396,6.91990924758159
5812,121,"ILL 9932 AGL",3,"Sutherland, Canada 2017","2017-05-04",13,44,65,81,-36.1485554547419,6.12836030530552
5813,33,"CN 105791 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,46,67,81,-11.3218775725204,2.90591893286008
5816,186,"PI 299163 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,51,73,90,-55.9812110914917,6.84907178512393
5817,63,"ILL 1983 AGL",3,"Sutherland, Canada 2017","2017-05-04",13,46,67,83,-44.0139143577249,6.23983085111416
5819,82,"ILL 4782 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,41,63,82,-36.6651648913865,6.16724330065301
5820,32,"CN 105789 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,41,61,79,-37.6234332697006,5.79779083789725
5821,180,"PI 298922 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,52,64,90,-45.7959707970141,6.91259456384065
5822,292,"PI 468901 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,60,74,90,-42.449984230177,6.06550540132719
5823,176,"PI 298631 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,55,77,90,-35.0749999442354,6.19644382799989
5824,52,"ILL 10657 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,45,63,85,-30.1328173109292,5.43671042154548
5825,161,"PI 289066 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,59,71,87,-52.5062869653027,5.92810824923843
5826,211,"PI 320954 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,53,73,87,-34.4957526856522,5.93495671759252
5827,220,"PI 343026 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,69,86,-29.6663379698142,6.56572485344914
5828,237,"PI 426202 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,48,70,86,-49.3317864795665,7.07725245491758
5829,184,"PI 299121 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,45,65,86,-36.8054741520403,6.05858647352793
5831,242,"PI 431618 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,67,88,-29.5597583474231,6.28808554167082
5832,54,"ILL 11547 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,41,65,85,-21.2238913686575,4.44639366574707
5833,125,"ILWL 118 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,48,66,85,-27.5859067993397,5.452873125815
5835,45,"Gudo AGL",3,"Sutherland, Canada 2017","2017-05-04",11,44,65,86,-67.0062676971359,6.77358867110929
5837,263,"PI 431863 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,52,69,86,-37.7774465129112,6.5957817897635
5838,62,"ILL 1762 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,49,70,87,-56.4138264785799,7.14549558193374
5839,202,"PI 320935 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,68,86,-42.4910944061515,7.31045635412532
5840,42,"Crimson AGL",3,"Sutherland, Canada 2017","2017-05-04",12,53,72,86,-22.6391045574021,4.57147671987255
5841,296,"PI 472213 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,65,83,-33.4052020765948,7.00144604778683
5842,205,"CN 105866 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,53,71,87,-50.980563499604,6.71598492238666
5843,298,"PI 472380 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,41,65,82,-24.6205619596176,5.26750799545848
5845,77,"ILL 4605 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,68,89,-14.4031337096341,2.53486601984576
5847,164,"PI 290716 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,52,71,87,-40.6711475244085,6.65438356718277
5848,48,"IG 1959 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,69,86,-36.4470107587747,6.80074614466836
5849,105,"ILL 7663 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,42,66,83,-2.51205599232957,-3.81164524326148
5850,19,"CDC Rosetown AGL",3,"Sutherland, Canada 2017","2017-05-04",11,56,75,90,-37.8823934885166,5.60061741583454
5851,297,"PI 472327 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",13,43,65,83,-30.5536555326534,5.73203157281491
5853,194,"PI 299351 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,50,69,90,-37.5809139365324,6.67794132439998
5854,170,"PI 297783 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,41,64,80,-29.7018786733265,5.61889107187944
5855,261,"PI 431809 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,47,65,85,-37.1929291132282,6.98726973015207
5856,66,"PI 431893 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,49,69,87,-15.7062218881092,5.28125494970582
5857,78,"ILL 4609 AGL",3,"Sutherland, Canada 2017","2017-05-04",13,46,65,87,-71.9863067914991,7.22736036079833
5858,67,"ILL 2507 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,41,63,80,-33.3186053700031,5.46903741788224
5859,234,"PI 420924 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,47,67,87,-82.1132536486689,6.95715989337242
5860,260,"PI 431756 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,65,87,-40.581256023914,7.10671247521467
5861,149,"PI 211052 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,48,68,88,-44.8630853254151,7.13560435452635
5862,109,"ILL 7946 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,45,66,83,-61.2711904533824,6.90510484622585
5863,208,"PI 320946 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,48,66,85,-78.0845723473438,7.18604429705203
5864,135,"PI 178952 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,69,87,-29.8027095524763,6.61273196163003
5865,279,"PI 432147 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,69,87,-30.4284164877059,6.79831986121582
5866,44,"Eston AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,69,90,-37.6074031946199,6.83526295482344
5867,197,"PI 300250 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",13,48,65,87,-63.5675736553217,6.91707562093756
5869,58,"ILL 11557 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,43,63,79,-16.6931658934234,4.03804429881861
5870,100,"ILL 624 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,51,71,89,-36.6952400692219,6.54847206148769
5872,303,"PI 472569 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",13,42,65,81,-34.1818699208149,5.40834723415912
5873,18,"CDC Rosebud AGL",3,"Sutherland, Canada 2017","2017-05-04",11,53,73,87,-16.1425023947211,4.53844082239934
5874,68,"ILL 2580 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,41,63,83,-48.3585741109074,6.72856753224324
5876,295,"PI 472205 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",13,44,64,83,-14.9430979615751,3.43795677749033
5877,321,"W6 27760 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,53,65,83,-28.4668496386675,5.38857349087216
5878,236,"PI 420929 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,51,69,80,-81.894201019455,6.69131971875885
5879,160,"PI 283604 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,53,73,89,-63.4327696708489,6.74017799201252
5880,275,"PI 432085 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,65,86,-54.5546543101965,7.17418580017256
5881,147,"PI 518731 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,50,67,87,-31.0150519244318,6.43712665492942
5882,79,"ILL 4665 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,53,72,89,-40.2801577268137,6.40165077143044
5884,61,"ILL 1553 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,46,69,87,-27.8581932554428,6.57269778767973
5885,76,"ILL 4400 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,51,65,90,-51.4396369910537,6.7723402121309
5886,166,"PI 297287 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,52,73,90,-53.709444947728,6.84727282112551
5887,317,"PI 643451 AGL",3,"Sutherland, Canada 2017","2017-05-04",13,46,65,83,-46.9789997354972,5.9310573706976
5888,143,"PI 193547 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,52,69,85,-49.1082980661956,6.40014080125362
5889,306,"PI 472615 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",15,46,65,82,-43.813678312135,6.41217741000292
5890,240,"PI 426797 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",13,44,63,80,-37.2416224408473,5.89938564131797
5891,96,"ILL 6002 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,67,87,-14.2592849495237,2.44390413303332
5892,139,"PI 181771 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,50,69,86,-37.8511255626212,6.46193429310945
5894,114,"ILL 8010 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,45,65,81,-21.3047330642547,4.9412842060945
5895,132,"PI 175754 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,46,71,87,-41.8303656220753,7.03260765021327
5896,8,"CDC Imax AGL",3,"Sutherland, Canada 2017","2017-05-04",11,52,70,90,-56.5474868370493,6.86452311410583
5897,91,"ILL 5639 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,69,87,-40.2328021288462,6.53333566908496
5899,137,"PI 179324 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,48,65,87,-60.5066854652994,7.17639105471612
5902,124,"ILL 9997 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,41,64,83,-24.1424185472024,4.75609183385474
5903,173,"PI 298121 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,48,71,88,-22.1547742847377,5.69205606753463
5904,265,"PI 431884 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,42,69,88,-36.6669697246941,7.14943575518961
5906,11,"CDC LeMay AGL",3,"Sutherland, Canada 2017","2017-05-04",11,56,73,89,-37.9894167906185,6.05067824513605
5907,88,"ILL 5151 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,67,82,-75.729223328683,6.88910273780085
5908,73,"ILL 358 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,68,85,-54.9010084376646,6.89997444239736
5909,110,"ILL 7978 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,40,65,83,-34.982658896535,5.41492194333355
5911,228,"PI 374118 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,65,83,-67.8620112362112,6.9550304691804
5912,226,"PI 374116 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,52,69,90,-33.6906692544703,6.25181581912941
5913,92,"ILL 5722 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,42,63,83,-16.4376383453899,5.58478336030416
5915,104,"ILL 7558 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,69,87,-17.8644496983667,3.21787083884431
5916,238,"PI 426778 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,48,67,87,-38.2948220940194,6.81255536720082
5918,119,"ILL 975 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,45,64,82,-111.871972647066,7.06985397856769
5919,191,"PI 299289 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,47,71,89,-30.6067109450266,6.09112674640955
5920,190,"PI 299237 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,67,89,-32.8127720986831,6.27870484202102
5922,47,"IG 1706 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,71,87,-39.0953475252697,7.28833949609636
5923,288,"PI 432286 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,51,70,87,-54.2828904685884,6.59379840705761
5924,25,"CDC Vantage AGL",3,"Sutherland, Canada 2017","2017-05-04",11,52,72,91,-21.5127914207945,5.19379188644789
5925,324,"W6 27767 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,47,65,83,-73.579713837907,6.88704775395823
5929,97,"ILL 618 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,69,85,-30.255813761825,6.69721594605289
5930,291,"PI 468900 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,51,67,90,-50.9153632475755,6.8656061662107
5931,146,"PI 207492 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,52,69,86,-37.5011379689683,6.58114948084678
5932,29,"CN 105732 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,51,72,87,-19.7340459253893,5.51907000307348
5933,12,"CDC Maxim AGL",3,"Sutherland, Canada 2017","2017-05-04",10,53,67,90,-37.2968773667503,6.08836309075064
5934,299,"PI 472416 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,65,83,-45.1696607635249,6.15258596841471
5935,229,"PI 374120 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,56,71,87,-58.2273836004278,6.21028878522689
5937,113,"ILL 8009 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,41,62,79,-22.7606446671366,5.13759175918172
5938,122,"ILL 9945 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,41,65,82,-57.5325426831472,6.63814276130089
5939,5,"CDC Cherie AGL",3,"Sutherland, Canada 2017","2017-05-04",10,53,72,87,-33.7165455085428,5.87898435511775
5940,204,"PI 320937 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,58,74,89,-19.1105893893302,4.47642406377938
5942,120,"ILL 9888 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,42,63,81,-41.0446058719232,6.67811804983958
5944,316,"PI 612875 AGL",3,"Sutherland, Canada 2017","2017-05-04",13,43,65,79,-86.4071986859824,7.19178130146349
5945,41,"CN 108370 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,57,76,89,-22.5221016827067,5.46065135798471
5946,322,"W6 27763 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,45,64,86,-86.9936998822564,7.21992795596088
5947,133,"PI 177430 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,52,65,89,-55.7715887988911,6.86607318019761
5948,117,"ILL 8595 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,46,67,89,-15.3525973626264,5.47139861778831
5950,272,"PI 432005 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,71,87,-49.0011233729702,6.8189687203247
5951,308,"PI 477921 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,46,71,87,-12.1891873591326,5.21485199652724
5952,39,"CN 106265 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,55,74,90,-37.0163864974222,6.19573397953543
5954,250,"PI 431679 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,52,69,86,-28.1491795936594,6.69466774856741
5955,300,"PI 472488 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,42,64,80,-35.7457535868087,5.62165186239657
5956,156,"PI 250158 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,42,63,80,-30.7957818531114,5.21327086776301
5957,174,"PI 298122 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,53,71,89,-35.5969515356143,6.32412752341146
5958,1,"CDC Asterix AGL",3,"Sutherland, Canada 2017","2017-05-04",11,53,72,89,-41.9973400433751,6.58849524436764
5959,51,"IG 858 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,48,69,87,-34.3580317833954,6.84309111810933
5960,246,"PI 431636 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,47,67,87,-38.7949114760155,7.0031215511037
5961,101,"ILL 6821 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,65,81,-106.725002467188,7.22443632646508
5962,141,"PI 182217 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,70,87,-35.2309870761777,6.76792609071799
5963,309,"PI 490288 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,53,73,87,-28.7168672429661,6.04658902510159
5964,215,"PI 339283 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",12,48,69,83,-78.7786956970405,7.06350211093963
5965,34,"CN 105862 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,53,69,87,-46.9874390436148,6.71878423994573
5967,144,"PI 193548 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",11,41,63,81,-34.3067265874955,5.74711191425853
5968,70,"ILL 3025 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,42,65,82,-43.2922942127962,6.18054683034577
5969,142,"PI 193546 AGL",3,"Sutherland, Canada 2017","2017-05-04",11,46,65,86,-81.9814658504277,7.14972306865798
5970,134,"PI 178939 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,52,74,89,-33.2322157724013,6.53034299369813
5971,207,"PI 320945 LSP AGL",3,"Sutherland, Canada 2017","2017-05-04",10,48,70,87,-71.7400319650141,7.13141721173041
5972,318,"PI 643452 AGL",3,"Sutherland, Canada 2017","2017-05-04",12,42,65,83,-55.443383145795,6.3473050975468
