"REF_DATE","GEO","DGUID","Trade","Basis","Seasonal adjustment","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Algeria","Dollars","81","millions","6","v87008942","1.2.2.1.17","118.9","","","","1"
"2025-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Algeria","Dollars","81","millions","6","v87008942","1.2.2.1.17","265.5","","","","1"
"2025-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Algeria","Dollars","81","millions","6","v87008942","1.2.2.1.17","152.6","","","","1"
"2025-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Algeria","Dollars","81","millions","6","v87008942","1.2.2.1.17","56.9","","","","1"
"1997-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","80.6","","","","1"
"1997-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","71.0","","","","1"
"1997-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","117.4","","","","1"
"1997-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","47.3","","","","1"
"1997-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","87.4","","","","1"
"1997-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","90.7","","","","1"
"1997-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","27.8","","","","1"
"1997-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","24.1","","","","1"
"1997-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","52.9","","","","1"
"1997-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","109.2","","","","1"
"1997-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","65.0","","","","1"
"1997-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","87.6","","","","1"
"1998-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","153.0","","","","1"
"1998-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","32.5","","","","1"
"1998-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","106.4","","","","1"
"1998-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","151.2","","","","1"
"1998-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","83.8","","","","1"
"1998-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","13.2","","","","1"
"1998-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","108.2","","","","1"
"1998-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","60.3","","","","1"
"1998-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","59.1","","","","1"
"1998-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","65.2","","","","1"
"1998-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","81.9","","","","1"
"1998-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","94.2","","","","1"
"1999-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","68.4","","","","1"
"1999-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","57.0","","","","1"
"1999-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","74.7","","","","1"
"1999-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","61.1","","","","1"
"1999-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","63.0","","","","1"
"1999-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","97.7","","","","1"
"1999-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","78.1","","","","1"
"1999-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","55.0","","","","1"
"1999-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","106.4","","","","1"
"1999-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","72.9","","","","1"
"1999-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","113.2","","","","1"
"1999-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","57.1","","","","1"
"2000-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","101.7","","","","1"
"2000-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","107.9","","","","1"
"2000-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","106.0","","","","1"
"2000-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","67.2","","","","1"
"2000-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","87.8","","","","1"
"2000-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","87.6","","","","1"
"2000-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","173.0","","","","1"
"2000-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","30.0","","","","1"
"2000-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","68.5","","","","1"
"2000-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","99.2","","","","1"
"2000-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","22.6","","","","1"
"2000-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","116.7","","","","1"
"2001-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","203.9","","","","1"
"2001-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","11.6","","","","1"
"2001-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","198.3","","","","1"
"2001-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","160.9","","","","1"
"2001-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","71.2","","","","1"
"2001-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","16.9","","","","1"
"2001-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","16.5","","","","1"
"2001-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","137.0","","","","1"
"2001-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","21.1","","","","1"
"2001-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","110.5","","","","1"
"2001-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","178.7","","","","1"
"2001-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","106.7","","","","1"
"2002-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","73.8","","","","1"
"2002-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","92.8","","","","1"
"2002-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","82.4","","","","1"
"2002-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","103.7","","","","1"
"2002-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","119.7","","","","1"
"2002-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","124.8","","","","1"
"2002-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","13.7","","","","1"
"2002-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","104.7","","","","1"
"2002-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","159.2","","","","1"
"2002-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","167.3","","","","1"
"2002-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","66.9","","","","1"
"2002-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","106.8","","","","1"
"2003-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","22.0","","","","1"
"2003-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","18.8","","","","1"
"2003-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","154.5","","","","1"
"2003-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","149.0","","","","1"
"2003-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","153.5","","","","1"
"2003-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","83.2","","","","1"
"2003-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","103.1","","","","1"
"2003-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","29.1","","","","1"
"2003-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","170.9","","","","1"
"2003-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","127.1","","","","1"
"2003-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","92.0","","","","1"
"2003-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","107.3","","","","1"
"2004-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","152.0","","","","1"
"2004-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","122.2","","","","1"
"2004-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","114.1","","","","1"
"2004-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","179.3","","","","1"
"2004-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","138.9","","","","1"
"2004-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","192.0","","","","1"
"2004-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","146.9","","","","1"
"2004-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","69.3","","","","1"
"2004-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","190.3","","","","1"
"2004-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","187.9","","","","1"
"2004-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","151.8","","","","1"
"2004-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","185.7","","","","1"
"2005-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","212.6","","","","1"
"2005-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","75.1","","","","1"
"2005-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","126.5","","","","1"
"2005-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","211.7","","","","1"
"2005-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","129.6","","","","1"
"2005-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","227.7","","","","1"
"2005-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","105.1","","","","1"
"2005-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","180.5","","","","1"
"2005-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","125.1","","","","1"
"2005-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","94.0","","","","1"
"2005-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","186.4","","","","1"
"2005-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","81.7","","","","1"
"2006-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","134.3","","","","1"
"2006-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","159.5","","","","1"
"2006-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","79.0","","","","1"
"2006-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","154.6","","","","1"
"2006-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","121.1","","","","1"
"2006-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","122.3","","","","1"
"2006-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","68.7","","","","1"
"2006-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","159.4","","","","1"
"2006-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","261.5","","","","1"
"2006-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","310.4","","","","1"
"2006-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","303.3","","","","1"
"2006-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","228.0","","","","1"
"2007-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","384.8","","","","1"
"2007-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","255.3","","","","1"
"2007-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","396.6","","","","1"
"2007-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","489.4","","","","1"
"2007-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","433.2","","","","1"
"2007-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","238.9","","","","1"
"2007-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","323.5","","","","1"
"2007-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","314.0","","","","1"
"2007-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","329.3","","","","1"
"2007-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","338.3","","","","1"
"2007-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","378.7","","","","1"
"2007-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","209.9","","","","1"
"2008-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","262.9","","","","1"
"2008-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","256.0","","","","1"
"2008-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","355.3","","","","1"
"2008-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","336.5","","","","1"
"2008-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","271.8","","","","1"
"2008-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","253.2","","","","1"
"2008-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","419.7","","","","1"
"2008-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","265.9","","","","1"
"2008-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","224.4","","","","1"
"2008-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","141.7","","","","1"
"2008-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","196.0","","","","1"
"2008-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","65.9","","","","1"
"2009-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","153.9","","","","1"
"2009-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","86.6","","","","1"
"2009-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","66.0","","","","1"
"2009-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","160.2","","","","1"
"2009-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","246.7","","","","1"
"2009-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","123.1","","","","1"
"2009-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","169.9","","","","1"
"2009-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","138.4","","","","1"
"2009-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","241.0","","","","1"
"2009-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","120.2","","","","1"
"2009-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","269.6","","","","1"
"2009-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","129.0","","","","1"
"2010-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","134.7","","","","1"
"2010-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","275.5","","","","1"
"2010-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","245.0","","","","1"
"2010-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","245.6","","","","1"
"2010-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","297.4","","","","1"
"2010-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","137.9","","","","1"
"2010-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","97.3","","","","1"
"2010-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","220.5","","","","1"
"2010-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","256.9","","","","1"
"2010-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","347.5","","","","1"
"2010-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","165.5","","","","1"
"2010-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","296.2","","","","1"
"2011-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","222.8","","","","1"
"2011-02","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","213.2","","","","1"
"2011-03","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","269.9","","","","1"
"2011-04","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","399.8","","","","1"
"2011-05","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","281.7","","","","1"
"2011-06","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","111.5","","","","1"
"2011-07","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","204.8","","","","1"
"2011-08","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","254.6","","","","1"
"2011-09","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","298.2","","","","1"
"2011-10","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","291.9","","","","1"
"2011-11","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","179.2","","","","1"
"2011-12","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","229.8","","","","1"
"2012-01","Canada","2021A000011124","Export","Balance of payments","Unadjusted","Norway","Dollars","81","millions","6","v87008943","1.2.2.1.18","230.6","","","","1"
