"REF_DATE","GEO","DGUID","Trade","Basis","Seasonal adjustment","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","22148.5","","","","1"
"2005-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21801.5","","","","1"
"2005-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","22241.6","","","","1"
"2005-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21891.9","","","","1"
"2005-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","20735.4","","","","1"
"2006-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","20217.1","","","","1"
"2006-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","20574.8","","","","1"
"2006-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","24809.0","","","","1"
"2006-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","22111.6","","","","1"
"2006-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23046.7","","","","1"
"2006-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23513.7","","","","1"
"2006-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","19123.0","","","","1"
"2006-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23009.8","","","","1"
"2006-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21784.2","","","","1"
"2006-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","22866.4","","","","1"
"2006-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","22810.9","","","","1"
"2006-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21439.4","","","","1"
"2007-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21219.6","","","","1"
"2007-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21739.9","","","","1"
"2007-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","26013.4","","","","1"
"2007-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23213.4","","","","1"
"2007-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","24163.3","","","","1"
"2007-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23466.8","","","","1"
"2007-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","20025.2","","","","1"
"2007-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","22881.9","","","","1"
"2007-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21854.3","","","","1"
"2007-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23119.6","","","","1"
"2007-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","22213.4","","","","1"
"2007-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","20262.3","","","","1"
"2008-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21063.3","","","","1"
"2008-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21728.3","","","","1"
"2008-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23384.3","","","","1"
"2008-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","24206.9","","","","1"
"2008-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","24692.4","","","","1"
"2008-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","24537.4","","","","1"
"2008-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23020.2","","","","1"
"2008-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23556.6","","","","1"
"2008-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23928.9","","","","1"
"2008-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","26478.6","","","","1"
"2008-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23699.6","","","","1"
"2008-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21312.2","","","","1"
"2009-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","18288.9","","","","1"
"2009-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","19463.3","","","","1"
"2009-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21698.4","","","","1"
"2009-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","20068.3","","","","1"
"2009-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","18848.9","","","","1"
"2009-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","19174.5","","","","1"
"2009-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","18738.8","","","","1"
"2009-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","19458.6","","","","1"
"2009-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","20225.6","","","","1"
"2009-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","20444.1","","","","1"
"2009-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","20059.3","","","","1"
"2009-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","19835.4","","","","1"
"2010-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","18221.0","","","","1"
"2010-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","19823.4","","","","1"
"2010-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23206.4","","","","1"
"2010-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21391.9","","","","1"
"2010-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","22532.9","","","","1"
"2010-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23446.4","","","","1"
"2010-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","20677.9","","","","1"
"2010-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","22359.0","","","","1"
"2010-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","22823.5","","","","1"
"2010-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","22932.8","","","","1"
"2010-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21636.6","","","","1"
"2010-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21050.0","","","","1"
"2011-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","20728.8","","","","1"
"2011-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","20484.5","","","","1"
"2011-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","25361.3","","","","1"
"2011-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23128.6","","","","1"
"2011-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23992.9","","","","1"
"2011-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23983.3","","","","1"
"2011-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21503.8","","","","1"
"2011-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","24812.7","","","","1"
"2011-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","24332.4","","","","1"
"2011-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","25362.4","","","","1"
"2011-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","24258.2","","","","1"
"2011-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23562.8","","","","1"
"2012-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","22595.6","","","","1"
"2012-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23729.4","","","","1"
"2012-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","26551.9","","","","1"
"2012-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","24564.2","","","","1"
"2012-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","26504.4","","","","1"
"2012-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","26832.8","","","","1"
"2012-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23389.6","","","","1"
"2012-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","25144.0","","","","1"
"2012-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23970.4","","","","1"
"2012-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","25572.5","","","","1"
"2012-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","24865.0","","","","1"
"2012-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","22494.2","","","","1"
"2013-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23106.1","","","","1"
"2013-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","23637.5","","","","1"
"2013-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","26984.5","","","","1"
"2013-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","27059.3","","","","1"
"2013-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","27463.8","","","","1"
"2013-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","26545.8","","","","1"
"2013-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","25043.3","","","","1"
"2013-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","26550.2","","","","1"
"2013-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","26041.8","","","","1"
"2013-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","28238.1","","","","1"
"2013-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","27146.1","","","","1"
"2013-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","25699.5","","","","1"
"2014-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","25229.7","","","","1"
"2014-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","26623.7","","","","1"
"2014-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30672.2","","","","1"
"2014-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","29566.2","","","","1"
"2014-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30356.4","","","","1"
"2014-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30224.9","","","","1"
"2014-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","28533.0","","","","1"
"2014-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","29248.4","","","","1"
"2014-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30144.7","","","","1"
"2014-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","32184.9","","","","1"
"2014-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","29466.4","","","","1"
"2014-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","29025.9","","","","1"
"2015-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","27580.9","","","","1"
"2015-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","27681.1","","","","1"
"2015-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","32636.9","","","","1"
"2015-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30532.1","","","","1"
"2015-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30472.8","","","","1"
"2015-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","31325.9","","","","1"
"2015-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","29658.6","","","","1"
"2015-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30615.6","","","","1"
"2015-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","31045.7","","","","1"
"2015-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","31597.8","","","","1"
"2015-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30293.3","","","","1"
"2015-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30265.8","","","","1"
"2016-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","28455.0","","","","1"
"2016-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","29336.0","","","","1"
"2016-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","31463.2","","","","1"
"2016-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30329.1","","","","1"
"2016-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30374.5","","","","1"
"2016-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","31900.2","","","","1"
"2016-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","27754.3","","","","1"
"2016-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30807.0","","","","1"
"2016-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30261.7","","","","1"
"2016-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30598.0","","","","1"
"2016-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","29604.3","","","","1"
"2016-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","28885.2","","","","1"
"2017-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","28151.0","","","","1"
"2017-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","28343.4","","","","1"
"2017-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","33817.7","","","","1"
"2017-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30994.1","","","","1"
"2017-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","34133.7","","","","1"
"2017-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","34138.0","","","","1"
"2017-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","27912.9","","","","1"
"2017-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","31170.4","","","","1"
"2017-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","29906.7","","","","1"
"2017-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30594.2","","","","1"
"2017-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","32424.5","","","","1"
"2017-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30140.7","","","","1"
"2018-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","28794.4","","","","1"
"2018-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","29771.7","","","","1"
"2018-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","35337.8","","","","1"
"2018-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","33092.0","","","","1"
"2018-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","34968.0","","","","1"
"2018-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","34732.7","","","","1"
"2018-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","31040.4","","","","1"
"2018-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","33787.5","","","","1"
"2018-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","32495.0","","","","1"
"2018-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","34198.9","","","","1"
"2018-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","32958.1","","","","1"
"2018-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30335.7","","","","1"
"2019-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30464.8","","","","1"
"2019-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30881.9","","","","1"
"2019-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","35743.4","","","","1"
"2019-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","34036.7","","","","1"
"2019-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","35334.8","","","","1"
"2019-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","33327.1","","","","1"
"2019-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","31002.9","","","","1"
"2019-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","34123.9","","","","1"
"2019-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","32566.6","","","","1"
"2019-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","33611.1","","","","1"
"2019-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","31455.5","","","","1"
"2019-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","29864.4","","","","1"
"2020-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","29897.1","","","","1"
"2020-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","31257.2","","","","1"
"2020-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","33346.9","","","","1"
"2020-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","20948.1","","","","1"
"2020-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","21435.2","","","","1"
"2020-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","28197.8","","","","1"
"2020-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","29852.3","","","","1"
"2020-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","31322.3","","","","1"
"2020-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","32090.2","","","","1"
"2020-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","31970.1","","","","1"
"2020-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30240.2","","","","1"
"2020-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","30334.6","","","","1"
