Entry,Name,Expt,DTF,DTM
80,ILL 4671 AGL,Ro17,46.66666667,81.33333333
80,ILL 4671 AGL,Su16,52,96.33333333
80,ILL 4671 AGL,Su17,50.66666667,90
80,ILL 4671 AGL,Su18,46,95
80,ILL 4671 AGL,Us18,56,92.66666667
80,ILL 4671 AGL,In16,86,NA
80,ILL 4671 AGL,In17,85,NA
80,ILL 4671 AGL,Ba16,104,NA
80,ILL 4671 AGL,Ba17,96,NA
80,ILL 4671 AGL,Ne16,123.5,NA
80,ILL 4671 AGL,Ne17,127.3333333,159.3333333
80,ILL 4671 AGL,Sp16,114,148.6666667
80,ILL 4671 AGL,Sp17,120.6666667,149.3333333
80,ILL 4671 AGL,Mo16,121,155.3333333
80,ILL 4671 AGL,Mo17,116.3333333,157.6666667
80,ILL 4671 AGL,It16,133.3333333,174.6666667
80,ILL 4671 AGL,It17,138.3333333,172.3333333
81,ILL 4768 AGL,Ro16,43.66666667,88.33333333
81,ILL 4768 AGL,Ro17,38,72.66666667
81,ILL 4768 AGL,Su16,44.33333333,89.66666667
81,ILL 4768 AGL,Su17,42.66666667,80
81,ILL 4768 AGL,Su18,40.33333333,77.33333333
81,ILL 4768 AGL,Us18,51,79
81,ILL 4768 AGL,In16,56.33333333,NA
81,ILL 4768 AGL,In17,72.33333333,NA
81,ILL 4768 AGL,Ba16,81,108.3333333
81,ILL 4768 AGL,Ba17,71,97.66666667
81,ILL 4768 AGL,Ne16,102.3333333,136
81,ILL 4768 AGL,Ne17,111.6666667,141
81,ILL 4768 AGL,Sp16,97,129.3333333
81,ILL 4768 AGL,Sp17,102.6666667,124
81,ILL 4768 AGL,Mo16,101,140.6666667
81,ILL 4768 AGL,Mo17,94,139
81,ILL 4768 AGL,It16,116.3333333,164
81,ILL 4768 AGL,It17,127.6666667,158.3333333
82,ILL 4782 AGL,Ro16,42,88.33333333
82,ILL 4782 AGL,Ro17,38.33333333,72.66666667
82,ILL 4782 AGL,Su16,45,91.66666667
82,ILL 4782 AGL,Su17,41.33333333,81.33333333
82,ILL 4782 AGL,Su18,40.66666667,78.66666667
82,ILL 4782 AGL,Us18,51.33333333,80.5
82,ILL 4782 AGL,In16,56.33333333,NA
82,ILL 4782 AGL,In17,71.33333333,NA
82,ILL 4782 AGL,Ba16,82.66666667,NA
82,ILL 4782 AGL,Ba17,70.66666667,95
82,ILL 4782 AGL,Ne16,102,134.6666667
82,ILL 4782 AGL,Ne17,107.6666667,140.3333333
82,ILL 4782 AGL,Sp16,97,127
82,ILL 4782 AGL,Sp17,99.66666667,124
82,ILL 4782 AGL,Mo16,104,141.6666667
82,ILL 4782 AGL,Mo17,98,139
82,ILL 4782 AGL,It16,116.3333333,164
82,ILL 4782 AGL,It17,126.3333333,158.3333333
83,ILL 4783 AGL,Ro16,49.33333333,98
83,ILL 4783 AGL,Ro17,47.66666667,82
83,ILL 4783 AGL,Su16,54,99
83,ILL 4783 AGL,Su17,56,NA
83,ILL 4783 AGL,Su18,46.66666667,94
83,ILL 4783 AGL,Us18,62,97
83,ILL 4783 AGL,In16,86,NA
83,ILL 4783 AGL,In17,85,NA
83,ILL 4783 AGL,Ba16,82,NA
83,ILL 4783 AGL,Ba17,99.33333333,NA
83,ILL 4783 AGL,Ne16,123.3333333,144
83,ILL 4783 AGL,Ne17,126.3333333,153.3333333
83,ILL 4783 AGL,Sp16,123.3333333,155.3333333
83,ILL 4783 AGL,Sp17,128,154.6666667
83,ILL 4783 AGL,Mo16,134,162
83,ILL 4783 AGL,Mo17,139.6666667,166.6666667
83,ILL 4783 AGL,It16,137.3333333,183.6666667
83,ILL 4783 AGL,It17,145,178.3333333
84,ILL 4804 AGL,Ro16,43.66666667,91.33333333
84,ILL 4804 AGL,Ro17,44.33333333,77.66666667
84,ILL 4804 AGL,Su16,47.66666667,94
84,ILL 4804 AGL,Su17,46,84
84,ILL 4804 AGL,Su18,42.66666667,85
84,ILL 4804 AGL,Us18,53,87.5
84,ILL 4804 AGL,In16,84,NA
84,ILL 4804 AGL,In17,85,NA
84,ILL 4804 AGL,Ba16,90.66666667,NA
84,ILL 4804 AGL,Ba17,83.33333333,107.3333333
84,ILL 4804 AGL,Ne16,118,147
84,ILL 4804 AGL,Ne17,121.6666667,149
84,ILL 4804 AGL,Sp16,111.6666667,138
84,ILL 4804 AGL,Sp17,117,141.3333333
84,ILL 4804 AGL,Mo16,119,151
84,ILL 4804 AGL,Mo17,106.6666667,151.3333333
84,ILL 4804 AGL,It16,127.6666667,173.3333333
84,ILL 4804 AGL,It17,134.6666667,164.6666667
85,ILL 4875 AGL,Ro16,50.66666667,94.66666667
85,ILL 4875 AGL,Ro17,49.66666667,80
85,ILL 4875 AGL,Su16,55.66666667,97
85,ILL 4875 AGL,Su17,56.66666667,89
85,ILL 4875 AGL,Su18,49.66666667,89.66666667
85,ILL 4875 AGL,Us18,61.5,98
85,ILL 4875 AGL,In16,86,NA
85,ILL 4875 AGL,In17,85,NA
85,ILL 4875 AGL,Ba16,104,NA
85,ILL 4875 AGL,Ba17,87.66666667,NA
85,ILL 4875 AGL,Ne16,125,145.5
85,ILL 4875 AGL,Ne17,127.6666667,158.3333333
85,ILL 4875 AGL,Sp16,127,153
85,ILL 4875 AGL,Sp17,133.6666667,155.3333333
85,ILL 4875 AGL,Mo16,134,165
85,ILL 4875 AGL,Mo17,135,166
85,ILL 4875 AGL,It16,152,184
85,ILL 4875 AGL,It17,147.6666667,177.6666667
86,ILL 4956 AGL,Ro16,48.66666667,97.33333333
86,ILL 4956 AGL,Ro17,46,82
86,ILL 4956 AGL,Su16,52.33333333,101
86,ILL 4956 AGL,Su17,53.66666667,NA
86,ILL 4956 AGL,Su18,46.66666667,99.33333333
86,ILL 4956 AGL,Us18,61.5,96
86,ILL 4956 AGL,In16,83,NA
86,ILL 4956 AGL,In17,85,NA
86,ILL 4956 AGL,Ba16,81,NA
86,ILL 4956 AGL,Ba17,87.66666667,111
86,ILL 4956 AGL,Ne16,112.5,143
86,ILL 4956 AGL,Ne17,123.3333333,150
86,ILL 4956 AGL,Sp16,121.3333333,153
86,ILL 4956 AGL,Sp17,128.6666667,154
86,ILL 4956 AGL,Mo16,130,160.6666667
86,ILL 4956 AGL,Mo17,132.6666667,166.3333333
86,ILL 4956 AGL,It16,141.3333333,181
86,ILL 4956 AGL,It17,144.6666667,172.6666667
87,ILL 5058 AGL,Ro16,51.66666667,98
87,ILL 5058 AGL,Ro17,51.33333333,NA
87,ILL 5058 AGL,Su16,55.33333333,97.33333333
87,ILL 5058 AGL,Su17,54.66666667,90
87,ILL 5058 AGL,Su18,49.66666667,103
87,ILL 5058 AGL,Us18,58.33333333,94
87,ILL 5058 AGL,In16,86,NA
87,ILL 5058 AGL,In17,85,NA
87,ILL 5058 AGL,Ba16,104,NA
87,ILL 5058 AGL,Ba17,103.5,NA
87,ILL 5058 AGL,Ne16,134.6666667,NA
87,ILL 5058 AGL,Ne17,139.6666667,166
87,ILL 5058 AGL,Sp16,124,155.3333333
87,ILL 5058 AGL,Sp17,130,154.6666667
87,ILL 5058 AGL,Mo16,134,166.6666667
87,ILL 5058 AGL,Mo17,128,162
87,ILL 5058 AGL,It16,146.3333333,182.3333333
87,ILL 5058 AGL,It17,144.3333333,176.3333333
88,ILL 5151 AGL,Ro16,45.33333333,92
88,ILL 5151 AGL,Ro17,44.66666667,77.33333333
88,ILL 5151 AGL,Su16,49,91
88,ILL 5151 AGL,Su17,48,83.33333333
88,ILL 5151 AGL,Su18,43,86.33333333
88,ILL 5151 AGL,Us18,55.66666667,81.33333333
88,ILL 5151 AGL,In16,86,NA
88,ILL 5151 AGL,In17,78,NA
88,ILL 5151 AGL,Ba16,104,NA
88,ILL 5151 AGL,Ba17,89,NA
88,ILL 5151 AGL,Ne16,120,149
88,ILL 5151 AGL,Ne17,124.6666667,154.3333333
88,ILL 5151 AGL,Sp16,110,138
88,ILL 5151 AGL,Sp17,113,133.3333333
88,ILL 5151 AGL,Mo16,119,151.3333333
88,ILL 5151 AGL,Mo17,103.6666667,148.6666667
88,ILL 5151 AGL,It16,125.6666667,169.3333333
88,ILL 5151 AGL,It17,129.6666667,162.6666667
89,ILL 5209 AGL,Ro16,44.66666667,93.33333333
89,ILL 5209 AGL,Ro17,44.33333333,75.66666667
89,ILL 5209 AGL,Su16,47.66666667,92.33333333
89,ILL 5209 AGL,Su17,47.66666667,86.66666667
89,ILL 5209 AGL,Su18,43,87
89,ILL 5209 AGL,Us18,51,85.5
89,ILL 5209 AGL,In16,74,NA
89,ILL 5209 AGL,In17,85,NA
89,ILL 5209 AGL,Ba16,91.66666667,NA
89,ILL 5209 AGL,Ba17,87.33333333,NA
89,ILL 5209 AGL,Ne16,127.3333333,145
89,ILL 5209 AGL,Ne17,122.3333333,151.3333333
89,ILL 5209 AGL,Sp16,109,134
89,ILL 5209 AGL,Sp17,112.3333333,126.6666667
89,ILL 5209 AGL,Mo16,116,157
89,ILL 5209 AGL,Mo17,102.6666667,146.6666667
89,ILL 5209 AGL,It16,120.6666667,171
89,ILL 5209 AGL,It17,131,164
90,ILL 5480 AGL,Ro16,49.33333333,98
90,ILL 5480 AGL,Ro17,48,82
90,ILL 5480 AGL,Su16,54.33333333,104.3333333
90,ILL 5480 AGL,Su17,55,NA
90,ILL 5480 AGL,Su18,48.66666667,93.5
90,ILL 5480 AGL,Us18,62.5,95.5
90,ILL 5480 AGL,In16,85,NA
90,ILL 5480 AGL,In17,73,NA
90,ILL 5480 AGL,Ba16,86.66666667,NA
90,ILL 5480 AGL,Ba17,82.33333333,NA
90,ILL 5480 AGL,Ne16,122.6666667,144
90,ILL 5480 AGL,Ne17,126.3333333,151.5
90,ILL 5480 AGL,Sp16,119.3333333,156
90,ILL 5480 AGL,Sp17,130,155.3333333
90,ILL 5480 AGL,Mo16,130,165.6666667
90,ILL 5480 AGL,Mo17,129,166.3333333
90,ILL 5480 AGL,It16,138.3333333,183.6666667
90,ILL 5480 AGL,It17,143.3333333,177.6666667
91,ILL 5639 AGL,Ro16,45.66666667,93
91,ILL 5639 AGL,Ro17,45.33333333,80
91,ILL 5639 AGL,Su16,47.33333333,93.33333333
91,ILL 5639 AGL,Su17,47,87.66666667
91,ILL 5639 AGL,Su18,43.33333333,92.33333333
91,ILL 5639 AGL,Us18,54.33333333,95
91,ILL 5639 AGL,In16,64.66666667,NA
91,ILL 5639 AGL,In17,85,NA
91,ILL 5639 AGL,Ba16,81,117.3333333
91,ILL 5639 AGL,Ba17,84.66666667,109.6666667
91,ILL 5639 AGL,Ne16,122.3333333,147
91,ILL 5639 AGL,Ne17,120.6666667,149.6666667
91,ILL 5639 AGL,Sp16,111.6666667,146
91,ILL 5639 AGL,Sp17,119.3333333,147
91,ILL 5639 AGL,Mo16,128,157.3333333
91,ILL 5639 AGL,Mo17,115.6666667,155.3333333
91,ILL 5639 AGL,It16,129.6666667,174
91,ILL 5639 AGL,It17,136.6666667,172.3333333
92,ILL 5722 AGL,Ro16,45,94
92,ILL 5722 AGL,Ro17,39.33333333,81
92,ILL 5722 AGL,Su16,43.66666667,93.33333333
92,ILL 5722 AGL,Su17,44.33333333,84.66666667
92,ILL 5722 AGL,Su18,41.66666667,93
92,ILL 5722 AGL,Us18,51.33333333,90
92,ILL 5722 AGL,In16,65,NA
92,ILL 5722 AGL,In17,54,103
92,ILL 5722 AGL,Ba16,71.33333333,111
92,ILL 5722 AGL,Ba17,60.66666667,100
92,ILL 5722 AGL,Ne16,97,137
92,ILL 5722 AGL,Ne17,105.6666667,143
92,ILL 5722 AGL,Sp16,109,144
92,ILL 5722 AGL,Sp17,111.6666667,135.6666667
92,ILL 5722 AGL,Mo16,108,152.3333333
92,ILL 5722 AGL,Mo17,105.6666667,154.3333333
92,ILL 5722 AGL,It16,123.6666667,173
92,ILL 5722 AGL,It17,132,168.6666667
93,ILL 5883 AGL,Ro16,44,90.66666667
93,ILL 5883 AGL,Ro17,43.33333333,76
93,ILL 5883 AGL,Su16,48,90.33333333
93,ILL 5883 AGL,Su17,46.33333333,82.66666667
93,ILL 5883 AGL,Su18,42.66666667,88.66666667
93,ILL 5883 AGL,Us18,51.66666667,81.33333333
93,ILL 5883 AGL,In16,82,NA
93,ILL 5883 AGL,In17,85,NA
93,ILL 5883 AGL,Ba16,83.66666667,NA
93,ILL 5883 AGL,Ba17,86.66666667,NA
93,ILL 5883 AGL,Ne16,126,148
93,ILL 5883 AGL,Ne17,123.3333333,150.3333333
93,ILL 5883 AGL,Sp16,110.6666667,137
93,ILL 5883 AGL,Sp17,113,140.6666667
93,ILL 5883 AGL,Mo16,119,151.6666667
93,ILL 5883 AGL,Mo17,105,143.6666667
93,ILL 5883 AGL,It16,125.3333333,173
93,ILL 5883 AGL,It17,132,165.6666667
94,ILL 5888 AGL,Ro16,42.66666667,90
94,ILL 5888 AGL,Ro17,38,74.33333333
94,ILL 5888 AGL,Su16,44.33333333,91
94,ILL 5888 AGL,Su17,41,83
94,ILL 5888 AGL,Su18,40.33333333,80
94,ILL 5888 AGL,Us18,51.5,82
94,ILL 5888 AGL,In16,37.33333333,103.6666667
94,ILL 5888 AGL,In17,39.33333333,72.66666667
94,ILL 5888 AGL,Ba16,34,77
94,ILL 5888 AGL,Ba17,45.5,96
94,ILL 5888 AGL,Ne16,58.66666667,101.3333333
94,ILL 5888 AGL,Ne17,52.66666667,103.6666667
94,ILL 5888 AGL,Sp16,93.66666667,119
94,ILL 5888 AGL,Sp17,92,113
94,ILL 5888 AGL,Mo16,75,134.6666667
94,ILL 5888 AGL,Mo17,77.66666667,123
94,ILL 5888 AGL,It16,99,153.3333333
94,ILL 5888 AGL,It17,97,160.6666667
95,ILL 5945 AGL,Ro16,44.66666667,88
95,ILL 5945 AGL,Ro17,39,71.66666667
95,ILL 5945 AGL,Su16,45,90
95,ILL 5945 AGL,Su17,41.33333333,80.33333333
95,ILL 5945 AGL,Su18,42,78.33333333
95,ILL 5945 AGL,Us18,52,86
95,ILL 5945 AGL,In16,55.33333333,NA
95,ILL 5945 AGL,In17,68,NA
95,ILL 5945 AGL,Ba16,76.66666667,109.6666667
95,ILL 5945 AGL,Ba17,68.66666667,97.66666667
95,ILL 5945 AGL,Ne16,96.33333333,135.5
95,ILL 5945 AGL,Ne17,107.6666667,142.3333333
95,ILL 5945 AGL,Sp16,97,127
95,ILL 5945 AGL,Sp17,101,123.6666667
95,ILL 5945 AGL,Mo16,101,142.3333333
95,ILL 5945 AGL,Mo17,92,136.6666667
95,ILL 5945 AGL,It16,113.6666667,161
95,ILL 5945 AGL,It17,120,159.3333333
96,ILL 6002 AGL,Ro16,43.33333333,93
96,ILL 6002 AGL,Ro17,45,82
96,ILL 6002 AGL,Su16,47,95.66666667
96,ILL 6002 AGL,Su17,47,87.5
96,ILL 6002 AGL,Su18,42.66666667,87.33333333
96,ILL 6002 AGL,Us18,52,88
96,ILL 6002 AGL,In16,53.66666667,100.5
96,ILL 6002 AGL,In17,54,97.33333333
96,ILL 6002 AGL,Ba16,54.66666667,99.66666667
96,ILL 6002 AGL,Ba17,60,92.66666667
96,ILL 6002 AGL,Ne16,85.33333333,121.6666667
96,ILL 6002 AGL,Ne17,96,133
96,ILL 6002 AGL,Sp16,97,129.3333333
96,ILL 6002 AGL,Sp17,93.66666667,119.3333333
96,ILL 6002 AGL,Mo16,101,140.6666667
96,ILL 6002 AGL,Mo17,84.33333333,143
96,ILL 6002 AGL,It16,109,166
96,ILL 6002 AGL,It17,106.5,161.6666667
97,ILL 618 AGL,Ro16,44.66666667,95.66666667
97,ILL 618 AGL,Ro17,43.33333333,78.66666667
97,ILL 618 AGL,Su16,47.33333333,94.66666667
97,ILL 618 AGL,Su17,46.66666667,87
97,ILL 618 AGL,Su18,43,87.33333333
97,ILL 618 AGL,Us18,58,93.66666667
97,ILL 618 AGL,In16,82,NA
97,ILL 618 AGL,In17,72,NA
97,ILL 618 AGL,Ba16,76.66666667,NA
97,ILL 618 AGL,Ba17,82,104.6666667
97,ILL 618 AGL,Ne16,107.3333333,147.5
97,ILL 618 AGL,Ne17,120.6666667,151.3333333
97,ILL 618 AGL,Sp16,115,144.3333333
97,ILL 618 AGL,Sp17,126.6666667,154
97,ILL 618 AGL,Mo16,126,155.6666667
97,ILL 618 AGL,Mo17,119,152
97,ILL 618 AGL,It16,135,178
97,ILL 618 AGL,It17,140.6666667,171
98,ILL 6182 AGL,Ro16,44.33333333,94
98,ILL 6182 AGL,Ro17,43.66666667,80.66666667
98,ILL 6182 AGL,Su16,49,95
98,ILL 6182 AGL,Su17,47.33333333,87
98,ILL 6182 AGL,Su18,43.33333333,90
98,ILL 6182 AGL,Us18,52.33333333,93.33333333
98,ILL 6182 AGL,In16,86,NA
98,ILL 6182 AGL,In17,75,106
98,ILL 6182 AGL,Ba16,83,NA
98,ILL 6182 AGL,Ba17,81,NA
98,ILL 6182 AGL,Ne16,114,142.3333333
98,ILL 6182 AGL,Ne17,119.6666667,147.6666667
98,ILL 6182 AGL,Sp16,109,131.6666667
98,ILL 6182 AGL,Sp17,113,129
98,ILL 6182 AGL,Mo16,108,149.6666667
98,ILL 6182 AGL,Mo17,99.66666667,152.3333333
98,ILL 6182 AGL,It16,123.3333333,170
98,ILL 6182 AGL,It17,129.3333333,165.6666667
99,ILL 6211 AGL,Ro16,46.33333333,96.66666667
99,ILL 6211 AGL,Ro17,45.66666667,80
99,ILL 6211 AGL,Su16,49.33333333,95.33333333
99,ILL 6211 AGL,Su17,46.5,90
99,ILL 6211 AGL,Su18,45.66666667,97.33333333
99,ILL 6211 AGL,Us18,52,90.5
99,ILL 6211 AGL,In16,58,NA
99,ILL 6211 AGL,In17,55,102
99,ILL 6211 AGL,Ba16,59.66666667,98.66666667
99,ILL 6211 AGL,Ba17,60,93
99,ILL 6211 AGL,Ne16,91.33333333,126
99,ILL 6211 AGL,Ne17,94.33333333,134
99,ILL 6211 AGL,Sp16,97,129.3333333
99,ILL 6211 AGL,Sp17,96,123.3333333
99,ILL 6211 AGL,Mo16,101,146
99,ILL 6211 AGL,Mo17,85,143.6666667
99,ILL 6211 AGL,It16,113.6666667,167.6666667
99,ILL 6211 AGL,It17,114.3333333,161
100,ILL 624 AGL,Ro16,47.66666667,96.66666667
100,ILL 624 AGL,Ro17,46.33333333,82
100,ILL 624 AGL,Su16,51.33333333,94.66666667
100,ILL 624 AGL,Su17,51.33333333,89.5
100,ILL 624 AGL,Su18,46.33333333,89.33333333
100,ILL 624 AGL,Us18,61.33333333,94
100,ILL 624 AGL,In16,85,NA
100,ILL 624 AGL,In17,85,NA
100,ILL 624 AGL,Ba16,86.66666667,121.6666667
100,ILL 624 AGL,Ba17,83.66666667,106
100,ILL 624 AGL,Ne16,127.5,NA
100,ILL 624 AGL,Ne17,121.3333333,151
100,ILL 624 AGL,Sp16,115.6666667,156
100,ILL 624 AGL,Sp17,125,155.3333333
100,ILL 624 AGL,Mo16,130,159.6666667
100,ILL 624 AGL,Mo17,127,166
100,ILL 624 AGL,It16,134,174.6666667
100,ILL 624 AGL,It17,142.6666667,173.6666667
101,ILL 6821 AGL,Ro16,43.66666667,90
101,ILL 6821 AGL,Ro17,44.66666667,78
101,ILL 6821 AGL,Su16,47.66666667,91.33333333
101,ILL 6821 AGL,Su17,47,82.66666667
101,ILL 6821 AGL,Su18,42.33333333,84
101,ILL 6821 AGL,Us18,53,88.33333333
101,ILL 6821 AGL,In16,86,NA
101,ILL 6821 AGL,In17,85,NA
101,ILL 6821 AGL,Ba16,104,NA
101,ILL 6821 AGL,Ba17,103.5,NA
101,ILL 6821 AGL,Ne16,129.3333333,NA
101,ILL 6821 AGL,Ne17,127.3333333,153
101,ILL 6821 AGL,Sp16,111,134
101,ILL 6821 AGL,Sp17,114.3333333,141
101,ILL 6821 AGL,Mo16,119,151
101,ILL 6821 AGL,Mo17,106,146
101,ILL 6821 AGL,It16,123.3333333,172.6666667
101,ILL 6821 AGL,It17,134,166.6666667
102,ILL 6853 AGL,Ro16,49,95.33333333
102,ILL 6853 AGL,Ro17,45,80.5
102,ILL 6853 AGL,Su16,51,96
102,ILL 6853 AGL,Su17,49.33333333,87
102,ILL 6853 AGL,Su18,45,91.33333333
102,ILL 6853 AGL,Us18,53.66666667,91
102,ILL 6853 AGL,In16,86,NA
102,ILL 6853 AGL,In17,85,NA
102,ILL 6853 AGL,Ba16,80,NA
102,ILL 6853 AGL,Ba17,97,NA
102,ILL 6853 AGL,Ne16,128.6666667,145
102,ILL 6853 AGL,Ne17,126.6666667,151.5
102,ILL 6853 AGL,Sp16,111,144.3333333
102,ILL 6853 AGL,Sp17,111.6666667,131.6666667
102,ILL 6853 AGL,Mo16,116,155
102,ILL 6853 AGL,Mo17,106,151.3333333
102,ILL 6853 AGL,It16,127.6666667,174.6666667
102,ILL 6853 AGL,It17,132.6666667,170
103,ILL 7089 AGL,Ro16,44,93.33333333
103,ILL 7089 AGL,Ro17,41.33333333,81
103,ILL 7089 AGL,Su16,47.33333333,92
103,ILL 7089 AGL,Su17,45.66666667,87.33333333
103,ILL 7089 AGL,Su18,42.66666667,84.66666667
103,ILL 7089 AGL,Us18,53.33333333,90.66666667
103,ILL 7089 AGL,In16,86,NA
103,ILL 7089 AGL,In17,69.33333333,NA
103,ILL 7089 AGL,Ba16,76,NA
103,ILL 7089 AGL,Ba17,83,106.6666667
103,ILL 7089 AGL,Ne16,122,NA
103,ILL 7089 AGL,Ne17,121.3333333,148.3333333
103,ILL 7089 AGL,Sp16,118.6666667,147
103,ILL 7089 AGL,Sp17,125,151.6666667
103,ILL 7089 AGL,Mo16,130,162
103,ILL 7089 AGL,Mo17,120,159.6666667
103,ILL 7089 AGL,It16,131.3333333,177.6666667
103,ILL 7089 AGL,It17,140,173.6666667
104,ILL 7558 AGL,Ro16,46,94
104,ILL 7558 AGL,Ro17,45.66666667,79.33333333
104,ILL 7558 AGL,Su16,49.33333333,94.33333333
104,ILL 7558 AGL,Su17,48.33333333,88.5
104,ILL 7558 AGL,Su18,43,91
104,ILL 7558 AGL,Us18,54,91.33333333
104,ILL 7558 AGL,In16,56,NA
104,ILL 7558 AGL,In17,55,NA
104,ILL 7558 AGL,Ba16,57.66666667,105
104,ILL 7558 AGL,Ba17,61.66666667,92
104,ILL 7558 AGL,Ne16,91,130
104,ILL 7558 AGL,Ne17,95,138.3333333
104,ILL 7558 AGL,Sp16,97,129.3333333
104,ILL 7558 AGL,Sp17,95.66666667,123.3333333
104,ILL 7558 AGL,Mo16,101,147.3333333
104,ILL 7558 AGL,Mo17,90.33333333,145.3333333
104,ILL 7558 AGL,It16,113.6666667,172
104,ILL 7558 AGL,It17,117.3333333,161.3333333
105,ILL 7663 AGL,Ro16,44,91
105,ILL 7663 AGL,Ro17,39.66666667,75
105,ILL 7663 AGL,Su16,44,91.66666667
105,ILL 7663 AGL,Su17,44,82.33333333
105,ILL 7663 AGL,Su18,41.66666667,85.66666667
105,ILL 7663 AGL,Us18,50.66666667,88
105,ILL 7663 AGL,In16,36,103.6666667
105,ILL 7663 AGL,In17,41,72.66666667
105,ILL 7663 AGL,Ba16,44.33333333,88
105,ILL 7663 AGL,Ba17,50.5,86.5
105,ILL 7663 AGL,Ne16,65,118.6666667
105,ILL 7663 AGL,Ne17,67,117.6666667
105,ILL 7663 AGL,Sp16,95.33333333,122
105,ILL 7663 AGL,Sp17,95.66666667,114.3333333
105,ILL 7663 AGL,Mo16,79,139.3333333
105,ILL 7663 AGL,Mo17,83.33333333,127.6666667
105,ILL 7663 AGL,It16,105,161
105,ILL 7663 AGL,It17,98.66666667,160.6666667
106,ILL 7668 AGL,Ro16,44.66666667,89.33333333
106,ILL 7668 AGL,Ro17,42.66666667,74.66666667
106,ILL 7668 AGL,Su16,47,90.66666667
106,ILL 7668 AGL,Su17,47,83.33333333
106,ILL 7668 AGL,Su18,43,81.33333333
106,ILL 7668 AGL,Us18,52.33333333,92
106,ILL 7668 AGL,In16,66.33333333,NA
106,ILL 7668 AGL,In17,72.5,NA
106,ILL 7668 AGL,Ba16,73,110
106,ILL 7668 AGL,Ba17,68,97.66666667
106,ILL 7668 AGL,Ne16,97.33333333,128.3333333
106,ILL 7668 AGL,Ne17,107.3333333,139
106,ILL 7668 AGL,Sp16,109,134
106,ILL 7668 AGL,Sp17,105.6666667,124.6666667
106,ILL 7668 AGL,Mo16,108,148
106,ILL 7668 AGL,Mo17,93,145
106,ILL 7668 AGL,It16,121,166.3333333
106,ILL 7668 AGL,It17,127.6666667,161.3333333
107,ILL 7716 AGL,Ro16,47,94.66666667
107,ILL 7716 AGL,Ro17,45,77
107,ILL 7716 AGL,Su16,49.33333333,96.33333333
107,ILL 7716 AGL,Su17,47,88.66666667
107,ILL 7716 AGL,Su18,42.66666667,87.33333333
107,ILL 7716 AGL,Us18,52,92
107,ILL 7716 AGL,In16,53.66666667,103.3333333
107,ILL 7716 AGL,In17,51,91.5
107,ILL 7716 AGL,Ba16,56,98
107,ILL 7716 AGL,Ba17,60.33333333,90.33333333
107,ILL 7716 AGL,Ne16,85,121
107,ILL 7716 AGL,Ne17,90,131.3333333
107,ILL 7716 AGL,Sp16,97,126.6666667
107,ILL 7716 AGL,Sp17,95.33333333,121.3333333
107,ILL 7716 AGL,Mo16,101,140
107,ILL 7716 AGL,Mo17,84,140
107,ILL 7716 AGL,It16,110.6666667,167.6666667
107,ILL 7716 AGL,It17,118,157.3333333
108,ILL 7747 AGL,Ro16,47.66666667,91.33333333
108,ILL 7747 AGL,Ro17,45,76.66666667
108,ILL 7747 AGL,Su16,49.33333333,91.66666667
108,ILL 7747 AGL,Su17,47.33333333,85.66666667
108,ILL 7747 AGL,Su18,45,87.66666667
108,ILL 7747 AGL,Us18,53.33333333,90.66666667
108,ILL 7747 AGL,In16,86,NA
108,ILL 7747 AGL,In17,85,NA
108,ILL 7747 AGL,Ba16,104,NA
108,ILL 7747 AGL,Ba17,98,NA
108,ILL 7747 AGL,Ne16,128.6666667,148
108,ILL 7747 AGL,Ne17,128.6666667,157.3333333
108,ILL 7747 AGL,Sp16,112.6666667,140
108,ILL 7747 AGL,Sp17,113,141.3333333
108,ILL 7747 AGL,Mo16,119,153.3333333
108,ILL 7747 AGL,Mo17,110,145
108,ILL 7747 AGL,It16,128,170.6666667
108,ILL 7747 AGL,It17,135,166.6666667
109,ILL 7946 AGL,Ro16,45.33333333,88.66666667
109,ILL 7946 AGL,Ro17,43,75.33333333
109,ILL 7946 AGL,Su16,46.33333333,91.33333333
109,ILL 7946 AGL,Su17,45,82.66666667
109,ILL 7946 AGL,Su18,42.33333333,80
109,ILL 7946 AGL,Us18,51.66666667,84.33333333
109,ILL 7946 AGL,In16,86,NA
109,ILL 7946 AGL,In17,73.66666667,NA
109,ILL 7946 AGL,Ba16,100.6666667,NA
109,ILL 7946 AGL,Ba17,85.33333333,108.6666667
109,ILL 7946 AGL,Ne16,119,143
109,ILL 7946 AGL,Ne17,120.6666667,152.3333333
109,ILL 7946 AGL,Sp16,109,134
109,ILL 7946 AGL,Sp17,112.3333333,131.6666667
109,ILL 7946 AGL,Mo16,118,152
109,ILL 7946 AGL,Mo17,104,150
109,ILL 7946 AGL,It16,120.6666667,169.6666667
109,ILL 7946 AGL,It17,131,166.6666667
110,ILL 7978 AGL,Ro16,43,92
110,ILL 7978 AGL,Ro17,41,73.66666667
110,ILL 7978 AGL,Su16,45,92
110,ILL 7978 AGL,Su17,44,82.33333333
110,ILL 7978 AGL,Su18,43,82.33333333
110,ILL 7978 AGL,Us18,50.5,91
110,ILL 7978 AGL,In16,52,NA
110,ILL 7978 AGL,In17,67.33333333,94
110,ILL 7978 AGL,Ba16,73.66666667,117.6666667
110,ILL 7978 AGL,Ba17,72.33333333,99
110,ILL 7978 AGL,Ne16,99,136
