Entry,Name,Expt,DTF,DTM
180,PI 298922 LSP AGL,Ba16,104,NA
180,PI 298922 LSP AGL,Ba17,103.5,NA
180,PI 298922 LSP AGL,Ne16,130.5,NA
180,PI 298922 LSP AGL,Ne17,133.3333333,159.6666667
180,PI 298922 LSP AGL,Sp16,127,153
180,PI 298922 LSP AGL,Sp17,132.3333333,154
180,PI 298922 LSP AGL,Mo16,138.6666667,165
180,PI 298922 LSP AGL,Mo17,118,159
180,PI 298922 LSP AGL,It16,150,182.3333333
180,PI 298922 LSP AGL,It17,145,176.3333333
181,PI 298923 LSP AGL,Ro16,46,95.33333333
181,PI 298923 LSP AGL,Ro17,43.33333333,79.66666667
181,PI 298923 LSP AGL,Su16,48.33333333,95.66666667
181,PI 298923 LSP AGL,Su17,47,88
181,PI 298923 LSP AGL,Su18,43,86.33333333
181,PI 298923 LSP AGL,Us18,54.33333333,89.66666667
181,PI 298923 LSP AGL,In16,86,NA
181,PI 298923 LSP AGL,In17,85,NA
181,PI 298923 LSP AGL,Ba16,79.66666667,NA
181,PI 298923 LSP AGL,Ba17,82.66666667,NA
181,PI 298923 LSP AGL,Ne16,123.6666667,148
181,PI 298923 LSP AGL,Ne17,122.3333333,151.3333333
181,PI 298923 LSP AGL,Sp16,120,148.6666667
181,PI 298923 LSP AGL,Sp17,125.3333333,151.6666667
181,PI 298923 LSP AGL,Mo16,134,163
181,PI 298923 LSP AGL,Mo17,121.3333333,161.6666667
181,PI 298923 LSP AGL,It16,145,184
181,PI 298923 LSP AGL,It17,143,176.3333333
182,PI 299116 LSP AGL,Ro16,46,93.66666667
182,PI 299116 LSP AGL,Ro17,44,81.33333333
182,PI 299116 LSP AGL,Su16,48,94.66666667
182,PI 299116 LSP AGL,Su17,47,86.5
182,PI 299116 LSP AGL,Su18,43,84.66666667
182,PI 299116 LSP AGL,Us18,55.66666667,97.5
182,PI 299116 LSP AGL,In16,61,NA
182,PI 299116 LSP AGL,In17,85,NA
182,PI 299116 LSP AGL,Ba16,79.66666667,NA
182,PI 299116 LSP AGL,Ba17,85.66666667,110.6666667
182,PI 299116 LSP AGL,Ne16,106,141
182,PI 299116 LSP AGL,Ne17,119.6666667,147.6666667
182,PI 299116 LSP AGL,Sp16,115,144
182,PI 299116 LSP AGL,Sp17,118.6666667,147
182,PI 299116 LSP AGL,Mo16,126,155.3333333
182,PI 299116 LSP AGL,Mo17,118,160
182,PI 299116 LSP AGL,It16,127.6666667,174.3333333
182,PI 299116 LSP AGL,It17,138.6666667,169.6666667
183,PI 299120 LSP AGL,Ro16,45.66666667,94
183,PI 299120 LSP AGL,Ro17,44.66666667,80
183,PI 299120 LSP AGL,Su16,48,93
183,PI 299120 LSP AGL,Su17,47.66666667,86.33333333
183,PI 299120 LSP AGL,Su18,43.66666667,91.33333333
183,PI 299120 LSP AGL,Us18,52.66666667,91
183,PI 299120 LSP AGL,In16,55,NA
183,PI 299120 LSP AGL,In17,70.66666667,NA
183,PI 299120 LSP AGL,Ba16,81.66666667,113
183,PI 299120 LSP AGL,Ba17,79.33333333,104.6666667
183,PI 299120 LSP AGL,Ne16,106.5,144.3333333
183,PI 299120 LSP AGL,Ne17,115.3333333,147.6666667
183,PI 299120 LSP AGL,Sp16,110,144
183,PI 299120 LSP AGL,Sp17,115,145.3333333
183,PI 299120 LSP AGL,Mo16,119,155.3333333
183,PI 299120 LSP AGL,Mo17,116.6666667,160
183,PI 299120 LSP AGL,It16,125.3333333,172.3333333
183,PI 299120 LSP AGL,It17,131,169
184,PI 299121 LSP AGL,Ro16,45.33333333,94.66666667
184,PI 299121 LSP AGL,Ro17,42,79.66666667
184,PI 299121 LSP AGL,Su16,47.33333333,94.66666667
184,PI 299121 LSP AGL,Su17,46.33333333,88.33333333
184,PI 299121 LSP AGL,Su18,42.66666667,89.33333333
184,PI 299121 LSP AGL,Us18,52.66666667,93
184,PI 299121 LSP AGL,In16,54.5,NA
184,PI 299121 LSP AGL,In17,73,NA
184,PI 299121 LSP AGL,Ba16,81.66666667,NA
184,PI 299121 LSP AGL,Ba17,78.33333333,104
184,PI 299121 LSP AGL,Ne16,105,142.3333333
184,PI 299121 LSP AGL,Ne17,111.6666667,143.6666667
184,PI 299121 LSP AGL,Sp16,105,141
184,PI 299121 LSP AGL,Sp17,101,131.3333333
184,PI 299121 LSP AGL,Mo16,119,155.3333333
184,PI 299121 LSP AGL,Mo17,105.6666667,151.3333333
184,PI 299121 LSP AGL,It16,121,173.6666667
184,PI 299121 LSP AGL,It17,130.3333333,166.6666667
185,PI 299126 LSP AGL,Ro16,44,92.33333333
185,PI 299126 LSP AGL,Ro17,40.33333333,79.66666667
185,PI 299126 LSP AGL,Su16,46.66666667,92.33333333
185,PI 299126 LSP AGL,Su17,44.33333333,86
185,PI 299126 LSP AGL,Su18,43,89
185,PI 299126 LSP AGL,Us18,52.33333333,88
185,PI 299126 LSP AGL,In16,86,NA
185,PI 299126 LSP AGL,In17,70,NA
185,PI 299126 LSP AGL,Ba16,92,NA
185,PI 299126 LSP AGL,Ba17,84.33333333,NA
185,PI 299126 LSP AGL,Ne16,109,147
185,PI 299126 LSP AGL,Ne17,115.3333333,147
185,PI 299126 LSP AGL,Sp16,107.3333333,132
185,PI 299126 LSP AGL,Sp17,110.6666667,130
185,PI 299126 LSP AGL,Mo16,112.6666667,151.6666667
185,PI 299126 LSP AGL,Mo17,102.3333333,152.3333333
185,PI 299126 LSP AGL,It16,125.3333333,172.3333333
185,PI 299126 LSP AGL,It17,129.6666667,163
186,PI 299163 LSP AGL,Ro16,49.33333333,97.33333333
186,PI 299163 LSP AGL,Ro17,46.33333333,NA
186,PI 299163 LSP AGL,Su16,50,98.66666667
186,PI 299163 LSP AGL,Su17,51.5,90
186,PI 299163 LSP AGL,Su18,46.66666667,90.66666667
186,PI 299163 LSP AGL,Us18,59,95
186,PI 299163 LSP AGL,In16,86,NA
186,PI 299163 LSP AGL,In17,85,NA
186,PI 299163 LSP AGL,Ba16,88.66666667,NA
186,PI 299163 LSP AGL,Ba17,103.5,NA
186,PI 299163 LSP AGL,Ne16,131.3333333,NA
186,PI 299163 LSP AGL,Ne17,136,161
186,PI 299163 LSP AGL,Sp16,121.3333333,153
186,PI 299163 LSP AGL,Sp17,121,154
186,PI 299163 LSP AGL,Mo16,126.6666667,166
186,PI 299163 LSP AGL,Mo17,121.3333333,159.6666667
186,PI 299163 LSP AGL,It16,145,182.3333333
186,PI 299163 LSP AGL,It17,142,180
187,PI 299164 LSP AGL,Ro16,44.66666667,96.66666667
187,PI 299164 LSP AGL,Ro17,46,81
187,PI 299164 LSP AGL,Su16,49.66666667,97
187,PI 299164 LSP AGL,Su17,48,87
187,PI 299164 LSP AGL,Su18,46,89.66666667
187,PI 299164 LSP AGL,Us18,56.66666667,93.66666667
187,PI 299164 LSP AGL,In16,86,NA
187,PI 299164 LSP AGL,In17,83,NA
187,PI 299164 LSP AGL,Ba16,82.66666667,NA
187,PI 299164 LSP AGL,Ba17,83.66666667,NA
187,PI 299164 LSP AGL,Ne16,119,147
187,PI 299164 LSP AGL,Ne17,122.3333333,154
187,PI 299164 LSP AGL,Sp16,114.6666667,148.6666667
187,PI 299164 LSP AGL,Sp17,120.6666667,149.3333333
187,PI 299164 LSP AGL,Mo16,126,161.6666667
187,PI 299164 LSP AGL,Mo17,117,161.3333333
187,PI 299164 LSP AGL,It16,129.6666667,178
187,PI 299164 LSP AGL,It17,139.6666667,175
188,PI 299165 AGL,Ro16,47.33333333,95.33333333
188,PI 299165 AGL,Ro17,46.66666667,82
188,PI 299165 AGL,Su16,50,96.66666667
188,PI 299165 AGL,Su17,49.66666667,89
188,PI 299165 AGL,Su18,45.33333333,92.66666667
188,PI 299165 AGL,Us18,61.33333333,92.5
188,PI 299165 AGL,In16,86,NA
188,PI 299165 AGL,In17,85,NA
188,PI 299165 AGL,Ba16,104,NA
188,PI 299165 AGL,Ba17,103.5,NA
188,PI 299165 AGL,Ne16,129.6666667,NA
188,PI 299165 AGL,Ne17,130.6666667,163
188,PI 299165 AGL,Sp16,115,148.6666667
188,PI 299165 AGL,Sp17,123,149.3333333
188,PI 299165 AGL,Mo16,128,164
188,PI 299165 AGL,Mo17,117.6666667,159.6666667
188,PI 299165 AGL,It16,134.6666667,182
188,PI 299165 AGL,It17,138.6666667,172.3333333
189,PI 299177 LSP AGL,Ro16,46.66666667,97.33333333
189,PI 299177 LSP AGL,Ro17,46,82
189,PI 299177 LSP AGL,Su16,48.66666667,96
189,PI 299177 LSP AGL,Su17,48.33333333,NA
189,PI 299177 LSP AGL,Su18,43.33333333,96.33333333
189,PI 299177 LSP AGL,Us18,59.33333333,91.5
189,PI 299177 LSP AGL,In16,86,NA
189,PI 299177 LSP AGL,In17,85,NA
189,PI 299177 LSP AGL,Ba16,104,NA
189,PI 299177 LSP AGL,Ba17,86,NA
189,PI 299177 LSP AGL,Ne16,124,NA
189,PI 299177 LSP AGL,Ne17,126.3333333,155
189,PI 299177 LSP AGL,Sp16,118.6666667,153
189,PI 299177 LSP AGL,Sp17,127,154
189,PI 299177 LSP AGL,Mo16,127.3333333,160
189,PI 299177 LSP AGL,Mo17,120.6666667,163.6666667
189,PI 299177 LSP AGL,It16,134.6666667,182
189,PI 299177 LSP AGL,It17,143.6666667,177.6666667
190,PI 299237 LSP AGL,Ro16,45.66666667,92.66666667
190,PI 299237 LSP AGL,Ro17,45.33333333,78.66666667
190,PI 299237 LSP AGL,Su16,49,95.66666667
190,PI 299237 LSP AGL,Su17,48,89.5
190,PI 299237 LSP AGL,Su18,47,89.66666667
190,PI 299237 LSP AGL,Us18,52,99
190,PI 299237 LSP AGL,In16,69,NA
190,PI 299237 LSP AGL,In17,75.66666667,NA
190,PI 299237 LSP AGL,Ba16,83,NA
190,PI 299237 LSP AGL,Ba17,81.33333333,106.3333333
190,PI 299237 LSP AGL,Ne16,111,144
190,PI 299237 LSP AGL,Ne17,121,150.6666667
190,PI 299237 LSP AGL,Sp16,112.6666667,156
190,PI 299237 LSP AGL,Sp17,121.3333333,154
190,PI 299237 LSP AGL,Mo16,122.6666667,156.6666667
190,PI 299237 LSP AGL,Mo17,118,160
190,PI 299237 LSP AGL,It16,133.3333333,179
190,PI 299237 LSP AGL,It17,138.6666667,172.3333333
191,PI 299289 AGL,Ro16,49,96.66666667
191,PI 299289 AGL,Ro17,48.33333333,82
191,PI 299289 AGL,Su16,52,99.66666667
191,PI 299289 AGL,Su17,50,89
191,PI 299289 AGL,Su18,46.66666667,91.66666667
191,PI 299289 AGL,Us18,67.5,96
191,PI 299289 AGL,In16,86,NA
191,PI 299289 AGL,In17,71.33333333,NA
191,PI 299289 AGL,Ba16,84.66666667,114.6666667
191,PI 299289 AGL,Ba17,85.33333333,NA
191,PI 299289 AGL,Ne16,112.6666667,144
191,PI 299289 AGL,Ne17,119.6666667,149.3333333
191,PI 299289 AGL,Sp16,116.3333333,147
191,PI 299289 AGL,Sp17,126.6666667,154
191,PI 299289 AGL,Mo16,129.3333333,154.3333333
191,PI 299289 AGL,Mo17,118.6666667,156.6666667
191,PI 299289 AGL,It16,132.6666667,173.3333333
191,PI 299289 AGL,It17,138.6666667,177.6666667
192,PI 299312 AGL,Ro16,49,97.33333333
192,PI 299312 AGL,Ro17,49.66666667,NA
192,PI 299312 AGL,Su16,54,99.33333333
192,PI 299312 AGL,Su17,55.66666667,90
192,PI 299312 AGL,Su18,47.66666667,96.33333333
192,PI 299312 AGL,Us18,57.33333333,97
192,PI 299312 AGL,In16,70,NA
192,PI 299312 AGL,In17,74,NA
192,PI 299312 AGL,Ba16,84,NA
192,PI 299312 AGL,Ba17,89.66666667,NA
192,PI 299312 AGL,Ne16,125,NA
192,PI 299312 AGL,Ne17,124,154.3333333
192,PI 299312 AGL,Sp16,117.3333333,152.6666667
192,PI 299312 AGL,Sp17,124.6666667,154
192,PI 299312 AGL,Mo16,128.6666667,160.3333333
192,PI 299312 AGL,Mo17,120.6666667,161
192,PI 299312 AGL,It16,141.3333333,178
192,PI 299312 AGL,It17,138.6666667,176.3333333
193,PI 299345 AGL,Ro16,49.66666667,95.33333333
193,PI 299345 AGL,Ro17,47,81
193,PI 299345 AGL,Su16,54.33333333,96.33333333
193,PI 299345 AGL,Su17,53,NA
193,PI 299345 AGL,Su18,45.66666667,100.3333333
193,PI 299345 AGL,Us18,61.33333333,98
193,PI 299345 AGL,In16,86,NA
193,PI 299345 AGL,In17,85,NA
193,PI 299345 AGL,Ba16,104,NA
193,PI 299345 AGL,Ba17,103,NA
193,PI 299345 AGL,Ne16,129.6666667,NA
193,PI 299345 AGL,Ne17,132.3333333,161
193,PI 299345 AGL,Sp16,114,153
193,PI 299345 AGL,Sp17,122.3333333,151.6666667
193,PI 299345 AGL,Mo16,121,163.6666667
193,PI 299345 AGL,Mo17,117,159
193,PI 299345 AGL,It16,129.3333333,177.3333333
193,PI 299345 AGL,It17,138.6666667,174.3333333
194,PI 299351 LSP AGL,Ro16,45,92.66666667
194,PI 299351 LSP AGL,Ro17,45.33333333,80
194,PI 299351 LSP AGL,Su16,49,90.33333333
194,PI 299351 LSP AGL,Su17,49.66666667,87.66666667
194,PI 299351 LSP AGL,Su18,46.33333333,88.33333333
194,PI 299351 LSP AGL,Us18,58.5,92
194,PI 299351 LSP AGL,In16,69,NA
194,PI 299351 LSP AGL,In17,85,NA
194,PI 299351 LSP AGL,Ba16,85,NA
194,PI 299351 LSP AGL,Ba17,87.33333333,109.3333333
194,PI 299351 LSP AGL,Ne16,119.3333333,145
194,PI 299351 LSP AGL,Ne17,123,153
194,PI 299351 LSP AGL,Sp16,115.3333333,148.3333333
194,PI 299351 LSP AGL,Sp17,126.3333333,151.6666667
194,PI 299351 LSP AGL,Mo16,128,158
194,PI 299351 LSP AGL,Mo17,119,159
194,PI 299351 LSP AGL,It16,143.6666667,182
194,PI 299351 LSP AGL,It17,144.6666667,175
195,PI 299366 LSP AGL,Ro16,50,96
195,PI 299366 LSP AGL,Ro17,44.33333333,82
195,PI 299366 LSP AGL,Su16,52.66666667,95
195,PI 299366 LSP AGL,Su17,47.33333333,90
195,PI 299366 LSP AGL,Su18,47,94.66666667
195,PI 299366 LSP AGL,Us18,59.33333333,95.66666667
195,PI 299366 LSP AGL,In16,86,NA
195,PI 299366 LSP AGL,In17,85,NA
195,PI 299366 LSP AGL,Ba16,104,NA
195,PI 299366 LSP AGL,Ba17,103.5,NA
195,PI 299366 LSP AGL,Ne16,113.6666667,142
195,PI 299366 LSP AGL,Ne17,131.3333333,160.3333333
195,PI 299366 LSP AGL,Sp16,102.6666667,156
195,PI 299366 LSP AGL,Sp17,123.3333333,151.6666667
195,PI 299366 LSP AGL,Mo16,101,154.3333333
195,PI 299366 LSP AGL,Mo17,119,159
195,PI 299366 LSP AGL,It16,124,177.6666667
195,PI 299366 LSP AGL,It17,138.6666667,173.6666667
196,PI 299375 LSP AGL,Ro16,46,98.66666667
196,PI 299375 LSP AGL,Ro17,45.33333333,NA
196,PI 299375 LSP AGL,Su16,50,98.33333333
196,PI 299375 LSP AGL,Su17,50.33333333,NA
196,PI 299375 LSP AGL,Su18,45,95.33333333
196,PI 299375 LSP AGL,Us18,54.33333333,94.5
196,PI 299375 LSP AGL,In16,86,NA
196,PI 299375 LSP AGL,In17,73,NA
196,PI 299375 LSP AGL,Ba16,104,NA
196,PI 299375 LSP AGL,Ba17,85.5,NA
196,PI 299375 LSP AGL,Ne16,127,147
196,PI 299375 LSP AGL,Ne17,130,161
196,PI 299375 LSP AGL,Sp16,114,150
196,PI 299375 LSP AGL,Sp17,123,155.3333333
196,PI 299375 LSP AGL,Mo16,127.3333333,155
196,PI 299375 LSP AGL,Mo17,117.3333333,161
196,PI 299375 LSP AGL,It16,137,179.3333333
196,PI 299375 LSP AGL,It17,138.6666667,173.6666667
197,PI 300250 LSP AGL,Ro16,45.66666667,91.66666667
197,PI 300250 LSP AGL,Ro17,45.66666667,81
197,PI 300250 LSP AGL,Su16,50,91
197,PI 300250 LSP AGL,Su17,48,85
197,PI 300250 LSP AGL,Su18,46.33333333,90
197,PI 300250 LSP AGL,Us18,53,86.66666667
197,PI 300250 LSP AGL,In16,86,NA
197,PI 300250 LSP AGL,In17,85,NA
197,PI 300250 LSP AGL,Ba16,104,NA
197,PI 300250 LSP AGL,Ba17,95,NA
197,PI 300250 LSP AGL,Ne16,122.5,148
197,PI 300250 LSP AGL,Ne17,132,160
197,PI 300250 LSP AGL,Sp16,114,147.3333333
197,PI 300250 LSP AGL,Sp17,119,144.6666667
197,PI 300250 LSP AGL,Mo16,122.6666667,152.3333333
197,PI 300250 LSP AGL,Mo17,112,146
197,PI 300250 LSP AGL,It16,133.3333333,176.6666667
197,PI 300250 LSP AGL,It17,139.6666667,168.6666667
198,PI 302398 LSP AGL,Ro16,44.66666667,91.33333333
198,PI 302398 LSP AGL,Ro17,42.33333333,78.66666667
198,PI 302398 LSP AGL,Su16,45.66666667,91
198,PI 302398 LSP AGL,Su17,45.33333333,83.5
198,PI 302398 LSP AGL,Su18,43,88.33333333
198,PI 302398 LSP AGL,Us18,51.66666667,88.33333333
198,PI 302398 LSP AGL,In16,65.33333333,NA
198,PI 302398 LSP AGL,In17,71.66666667,NA
198,PI 302398 LSP AGL,Ba16,84.66666667,NA
198,PI 302398 LSP AGL,Ba17,80.33333333,105.3333333
198,PI 302398 LSP AGL,Ne16,111,145.3333333
198,PI 302398 LSP AGL,Ne17,120.6666667,147.6666667
198,PI 302398 LSP AGL,Sp16,109,134.3333333
198,PI 302398 LSP AGL,Sp17,113,142
198,PI 302398 LSP AGL,Mo16,116.6666667,152
198,PI 302398 LSP AGL,Mo17,102,146
198,PI 302398 LSP AGL,It16,121,175
198,PI 302398 LSP AGL,It17,130.3333333,167.6666667
199,PI 308614 LSP AGL,Ro16,47.33333333,91
199,PI 308614 LSP AGL,Ro17,46.33333333,80.66666667
199,PI 308614 LSP AGL,Su16,52.33333333,94
199,PI 308614 LSP AGL,Su17,51.66666667,85
199,PI 308614 LSP AGL,Su18,46.66666667,87.33333333
199,PI 308614 LSP AGL,Us18,57.5,85
199,PI 308614 LSP AGL,In16,86,NA
199,PI 308614 LSP AGL,In17,85,NA
199,PI 308614 LSP AGL,Ba16,104,NA
199,PI 308614 LSP AGL,Ba17,103.5,NA
199,PI 308614 LSP AGL,Ne16,129,NA
199,PI 308614 LSP AGL,Ne17,135.6666667,163
199,PI 308614 LSP AGL,Sp16,114,146
199,PI 308614 LSP AGL,Sp17,117.6666667,144.6666667
199,PI 308614 LSP AGL,Mo16,126,155
199,PI 308614 LSP AGL,Mo17,115,144
199,PI 308614 LSP AGL,It16,133.3333333,173.3333333
199,PI 308614 LSP AGL,It17,138,166.6666667
200,PI 311107 LSP AGL,Ro16,49.33333333,94.66666667
200,PI 311107 LSP AGL,Ro17,46.66666667,NA
200,PI 311107 LSP AGL,Su16,52.33333333,94
200,PI 311107 LSP AGL,Su17,53,89
200,PI 311107 LSP AGL,Su18,46.66666667,88.33333333
200,PI 311107 LSP AGL,Us18,59.66666667,92.33333333
200,PI 311107 LSP AGL,In16,86,NA
200,PI 311107 LSP AGL,In17,85,NA
200,PI 311107 LSP AGL,Ba16,104,NA
200,PI 311107 LSP AGL,Ba17,103.5,NA
200,PI 311107 LSP AGL,Ne16,139.3333333,NA
200,PI 311107 LSP AGL,Ne17,136.6666667,165.6666667
200,PI 311107 LSP AGL,Sp16,115.3333333,152.6666667
200,PI 311107 LSP AGL,Sp17,124,151.6666667
200,PI 311107 LSP AGL,Mo16,127.3333333,162.6666667
200,PI 311107 LSP AGL,Mo17,119.3333333,161
200,PI 311107 LSP AGL,It16,135,184
200,PI 311107 LSP AGL,It17,139.6666667,173
201,PI 312175 LSP AGL,Ro16,48.66666667,98
201,PI 312175 LSP AGL,Ro17,48.33333333,80
201,PI 312175 LSP AGL,Su16,55.66666667,104
201,PI 312175 LSP AGL,Su17,56,90
201,PI 312175 LSP AGL,Su18,48,94.33333333
201,PI 312175 LSP AGL,Us18,60.5,97.5
201,PI 312175 LSP AGL,In16,86,NA
201,PI 312175 LSP AGL,In17,85,NA
201,PI 312175 LSP AGL,Ba16,104,NA
201,PI 312175 LSP AGL,Ba17,101,NA
201,PI 312175 LSP AGL,Ne16,125.3333333,NA
201,PI 312175 LSP AGL,Ne17,130,157.3333333
201,PI 312175 LSP AGL,Sp16,119,153
201,PI 312175 LSP AGL,Sp17,132.3333333,154
201,PI 312175 LSP AGL,Mo16,129.3333333,161.6666667
201,PI 312175 LSP AGL,Mo17,128.5,163.5
201,PI 312175 LSP AGL,It16,137.6666667,177.3333333
201,PI 312175 LSP AGL,It17,143.3333333,177.6666667
202,PI 320935 LSP AGL,Ro16,43.66666667,95
202,PI 320935 LSP AGL,Ro17,42,81.33333333
202,PI 320935 LSP AGL,Su16,45.33333333,92.33333333
202,PI 320935 LSP AGL,Su17,45,87.33333333
202,PI 320935 LSP AGL,Su18,41,89.66666667
202,PI 320935 LSP AGL,Us18,53.33333333,92
202,PI 320935 LSP AGL,In16,86,NA
202,PI 320935 LSP AGL,In17,85,NA
202,PI 320935 LSP AGL,Ba16,84.66666667,NA
202,PI 320935 LSP AGL,Ba17,83.66666667,110.3333333
202,PI 320935 LSP AGL,Ne16,118.6666667,147
202,PI 320935 LSP AGL,Ne17,125,155
202,PI 320935 LSP AGL,Sp16,118.6666667,148.6666667
202,PI 320935 LSP AGL,Sp17,126,151.6666667
202,PI 320935 LSP AGL,Mo16,130,160.3333333
202,PI 320935 LSP AGL,Mo17,122.3333333,157.6666667
202,PI 320935 LSP AGL,It16,134.3333333,181
202,PI 320935 LSP AGL,It17,143,173.6666667
203,PI 320936 LSP AGL,Ro16,48.33333333,94.33333333
203,PI 320936 LSP AGL,Ro17,46.33333333,82
203,PI 320936 LSP AGL,Su16,52,98
203,PI 320936 LSP AGL,Su17,52.33333333,87.66666667
203,PI 320936 LSP AGL,Su18,47,84.33333333
203,PI 320936 LSP AGL,Us18,60.5,92.33333333
203,PI 320936 LSP AGL,In16,53.66666667,NA
203,PI 320936 LSP AGL,In17,72,NA
203,PI 320936 LSP AGL,Ba16,77,111
203,PI 320936 LSP AGL,Ba17,76,103.3333333
203,PI 320936 LSP AGL,Ne16,99.33333333,129.3333333
203,PI 320936 LSP AGL,Ne17,107.6666667,139.6666667
203,PI 320936 LSP AGL,Sp16,105,134.3333333
203,PI 320936 LSP AGL,Sp17,109.6666667,140.6666667
203,PI 320936 LSP AGL,Mo16,108,151
203,PI 320936 LSP AGL,Mo17,104.6666667,151.3333333
203,PI 320936 LSP AGL,It16,118.3333333,171.6666667
203,PI 320936 LSP AGL,It17,123,165.6666667
204,PI 320937 LSP AGL,Ro16,52.66666667,98.66666667
204,PI 320937 LSP AGL,Ro17,51.66666667,NA
204,PI 320937 LSP AGL,Su16,59,104
204,PI 320937 LSP AGL,Su17,59.33333333,89
204,PI 320937 LSP AGL,Su18,50,97
204,PI 320937 LSP AGL,Us18,64,96
204,PI 320937 LSP AGL,In16,47,NA
204,PI 320937 LSP AGL,In17,65,NA
204,PI 320937 LSP AGL,Ba16,79.33333333,121.6666667
204,PI 320937 LSP AGL,Ba17,82,110
204,PI 320937 LSP AGL,Ne16,113.3333333,145.5
204,PI 320937 LSP AGL,Ne17,121.6666667,148
204,PI 320937 LSP AGL,Sp16,117.6666667,149.6666667
204,PI 320937 LSP AGL,Sp17,130.3333333,155.3333333
204,PI 320937 LSP AGL,Mo16,129.3333333,164
204,PI 320937 LSP AGL,Mo17,121.3333333,163.3333333
204,PI 320937 LSP AGL,It16,132,181
204,PI 320937 LSP AGL,It17,145.6666667,177.6666667
205,CN 105866 AGL,Ro16,51,96
205,CN 105866 AGL,Ro17,49,NA
205,CN 105866 AGL,Su16,55.66666667,94.66666667
205,CN 105866 AGL,Su17,54.33333333,88.33333333
205,CN 105866 AGL,Su18,43.33333333,91.66666667
205,CN 105866 AGL,Us18,60,94.66666667
205,CN 105866 AGL,In16,86,NA
205,CN 105866 AGL,In17,85,NA
205,CN 105866 AGL,Ba16,104,NA
205,CN 105866 AGL,Ba17,95,NA
205,CN 105866 AGL,Ne16,137,NA
205,CN 105866 AGL,Ne17,138,165.3333333
205,CN 105866 AGL,Sp16,119,153
205,CN 105866 AGL,Sp17,123.6666667,154
205,CN 105866 AGL,Mo16,134,162
205,CN 105866 AGL,Mo17,118.6666667,166
205,CN 105866 AGL,It16,145,182.3333333
205,CN 105866 AGL,It17,140.3333333,175
206,PI 320941 LSP AGL,Ro16,45,92.66666667
206,PI 320941 LSP AGL,Ro17,44.33333333,NA
206,PI 320941 LSP AGL,Su16,49,94.66666667
206,PI 320941 LSP AGL,Su17,50,90
206,PI 320941 LSP AGL,Su18,47,91.66666667
206,PI 320941 LSP AGL,Us18,60,92
206,PI 320941 LSP AGL,In16,86,NA
206,PI 320941 LSP AGL,In17,73,NA
206,PI 320941 LSP AGL,Ba16,104,NA
206,PI 320941 LSP AGL,Ba17,102,NA
206,PI 320941 LSP AGL,Ne16,133.5,148
206,PI 320941 LSP AGL,Ne17,136,163
206,PI 320941 LSP AGL,Sp16,124.3333333,152.6666667
206,PI 320941 LSP AGL,Sp17,133,154
206,PI 320941 LSP AGL,Mo16,138,159
206,PI 320941 LSP AGL,Mo17,126.6666667,163.3333333
206,PI 320941 LSP AGL,It16,148,180.3333333
206,PI 320941 LSP AGL,It17,146,176
207,PI 320945 LSP AGL,Ro16,46.66666667,94
207,PI 320945 LSP AGL,Ro17,46.66666667,82
207,PI 320945 LSP AGL,Su16,51.66666667,95.33333333
207,PI 320945 LSP AGL,Su17,51.33333333,88.5
207,PI 320945 LSP AGL,Su18,47.33333333,90.66666667
207,PI 320945 LSP AGL,Us18,57.5,91
207,PI 320945 LSP AGL,In16,86,NA
207,PI 320945 LSP AGL,In17,81,NA
207,PI 320945 LSP AGL,Ba16,104,NA
207,PI 320945 LSP AGL,Ba17,103.5,NA
207,PI 320945 LSP AGL,Ne16,132.6666667,NA
207,PI 320945 LSP AGL,Ne17,133,159.5
207,PI 320945 LSP AGL,Sp16,120,149.6666667
207,PI 320945 LSP AGL,Sp17,128,151.6666667
207,PI 320945 LSP AGL,Mo16,134,163.6666667
207,PI 320945 LSP AGL,Mo17,116.6666667,159
207,PI 320945 LSP AGL,It16,144.6666667,180.6666667
207,PI 320945 LSP AGL,It17,143,172.3333333
208,PI 320946 LSP AGL,Ro16,44,92
208,PI 320946 LSP AGL,Ro17,42.66666667,76
208,PI 320946 LSP AGL,Su16,48,91.33333333
208,PI 320946 LSP AGL,Su17,48,86
208,PI 320946 LSP AGL,Su18,43,83.66666667
208,PI 320946 LSP AGL,Us18,53,97.5
208,PI 320946 LSP AGL,In16,86,NA
208,PI 320946 LSP AGL,In17,73,NA
208,PI 320946 LSP AGL,Ba16,104,NA
208,PI 320946 LSP AGL,Ba17,96,NA
208,PI 320946 LSP AGL,Ne16,117,146.5
208,PI 320946 LSP AGL,Ne17,125.3333333,150.3333333
208,PI 320946 LSP AGL,Sp16,111.6666667,144
208,PI 320946 LSP AGL,Sp17,116.3333333,147
208,PI 320946 LSP AGL,Mo16,119.6666667,153.6666667
208,PI 320946 LSP AGL,Mo17,108.3333333,148
208,PI 320946 LSP AGL,It16,127.6666667,174.3333333
208,PI 320946 LSP AGL,It17,137.3333333,167.6666667
209,PI 320952 LSP AGL,Ro16,54.66666667,100.6666667
209,PI 320952 LSP AGL,Ro17,53.66666667,NA
209,PI 320952 LSP AGL,Su16,60.33333333,105
209,PI 320952 LSP AGL,Su17,61.66666667,NA
209,PI 320952 LSP AGL,Su18,55,101.6666667
209,PI 320952 LSP AGL,Us18,69.5,99
209,PI 320952 LSP AGL,In16,86,NA
