"REF_DATE","GEO","DGUID","Non-permanent resident types","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-07","Nova Scotia","2021A000212","Work and study permit holders","Persons","249","units","0","v1566927632","4.10","9134","","","","0"
"2023-10","Nova Scotia","2021A000212","Work and study permit holders","Persons","249","units","0","v1566927632","4.10","9231","","","","0"
"2024-01","Nova Scotia","2021A000212","Work and study permit holders","Persons","249","units","0","v1566927632","4.10","10047","","","","0"
"2024-04","Nova Scotia","2021A000212","Work and study permit holders","Persons","249","units","0","v1566927632","4.10","10658","","","","0"
"2024-07","Nova Scotia","2021A000212","Work and study permit holders","Persons","249","units","0","v1566927632","4.10","10752","","","","0"
"2024-10","Nova Scotia","2021A000212","Work and study permit holders","Persons","249","units","0","v1566927632","4.10","9030","","","","0"
"2025-01","Nova Scotia","2021A000212","Work and study permit holders","Persons","249","units","0","v1566927632","4.10","8688","","","","0"
"2021-07","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","1233","","","","0"
"2021-10","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","1333","","","","0"
"2022-01","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","1258","","","","0"
"2022-04","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","1297","","","","0"
"2022-07","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","1521","","","","0"
"2022-10","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","1814","","","","0"
"2023-01","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","2026","","","","0"
"2023-04","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","2251","","","","0"
"2023-07","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","2561","","","","0"
"2023-10","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","2887","","","","0"
"2024-01","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","3224","","","","0"
"2024-04","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","3594","","","","0"
"2024-07","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","3633","","","","0"
"2024-10","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","3624","","","","0"
"2025-01","Nova Scotia","2021A000212","Other","Persons","249","units","0","v1566927633","4.11","3509","","","","0"
"2021-07","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","13379","","","","0"
"2021-10","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","15470","","","","0"
"2022-01","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","15600","","","","0"
"2022-04","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","15949","","","","0"
"2022-07","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","18204","","","","0"
"2022-10","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","22353","","","","0"
"2023-01","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","23652","","","","0"
"2023-04","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","25260","","","","0"
"2023-07","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","28535","","","","0"
"2023-10","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","34533","","","","0"
"2024-01","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","35931","","","","0"
"2024-04","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","36175","","","","0"
"2024-07","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","36591","","","","0"
"2024-10","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","37515","","","","0"
"2025-01","New Brunswick","2021A000213","Total, non-permanent residents","Persons","249","units","0","v1566927634","5.1","37414","","","","0"
"2021-07","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","199","","","","0"
"2021-10","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","184","","","","0"
"2022-01","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","184","","","","0"
"2022-04","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","188","","","","0"
"2022-07","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","188","","","","0"
"2022-10","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","180","","","","0"
"2023-01","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","222","","","","0"
"2023-04","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","430","","","","0"
"2023-07","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","409","","","","0"
"2023-10","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","467","","","","0"
"2024-01","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","507","","","","0"
"2024-04","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","568","","","","0"
"2024-07","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","615","","","","0"
"2024-10","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","699","","","","0"
"2025-01","New Brunswick","2021A000213","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927635","5.2","803","","","","0"
"2021-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","101","","","","0"
"2021-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","101","","","","0"
"2022-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","81","","","","0"
"2022-04","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","76","","","","0"
"2022-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","91","","","","0"
"2022-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","102","","","","0"
"2023-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","117","","","","0"
"2023-04","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","200","","","","0"
"2023-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","244","","","","0"
"2023-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","283","","","","0"
"2024-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","302","","","","0"
"2024-04","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","361","","","","0"
"2024-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","396","","","","0"
"2024-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","449","","","","0"
"2025-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927636","5.3","530","","","","0"
"2021-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","4","","","","0"
"2021-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","2","","","","0"
"2022-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","1","","","","0"
"2022-04","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","3","","","","0"
"2022-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","3","","","","0"
"2022-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","5","","","","0"
"2023-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","10","","","","0"
"2023-04","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","4","","","","0"
"2023-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","1","","","","0"
"2023-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","6","","","","0"
"2024-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","6","","","","0"
"2024-04","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","13","","","","0"
"2024-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","10","","","","0"
"2024-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","8","","","","0"
"2025-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with study permit only","Persons","249","units","0","v1566927637","5.4","9","","","","0"
"2021-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","10","","","","0"
"2021-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","3","","","","0"
"2022-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","6","","","","0"
"2022-04","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","7","","","","0"
"2022-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","6","","","","0"
"2022-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","3","","","","0"
"2023-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","5","","","","0"
"2023-04","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","9","","","","0"
"2023-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","10","","","","0"
"2023-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","16","","","","0"
"2024-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","17","","","","0"
"2024-04","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","20","","","","0"
"2024-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","30","","","","0"
"2024-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","33","","","","0"
"2025-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups with work and study permits","Persons","249","units","0","v1566927638","5.5","57","","","","0"
"2021-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","84","","","","0"
"2021-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","78","","","","0"
"2022-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","96","","","","0"
"2022-04","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","102","","","","0"
"2022-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","88","","","","0"
"2022-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","70","","","","0"
"2023-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","90","","","","0"
"2023-04","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","217","","","","0"
"2023-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","154","","","","0"
"2023-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","162","","","","0"
"2024-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","182","","","","0"
"2024-04","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","174","","","","0"
"2024-07","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","179","","","","0"
"2024-10","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","209","","","","0"
"2025-01","New Brunswick","2021A000213","Asylum claimants, protected persons and related groups without work or study permits","Persons","249","units","0","v1566927639","5.6","207","","","","0"
"2021-07","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","13180","","","","0"
"2021-10","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","15286","","","","0"
"2022-01","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","15416","","","","0"
"2022-04","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","15761","","","","0"
"2022-07","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","18016","","","","0"
"2022-10","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","22173","","","","0"
"2023-01","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","23430","","","","0"
"2023-04","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","24830","","","","0"
"2023-07","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","28126","","","","0"
"2023-10","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","34066","","","","0"
"2024-01","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","35424","","","","0"
"2024-04","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","35607","","","","0"
"2024-07","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","35976","","","","0"
"2024-10","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","36816","","","","0"
"2025-01","New Brunswick","2021A000213","Total, permit holders and their family members","Persons","249","units","0","v1566927640","5.7","36611","","","","0"
"2021-07","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","6832","","","","0"
"2021-10","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","7444","","","","0"
"2022-01","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","6811","","","","0"
"2022-04","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","6543","","","","0"
"2022-07","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","8519","","","","0"
"2022-10","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","9989","","","","0"
"2023-01","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","10521","","","","0"
"2023-04","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","11488","","","","0"
"2023-07","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","14224","","","","0"
"2023-10","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","16902","","","","0"
"2024-01","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","17536","","","","0"
"2024-04","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","17616","","","","0"
"2024-07","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","18104","","","","0"
"2024-10","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","19341","","","","0"
"2025-01","New Brunswick","2021A000213","Work permit holders only","Persons","249","units","0","v1566927641","5.8","19403","","","","0"
"2021-07","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","3618","","","","0"
"2021-10","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","4940","","","","0"
"2022-01","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","5501","","","","0"
"2022-04","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","5583","","","","0"
"2022-07","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","5473","","","","0"
"2022-10","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","7055","","","","0"
"2023-01","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","7611","","","","0"
"2023-04","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","7411","","","","0"
"2023-07","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","7544","","","","0"
"2023-10","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","9480","","","","0"
"2024-01","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","9350","","","","0"
"2024-04","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","8875","","","","0"
"2024-07","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","8667","","","","0"
"2024-10","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","9124","","","","0"
"2025-01","New Brunswick","2021A000213","Study permit holders only","Persons","249","units","0","v1566927642","5.9","8584","","","","0"
"2021-07","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","2086","","","","0"
"2021-10","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","2176","","","","0"
"2022-01","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","2401","","","","0"
"2022-04","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","2751","","","","0"
"2022-07","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","2994","","","","0"
"2022-10","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","3901","","","","0"
"2023-01","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","3972","","","","0"
"2023-04","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","4471","","","","0"
"2023-07","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","4671","","","","0"
"2023-10","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","5691","","","","0"
"2024-01","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","6251","","","","0"
"2024-04","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","6581","","","","0"
"2024-07","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","6644","","","","0"
"2024-10","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","5768","","","","0"
"2025-01","New Brunswick","2021A000213","Work and study permit holders","Persons","249","units","0","v1566927643","5.10","6087","","","","0"
"2021-07","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","644","","","","0"
"2021-10","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","726","","","","0"
"2022-01","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","703","","","","0"
"2022-04","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","884","","","","0"
"2022-07","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","1030","","","","0"
"2022-10","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","1228","","","","0"
"2023-01","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","1326","","","","0"
"2023-04","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","1460","","","","0"
"2023-07","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","1687","","","","0"
"2023-10","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","1993","","","","0"
"2024-01","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","2287","","","","0"
"2024-04","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","2535","","","","0"
"2024-07","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","2561","","","","0"
"2024-10","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","2583","","","","0"
"2025-01","New Brunswick","2021A000213","Other","Persons","249","units","0","v1566927644","5.11","2537","","","","0"
"2021-07","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","261991","","","","0"
"2021-10","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","275795","","","","0"
"2022-01","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","272597","","","","0"
"2022-04","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","275854","","","","0"
"2022-07","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","301498","","","","0"
"2022-10","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","336053","","","","0"
"2023-01","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","360763","","","","0"
"2023-04","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","383534","","","","0"
"2023-07","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","425714","","","","0"
"2023-10","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","479789","","","","0"
"2024-01","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","512816","","","","0"
"2024-04","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","551300","","","","0"
"2024-07","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","588263","","","","0"
"2024-10","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","614677","","","","0"
"2025-01","Quebec","2021A000224","Total, non-permanent residents","Persons","249","units","0","v1566927645","6.1","616552","","","","0"
"2021-07","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","61031","","","","0"
"2021-10","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","58995","","","","0"
"2022-01","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","60325","","","","0"
"2022-04","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","65095","","","","0"
"2022-07","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","73625","","","","0"
"2022-10","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","84313","","","","0"
"2023-01","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","98130","","","","0"
"2023-04","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","104770","","","","0"
"2023-07","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","112289","","","","0"
"2023-10","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","124861","","","","0"
"2024-01","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","138801","","","","0"
"2024-04","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","151204","","","","0"
"2024-07","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","163034","","","","0"
"2024-10","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","174137","","","","0"
"2025-01","Quebec","2021A000224","Total, asylum claimants, protected persons and related groups","Persons","249","units","0","v1566927646","6.2","181130","","","","0"
"2021-07","Quebec","2021A000224","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927647","6.3","36544","","","","0"
"2021-10","Quebec","2021A000224","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927647","6.3","34827","","","","0"
"2022-01","Quebec","2021A000224","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927647","6.3","29039","","","","0"
"2022-04","Quebec","2021A000224","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927647","6.3","25876","","","","0"
"2022-07","Quebec","2021A000224","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927647","6.3","29361","","","","0"
"2022-10","Quebec","2021A000224","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927647","6.3","36354","","","","0"
"2023-01","Quebec","2021A000224","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927647","6.3","44684","","","","0"
"2023-04","Quebec","2021A000224","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927647","6.3","52956","","","","0"
"2023-07","Quebec","2021A000224","Asylum claimants, protected persons and related groups with work permit only","Persons","249","units","0","v1566927647","6.3","62786","","","","0"
