"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1958-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","24720","","","","0"
"1959-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","16955","","","","0"
"1959-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","40134","","","","0"
"1959-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","28266","","","","0"
"1959-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","21573","","","","0"
"1960-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","16599","","","","0"
"1960-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","41442","","","","0"
"1960-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","25802","","","","0"
"1960-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","20268","","","","0"
"1961-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","11839","","","","0"
"1961-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","24943","","","","0"
"1961-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","19386","","","","0"
"1961-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","15521","","","","0"
"1962-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","11762","","","","0"
"1962-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","22299","","","","0"
"1962-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","22507","","","","0"
"1962-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","18018","","","","0"
"1963-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","13410","","","","0"
"1963-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","28034","","","","0"
"1963-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","27900","","","","0"
"1963-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","23807","","","","0"
"1964-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","17546","","","","0"
"1964-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","33777","","","","0"
"1964-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","33343","","","","0"
"1964-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","27940","","","","0"
"1965-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","22279","","","","0"
"1965-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","40619","","","","0"
"1965-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","45511","","","","0"
"1965-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","38349","","","","0"
"1966-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","30713","","","","0"
"1966-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","55288","","","","0"
"1966-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","58533","","","","0"
"1966-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","50209","","","","0"
"1967-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","43989","","","","0"
"1967-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","64969","","","","0"
"1967-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","65635","","","","0"
"1967-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","48283","","","","0"
"1968-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","35601","","","","0"
"1968-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","49738","","","","0"
"1968-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","51037","","","","0"
"1968-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","47598","","","","0"
"1969-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","30788","","","","0"
"1969-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","40333","","","","0"
"1969-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","48571","","","","0"
"1969-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","41839","","","","0"
"1970-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","30783","","","","0"
"1970-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","40052","","","","0"
"1970-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","42488","","","","0"
"1970-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","34390","","","","0"
"1971-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","27899","","","","0"
"1971-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","31278","","","","0"
"1971-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","34828","","","","0"
"1971-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","27895","","","","0"
"1972-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","23567","","","","0"
"1972-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","30746","","","","0"
"1972-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","32474","","","","0"
"1972-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","35219","","","","0"
"1973-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","26288","","","","0"
"1973-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","44545","","","","0"
"1973-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","49057","","","","0"
"1973-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","64310","","","","0"
"1974-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","45302","","","","0"
"1974-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","58787","","","","0"
"1974-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","62312","","","","0"
"1974-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","52064","","","","0"
"1975-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","43448","","","","0"
"1975-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","51459","","","","0"
"1975-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","54550","","","","0"
"1975-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","38424","","","","0"
"1976-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","32359","","","","0"
"1976-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","44695","","","","0"
"1976-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","41539","","","","0"
"1976-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","30836","","","","0"
"1977-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","26048","","","","0"
"1977-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","32508","","","","0"
"1977-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","33797","","","","0"
"1977-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","22561","","","","0"
"1978-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","20332","","","","0"
"1978-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","24277","","","","0"
"1978-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","21948","","","","0"
"1978-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","19756","","","","0"
"1979-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","18866","","","","0"
"1979-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","23948","","","","0"
"1979-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","32052","","","","0"
"1979-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","37230","","","","0"
"1980-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","34349","","","","0"
"1980-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","40194","","","","0"
"1980-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","37376","","","","0"
"1980-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","31579","","","","0"
"1981-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","26789","","","","0"
"1981-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","31494","","","","0"
"1981-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","35931","","","","0"
"1981-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","34580","","","","0"
"1982-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","29707","","","","0"
"1982-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","35121","","","","0"
"1982-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","29700","","","","0"
"1982-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","26803","","","","0"
"1983-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","22002","","","","0"
"1983-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","22899","","","","0"
"1983-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","23008","","","","0"
"1983-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","21468","","","","0"
"1984-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","19052","","","","0"
"1984-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","25064","","","","0"
"1984-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","24881","","","","0"
"1984-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","19602","","","","0"
"1985-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","18221","","","","0"
"1985-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","21221","","","","0"
"1985-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","24330","","","","0"
"1985-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","20567","","","","0"
"1986-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","19342","","","","0"
"1986-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","24418","","","","0"
"1986-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","26207","","","","0"
"1986-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","29376","","","","0"
"1987-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","34688","","","","0"
"1987-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","40609","","","","0"
"1987-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","42535","","","","0"
"1987-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","34199","","","","0"
"1988-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","32999","","","","0"
"1988-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","42478","","","","0"
"1988-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","47242","","","","0"
"1988-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","38815","","","","0"
"1989-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","40480","","","","0"
"1989-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","51095","","","","0"
"1989-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","53775","","","","0"
"1989-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","46166","","","","0"
"1990-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","43297","","","","0"
"1990-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","60119","","","","0"
"1990-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","62927","","","","0"
"1990-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","50081","","","","0"
"1991-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","51621","","","","0"
"1991-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","56753","","","","0"
"1991-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","54876","","","","0"
"1991-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","69526","","","","0"
"1992-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","56579","","","","0"
"1992-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","63300","","","","0"
"1992-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","70126","","","","0"
"1992-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","64851","","","","0"
"1993-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","62298","","","","0"
"1993-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","69615","","","","0"
"1993-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","71534","","","","0"
"1993-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","53307","","","","0"
"1994-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","50665","","","","0"
"1994-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","59854","","","","0"
"1994-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","66559","","","","0"
"1994-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","47317","","","","0"
"1995-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","50904","","","","0"
"1995-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","55958","","","","0"
"1995-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","58259","","","","0"
"1995-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","47754","","","","0"
"1996-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","51288","","","","0"
"1996-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","60177","","","","0"
"1996-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","62750","","","","0"
"1996-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","51846","","","","0"
"1997-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","52844","","","","0"
"1997-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","57417","","","","0"
"1997-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","60845","","","","0"
"1997-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","44928","","","","0"
"1998-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","42813","","","","0"
"1998-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","45873","","","","0"
"1998-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","47317","","","","0"
"1998-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","38181","","","","0"
"1999-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","40153","","","","0"
"1999-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","47543","","","","0"
"1999-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","53841","","","","0"
"1999-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","48434","","","","0"
"2000-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","45564","","","","0"
"2000-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","57871","","","","0"
"2000-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","66518","","","","0"
"2000-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","57476","","","","0"
"2001-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","58485","","","","0"
"2001-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","70048","","","","0"
"2001-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","69951","","","","0"
"2001-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","52154","","","","0"
"2002-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","61589","","","","0"
"2002-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","72711","","","","0"
"2002-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","52919","","","","0"
"2002-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","41830","","","","0"
"2003-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","45558","","","","0"
"2003-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","58863","","","","0"
"2003-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","63340","","","","0"
"2003-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","53588","","","","0"
"2004-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","54927","","","","0"
"2004-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","67246","","","","0"
"2004-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","65589","","","","0"
"2004-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","48097","","","","0"
"2005-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","56439","","","","0"
"2005-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","74474","","","","0"
"2005-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","75946","","","","0"
"2005-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","55387","","","","0"
"2006-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","55134","","","","0"
"2006-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","67914","","","","0"
"2006-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","70354","","","","0"
"2006-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","58247","","","","0"
"2007-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","47873","","","","0"
"2007-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","61653","","","","0"
"2007-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","71665","","","","0"
"2007-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","55572","","","","0"
"2008-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","53147","","","","0"
"2008-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","69248","","","","0"
"2008-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","71320","","","","0"
"2008-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","53547","","","","0"
"2009-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","50789","","","","0"
"2009-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","69657","","","","0"
"2009-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","75401","","","","0"
"2009-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","56371","","","","0"
"2010-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","58056","","","","0"
"2010-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","80807","","","","0"
"2010-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","84305","","","","0"
"2010-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","57571","","","","0"
"2011-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","49571","","","","0"
"2011-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","67696","","","","0"
"2011-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","71864","","","","0"
"2011-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","59604","","","","0"
"2012-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","55566","","","","0"
"2012-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","73009","","","","0"
"2012-07","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","66907","","","","0"
"2012-10","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","62343","","","","0"
"2013-01","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","58255","","","","0"
"2013-04","Canada","2021A000011124","Immigrants","Persons","249","units","0","v29850342","1.1","75610","","","","0"
