"REF_DATE","GEO","DGUID","Gender (3)","Age (15C)","Statistics (3)","Place of birth (290)","Non-permanent resident type (10)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2021A000011124","Men+","Total - Age","Count","Oceania","Total - Non-permanent resident type","","0","units","0","","1.2.1.1.256.1","38605","","","","0"
"2021","Canada","2021A000011124","Men+","Total - Age","Count","Oceania","Asylum claimants","","0","units","0","","1.2.1.1.256.3","25","","","","0"
"2021","Canada","2021A000011124","Men+","Total - Age","Count","Oceania","Non-permanent residents with a work permit only","","0","units","0","","1.2.1.1.256.4","2230","","","","0"
"2021","Canada","2021A000011124","Men+","Total - Age","Count","Oceania","Non-permanent residents with a study permit only","","0","units","0","","1.2.1.1.256.5","395","","","","0"
"2021","Canada","2021A000011124","Men+","Total - Age","Count","Oceania","Non-permanent residents with work and study permits","","0","units","0","","1.2.1.1.256.6","135","","","","0"
"2021","Canada","2021A000011124","Men+","Total - Age","Count","Oceania","Other non-permanent resident types","","0","units","0","","1.2.1.1.256.7","485","","","","0"
"2021","Canada","2021A000011124","Men+","Total - Age","Count","Oceania","Not a non-permanent resident","","0","units","0","","1.2.1.1.256.8","35330","","","","0"
"2021","Canada","2021A000011124","Men+","Total - Age","Count","Other","Total - Non-permanent resident type","","0","units","0","","1.2.1.1.290.1","45","","","","0"
"2021","Canada","2021A000011124","Men+","Total - Age","Count","Other","Not a non-permanent resident","","0","units","0","","1.2.1.1.290.8","45","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Total – Place of birth","Total - Non-permanent resident type","","0","units","0","","1.2.2.1.1.1","3075915","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Total – Place of birth","Asylum claimants","","0","units","0","","1.2.2.1.1.3","16370","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Total – Place of birth","Non-permanent residents with a work permit only","","0","units","0","","1.2.2.1.1.4","20","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Total – Place of birth","Non-permanent residents with a study permit only","","0","units","0","","1.2.2.1.1.5","17970","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Total – Place of birth","Other non-permanent resident types","","0","units","0","","1.2.2.1.1.7","11130","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Total – Place of birth","Not a non-permanent resident","","0","units","0","","1.2.2.1.1.8","3030425","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Inside Canada","Total - Non-permanent resident type","","0","units","0","","1.2.2.1.2.1","2790965","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Inside Canada","Not a non-permanent resident","","0","units","0","","1.2.2.1.2.8","2790965","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Americas","Total - Non-permanent resident type","","0","units","0","","1.2.2.1.17.1","54230","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Americas","Asylum claimants","","0","units","0","","1.2.2.1.17.3","6360","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Americas","Non-permanent residents with a work permit only","","0","units","0","","1.2.2.1.17.4","10","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Americas","Non-permanent residents with a study permit only","","0","units","0","","1.2.2.1.17.5","4280","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Americas","Other non-permanent resident types","","0","units","0","","1.2.2.1.17.7","2665","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Americas","Not a non-permanent resident","","0","units","0","","1.2.2.1.17.8","40910","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Europe","Total - Non-permanent resident type","","0","units","0","","1.2.2.1.77.1","32395","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Europe","Asylum claimants","","0","units","0","","1.2.2.1.77.3","1005","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Europe","Non-permanent residents with a study permit only","","0","units","0","","1.2.2.1.77.5","2285","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Europe","Other non-permanent resident types","","0","units","0","","1.2.2.1.77.7","2505","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Europe","Not a non-permanent resident","","0","units","0","","1.2.2.1.77.8","26595","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Africa","Total - Non-permanent resident type","","0","units","0","","1.2.2.1.135.1","48065","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Africa","Asylum claimants","","0","units","0","","1.2.2.1.135.3","4460","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Africa","Non-permanent residents with a study permit only","","0","units","0","","1.2.2.1.135.5","1290","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Africa","Other non-permanent resident types","","0","units","0","","1.2.2.1.135.7","985","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Africa","Not a non-permanent resident","","0","units","0","","1.2.2.1.135.8","41335","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Asia","Total - Non-permanent resident type","","0","units","0","","1.2.2.1.199.1","147575","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Asia","Asylum claimants","","0","units","0","","1.2.2.1.199.3","4530","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Asia","Non-permanent residents with a work permit only","","0","units","0","","1.2.2.1.199.4","10","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Asia","Non-permanent residents with a study permit only","","0","units","0","","1.2.2.1.199.5","9880","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Asia","Other non-permanent resident types","","0","units","0","","1.2.2.1.199.7","4855","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Asia","Not a non-permanent resident","","0","units","0","","1.2.2.1.199.8","128310","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Oceania","Total - Non-permanent resident type","","0","units","0","","1.2.2.1.256.1","2680","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Oceania","Asylum claimants","","0","units","0","","1.2.2.1.256.3","20","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Oceania","Non-permanent residents with a study permit only","","0","units","0","","1.2.2.1.256.5","235","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Oceania","Other non-permanent resident types","","0","units","0","","1.2.2.1.256.7","120","","","","0"
"2021","Canada","2021A000011124","Men+","0 to 14 years","Count","Oceania","Not a non-permanent resident","","0","units","0","","1.2.2.1.256.8","2305","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Total – Place of birth","Total - Non-permanent resident type","","0","units","0","","1.2.4.1.1.1","2161145","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Total – Place of birth","Asylum claimants","","0","units","0","","1.2.4.1.1.3","10300","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Total – Place of birth","Non-permanent residents with a work permit only","","0","units","0","","1.2.4.1.1.4","36240","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Total – Place of birth","Non-permanent residents with a study permit only","","0","units","0","","1.2.4.1.1.5","60690","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Total – Place of birth","Non-permanent residents with work and study permits","","0","units","0","","1.2.4.1.1.6","38445","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Total – Place of birth","Other non-permanent resident types","","0","units","0","","1.2.4.1.1.7","6800","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Total – Place of birth","Not a non-permanent resident","","0","units","0","","1.2.4.1.1.8","2008665","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Inside Canada","Total - Non-permanent resident type","","0","units","0","","1.2.4.1.2.1","1672625","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Inside Canada","Not a non-permanent resident","","0","units","0","","1.2.4.1.2.8","1672625","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Americas","Total - Non-permanent resident type","","0","units","0","","1.2.4.1.17.1","72425","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Americas","Asylum claimants","","0","units","0","","1.2.4.1.17.3","3045","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Americas","Non-permanent residents with a work permit only","","0","units","0","","1.2.4.1.17.4","2125","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Americas","Non-permanent residents with a study permit only","","0","units","0","","1.2.4.1.17.5","3895","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Americas","Non-permanent residents with work and study permits","","0","units","0","","1.2.4.1.17.6","1705","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Americas","Other non-permanent resident types","","0","units","0","","1.2.4.1.17.7","980","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Americas","Not a non-permanent resident","","0","units","0","","1.2.4.1.17.8","60670","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Europe","Total - Non-permanent resident type","","0","units","0","","1.2.4.1.77.1","49605","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Europe","Asylum claimants","","0","units","0","","1.2.4.1.77.3","390","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Europe","Non-permanent residents with a work permit only","","0","units","0","","1.2.4.1.77.4","2870","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Europe","Non-permanent residents with a study permit only","","0","units","0","","1.2.4.1.77.5","3640","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Europe","Non-permanent residents with work and study permits","","0","units","0","","1.2.4.1.77.6","2300","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Europe","Other non-permanent resident types","","0","units","0","","1.2.4.1.77.7","800","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Europe","Not a non-permanent resident","","0","units","0","","1.2.4.1.77.8","39610","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Africa","Total - Non-permanent resident type","","0","units","0","","1.2.4.1.135.1","58770","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Africa","Asylum claimants","","0","units","0","","1.2.4.1.135.3","2770","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Africa","Non-permanent residents with a work permit only","","0","units","0","","1.2.4.1.135.4","1935","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Africa","Non-permanent residents with a study permit only","","0","units","0","","1.2.4.1.135.5","7310","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Africa","Non-permanent residents with work and study permits","","0","units","0","","1.2.4.1.135.6","4110","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Africa","Other non-permanent resident types","","0","units","0","","1.2.4.1.135.7","760","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Africa","Not a non-permanent resident","","0","units","0","","1.2.4.1.135.8","41890","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Asia","Total - Non-permanent resident type","","0","units","0","","1.2.4.1.199.1","305510","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Asia","Asylum claimants","","0","units","0","","1.2.4.1.199.3","4090","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Asia","Non-permanent residents with a work permit only","","0","units","0","","1.2.4.1.199.4","29000","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Asia","Non-permanent residents with a study permit only","","0","units","0","","1.2.4.1.199.5","45765","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Asia","Non-permanent residents with work and study permits","","0","units","0","","1.2.4.1.199.6","30245","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Asia","Other non-permanent resident types","","0","units","0","","1.2.4.1.199.7","4215","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Asia","Not a non-permanent resident","","0","units","0","","1.2.4.1.199.8","192200","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Oceania","Total - Non-permanent resident type","","0","units","0","","1.2.4.1.256.1","2205","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Oceania","Non-permanent residents with a work permit only","","0","units","0","","1.2.4.1.256.4","320","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Oceania","Non-permanent residents with a study permit only","","0","units","0","","1.2.4.1.256.5","85","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Oceania","Non-permanent residents with work and study permits","","0","units","0","","1.2.4.1.256.6","80","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Oceania","Other non-permanent resident types","","0","units","0","","1.2.4.1.256.7","45","","","","0"
"2021","Canada","2021A000011124","Men+","15 to 24 years","Count","Oceania","Not a non-permanent resident","","0","units","0","","1.2.4.1.256.8","1675","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Total – Place of birth","Total - Non-permanent resident type","","0","units","0","","1.2.7.1.1.1","9620340","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Total – Place of birth","Asylum claimants","","0","units","0","","1.2.7.1.1.3","45440","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Total – Place of birth","Non-permanent residents with a work permit only","","0","units","0","","1.2.7.1.1.4","166840","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Total – Place of birth","Non-permanent residents with a study permit only","","0","units","0","","1.2.7.1.1.5","30915","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Total – Place of birth","Non-permanent residents with work and study permits","","0","units","0","","1.2.7.1.1.6","31375","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Total – Place of birth","Other non-permanent resident types","","0","units","0","","1.2.7.1.1.7","22705","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Total – Place of birth","Not a non-permanent resident","","0","units","0","","1.2.7.1.1.8","9323065","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Inside Canada","Total - Non-permanent resident type","","0","units","0","","1.2.7.1.2.1","6695360","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Inside Canada","Not a non-permanent resident","","0","units","0","","1.2.7.1.2.8","6695360","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Americas","Total - Non-permanent resident type","","0","units","0","","1.2.7.1.17.1","442900","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Americas","Asylum claimants","","0","units","0","","1.2.7.1.17.3","13050","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Americas","Non-permanent residents with a work permit only","","0","units","0","","1.2.7.1.17.4","28105","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Americas","Non-permanent residents with a study permit only","","0","units","0","","1.2.7.1.17.5","4225","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Americas","Non-permanent residents with work and study permits","","0","units","0","","1.2.7.1.17.6","4465","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Americas","Other non-permanent resident types","","0","units","0","","1.2.7.1.17.7","4315","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Americas","Not a non-permanent resident","","0","units","0","","1.2.7.1.17.8","388740","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Europe","Total - Non-permanent resident type","","0","units","0","","1.2.7.1.77.1","549470","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Europe","Asylum claimants","","0","units","0","","1.2.7.1.77.3","1605","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Europe","Non-permanent residents with a work permit only","","0","units","0","","1.2.7.1.77.4","30270","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Europe","Non-permanent residents with a study permit only","","0","units","0","","1.2.7.1.77.5","2075","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Europe","Non-permanent residents with work and study permits","","0","units","0","","1.2.7.1.77.6","1745","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Europe","Other non-permanent resident types","","0","units","0","","1.2.7.1.77.7","3740","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Europe","Not a non-permanent resident","","0","units","0","","1.2.7.1.77.8","510035","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Africa","Total - Non-permanent resident type","","0","units","0","","1.2.7.1.135.1","326960","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Africa","Asylum claimants","","0","units","0","","1.2.7.1.135.3","12905","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Africa","Non-permanent residents with a work permit only","","0","units","0","","1.2.7.1.135.4","13165","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Africa","Non-permanent residents with a study permit only","","0","units","0","","1.2.7.1.135.5","4765","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Africa","Non-permanent residents with work and study permits","","0","units","0","","1.2.7.1.135.6","3710","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Africa","Other non-permanent resident types","","0","units","0","","1.2.7.1.135.7","2490","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Africa","Not a non-permanent resident","","0","units","0","","1.2.7.1.135.8","289925","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Asia","Total - Non-permanent resident type","","0","units","0","","1.2.7.1.199.1","1579310","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Asia","Asylum claimants","","0","units","0","","1.2.7.1.199.3","17875","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Asia","Non-permanent residents with a work permit only","","0","units","0","","1.2.7.1.199.4","93395","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Asia","Non-permanent residents with a study permit only","","0","units","0","","1.2.7.1.199.5","19780","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Asia","Non-permanent residents with work and study permits","","0","units","0","","1.2.7.1.199.6","21400","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Asia","Other non-permanent resident types","","0","units","0","","1.2.7.1.199.7","11860","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Asia","Not a non-permanent resident","","0","units","0","","1.2.7.1.199.8","1415000","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Oceania","Total - Non-permanent resident type","","0","units","0","","1.2.7.1.256.1","26310","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Oceania","Non-permanent residents with a work permit only","","0","units","0","","1.2.7.1.256.4","1895","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Oceania","Non-permanent residents with a study permit only","","0","units","0","","1.2.7.1.256.5","75","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Oceania","Non-permanent residents with work and study permits","","0","units","0","","1.2.7.1.256.6","55","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Oceania","Other non-permanent resident types","","0","units","0","","1.2.7.1.256.7","305","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Oceania","Not a non-permanent resident","","0","units","0","","1.2.7.1.256.8","23965","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Other","Total - Non-permanent resident type","","0","units","0","","1.2.7.1.290.1","25","","","","0"
"2021","Canada","2021A000011124","Men+","25 to 64 years","Count","Other","Not a non-permanent resident","","0","units","0","","1.2.7.1.290.8","25","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Total – Place of birth","Total - Non-permanent resident type","","0","units","0","","1.2.13.1.1.1","3079765","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Total – Place of birth","Asylum claimants","","0","units","0","","1.2.13.1.1.3","1845","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Total – Place of birth","Non-permanent residents with a work permit only","","0","units","0","","1.2.13.1.1.4","1475","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Total – Place of birth","Non-permanent residents with a study permit only","","0","units","0","","1.2.13.1.1.5","180","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Total – Place of birth","Non-permanent residents with work and study permits","","0","units","0","","1.2.13.1.1.6","135","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Total – Place of birth","Other non-permanent resident types","","0","units","0","","1.2.13.1.1.7","605","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Total – Place of birth","Not a non-permanent resident","","0","units","0","","1.2.13.1.1.8","3075515","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Inside Canada","Total - Non-permanent resident type","","0","units","0","","1.2.13.1.2.1","2146300","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Inside Canada","Not a non-permanent resident","","0","units","0","","1.2.13.1.2.8","2146300","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Americas","Total - Non-permanent resident type","","0","units","0","","1.2.13.1.17.1","118660","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Americas","Asylum claimants","","0","units","0","","1.2.13.1.17.3","350","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Americas","Non-permanent residents with a work permit only","","0","units","0","","1.2.13.1.17.4","250","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Americas","Non-permanent residents with a study permit only","","0","units","0","","1.2.13.1.17.5","35","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Americas","Non-permanent residents with work and study permits","","0","units","0","","1.2.13.1.17.6","35","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Americas","Other non-permanent resident types","","0","units","0","","1.2.13.1.17.7","125","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Americas","Not a non-permanent resident","","0","units","0","","1.2.13.1.17.8","117870","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Europe","Total - Non-permanent resident type","","0","units","0","","1.2.13.1.77.1","425165","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Europe","Asylum claimants","","0","units","0","","1.2.13.1.77.3","85","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Europe","Non-permanent residents with a work permit only","","0","units","0","","1.2.13.1.77.4","285","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Europe","Non-permanent residents with a study permit only","","0","units","0","","1.2.13.1.77.5","35","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Europe","Non-permanent residents with work and study permits","","0","units","0","","1.2.13.1.77.6","25","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Europe","Other non-permanent resident types","","0","units","0","","1.2.13.1.77.7","120","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Europe","Not a non-permanent resident","","0","units","0","","1.2.13.1.77.8","424610","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Africa","Total - Non-permanent resident type","","0","units","0","","1.2.13.1.135.1","47230","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Africa","Asylum claimants","","0","units","0","","1.2.13.1.135.3","370","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Africa","Non-permanent residents with a work permit only","","0","units","0","","1.2.13.1.135.4","80","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Africa","Non-permanent residents with a study permit only","","0","units","0","","1.2.13.1.135.5","10","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Africa","Non-permanent residents with work and study permits","","0","units","0","","1.2.13.1.135.6","10","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Africa","Other non-permanent resident types","","0","units","0","","1.2.13.1.135.7","40","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Africa","Not a non-permanent resident","","0","units","0","","1.2.13.1.135.8","46715","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Asia","Total - Non-permanent resident type","","0","units","0","","1.2.13.1.199.1","334990","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Asia","Asylum claimants","","0","units","0","","1.2.13.1.199.3","1030","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Asia","Non-permanent residents with a work permit only","","0","units","0","","1.2.13.1.199.4","845","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Asia","Non-permanent residents with a study permit only","","0","units","0","","1.2.13.1.199.5","105","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Asia","Non-permanent residents with work and study permits","","0","units","0","","1.2.13.1.199.6","70","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Asia","Other non-permanent resident types","","0","units","0","","1.2.13.1.199.7","310","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Asia","Not a non-permanent resident","","0","units","0","","1.2.13.1.199.8","332625","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Oceania","Total - Non-permanent resident type","","0","units","0","","1.2.13.1.256.1","7405","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Oceania","Non-permanent residents with a work permit only","","0","units","0","","1.2.13.1.256.4","15","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Oceania","Other non-permanent resident types","","0","units","0","","1.2.13.1.256.7","10","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Oceania","Not a non-permanent resident","","0","units","0","","1.2.13.1.256.8","7380","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Other","Total - Non-permanent resident type","","0","units","0","","1.2.13.1.290.1","20","","","","0"
"2021","Canada","2021A000011124","Men+","65 years and over","Count","Other","Not a non-permanent resident","","0","units","0","","1.2.13.1.290.8","20","","","","0"
"2021","Canada","2021A000011124","Women+","Total - Age","Count","Total – Place of birth","Total - Non-permanent resident type","","0","units","0","","1.3.1.1.1.1","18391310","","","","0"
"2021","Canada","2021A000011124","Women+","Total - Age","Count","Total – Place of birth","Asylum claimants","","0","units","0","","1.3.1.1.1.3","65250","","","","0"
"2021","Canada","2021A000011124","Women+","Total - Age","Count","Total – Place of birth","Non-permanent residents with a work permit only","","0","units","0","","1.3.1.1.1.4","165845","","","","0"
"2021","Canada","2021A000011124","Women+","Total - Age","Count","Total – Place of birth","Non-permanent residents with a study permit only","","0","units","0","","1.3.1.1.1.5","93025","","","","0"
"2021","Canada","2021A000011124","Women+","Total - Age","Count","Total – Place of birth","Non-permanent residents with work and study permits","","0","units","0","","1.3.1.1.1.6","61605","","","","0"
"2021","Canada","2021A000011124","Women+","Total - Age","Count","Total – Place of birth","Other non-permanent resident types","","0","units","0","","1.3.1.1.1.7","39635","","","","0"
"2021","Canada","2021A000011124","Women+","Total - Age","Count","Total – Place of birth","Not a non-permanent resident","","0","units","0","","1.3.1.1.1.8","17965950","","","","0"
