"REF_DATE","GEO","DGUID","Gender (3)","Age (15C)","Statistics (3)","Place of birth (290)","Non-permanent resident type (10)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Quebec","2021A000224","Total - Gender","Total - Age","Count","Asia","Non-permanent residents with work and study permits","","0","units","0","","26.1.1.1.199.6","12895","","","","0"
"2021","Quebec","2021A000224","Total - Gender","Total - Age","Count","Asia","Other non-permanent resident types","","0","units","0","","26.1.1.1.199.7","4150","","","","0"
"2021","Quebec","2021A000224","Total - Gender","Total - Age","Count","Asia","Not a non-permanent resident","","0","units","0","","26.1.1.1.199.8","348065","","","","0"
"2021","Quebec","2021A000224","Total - Gender","Total - Age","Count","Oceania","Total - Non-permanent resident type","","0","units","0","","26.1.1.1.256.1","3170","","","","0"
"2021","Quebec","2021A000224","Total - Gender","Total - Age","Count","Oceania","Asylum claimants","","0","units","0","","26.1.1.1.256.3","10","","","","0"
"2021","Quebec","2021A000224","Total - Gender","Total - Age","Count","Oceania","Non-permanent residents with a work permit only","","0","units","0","","26.1.1.1.256.4","550","","","","0"
"2021","Quebec","2021A000224","Total - Gender","Total - Age","Count","Oceania","Non-permanent residents with a study permit only","","0","units","0","","26.1.1.1.256.5","145","","","","0"
"2021","Quebec","2021A000224","Total - Gender","Total - Age","Count","Oceania","Non-permanent residents with work and study permits","","0","units","0","","26.1.1.1.256.6","160","","","","0"
"2021","Quebec","2021A000224","Total - Gender","Total - Age","Count","Oceania","Other non-permanent resident types","","0","units","0","","26.1.1.1.256.7","100","","","","0"
"2021","Quebec","2021A000224","Total - Gender","Total - Age","Count","Oceania","Not a non-permanent resident","","0","units","0","","26.1.1.1.256.8","2205","","","","0"
"2021","Quebec","2021A000224","Total - Gender","Total - Age","Count","Other","Total - Non-permanent resident type","","0","units","0","","26.1.1.1.290.1","10","","","","0"
"2021","Quebec","2021A000224","Total - Gender","Total - Age","Count","Other","Not a non-permanent resident","","0","units","0","","26.1.1.1.290.8","10","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Total – Place of birth","Total - Non-permanent resident type","","0","units","0","","26.1.2.1.1.1","1389755","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Total – Place of birth","Asylum claimants","","0","units","0","","26.1.2.1.1.3","11280","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Total – Place of birth","Non-permanent residents with a study permit only","","0","units","0","","26.1.2.1.1.5","6010","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Total – Place of birth","Other non-permanent resident types","","0","units","0","","26.1.2.1.1.7","6725","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Total – Place of birth","Not a non-permanent resident","","0","units","0","","26.1.2.1.1.8","1365725","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Inside Canada","Total - Non-permanent resident type","","0","units","0","","26.1.2.1.2.1","1280200","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Inside Canada","Not a non-permanent resident","","0","units","0","","26.1.2.1.2.8","1280200","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Americas","Total - Non-permanent resident type","","0","units","0","","26.1.2.1.17.1","25105","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Americas","Asylum claimants","","0","units","0","","26.1.2.1.17.3","6260","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Americas","Non-permanent residents with a study permit only","","0","units","0","","26.1.2.1.17.5","1480","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Americas","Other non-permanent resident types","","0","units","0","","26.1.2.1.17.7","1110","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Americas","Not a non-permanent resident","","0","units","0","","26.1.2.1.17.8","16250","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Europe","Total - Non-permanent resident type","","0","units","0","","26.1.2.1.77.1","19280","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Europe","Asylum claimants","","0","units","0","","26.1.2.1.77.3","470","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Europe","Non-permanent residents with a study permit only","","0","units","0","","26.1.2.1.77.5","1890","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Europe","Other non-permanent resident types","","0","units","0","","26.1.2.1.77.7","2965","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Europe","Not a non-permanent resident","","0","units","0","","26.1.2.1.77.8","13955","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Africa","Total - Non-permanent resident type","","0","units","0","","26.1.2.1.135.1","36450","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Africa","Asylum claimants","","0","units","0","","26.1.2.1.135.3","2695","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Africa","Non-permanent residents with a study permit only","","0","units","0","","26.1.2.1.135.5","1010","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Africa","Other non-permanent resident types","","0","units","0","","26.1.2.1.135.7","755","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Africa","Not a non-permanent resident","","0","units","0","","26.1.2.1.135.8","31990","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Asia","Total - Non-permanent resident type","","0","units","0","","26.1.2.1.199.1","28340","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Asia","Asylum claimants","","0","units","0","","26.1.2.1.199.3","1845","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Asia","Non-permanent residents with a study permit only","","0","units","0","","26.1.2.1.199.5","1590","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Asia","Other non-permanent resident types","","0","units","0","","26.1.2.1.199.7","1835","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Asia","Not a non-permanent resident","","0","units","0","","26.1.2.1.199.8","23065","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Oceania","Total - Non-permanent resident type","","0","units","0","","26.1.2.1.256.1","370","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Oceania","Asylum claimants","","0","units","0","","26.1.2.1.256.3","10","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Oceania","Non-permanent residents with a study permit only","","0","units","0","","26.1.2.1.256.5","35","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Oceania","Other non-permanent resident types","","0","units","0","","26.1.2.1.256.7","55","","","","0"
"2021","Quebec","2021A000224","Total - Gender","0 to 14 years","Count","Oceania","Not a non-permanent resident","","0","units","0","","26.1.2.1.256.8","270","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Total – Place of birth","Total - Non-permanent resident type","","0","units","0","","26.1.4.1.1.1","884215","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Total – Place of birth","Asylum claimants","","0","units","0","","26.1.4.1.1.3","5820","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Total – Place of birth","Non-permanent residents with a work permit only","","0","units","0","","26.1.4.1.1.4","7595","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Total – Place of birth","Non-permanent residents with a study permit only","","0","units","0","","26.1.4.1.1.5","17630","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Total – Place of birth","Non-permanent residents with work and study permits","","0","units","0","","26.1.4.1.1.6","14765","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Total – Place of birth","Other non-permanent resident types","","0","units","0","","26.1.4.1.1.7","2010","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Total – Place of birth","Not a non-permanent resident","","0","units","0","","26.1.4.1.1.8","836385","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Inside Canada","Total - Non-permanent resident type","","0","units","0","","26.1.4.1.2.1","728355","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Inside Canada","Not a non-permanent resident","","0","units","0","","26.1.4.1.2.8","728355","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Americas","Total - Non-permanent resident type","","0","units","0","","26.1.4.1.17.1","35345","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Americas","Asylum claimants","","0","units","0","","26.1.4.1.17.3","2785","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Americas","Non-permanent residents with a work permit only","","0","units","0","","26.1.4.1.17.4","1010","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Americas","Non-permanent residents with a study permit only","","0","units","0","","26.1.4.1.17.5","1955","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Americas","Non-permanent residents with work and study permits","","0","units","0","","26.1.4.1.17.6","625","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Americas","Other non-permanent resident types","","0","units","0","","26.1.4.1.17.7","355","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Americas","Not a non-permanent resident","","0","units","0","","26.1.4.1.17.8","28610","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Europe","Total - Non-permanent resident type","","0","units","0","","26.1.4.1.77.1","29230","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Europe","Asylum claimants","","0","units","0","","26.1.4.1.77.3","100","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Europe","Non-permanent residents with a work permit only","","0","units","0","","26.1.4.1.77.4","2600","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Europe","Non-permanent residents with a study permit only","","0","units","0","","26.1.4.1.77.5","4680","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Europe","Non-permanent residents with work and study permits","","0","units","0","","26.1.4.1.77.6","2780","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Europe","Other non-permanent resident types","","0","units","0","","26.1.4.1.77.7","635","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Europe","Not a non-permanent resident","","0","units","0","","26.1.4.1.77.8","18435","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Africa","Total - Non-permanent resident type","","0","units","0","","26.1.4.1.135.1","44055","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Africa","Asylum claimants","","0","units","0","","26.1.4.1.135.3","1860","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Africa","Non-permanent residents with a work permit only","","0","units","0","","26.1.4.1.135.4","1925","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Africa","Non-permanent residents with a study permit only","","0","units","0","","26.1.4.1.135.5","5265","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Africa","Non-permanent residents with work and study permits","","0","units","0","","26.1.4.1.135.6","4160","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Africa","Other non-permanent resident types","","0","units","0","","26.1.4.1.135.7","420","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Africa","Not a non-permanent resident","","0","units","0","","26.1.4.1.135.8","30420","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Asia","Total - Non-permanent resident type","","0","units","0","","26.1.4.1.199.1","46780","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Asia","Asylum claimants","","0","units","0","","26.1.4.1.199.3","1080","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Asia","Non-permanent residents with a work permit only","","0","units","0","","26.1.4.1.199.4","1985","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Asia","Non-permanent residents with a study permit only","","0","units","0","","26.1.4.1.199.5","5640","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Asia","Non-permanent residents with work and study permits","","0","units","0","","26.1.4.1.199.6","7100","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Asia","Other non-permanent resident types","","0","units","0","","26.1.4.1.199.7","595","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Asia","Not a non-permanent resident","","0","units","0","","26.1.4.1.199.8","30385","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Oceania","Total - Non-permanent resident type","","0","units","0","","26.1.4.1.256.1","455","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Oceania","Non-permanent residents with a work permit only","","0","units","0","","26.1.4.1.256.4","80","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Oceania","Non-permanent residents with a study permit only","","0","units","0","","26.1.4.1.256.5","85","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Oceania","Non-permanent residents with work and study permits","","0","units","0","","26.1.4.1.256.6","105","","","","0"
"2021","Quebec","2021A000224","Total - Gender","15 to 24 years","Count","Oceania","Not a non-permanent resident","","0","units","0","","26.1.4.1.256.8","180","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Total – Place of birth","Total - Non-permanent resident type","","0","units","0","","26.1.7.1.1.1","4434525","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Total – Place of birth","Asylum claimants","","0","units","0","","26.1.7.1.1.3","31795","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Total – Place of birth","Non-permanent residents with a work permit only","","0","units","0","","26.1.7.1.1.4","67005","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Total – Place of birth","Non-permanent residents with a study permit only","","0","units","0","","26.1.7.1.1.5","13655","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Total – Place of birth","Non-permanent residents with work and study permits","","0","units","0","","26.1.7.1.1.6","13305","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Total – Place of birth","Other non-permanent resident types","","0","units","0","","26.1.7.1.1.7","6335","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Total – Place of birth","Not a non-permanent resident","","0","units","0","","26.1.7.1.1.8","4302425","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Inside Canada","Total - Non-permanent resident type","","0","units","0","","26.1.7.1.2.1","3468645","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Inside Canada","Not a non-permanent resident","","0","units","0","","26.1.7.1.2.8","3468645","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Americas","Total - Non-permanent resident type","","0","units","0","","26.1.7.1.17.1","224200","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Americas","Asylum claimants","","0","units","0","","26.1.7.1.17.3","14665","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Americas","Non-permanent residents with a work permit only","","0","units","0","","26.1.7.1.17.4","12780","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Americas","Non-permanent residents with a study permit only","","0","units","0","","26.1.7.1.17.5","1875","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Americas","Non-permanent residents with work and study permits","","0","units","0","","26.1.7.1.17.6","1780","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Americas","Other non-permanent resident types","","0","units","0","","26.1.7.1.17.7","1250","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Americas","Not a non-permanent resident","","0","units","0","","26.1.7.1.17.8","191860","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Europe","Total - Non-permanent resident type","","0","units","0","","26.1.7.1.77.1","217195","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Europe","Asylum claimants","","0","units","0","","26.1.7.1.77.3","365","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Europe","Non-permanent residents with a work permit only","","0","units","0","","26.1.7.1.77.4","27080","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Europe","Non-permanent residents with a study permit only","","0","units","0","","26.1.7.1.77.5","2650","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Europe","Non-permanent residents with work and study permits","","0","units","0","","26.1.7.1.77.6","2265","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Europe","Other non-permanent resident types","","0","units","0","","26.1.7.1.77.7","1975","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Europe","Not a non-permanent resident","","0","units","0","","26.1.7.1.77.8","182860","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Africa","Total - Non-permanent resident type","","0","units","0","","26.1.7.1.135.1","248810","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Africa","Asylum claimants","","0","units","0","","26.1.7.1.135.3","10085","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Africa","Non-permanent residents with a work permit only","","0","units","0","","26.1.7.1.135.4","12260","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Africa","Non-permanent residents with a study permit only","","0","units","0","","26.1.7.1.135.5","3825","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Africa","Non-permanent residents with work and study permits","","0","units","0","","26.1.7.1.135.6","3450","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Africa","Other non-permanent resident types","","0","units","0","","26.1.7.1.135.7","1425","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Africa","Not a non-permanent resident","","0","units","0","","26.1.7.1.135.8","217765","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Asia","Total - Non-permanent resident type","","0","units","0","","26.1.7.1.199.1","273680","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Asia","Asylum claimants","","0","units","0","","26.1.7.1.199.3","6685","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Asia","Non-permanent residents with a work permit only","","0","units","0","","26.1.7.1.199.4","14410","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Asia","Non-permanent residents with a study permit only","","0","units","0","","26.1.7.1.199.5","5280","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Asia","Non-permanent residents with work and study permits","","0","units","0","","26.1.7.1.199.6","5765","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Asia","Other non-permanent resident types","","0","units","0","","26.1.7.1.199.7","1655","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Asia","Not a non-permanent resident","","0","units","0","","26.1.7.1.199.8","239895","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Oceania","Total - Non-permanent resident type","","0","units","0","","26.1.7.1.256.1","1990","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Oceania","Non-permanent residents with a work permit only","","0","units","0","","26.1.7.1.256.4","465","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Oceania","Non-permanent residents with a study permit only","","0","units","0","","26.1.7.1.256.5","25","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Oceania","Non-permanent residents with work and study permits","","0","units","0","","26.1.7.1.256.6","55","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Oceania","Other non-permanent resident types","","0","units","0","","26.1.7.1.256.7","30","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Oceania","Not a non-permanent resident","","0","units","0","","26.1.7.1.256.8","1400","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Other","Total - Non-permanent resident type","","0","units","0","","26.1.7.1.290.1","10","","","","0"
"2021","Quebec","2021A000224","Total - Gender","25 to 64 years","Count","Other","Not a non-permanent resident","","0","units","0","","26.1.7.1.290.8","10","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Total – Place of birth","Total - Non-permanent resident type","","0","units","0","","26.1.13.1.1.1","1599990","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Total – Place of birth","Asylum claimants","","0","units","0","","26.1.13.1.1.3","1140","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Total – Place of birth","Non-permanent residents with a work permit only","","0","units","0","","26.1.13.1.1.4","305","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Total – Place of birth","Non-permanent residents with a study permit only","","0","units","0","","26.1.13.1.1.5","75","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Total – Place of birth","Non-permanent residents with work and study permits","","0","units","0","","26.1.13.1.1.6","65","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Total – Place of birth","Other non-permanent resident types","","0","units","0","","26.1.13.1.1.7","235","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Total – Place of birth","Not a non-permanent resident","","0","units","0","","26.1.13.1.1.8","1598165","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Inside Canada","Total - Non-permanent resident type","","0","units","0","","26.1.13.1.2.1","1359435","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Inside Canada","Not a non-permanent resident","","0","units","0","","26.1.13.1.2.8","1359435","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Americas","Total - Non-permanent resident type","","0","units","0","","26.1.13.1.17.1","48510","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Americas","Asylum claimants","","0","units","0","","26.1.13.1.17.3","560","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Americas","Non-permanent residents with a work permit only","","0","units","0","","26.1.13.1.17.4","75","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Americas","Non-permanent residents with a study permit only","","0","units","0","","26.1.13.1.17.5","25","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Americas","Non-permanent residents with work and study permits","","0","units","0","","26.1.13.1.17.6","10","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Americas","Other non-permanent resident types","","0","units","0","","26.1.13.1.17.7","90","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Americas","Not a non-permanent resident","","0","units","0","","26.1.13.1.17.8","47760","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Europe","Total - Non-permanent resident type","","0","units","0","","26.1.13.1.77.1","110420","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Europe","Asylum claimants","","0","units","0","","26.1.13.1.77.3","30","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Europe","Non-permanent residents with a work permit only","","0","units","0","","26.1.13.1.77.4","115","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Europe","Non-permanent residents with a study permit only","","0","units","0","","26.1.13.1.77.5","35","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Europe","Non-permanent residents with work and study permits","","0","units","0","","26.1.13.1.77.6","15","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Europe","Other non-permanent resident types","","0","units","0","","26.1.13.1.77.7","50","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Europe","Not a non-permanent resident","","0","units","0","","26.1.13.1.77.8","110185","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Africa","Total - Non-permanent resident type","","0","units","0","","26.1.13.1.135.1","26085","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Africa","Asylum claimants","","0","units","0","","26.1.13.1.135.3","275","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Africa","Non-permanent residents with a work permit only","","0","units","0","","26.1.13.1.135.4","50","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Africa","Non-permanent residents with a study permit only","","0","units","0","","26.1.13.1.135.5","10","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Africa","Non-permanent residents with work and study permits","","0","units","0","","26.1.13.1.135.6","10","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Africa","Other non-permanent resident types","","0","units","0","","26.1.13.1.135.7","30","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Africa","Not a non-permanent resident","","0","units","0","","26.1.13.1.135.8","25700","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Asia","Total - Non-permanent resident type","","0","units","0","","26.1.13.1.199.1","55170","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Asia","Asylum claimants","","0","units","0","","26.1.13.1.199.3","275","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Asia","Non-permanent residents with a work permit only","","0","units","0","","26.1.13.1.199.4","70","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Asia","Non-permanent residents with a study permit only","","0","units","0","","26.1.13.1.199.5","10","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Asia","Non-permanent residents with work and study permits","","0","units","0","","26.1.13.1.199.6","35","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Asia","Other non-permanent resident types","","0","units","0","","26.1.13.1.199.7","65","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Asia","Not a non-permanent resident","","0","units","0","","26.1.13.1.199.8","54715","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Oceania","Total - Non-permanent resident type","","0","units","0","","26.1.13.1.256.1","360","","","","0"
"2021","Quebec","2021A000224","Total - Gender","65 years and over","Count","Oceania","Not a non-permanent resident","","0","units","0","","26.1.13.1.256.8","360","","","","0"
"2021","Quebec","2021A000224","Men+","Total - Age","Count","Total – Place of birth","Total - Non-permanent resident type","","0","units","0","","26.2.1.1.1.1","4126860","","","","0"
"2021","Quebec","2021A000224","Men+","Total - Age","Count","Total – Place of birth","Asylum claimants","","0","units","0","","26.2.1.1.1.3","26855","","","","0"
"2021","Quebec","2021A000224","Men+","Total - Age","Count","Total – Place of birth","Non-permanent residents with a work permit only","","0","units","0","","26.2.1.1.1.4","42715","","","","0"
"2021","Quebec","2021A000224","Men+","Total - Age","Count","Total – Place of birth","Non-permanent residents with a study permit only","","0","units","0","","26.2.1.1.1.5","20470","","","","0"
"2021","Quebec","2021A000224","Men+","Total - Age","Count","Total – Place of birth","Non-permanent residents with work and study permits","","0","units","0","","26.2.1.1.1.6","15475","","","","0"
"2021","Quebec","2021A000224","Men+","Total - Age","Count","Total – Place of birth","Other non-permanent resident types","","0","units","0","","26.2.1.1.1.7","7985","","","","0"
