"REF_DATE","GEO","DGUID","Principal trading partner","North American Product Classification System (NAPCS)","Trade","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","0.0","","","","1"
"2007","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","0.0","","","","1"
"2008","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","0.0","","","","1"
"2009","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","0.0","","","","1"
"2010","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","0.0","","","","1"
"2011","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","0.0","","","","1"
"2012","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","0.0","","","","1"
"2013","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","0.0","","","","1"
"2014","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","0.0","","","","1"
"2015","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","0.0","","","","1"
"2016","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","0.0","","","","1"
"2017","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","0.0","","","","1"
"2018","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","0.0","","","","1"
"2019","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","316429.4","","","","1"
"2020","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073210666","1.5.15.1","454641.4","","","","1"
"1999","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","22.5","","","","1"
"2000","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","49.6","","","","1"
"2001","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","0.2","","","","1"
"2002","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","7.3","","","","1"
"2003","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","9.1","","","","1"
"2004","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","7.2","","","","1"
"2005","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","7.8","","","","1"
"2006","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","6.1","","","","1"
"2007","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","11.0","","","","1"
"2008","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","8.0","","","","1"
"2009","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","0.4","","","","1"
"2010","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","0.1","","","","1"
"2011","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","1.2","","","","1"
"2012","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","0.1","","","","1"
"2013","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","0.2","","","","1"
"2014","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","8.8","","","","1"
"2015","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","3.7","","","","1"
"2016","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","2.9","","","","1"
"2017","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","5.5","","","","1"
"2018","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","13.1","","","","1"
"2019","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","3.0","","","","1"
"2020","Canada","2016A000011124","Japan","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073210667","1.5.15.2","1.7","","","","1"
"1999","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","904573.9","","","","1"
"2000","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","738424.5","","","","1"
"2001","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","626624.6","","","","1"
"2002","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","598584.2","","","","1"
"2003","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","453468.8","","","","1"
"2004","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","326286.5","","","","1"
"2005","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","824420.0","","","","1"
"2006","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","987556.4","","","","1"
"2007","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","967480.9","","","","1"
"2008","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","2266554.2","","","","1"
"2009","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","1789711.2","","","","1"
"2010","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","1853587.8","","","","1"
"2011","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","2184209.7","","","","1"
"2012","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","1841993.7","","","","1"
"2013","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","1501921.9","","","","1"
"2014","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","1080808.5","","","","1"
"2015","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","958620.0","","","","1"
"2016","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","1069819.4","","","","1"
"2017","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","1688432.3","","","","1"
"2018","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","1835094.1","","","","1"
"2019","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","1806669.1","","","","1"
"2020","Canada","2016A000011124","Japan","Coal [144]","Export","Dollars","81","thousands","3","v1073210668","1.5.16.1","1237475.6","","","","1"
"1999","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","0.2","","","","1"
"2000","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","0.0","","","","1"
"2001","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","0.0","","","","1"
"2002","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","0.5","","","","1"
"2003","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","0.9","","","","1"
"2004","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","9.0","","","","1"
"2005","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","1.7","","","","1"
"2006","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","0.0","","","","1"
"2007","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","0.5","","","","1"
"2008","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","0.0","","","","1"
"2009","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","0.0","","","","1"
"2010","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","5.7","","","","1"
"2011","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","0.1","","","","1"
"2012","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","0.2","","","","1"
"2013","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","4.5","","","","1"
"2014","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","8.0","","","","1"
"2015","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","7.5","","","","1"
"2016","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","1.9","","","","1"
"2017","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","2.6","","","","1"
"2018","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","0.3","","","","1"
"2019","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","5.9","","","","1"
"2020","Canada","2016A000011124","Japan","Coal [144]","Import","Dollars","81","thousands","3","v1073210669","1.5.16.2","12.2","","","","1"
"1999","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","38111.2","","","","1"
"2000","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","67236.3","","","","1"
"2001","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","19135.4","","","","1"
"2002","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","38340.6","","","","1"
"2003","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","37566.7","","","","1"
"2004","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","47988.7","","","","1"
"2005","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","55276.7","","","","1"
"2006","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","40952.9","","","","1"
"2007","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","24833.4","","","","1"
"2008","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","30616.0","","","","1"
"2009","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","36412.2","","","","1"
"2010","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","26789.4","","","","1"
"2011","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","23623.2","","","","1"
"2012","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","30139.8","","","","1"
"2013","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","23565.4","","","","1"
"2014","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","59706.3","","","","1"
"2015","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","24722.4","","","","1"
"2016","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","56594.5","","","","1"
"2017","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","54142.4","","","","1"
"2018","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","127690.7","","","","1"
"2019","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","115401.4","","","","1"
"2020","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073210670","1.5.17.1","116093.1","","","","1"
"1999","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","178.9","","","","1"
"2000","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","130.3","","","","1"
"2001","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","253.0","","","","1"
"2002","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","178.5","","","","1"
"2003","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","84.9","","","","1"
"2004","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","191.3","","","","1"
"2005","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","1063.4","","","","1"
"2006","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","112.5","","","","1"
"2007","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","111.8","","","","1"
"2008","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","19.9","","","","1"
"2009","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","26.0","","","","1"
"2010","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","23.4","","","","1"
"2011","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","20.0","","","","1"
"2012","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","3.9","","","","1"
"2013","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","4.8","","","","1"
"2014","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","15.8","","","","1"
"2015","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","31.0","","","","1"
"2016","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","29.5","","","","1"
"2017","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","16.2","","","","1"
"2018","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","29.9","","","","1"
"2019","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","55.0","","","","1"
"2020","Canada","2016A000011124","Japan","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073210671","1.5.17.2","22.2","","","","1"
"1999","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2000","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2001","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2002","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2003","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2004","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2005","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2006","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2007","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2008","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2009","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2010","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2011","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2012","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2013","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2014","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2015","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2016","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2017","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2018","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2019","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"2020","Canada","2016A000011124","Japan","Electricity [146]","Export","Dollars","81","thousands","3","v1073210672","1.5.18.1","0.0","","","","1"
"1999","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2000","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2001","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.3","","","","1"
"2002","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2003","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2004","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2005","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2006","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2007","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2008","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2009","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2010","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2011","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2012","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2013","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2014","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2015","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2016","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2017","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2018","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2019","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"2020","Canada","2016A000011124","Japan","Electricity [146]","Import","Dollars","81","thousands","3","v1073210673","1.5.18.2","0.0","","","","1"
"1999","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","2906.5","","","","1"
"2000","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","36.0","","","","1"
"2001","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","0.0","","","","1"
"2002","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","5.7","","","","1"
"2003","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","38.6","","","","1"
"2004","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","25522.5","","","","1"
"2005","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","26646.0","","","","1"
"2006","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","21047.5","","","","1"
"2007","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","14518.6","","","","1"
"2008","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","41185.6","","","","1"
"2009","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","27792.5","","","","1"
"2010","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","49693.0","","","","1"
"2011","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","47250.5","","","","1"
"2012","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","50666.8","","","","1"
"2013","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","48996.2","","","","1"
"2014","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","26757.2","","","","1"
"2015","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","32434.1","","","","1"
"2016","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","41450.5","","","","1"
"2017","Canada","2016A000011124","Japan","Refined petroleum energy products (including liquid biofuels) [261]","Export","Dollars","81","thousands","3","v1073210674","1.5.19.1","62355.4","","","","1"
