"REF_DATE","GEO","DGUID","Principal trading partner","North American Product Classification System (NAPCS)","Trade","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Canada","2016A000011124","Brazil","Crude oil and bitumen [141]","Import","Dollars","81","thousands","3","v1073212697","1.14.13.2","0.0","","","","1"
"2008","Canada","2016A000011124","Brazil","Crude oil and bitumen [141]","Import","Dollars","81","thousands","3","v1073212697","1.14.13.2","1.1","","","","1"
"2009","Canada","2016A000011124","Brazil","Crude oil and bitumen [141]","Import","Dollars","81","thousands","3","v1073212697","1.14.13.2","0.0","","","","1"
"2010","Canada","2016A000011124","Brazil","Crude oil and bitumen [141]","Import","Dollars","81","thousands","3","v1073212697","1.14.13.2","548967.1","","","","1"
"2011","Canada","2016A000011124","Brazil","Crude oil and bitumen [141]","Import","Dollars","81","thousands","3","v1073212697","1.14.13.2","626881.9","","","","1"
"2012","Canada","2016A000011124","Brazil","Crude oil and bitumen [141]","Import","Dollars","81","thousands","3","v1073212697","1.14.13.2","775783.9","","","","1"
"2013","Canada","2016A000011124","Brazil","Crude oil and bitumen [141]","Import","Dollars","81","thousands","3","v1073212697","1.14.13.2","701091.0","","","","1"
"2014","Canada","2016A000011124","Brazil","Crude oil and bitumen [141]","Import","Dollars","81","thousands","3","v1073212697","1.14.13.2","252518.4","","","","1"
"2015","Canada","2016A000011124","Brazil","Crude oil and bitumen [141]","Import","Dollars","81","thousands","3","v1073212697","1.14.13.2","183061.2","","","","1"
"2016","Canada","2016A000011124","Brazil","Crude oil and bitumen [141]","Import","Dollars","81","thousands","3","v1073212697","1.14.13.2","0.0","","","","1"
"2017","Canada","2016A000011124","Brazil","Crude oil and bitumen [141]","Import","Dollars","81","thousands","3","v1073212697","1.14.13.2","0.0","","","","1"
"2018","Canada","2016A000011124","Brazil","Crude oil and bitumen [141]","Import","Dollars","81","thousands","3","v1073212697","1.14.13.2","0.0","","","","1"
"2019","Canada","2016A000011124","Brazil","Crude oil and bitumen [141]","Import","Dollars","81","thousands","3","v1073212697","1.14.13.2","0.4","","","","1"
"2020","Canada","2016A000011124","Brazil","Crude oil and bitumen [141]","Import","Dollars","81","thousands","3","v1073212697","1.14.13.2","0.1","","","","1"
"1999","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2000","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2001","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2002","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2003","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2004","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2005","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2006","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2007","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2008","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2009","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2010","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2011","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2012","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2013","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2014","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2015","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2016","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2017","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2018","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2019","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"2020","Canada","2016A000011124","Brazil","Natural gas [142]","Export","Dollars","81","thousands","3","v1073212698","1.14.14.1","0.0","","","","1"
"1999","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2000","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2001","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2002","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2003","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2004","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2005","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2006","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2007","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2008","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2009","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2010","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2011","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2012","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2013","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2014","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2015","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.2","","","","1"
"2016","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2017","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2018","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2019","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"2020","Canada","2016A000011124","Brazil","Natural gas [142]","Import","Dollars","81","thousands","3","v1073212699","1.14.14.2","0.0","","","","1"
"1999","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2000","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2001","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2002","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2003","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2004","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2005","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2006","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2007","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2008","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2009","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2010","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2011","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2012","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2013","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2014","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2015","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2016","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2017","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2018","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2019","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"2020","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Export","Dollars","81","thousands","3","v1073212700","1.14.15.1","0.0","","","","1"
"1999","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2000","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2001","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2002","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2003","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2004","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2005","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2006","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","5.2","","","","1"
"2007","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2008","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2009","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2010","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2011","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2012","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2013","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2014","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2015","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2016","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2017","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2018","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2019","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"2020","Canada","2016A000011124","Brazil","Natural gas liquids (including condensate) and related products [143]","Import","Dollars","81","thousands","3","v1073212701","1.14.15.2","0.0","","","","1"
"1999","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","65005.3","","","","1"
"2000","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","70072.9","","","","1"
"2001","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","92670.2","","","","1"
"2002","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","80401.1","","","","1"
"2003","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","109886.7","","","","1"
"2004","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","89485.4","","","","1"
"2005","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","180061.9","","","","1"
"2006","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","203834.9","","","","1"
"2007","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","164443.8","","","","1"
"2008","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","342099.7","","","","1"
"2009","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","197998.0","","","","1"
"2010","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","389787.2","","","","1"
"2011","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","666891.3","","","","1"
"2012","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","393983.9","","","","1"
"2013","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","245105.4","","","","1"
"2014","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","297964.5","","","","1"
"2015","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","126675.7","","","","1"
"2016","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","147843.1","","","","1"
"2017","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","207003.2","","","","1"
"2018","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","192555.6","","","","1"
"2019","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","158571.3","","","","1"
"2020","Canada","2016A000011124","Brazil","Coal [144]","Export","Dollars","81","thousands","3","v1073212702","1.14.16.1","47171.8","","","","1"
"1999","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2000","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2001","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2002","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2003","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2004","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2005","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2006","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2007","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.4","","","","1"
"2008","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2009","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2010","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2011","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.1","","","","1"
"2012","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2013","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2014","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2015","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","1.5","","","","1"
"2016","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.1","","","","1"
"2017","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","10.5","","","","1"
"2018","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2019","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","0.0","","","","1"
"2020","Canada","2016A000011124","Brazil","Coal [144]","Import","Dollars","81","thousands","3","v1073212703","1.14.16.2","1.8","","","","1"
"1999","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","19.9","","","","1"
"2000","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","535.1","","","","1"
"2001","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","81.3","","","","1"
"2002","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","205.9","","","","1"
"2003","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","262.6","","","","1"
"2004","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","308.0","","","","1"
"2005","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","825.4","","","","1"
"2006","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","298.3","","","","1"
"2007","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","458.6","","","","1"
"2008","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","775.2","","","","1"
"2009","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","617.9","","","","1"
"2010","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","994.5","","","","1"
"2011","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","1514.8","","","","1"
"2012","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","1409.0","","","","1"
"2013","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","2073.5","","","","1"
"2014","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","1273.3","","","","1"
"2015","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","1369.2","","","","1"
"2016","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","2020.0","","","","1"
"2017","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","1955.4","","","","1"
"2018","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","790.3","","","","1"
"2019","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","200.6","","","","1"
"2020","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Export","Dollars","81","thousands","3","v1073212704","1.14.17.1","292.1","","","","1"
"1999","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","0.0","","","","1"
"2000","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","10.9","","","","1"
"2001","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","6808.1","","","","1"
"2002","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","8858.7","","","","1"
"2003","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","8437.3","","","","1"
"2004","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","13878.7","","","","1"
"2005","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","23686.7","","","","1"
"2006","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","31453.1","","","","1"
"2007","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","48703.6","","","","1"
"2008","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","46480.4","","","","1"
"2009","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","47056.4","","","","1"
"2010","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","0.0","","","","1"
"2011","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","0.0","","","","1"
"2012","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","16.7","","","","1"
"2013","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","103.0","","","","1"
"2014","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","51.7","","","","1"
"2015","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","1.9","","","","1"
"2016","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","45.0","","","","1"
"2017","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","61.6","","","","1"
"2018","Canada","2016A000011124","Brazil","Nuclear fuel and other energy products [145]","Import","Dollars","81","thousands","3","v1073212705","1.14.17.2","56.7","","","","1"
