"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014-10","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","141.1","","","","1"
"2014-11","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","142.5","","","","1"
"2014-12","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","142.8","","","","1"
"2015-01","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","142.7","","","","1"
"2015-02","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","144.0","","","","1"
"2015-03","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","144.2","","","","1"
"2015-04","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","143.4","","","","1"
"2015-05","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","144.7","","","","1"
"2015-06","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","145.8","","","","1"
"2015-07","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","146.7","","","","1"
"2015-08","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","148.7","","","","1"
"2015-09","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","148.5","","","","1"
"2015-10","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","147.5","","","","1"
"2015-11","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","150.5","","","","1"
"2015-12","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","150.0","","","","1"
"2016-01","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","151.6","","","","1"
"2016-02","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","153.3","","","","1"
"2016-03","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","153.1","","","","1"
"2016-04","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","152.7","","","","1"
"2016-05","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","151.9","","","","1"
"2016-06","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","151.6","","","","1"
"2016-07","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","151.9","","","","1"
"2016-08","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","149.8","","","","1"
"2016-09","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","146.5","","","","1"
"2016-10","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","147.3","","","","1"
"2016-11","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","146.8","","","","1"
"2016-12","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","144.0","","","","1"
"2017-01","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","146.4","","","","1"
"2017-02","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","144.5","","","","1"
"2017-03","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","145.6","","","","1"
"2017-04","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","146.9","","","","1"
"2017-05","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","148.2","","","","1"
"2017-06","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","147.5","","","","1"
"2017-07","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","148.9","","","","1"
"2017-08","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","148.1","","","","1"
"2017-09","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","146.2","","","","1"
"2017-10","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","146.4","","","","1"
"2017-11","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","147.7","","","","1"
"2017-12","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","145.4","","","","1"
"2018-01","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","146.2","","","","1"
"2018-02","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","147.5","","","","1"
"2018-03","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","146.2","","","","1"
"2018-04","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","147.1","","","","1"
"2018-05","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","145.6","","","","1"
"2018-06","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","147.7","","","","1"
"2018-07","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","149.9","","","","1"
"2018-08","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","149.4","","","","1"
"2018-09","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","146.6","","","","1"
"2018-10","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","147.2","","","","1"
"2018-11","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","148.2","","","","1"
"2018-12","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","149.0","","","","1"
"2019-01","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","151.3","","","","1"
"2019-02","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","150.2","","","","1"
"2019-03","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","151.0","","","","1"
"2019-04","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","150.4","","","","1"
"2019-05","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","150.2","","","","1"
"2019-06","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","152.8","","","","1"
"2019-07","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","155.4","","","","1"
"2019-08","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","155.5","","","","1"
"2019-09","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","154.8","","","","1"
"2019-10","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","153.4","","","","1"
"2019-11","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","156.0","","","","1"
"2019-12","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","154.0","","","","1"
"2020-01","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","157.4","","","","1"
"2020-02","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","156.5","","","","1"
"2020-03","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","157.7","","","","1"
"2020-04","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","160.4","","","","1"
"2020-05","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","160.2","","","","1"
"2020-06","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","159.4","","","","1"
"2020-07","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","161.7","","","","1"
"2020-08","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","160.1","","","","1"
"2020-09","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","158.6","","","","1"
"2020-10","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","158.7","","","","1"
"2020-11","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","159.1","","","","1"
"2020-12","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","158.9","","","","1"
"2021-01","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","160.7","","","","1"
"2021-02","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","161.2","","","","1"
"2021-03","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","163.3","","","","1"
"2021-04","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","161.6","","","","1"
"2021-05","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","163.8","","","","1"
"2021-06","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","162.3","","","","1"
"2021-07","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","164.6","","","","1"
"2021-08","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","165.4","","","","1"
"2021-09","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","166.6","","","","1"
"2021-10","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","165.7","","","","1"
"2021-11","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","166.6","","","","1"
"2021-12","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","168.7","","","","1"
"2022-01","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","171.3","","","","1"
"2022-02","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","172.6","","","","1"
"2022-03","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","175.7","","","","1"
"2022-04","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","178.5","","","","1"
"2022-05","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","179.2","","","","1"
"2022-06","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","179.2","","","","1"
"2022-07","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","182.1","","","","1"
"2022-08","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","183.2","","","","1"
"2022-09","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","184.2","","","","1"
"2022-10","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","184.7","","","","1"
"2022-11","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","187.2","","","","1"
"2022-12","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","185.0","","","","1"
"2023-01","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","188.6","","","","1"
"2023-02","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","190.0","","","","1"
"2023-03","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","191.3","","","","1"
"2023-04","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","193.2","","","","1"
"2023-05","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","194.7","","","","1"
"2023-06","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","193.6","","","","1"
"2023-07","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","197.2","","","","1"
"2023-08","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","195.9","","","","1"
"2023-09","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","196.6","","","","1"
"2023-10","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","196.5","","","","1"
"2023-11","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","197.1","","","","1"
"2023-12","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","198.1","","","","1"
"2024-01","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","198.6","","","","1"
"2024-02","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","200.1","","","","1"
"2024-03","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","199.9","","","","1"
"2024-04","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","200.6","","","","1"
"2024-05","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","201.6","","","","1"
"2024-06","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","203.4","","","","1"
"2024-07","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","204.3","","","","1"
"2024-08","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","202.6","","","","1"
"2024-09","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","202.7","","","","1"
"2024-10","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","203.3","","","","1"
"2024-11","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","203.7","","","","1"
"2024-12","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","195.2","","","","1"
"2025-01","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","192.7","","","","1"
"2025-02","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","199.2","","","","1"
"2025-03","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","207.2","","","","1"
"2025-04","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","207.0","","","","1"
"2025-05","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","208.5","","","","1"
"2025-06","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","209.6","","","","1"
"2025-07","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","211.1","","","","1"
"2025-08","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","211.4","","","","1"
"2025-09","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","211.6","","","","1"
"2025-10","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","210.7","","","","1"
"2025-11","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","212.2","","","","1"
"2025-12","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","210.3","","","","1"
"2026-01","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","212.1","","","","1"
"2026-02","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","212.1","","","","1"
"2026-03","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","212.9","","","","1"
"2026-04","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","212.9","","","","1"
"2026-05","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","213.4","","","","1"
"2026-06","Prince Edward Island","2016A000211","Food","2002=100","17","units","0","v41691380","5.3","214.9","","","","1"
"1978-09","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","44.5","","","","1"
"1978-10","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","45.2","","","","1"
"1978-11","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","45.3","","","","1"
"1978-12","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","45.4","","","","1"
"1979-01","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","45.9","","","","1"
"1979-02","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","46.0","","","","1"
"1979-03","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","46.4","","","","1"
"1979-04","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","46.5","","","","1"
"1979-05","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","46.6","","","","1"
"1979-06","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","46.6","","","","1"
"1979-07","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","46.9","","","","1"
"1979-08","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","47.0","","","","1"
"1979-09","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","48.0","","","","1"
"1979-10","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","48.7","","","","1"
"1979-11","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","48.7","","","","1"
"1979-12","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","49.1","","","","1"
"1980-01","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","49.2","","","","1"
"1980-02","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","49.5","","","","1"
"1980-03","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","50.4","","","","1"
"1980-04","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","50.5","","","","1"
"1980-05","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","51.0","","","","1"
"1980-06","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","50.9","","","","1"
"1980-07","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","51.5","","","","1"
"1980-08","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","52.0","","","","1"
"1980-09","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","52.3","","","","1"
"1980-10","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","53.0","","","","1"
"1980-11","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","53.6","","","","1"
"1980-12","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","53.9","","","","1"
"1981-01","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","55.6","","","","1"
"1981-02","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","55.8","","","","1"
"1981-03","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","57.1","","","","1"
"1981-04","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","57.3","","","","1"
"1981-05","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","57.9","","","","1"
"1981-06","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","59.2","","","","1"
"1981-07","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","59.7","","","","1"
"1981-08","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","60.1","","","","1"
"1981-09","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","61.0","","","","1"
"1981-10","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","61.3","","","","1"
"1981-11","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","62.6","","","","1"
"1981-12","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","64.1","","","","1"
"1982-01","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","63.4","","","","1"
"1982-02","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","64.0","","","","1"
"1982-03","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","65.6","","","","1"
"1982-04","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","65.8","","","","1"
"1982-05","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","66.2","","","","1"
"1982-06","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","66.5","","","","1"
"1982-07","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","67.3","","","","1"
"1982-08","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","67.5","","","","1"
"1982-09","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","68.3","","","","1"
"1982-10","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","69.4","","","","1"
"1982-11","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","69.4","","","","1"
"1982-12","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","69.2","","","","1"
"1983-01","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","69.2","","","","1"
"1983-02","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","68.7","","","","1"
"1983-03","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","69.7","","","","1"
"1983-04","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","69.9","","","","1"
"1983-05","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","70.6","","","","1"
"1983-06","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","70.8","","","","1"
"1983-07","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","71.2","","","","1"
"1983-08","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","71.4","","","","1"
"1983-09","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","70.9","","","","1"
"1983-10","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","71.2","","","","1"
"1983-11","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","71.4","","","","1"
"1983-12","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","72.0","","","","1"
"1984-01","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","72.8","","","","1"
"1984-02","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","73.3","","","","1"
"1984-03","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","73.9","","","","1"
"1984-04","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","74.2","","","","1"
"1984-05","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","74.4","","","","1"
"1984-06","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","74.6","","","","1"
"1984-07","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","74.5","","","","1"
"1984-08","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","74.1","","","","1"
"1984-09","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","73.9","","","","1"
"1984-10","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","74.5","","","","1"
"1984-11","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","75.5","","","","1"
"1984-12","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","75.6","","","","1"
"1985-01","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","76.1","","","","1"
"1985-02","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","76.4","","","","1"
"1985-03","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","76.6","","","","1"
"1985-04","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","77.5","","","","1"
"1985-05","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","78.0","","","","1"
"1985-06","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","78.4","","","","1"
"1985-07","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","78.8","","","","1"
"1985-08","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","78.4","","","","1"
"1985-09","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","79.0","","","","1"
"1985-10","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","76.9","","","","1"
"1985-11","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","76.7","","","","1"
"1985-12","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","77.1","","","","1"
"1986-01","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","77.1","","","","1"
"1986-02","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","77.3","","","","1"
"1986-03","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","76.6","","","","1"
"1986-04","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","75.2","","","","1"
"1986-05","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","74.9","","","","1"
"1986-06","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","74.4","","","","1"
"1986-07","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","75.1","","","","1"
"1986-08","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","74.8","","","","1"
"1986-09","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","74.5","","","","1"
"1986-10","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","75.0","","","","1"
"1986-11","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","75.0","","","","1"
"1986-12","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","75.6","","","","1"
"1987-01","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","75.6","","","","1"
"1987-02","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","75.6","","","","1"
"1987-03","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","75.9","","","","1"
"1987-04","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","76.4","","","","1"
"1987-05","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","75.6","","","","1"
"1987-06","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","75.6","","","","1"
"1987-07","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","75.8","","","","1"
"1987-08","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","76.1","","","","1"
"1987-09","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","76.9","","","","1"
"1987-10","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","78.0","","","","1"
"1987-11","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","78.4","","","","1"
"1987-12","Prince Edward Island","2016A000211","Shelter","2002=100","17","units","0","v41691412","5.79","78.4","","","","1"
