"REF_DATE","GEO","DGUID","Value","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","954.1","","","","1"
"2008","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","891.2","","","","1"
"2009","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","821.1","","","","1"
"2010","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","924.7","","","","1"
"2011","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","930.8","","","","1"
"2012","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","977.2","","","","1"
"2013","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","907.7","","","","1"
"2014","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","938.6","","","","1"
"2015","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","858.5","","","","1"
"2016","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","911.2","","","","1"
"2017","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","968.0","","","","1"
"2018","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","1174.1","","","","1"
"2019","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","1136.5","","","","1"
"2020","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","","..","","","1"
"2021","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","","..","","","1"
"2022","New Brunswick","2016A000213","Current dollars","Durable manufacturing industries [T012]","Dollars","81","millions","6","v62461474","4.1.6","","..","","","1"
"1997","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","553.4","","","","1"
"1998","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","621.7","","","","1"
"1999","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","651.6","","","","1"
"2000","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","668.9","","","","1"
"2001","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","706.7","","","","1"
"2002","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","730.9","","","","1"
"2003","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","753.3","","","","1"
"2004","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","728.9","","","","1"
"2005","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","794.5","","","","1"
"2006","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","823.1","","","","1"
"2007","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","846.4","","","","1"
"2008","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","917.1","","","","1"
"2009","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","929.0","","","","1"
"2010","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","945.9","","","","1"
"2011","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","1023.0","","","","1"
"2012","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","1017.0","","","","1"
"2013","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","977.0","","","","1"
"2014","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","990.3","","","","1"
"2015","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","998.1","","","","1"
"2016","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","1064.8","","","","1"
"2017","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","1154.9","","","","1"
"2018","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","1191.1","","","","1"
"2019","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","1262.0","","","","1"
"2020","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","","..","","","1"
"2021","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","","..","","","1"
"2022","New Brunswick","2016A000213","Current dollars","Information and communication technology sector [T013]","Dollars","81","millions","6","v62461475","4.1.7","","..","","","1"
"1997","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","839.1","","","","1"
"1998","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","882.0","","","","1"
"1999","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","905.9","","","","1"
"2000","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1029.4","","","","1"
"2001","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1296.1","","","","1"
"2002","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","988.5","","","","1"
"2003","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1221.3","","","","1"
"2004","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1296.5","","","","1"
"2005","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1676.4","","","","1"
"2006","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1528.6","","","","1"
"2007","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1853.1","","","","1"
"2008","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1552.6","","","","1"
"2009","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1328.6","","","","1"
"2010","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1454.4","","","","1"
"2011","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1627.5","","","","1"
"2012","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1603.0","","","","1"
"2013","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1680.1","","","","1"
"2014","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1556.0","","","","1"
"2015","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1922.6","","","","1"
"2016","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1700.6","","","","1"
"2017","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1527.8","","","","1"
"2018","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1550.6","","","","1"
"2019","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","1641.3","","","","1"
"2020","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","","..","","","1"
"2021","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","","..","","","1"
"2022","New Brunswick","2016A000213","Current dollars","Energy sector [T016]","Dollars","81","millions","6","v62461478","4.1.10","","..","","","1"
"1997","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","3798.4","","","","1"
"1998","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","3915.1","","","","1"
"1999","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","4116.6","","","","1"
"2000","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","4406.5","","","","1"
"2001","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","4553.3","","","","1"
"2002","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","4694.2","","","","1"
"2003","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","4937.3","","","","1"
"2004","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","5077.0","","","","1"
"2005","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","5516.4","","","","1"
"2006","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","5833.0","","","","1"
"2007","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","6301.9","","","","1"
"2008","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","6832.6","","","","1"
"2009","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","7240.0","","","","1"
"2010","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","7448.1","","","","1"
"2011","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","7815.0","","","","1"
"2012","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","7987.3","","","","1"
"2013","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","8269.6","","","","1"
"2014","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","8409.2","","","","1"
"2015","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","8441.6","","","","1"
"2016","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","8763.7","","","","1"
"2017","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","8999.7","","","","1"
"2018","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","9296.8","","","","1"
"2019","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","9643.3","","","","1"
"2020","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","","..","","","1"
"2021","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","","..","","","1"
"2022","New Brunswick","2016A000213","Current dollars","Public sector [T018]","Dollars","81","millions","6","v1014080309","4.1.308","","..","","","1"
"1997","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","15974.0","","","","1"
"1998","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","16696.0","","","","1"
"1999","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","18099.0","","","","1"
"2000","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","19138.0","","","","1"
"2001","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","19680.0","","","","1"
"2002","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","20084.0","","","","1"
"2003","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","21019.0","","","","1"
"2004","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","22319.0","","","","1"
"2005","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","23457.0","","","","1"
"2006","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","24642.0","","","","1"
"2007","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","25878.8","","","","1"
"2008","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","26386.6","","","","1"
"2009","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","26529.1","","","","1"
"2010","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","27695.4","","","","1"
"2011","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","28847.7","","","","1"
"2012","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","29048.9","","","","1"
"2013","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","29092.3","","","","1"
"2014","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","29575.5","","","","1"
"2015","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","30527.1","","","","1"
"2016","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","31146.7","","","","1"
"2017","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","32388.5","","","","1"
"2018","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","33620.1","","","","1"
"2019","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","34306.3","","","","1"
"2020","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","","..","","","1"
"2021","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","","..","","","1"
"2022","New Brunswick","2016A000213","Current dollars","All industries (except cannabis sector) [T020]","Dollars","81","millions","6","v1064170566","4.1.321","","..","","","1"
"1997","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","55.8","","","","1"
"1998","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","59.9","","","","1"
"1999","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","63.6","","","","1"
"2000","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","67.4","","","","1"
"2001","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","73.2","","","","1"
"2002","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","76.5","","","","1"
"2003","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","79.4","","","","1"
"2004","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","84.6","","","","1"
"2005","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","81.2","","","","1"
"2006","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","72.5","","","","1"
"2007","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","64.4","","","","1"
"2008","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","63.4","","","","1"
"2009","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","56.2","","","","1"
"2010","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","57.5","","","","1"
"2011","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","60.7","","","","1"
"2012","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","68.5","","","","1"
"2013","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","73.7","","","","1"
"2014","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","74.5","","","","1"
"2015","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","75.5","","","","1"
"2016","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","75.4","","","","1"
"2017","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","68.0","","","","1"
"2018","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","71.0","","","","1"
"2019","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","188.8","","","","1"
"2020","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","","..","","","1"
"2021","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","","..","","","1"
"2022","New Brunswick","2016A000213","Current dollars","Cannabis sector [T021]","Dollars","81","millions","6","v1064170567","4.1.322","","..","","","1"
"1997","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","15974.0","","","","1"
"1998","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","16696.0","","","","1"
"1999","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","18099.0","","","","1"
"2000","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","19138.0","","","","1"
"2001","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","19680.0","","","","1"
"2002","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","20084.0","","","","1"
"2003","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","21019.0","","","","1"
"2004","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","22319.0","","","","1"
"2005","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","23457.0","","","","1"
"2006","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","24642.0","","","","1"
"2007","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","25878.8","","","","1"
"2008","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","26386.6","","","","1"
"2009","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","26529.2","","","","1"
"2010","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","27695.5","","","","1"
"2011","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","28847.8","","","","1"
"2012","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","29049.0","","","","1"
"2013","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","29092.4","","","","1"
"2014","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","29575.7","","","","1"
"2015","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","30527.2","","","","1"
"2016","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","31146.8","","","","1"
"2017","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","32388.6","","","","1"
"2018","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","33626.8","","","","1"
"2019","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","34443.6","","","","1"
"2020","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","","..","","","1"
"2021","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","","..","","","1"
"2022","New Brunswick","2016A000213","Current dollars","All industries (except unlicensed cannabis sector) [T024]","Dollars","81","millions","6","v1064170570","4.1.325","","..","","","1"
"1997","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","706.3","","","","1"
"1998","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","685.3","","","","1"
"1999","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","852.6","","","","1"
"2000","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","854.8","","","","1"
"2001","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","885.1","","","","1"
"2002","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","948.0","","","","1"
"2003","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","802.5","","","","1"
"2004","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","858.6","","","","1"
"2005","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","858.6","","","","1"
"2006","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","840.6","","","","1"
"2007","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","677.3","","","","1"
"2008","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","677.8","","","","1"
"2009","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","705.0","","","","1"
"2010","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","744.9","","","","1"
"2011","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","716.4","","","","1"
"2012","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","826.1","","","","1"
"2013","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","783.6","","","","1"
"2014","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","880.3","","","","1"
"2015","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","996.4","","","","1"
"2016","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","1126.6","","","","1"
"2017","New Brunswick","2016A000213","Current dollars","Agriculture, forestry, fishing and hunting [11]","Dollars","81","millions","6","v62461479","4.1.11","1249.8","","","","1"
