"Name","a","b","c"
"ILL_3025_AGL",-0.0201217862173026,0.000383589760948331,0.00228125882020459
"ILL_313_AGL",-0.021913682647779,0.000293963191091365,0.0024162703585228
"ILL_3347_AGL",-0.0191831105498512,0.000437812758421594,0.00214483940254739
"ILL_358_AGL",-0.0213612757928372,0.000311160193034609,0.00238784373764569
"ILL_3597_AGL",-0.0215834524455359,0.000335144554487024,0.00243194147592646
"ILL_4164_AGL",-0.0206294000703119,0.000224187102819672,0.0024353198934774
"ILL_4400_AGL",-0.0198911470605223,0.000308645014939964,0.00222159842162313
"ILL_4605_AGL",-0.0149022284971595,0.000698806402896576,0.00155075966181536
"ILL_4609_AGL",-0.0212430819210399,0.000243819170694588,0.00240961015803164
"ILL_4665_AGL",-0.0190150272587902,0.000361151037965179,0.00208461167895839
"ILL_4671_AGL",-0.018582624563664,0.000282210117493365,0.00213489689079541
"ILL_4768_AGL",-0.0211982658190053,0.000417841038148608,0.00236577926764804
"ILL_4782_AGL",-0.0217329674655727,0.000450765163724212,0.00237641903855986
"ILL_4783_AGL",-0.0187448202217303,0.00035861271372547,0.00201317720816914
"ILL_4804_AGL",-0.0215479713518684,0.000292975481741178,0.00241708284917475
"ILL_4875_AGL",-0.01824611283589,0.00038699076021458,0.00191345783261528
"ILL_4956_AGL",-0.0196960207211073,0.000421643702100093,0.00203517304181256
"ILL_5058_AGL",-0.0174791015134975,0.000281138688804235,0.00198197558025128
"ILL_5151_AGL",-0.0197679890563761,0.000235101955764912,0.00233366941425511
"ILL_5209_AGL",-0.0200050933158994,0.000232911616839259,0.00237057124810163
"ILL_5480_AGL",-0.0183241316299704,0.000413105976712591,0.00191943784055352
"ILL_5639_AGL",-0.0206480059478978,0.00038309385967882,0.00223981027336222
"ILL_5722_AGL",-0.0229876094278461,0.000701509817461331,0.00214402323621217
"ILL_5883_AGL",-0.0211386279393998,0.000265796875195395,0.00242617614175506
"ILL_5888_AGL",-0.0146965106533019,0.00143241681362331,0.000903227270714473
"ILL_5945_AGL",-0.0196909161993515,0.000453155121530744,0.00221171182217481
"ILL_6002_AGL",-0.015005494318884,0.000712459710795806,0.00156302238199855
"ILL_618_AGL",-0.0226886972021371,0.000468460808480405,0.0022895875887102
"ILL_6182_AGL",-0.0196391067441825,0.000274830416614088,0.00230511610843858
"ILL_6211_AGL",-0.0143353877234848,0.000642615610023463,0.00154586105012304
"ILL_624_AGL",-0.0197562569122338,0.000382710972640678,0.00209937440561546
"ILL_6821_AGL",-0.0207764931048513,0.000180116673610184,0.00248443761119751
"ILL_6853_AGL",-0.0181023949062663,0.00021421429018847,0.00220830850381165
"ILL_7089_AGL",-0.0237967961703435,0.000495187130771283,0.00236495418588766
"ILL_7558_AGL",-0.0149310823454035,0.00061995399408683,0.00161529312348256
"ILL_7663_AGL",-0.0146714114857404,0.00120122543774318,0.0010986929841467
"ILL_7668_AGL",-0.0191238263712611,0.000476742556525433,0.00207692669578345
"ILL_7716_AGL",-0.0146387984834282,0.00073544784475078,0.00148193711141799
"ILL_7747_AGL",-0.0194253505995584,0.000210756434168666,0.00231843343422175
"ILL_7946_AGL",-0.0212579151535447,0.000289210839502724,0.00242100668210551
"ILL_7978_AGL",-0.0184748229819286,0.000446417129155317,0.00211749572277885
"ILL_7979_AGL",-0.0176887757582395,0.000415537674876443,0.00205564201319754
"ILL_8007_AGL",-0.0201902939202147,0.000676571133838521,0.00204533069829179
"ILL_8009_AGL",-0.0201417780043662,0.000597239562948131,0.00209536245203631
"ILL_8010_AGL",-0.0194089095307392,0.000604895674507863,0.00200596586384171
"ILL_8072_AGL",-0.0213677829268911,0.000253519715042567,0.00242721285641912
"ILL_8174_AGL",-0.0206538142973808,0.000555357893828496,0.00203570537690577
"ILL_8595_AGL",-0.0217688201252903,0.00068703265734545,0.00200723949617952
"ILL_9_AGL",-0.0219732288152038,0.000507503652300049,0.00228976375508797
"ILL_975_AGL",-0.0201713480452719,0.000174525460799872,0.00246558109453986
"ILL_9888_AGL",-0.0223253530049631,0.000399238050621253,0.00240446717029735
"ILL_9932_AGL",-0.0207385718770464,0.000436004571352772,0.0022670501430505
"ILL_9945_AGL",-0.0213081404081692,0.000317663746469073,0.00245864245098072
"ILL_9977_AGL",-0.020439562663141,0.000476609572929524,0.00222978837141404
"ILL_9997_AGL",-0.0181007078716665,0.000558586412680757,0.00196188415163886
"ILWL_118_AGL",-0.0181038082008967,0.00047806833411343,0.00194358737325872
"Indianhead_AGL",-0.0135466479308833,0.000356492742805798,0.0015328159155642
"IPL_220_AGL",-0.0196492323276315,0.000596969761528934,0.0020682141954121
"Laird_AGL",-0.0147730645107197,0.000501797727829543,0.00154237038808056
"LIRL.22.46_AGL",-0.0147492185160823,0.000888692512358925,0.00138065698628279
"PI_163589_AGL",-0.0178276106038167,0.000260078003331449,0.00208183984801771
"PI_169534_LSP_AGL",-0.0202320188232633,0.00050040983311653,0.00200618997249469
"PI_175754_LSP_AGL",-0.022447317758234,0.000372136249109371,0.00236111261613085
"PI_177430_LSP_AGL",-0.0195434044399246,0.000283878956374933,0.00219725371823141
"PI_178939_LSP_AGL",-0.0199188309308526,0.000405749985819729,0.00207470819933308
"PI_178952_AGL",-0.02228042046085,0.000469893465677063,0.00225369682851118
"PI_178971_LSP_AGL",-0.0195746245135615,0.000385882490140457,0.00208385204295034
"PI_179324_LSP_AGL",-0.0210780680211194,0.00027379224721512,0.00233815710597529
"PI_179330_AGL",-0.021458333512182,0.00033663780911213,0.00230104257261691
"PI_181771_LSP_AGL",-0.0192447425134948,0.000372932158931131,0.00207208971972276
"PI_181886_LSP_AGL",-0.0192591664910443,0.000218608580481479,0.00228672158269244
"PI_182217_LSP_AGL",-0.021993713022822,0.000417838920279882,0.0022804093554737
"PI_193546_AGL",-0.0204470584246609,0.000218147111268062,0.00238081232158093
"PI_193547_LSP_AGL",-0.0175320127841251,0.000299888988729817,0.00200366774095894
"PI_193548_LSP_AGL",-0.0202372262998471,0.00046565376477778,0.00224921010512524
"PI_193550_AGL",-0.0200583551096951,0.00057125943476231,0.00213846865881095
"PI_207492_LSP_AGL",-0.0199720639863297,0.000380549002825659,0.00212689966740671
"PI_518731_LSP_AGL",-0.0204020563030291,0.000435753143295158,0.00210664364401011
"PI_209858_LSP_AGL",-0.0142703629947632,0.000255784135311815,0.00172890685574431
"PI_211052_LSP_AGL",-0.0219148375877499,0.000342913093672877,0.00231670664399989
"PI_212100_LSP_AGL",-0.0203521046802711,0.000341110997808189,0.00219175187014457
"PI_212610_LSP_AGL",-0.0190912362667217,0.000361377902393808,0.00206516613324559
"PI_217949_LSP_AGL",-0.0220093710335127,0.000324267035178855,0.00246477754097448
"PI_238758_LSP_AGL",-0.0196432811721665,0.000610867755166073,0.00186568923600773
"PI_244046_AGL",-0.0199387724205375,0.000755058934067144,0.00197333318259816
"PI_250156_LSP_AGL",-0.021592538581018,0.00029373037918212,0.00240762327740319
"PI_250158_LSP_AGL",-0.0185117972084681,0.000487599210040874,0.00208247180823828
"PI_251248_LSP_AGL",-0.0217350699952379,0.000811217026719962,0.00208567873474659
"PI_273664_LSP_AGL",-0.0216071274890688,0.000301793559044358,0.00233126102468092
"PI_280686_AGL",-0.0191901071059357,0.000544864327648067,0.00204847357728953
"PI_283604_LSP_AGL",-0.0182498256104304,0.00025108122920829,0.00212277039698593
"PI_289066_AGL",-0.0143645523935522,0.00025905343162162,0.00173704883314431
"PI_289073_LSP_AGL",-0.0186422807800522,0.000356380188291917,0.00202711442529312
"PI_289079_LSP_AGL",-0.0179774561937878,0.000318636789087645,0.00199160896873608
"PI_290716_LSP_AGL",-0.0198670677047517,0.000358526190944522,0.00213967324894538
"PI_297285_LSP_AGL",-0.0177544063385113,0.00036265712181028,0.00196287646503173
"PI_297287_AGL",-0.0197798114361522,0.000294935375245688,0.00221246128795329
"PI_297754_LSP_AGL",-0.0213774183055505,0.000410813743096056,0.00219719729442544
"PI_297767_AGL",-0.0184459844980908,0.000273315352829186,0.00209845474513577
"PI_297772_LSP_AGL",-0.0186002235877103,0.000211791371626599,0.00222115074910792
"PI_297783_AGL",-0.0206234192013008,0.000515072840489505,0.00223118324331961
"PI_297787_LSP_AGL",-0.0224124913147955,0.000396197724650966,0.00232569195326115
"PI_298023_LSP_AGL",-0.0233029781169147,0.000478885393511562,0.00233333308569619
"PI_298121_LSP_AGL",-0.0201158156141274,0.00055259282968101,0.00200983757932141
"PI_298122_LSP_AGL",-0.0186030812438115,0.000380550919530965,0.00199686545858315
"PI_298357_LSP_AGL",-0.0227131287406332,0.000532568482896143,0.00223107275994386
"PI_298631_LSP_AGL",-0.0174236217685476,0.000367053921273515,0.00188186571656817
"PI_298644_LSP_AGL",-0.0159056713373999,0.000351744816262047,0.00177630334179069
"PI_298645_AGL",-0.0184703443344913,0.000347169165180703,0.00203681575614166
"PI_298921_AGL",-0.0182943017757939,0.000221423964159534,0.00219951947381785
"PI_298922_LSP_AGL",-0.0201266074484762,0.000324782439945891,0.00217393382506964
"PI_298923_LSP_AGL",-0.0231234655932154,0.000416405392003319,0.00236671713343601
"PI_299116_LSP_AGL",-0.0212722857808799,0.000391399887804928,0.00227180440814261
"PI_299120_LSP_AGL",-0.0195635324036859,0.000508793543426432,0.00203767459956072
"PI_299121_LSP_AGL",-0.0197897486682782,0.000417684138836701,0.00218402555552482
"PI_299126_LSP_AGL",-0.0217364878747538,0.000275067795938862,0.00248895137308637
"PI_299163_LSP_AGL",-0.0193824808192732,0.000281843673378812,0.00218387770145925
"PI_299164_LSP_AGL",-0.0204431191490778,0.000320228723425862,0.00225948254991043
"PI_299165_AGL",-0.0195915276571836,0.000243019730866271,0.00225530131436682
"PI_299177_LSP_AGL",-0.0213079969060841,0.000279170907362239,0.00235791076978946
"PI_299237_LSP_AGL",-0.0199681990512551,0.000427456669180445,0.00211144331174753
"PI_299289_AGL",-0.0185546195021243,0.000422839497538893,0.00195629476890916
"PI_299312_AGL",-0.0175555864616664,0.000340575457004576,0.00195685896546863
"PI_299345_AGL",-0.0176044765020465,0.00024697196541989,0.00207953852326773
"PI_299351_LSP_AGL",-0.0207887960567993,0.000388843300934709,0.00219887470087104
"PI_299366_LSP_AGL",-0.0173524966158847,0.000188532256248716,0.00216611279068278
"PI_299375_LSP_AGL",-0.0206223848730689,0.000285766229425127,0.00230321362648554
"PI_300250_LSP_AGL",-0.0200461180462675,0.000265833220891788,0.00229468887548681
"PI_302398_LSP_AGL",-0.0207632656469325,0.000394657958300108,0.00228381874286894
"PI_308614_LSP_AGL",-0.0184209695562885,0.000235124491032134,0.00217130235519941
"PI_311107_LSP_AGL",-0.0183612600185926,0.000233690644824706,0.0021493365281382
"PI_312175_LSP_AGL",-0.0178847340565511,0.000312239222470171,0.00199741003966559
"PI_320935_LSP_AGL",-0.0248557063381518,0.000387771726307191,0.00256723921544764
"PI_320936_LSP_AGL",-0.0145250285393608,0.0004722419521041,0.00166509325952592
"PI_320937_LSP_AGL",-0.0148511214783948,0.000510240650300471,0.00152808205192745
"CN_105866_AGL",-0.018593610856514,0.000293172054016674,0.00208321039581493
"PI_320941_LSP_AGL",-0.0222116153464364,0.000321685902895088,0.00235838512362375
"PI_320945_LSP_AGL",-0.019786938842743,0.000232163636600114,0.00226350096605895
"PI_320946_LSP_AGL",-0.0214111090684358,0.000234500812605575,0.00246720526309607
"PI_320952_LSP_AGL",-0.013922769666091,0.000379844151916131,0.00155311250319429
"PI_320953_LSP_AGL",-0.0168227503692977,0.000340047623853823,0.00182966635654052
"PI_320954_LSP_AGL",-0.0169252039419747,0.000376054929217323,0.00185698768797987
"PI_329157_LSP_AGL",-0.022721994499685,0.000431121642353008,0.00234677090973992
"PI_329167_LSP_AGL",-0.021479942957683,0.000416199311236104,0.00225687464342309
"PI_339266_LSP_AGL",-0.024611494703119,0.000518865212131349,0.00241169171963516
"PI_339283_LSP_AGL",-0.0198824886608728,0.000222025275476148,0.00232132610401614
"PI_339285_AGL",-0.0208902920321824,0.000255333181683908,0.00236267973579503
"PI_339289_LSP_AGL",-0.0248675359980189,0.000445532988574996,0.00249932075244734
"PI_339292_LSP_AGL",-0.0237281807438701,0.000466669736475183,0.00237018511289607
"PI_339296_AGL",-0.0246024668100641,0.000563635128882018,0.00234644972549179
"PI_343026_LSP_AGL",-0.0219479160547386,0.000467561159970088,0.00222476667378693
"PI_345627_LSP_AGL",-0.0156942064464562,0.000359631196967857,0.00174611323165448
"PI_358602_LSP_AGL",-0.0193963476466141,0.000396497484890805,0.0020334660741981
"PI_368647_LSP_AGL",-0.0196369135665857,0.000338747953771338,0.00212122880212431
"PI_368651_LSP_AGL",-0.0192323865639387,0.000368483236778211,0.00203984051389415
"PI_370481_LSP_AGL",-0.0177773612866017,0.000251849240549291,0.00207732689705805
"PI_374116_LSP_AGL",-0.0184882075287505,0.00039291349621114,0.00197054199846072
"PI_374117_LSP_AGL",-0.0222119099701208,0.000322639928507594,0.00241788381100563
"PI_374118_AGL",-0.0208284131249208,0.000262814190069011,0.00240146041269688
"PI_374120_LSP_AGL",-0.0161223099459046,0.000259522255645648,0.00193997589305789
"PI_374121_AGL",-0.0199776503681447,0.000365275334482929,0.00217898756199968
"PI_379368_LSP_AGL",-0.0201609249827099,0.000329310032952091,0.00222430214846039
"PI_383682_LSP_AGL",-0.0221125359337903,0.000352742706975581,0.00233556941626758
"PI_420818_AGL",-0.0184569221869031,0.000225591924168624,0.00218175583025533
"PI_420924_LSP_AGL",-0.0198714231075735,0.000220474896938061,0.00235871641260948
"PI_420925_LSP_AGL",-0.0174932391391185,0.000164466892632232,0.00221571197333626
"PI_420929_LSP_AGL",-0.0181989324557985,0.000213834376030814,0.00221805762927551
"PI_426202_LSP_AGL",-0.0212145822240886,0.000318014129285555,0.00229209859301173
"PI_426778_LSP_AGL",-0.0209521706498023,0.000378837739607854,0.00220246549630966
"PI_426784_LSP_AGL",-0.0186464936508046,0.000482402399751121,0.00206340897549466
"PI_426797_LSP_AGL",-0.0198269713714119,0.000428061329238385,0.00222165650785311
"PI_426807_LSP_AGL",-0.0219172756051504,0.000287079431418081,0.00246008339036045
"PI_431618_LSP_AGL",-0.02091508789941,0.000467843896447385,0.00215803977780817
"PI_431622_LSP_AGL",-0.0206772077707144,0.000329633494300333,0.00224018803491539
"PI_431630_LSP_AGL",-0.0233351340502234,0.000314093946499103,0.00245259314843933
"PI_431633_LSP_AGL",-0.0216875147910014,0.000470890967822975,0.00222107860051076
"PI_431636_LSP_AGL",-0.0231152399380363,0.000400942569577988,0.00240184915725345
"PI_431643_LSP_AGL",-0.0233727785233352,0.0004382364429448,0.00238183779913474
"PI_431662_LSP_AGL",-0.021014848029596,0.000388617188092295,0.00220863811686113
"PI_431663_LSP_AGL",-0.0220746440242167,0.000380535986934902,0.00229863699840394
"PI_431679_LSP_AGL",-0.0212349243167828,0.0004526580571304,0.00211036504729586
"PI_431684_LSP_AGL",-0.0228372577702895,0.000370753033992508,0.00236479660930452
"PI_431705_LSP_AGL",-0.0217904130135357,0.000404801453942036,0.00226893316330488
"PI_431710_LSP_AGL",-0.0217587836718142,0.000418188130905416,0.002239476549505
"PI_431714_LSP_AGL",-0.0211049425469312,0.000368922299943608,0.00223754190374203
"PI_431717_LSP_AGL",-0.0223391137833283,0.000385646332404914,0.00231866261260373
"PI_431728_LSP_AGL",-0.0214673889218752,0.000445057343380072,0.00217919414698802
"PI_431731_LSP_AGL",-0.0207134984338623,0.000374100250417475,0.00220561570484085
"PI_431739_LSP_AGL",-0.0208504501860979,0.000443667472904737,0.00215944481741881
"PI_431753_LSP_AGL",-0.0224965022870382,0.000427384144625457,0.00230299836067004
"PI_431756_LSP_AGL",-0.0222921688837538,0.000370456856088442,0.00231837101903684
"PI_431809_LSP_AGL",-0.0230568815163355,0.000409855379512838,0.00237891947784048
"PI_431824_LSP_AGL",-0.024047230210312,0.000401721452937403,0.00248101322102219
"PI_431863_LSP_AGL",-0.01991971038495,0.00037717774557076,0.00212226847789502
"PI_431873_LSP_AGL",-0.023066252713151,0.000330950699796144,0.00242695522319749
"PI_431884_LSP_AGL",-0.024350854652823,0.000423278712088879,0.00247647219714866
"PI_431888_LSP_AGL",-0.0227018242677495,0.000340187794514436,0.00238802696293547
"PI_431923_LSP_AGL",-0.0205953569887616,0.000304924052458239,0.00224282674952645
"PI_431980_LSP_AGL",-0.0232112811232893,0.000455489112040309,0.00233658022488595
"PI_432000_LSP_AGL",-0.023996763454866,0.000348804526259317,0.00248894324538599
"PI_432001_LSP_AGL",-0.0221404101384142,0.000363683842628332,0.00234479244774863
"PI_432002_LSP_AGL",-0.0218531683728437,0.000307710728262864,0.00233944405458546
"PI_432005_LSP_AGL",-0.02098839512622,0.000331899107262088,0.0023137779023943
"PI_432028_LSP_AGL",-0.0209309747443604,0.000371659591270481,0.00220244207943645
"PI_432033_LSP_AGL",-0.0211793570132992,0.000438008325797561,0.00215861029173872
"PI_432085_LSP_AGL",-0.0230985093124062,0.00032006726640161,0.00251923406130159
"PI_432106_LSP_AGL",-0.021822811307901,0.000398005395029675,0.00227984722210199
"PI_432124_LSP_AGL",-0.0238696608319687,0.000407699464675545,0.00244302749344428
"PI_432145_LSP_AGL",-0.0217037185844443,0.000383927183745162,0.00223767038259561
"PI_432147_LSP_AGL",-0.022207675365276,0.000449421807591976,0.00222874964629455
"PI_432184_LSP_AGL",-0.0243050154565002,0.000432653949304333,0.00245992398960453
"PI_432188_LSP_AGL",-0.0224393711101414,0.000467271743255189,0.00228834425304789
"PI_432190_LSP_AGL",-0.0187935508733582,0.000426451759932094,0.00197815653301444
"PI_432201_LSP_AGL",-0.0206413534136106,0.000459143493827398,0.00209195151092184
"PI_432212_LSP_AGL",-0.0224244478095091,0.000402376229122109,0.00230238166002776
"PI_432236_LSP_AGL",-0.0218410580634786,0.000392378996252553,0.0022658922503387
"PI_432245_LSP_AGL",-0.0225894573839412,0.000445555483503658,0.00234235441442122
"PI_432271_LSP_AGL",-0.0182128362286253,0.000462401467538564,0.00184074931850911
"PI_432286_LSP_AGL",-0.0180137046567923,0.000280402465123305,0.00206427086696912
"PI_451763_LSP_AGL",-0.0216378581809124,0.000659823696253592,0.00204039414839956
"PI_458503_LSP_AGL",-0.0212158724509896,0.000336232687669455,0.00230729015364325
"PI_468900_LSP_AGL",-0.0197401028557274,0.000302635468588377,0.00218316134599409
"PI_468901_AGL",-0.0156826851240779,0.000308412800508787,0.00178725488460004
"PI_468902_LSP_AGL",-0.0213545376468898,0.00038959879960252,0.00225357371078654
"PI_472136_LSP_AGL",-0.0190815923941526,0.000606774896653699,0.00198605440416023
"PI_472205_LSP_AGL",-0.0173334373691097,0.000721621770183185,0.00174637901690449
"PI_472213_LSP_AGL",-0.0235877677512078,0.000440999683456307,0.0023800901424087
"PI_472327_LSP_AGL",-0.0202756615230538,0.000491271789805752,0.00219166525227881
"PI_472380_LSP_AGL",-0.0196624648627904,0.000556905418702028,0.0020729061633286
"PI_472416_LSP_AGL",-0.0192280039566828,0.00036042216910485,0.00220547522154054
"PI_472488_LSP_AGL",-0.0190111713527384,0.000439049616354197,0.00215561060567195
"PI_472559_LSP_AGL",-0.0199550606745809,0.000351161321703371,0.00229320700385055
"PI_472561_LSP_AGL",-0.019033327985683,0.000399107682504677,0.00218436025561545
"PI_472569_LSP_AGL",-0.018203896662638,0.000444728289849537,0.0020748783364212
"PI_472588_LSP_AGL",-0.0197545871767145,0.00039789000708728,0.00210761535832204
"PI_472590_LSP_AGL",-0.0226808343054741,0.000313840240119954,0.00246117646684974
"PI_472615_LSP_AGL",-0.0208634367931187,0.000378709160215949,0.00232646447904839
"PI_472629_LSP_AGL",-0.0235547864432119,0.000517771690320821,0.0023283126099328
"PI_477921_LSP_AGL",-0.0221265611876935,0.00076137967500772,0.0019507553228446
"PI_490288_LSP_AGL",-0.0185688428284169,0.000437796029153482,0.00193422194267796
"PI_490289_LSP_AGL",-0.0218941160242404,0.000342923446301381,0.00234962209923032
"PI_508090_AGL",-0.0224174731332598,0.000552606964518869,0.00218792938807677
"PI_518733_LSP_AGL",-0.0147770857328486,0.000370740450005062,0.00165427076650383
"PI_518734_LSP_AGL",-0.0142831233063409,0.000349466722373866,0.00163763665329572
"PI_533688_LSP_AGL",-0.0188596215241839,0.000267993609165986,0.00214770017721388
"PI_533693_LSP_AGL",-0.0182273265456259,0.000391938719964303,0.00194720931565969
"PI_612875_AGL",-0.0221011792479889,0.000225216212510356,0.00258145846395501
"PI_643451_AGL",-0.0183399181751561,0.000350951770657532,0.00216318517490985
"PI_643452_AGL",-0.0195183247403535,0.000314801805641738,0.00229639763139978
"Shasta_AGL",-0.0183320127289951,0.000640245374777393,0.0017356138915457
"W6_27754_LSP_AGL",-0.0160081097618917,0.000347410544498504,0.00179639846940473
"W6_27760_LSP_AGL",-0.0172752483133885,0.000455583885033414,0.00187852709729408
"W6_27763_LSP_AGL",-0.0215126254824562,0.00021687219828786,0.00250802114367177
"W6_27766_LSP_AGL",-0.0155001196851983,0.000448645173674161,0.00186231239256684
"W6_27767_LSP_AGL",-0.019400974036278,0.000235334096056771,0.00228054593046197
