"Name","Origin","Cluster","P1","P2","P3","P4","P5","P6","P7","P8","STR_Group","Region"
"PI_431643_LSP_AGL","Iran",4,1,0,0,0,0,0,0,0,"P1","Asia"
"PI_431662_LSP_AGL","Iran",6,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_431663_LSP_AGL","Iran",6,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_431679_LSP_AGL","Egypt",6,0,0,1,0,0,0,0,0,"P3","Africa"
"PI_431684_LSP_AGL","Iran",6,0,0,0,0,0,1,0,0,"P6","Asia"
"PI_431705_LSP_AGL","Iran",4,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_431710_LSP_AGL","Iran",6,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_431714_LSP_AGL","Iran",6,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_431717_LSP_AGL","Iran",6,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_431728_LSP_AGL","Iran",6,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_431731_LSP_AGL","Iran",6,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_431739_LSP_AGL","Iran",4,0.118866,0,0.881134,0,0,0,0,0,"P3","Asia"
"PI_431753_LSP_AGL","Iran",4,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_431756_LSP_AGL","Iran",6,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_431809_LSP_AGL","Iran",4,0.576299,0,0,0,0,0.423701,0,0,"Mix","Asia"
"PI_431824_LSP_AGL","Iran",4,1,0,0,0,0,0,0,0,"P1","Asia"
"PI_431863_LSP_AGL","Iran",6,0,0,0.634817,0,0,0,0.365183,0,"Mix","Asia"
"PI_431873_LSP_AGL","Iran",6,0.196331,0,0.000313,0,0,0.803355,0,0,"P6","Asia"
"PI_431884_LSP_AGL","Iran",4,1,0,0,0,0,0,0,0,"P1","Asia"
"PI_431888_LSP_AGL","Iran",6,0.149049,0,0,0,0,0.85095,0,0,"P6","Asia"
"PI_431923_LSP_AGL","Iran",6,0,0,0,0,0,1,0,0,"P6","Asia"
"PI_431980_LSP_AGL","Iran",4,0.882402,0,0,0,0,0,0.117598,0,"P1","Asia"
"PI_432000_LSP_AGL","Iran",6,0,0,0.002437,0,0,0.997563,0,0,"P6","Asia"
"PI_432001_LSP_AGL","Iran",6,0.596685,0,0,0,0,0.350803,0.052512,0,"Mix","Asia"
"PI_432002_LSP_AGL","Iran",6,0,0,0.640235,0,0,0.359765,0,0,"Mix","Asia"
"PI_432005_LSP_AGL","Iran",5,0.594049,0,0.399776,0,0,0,0.006175,0,"Mix","Asia"
"PI_432028_LSP_AGL","Iran",6,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_432033_LSP_AGL","Iran",6,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_432085_LSP_AGL","Iran",4,0.999985,0,0,0,0,0,1.5e-05,0,"P1","Asia"
"PI_432106_LSP_AGL","Iran",4,0.275011,0,0,0,0,0,0.724989,0,"Mix","Asia"
"PI_432124_LSP_AGL","Iran",4,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_432145_LSP_AGL","Iran",6,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_432147_LSP_AGL","Iran",6,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_432184_LSP_AGL","Iran",4,0.901911,0,0.037412,0,0,0.060677,0,0,"P1","Asia"
"PI_432188_LSP_AGL","Iran",4,1,0,0,0,0,0,0,0,"P1","Asia"
"PI_432190_LSP_AGL","Iran",7,0,0,0,0,0,0,0.172547,0.827453,"P8","Asia"
"PI_432201_LSP_AGL","Iran",6,0,0,0,0,0,0,0,1,"P8","Asia"
"PI_432212_LSP_AGL","Iran",6,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_432236_LSP_AGL","Jordan",6,0,0,1,0,0,0,0,0,"P3","Asia"
"PI_432245_LSP_AGL","Lebanon",4,0.933097,0,0,0,0,0,0.066903,0,"P1","Asia"
"PI_432271_LSP_AGL","Turkey",8,0,0,0,0,0,0,0,1,"P8","Asia"
"PI_432286_LSP_AGL","Egypt",7,0,1,0,0,0,0,0,0,"P2","Africa"
"PI_451763_LSP_AGL","USA",4,0,0,0,0,0,0,0.221947,0.778053,"Mix","Americas"
"PI_458503_LSP_AGL","Mexico",4,0,0,0,0,0,0,0.317848,0.682152,"Mix","Americas"
"PI_468900_LSP_AGL","Brazil",7,0,0,0,0,0,0,0.295265,0.704735,"Mix","Americas"
"PI_468901_AGL","Brazil",8,0,0,0,0,0,0,0.165863,0.834137,"P8","Americas"
"PI_468902_LSP_AGL","Brazil",4,0,0,0,0,0,0,0.121432,0.878567,"P8","Americas"
"PI_472136_LSP_AGL","India",2,0,0,0,1,0,0,0,0,"P4","Asia"
"PI_472205_LSP_AGL","India",1,0,0,0,1,0,0,0,0,"P4","Asia"
"PI_472213_LSP_AGL","India",4,0.527636,0,0,0.472363,0,0,0,0,"Mix","Asia"
"PI_472327_LSP_AGL","India",2,0,0,0,1,0,0,0,0,"P4","Asia"
"PI_472380_LSP_AGL","India",2,0,0,0,1,0,0,0,0,"P4","Asia"
"PI_472416_LSP_AGL","India",2,0,0,0,1,0,0,0,0,"P4","Asia"
"PI_472488_LSP_AGL","India",2,0,0,0,1,0,0,0,0,"P4","Asia"
"PI_472559_LSP_AGL","India",2,0,0,0,1,0,0,0,0,"P4","Asia"
"PI_472561_LSP_AGL","India",2,0,0,0,1,0,0,0,0,"P4","Asia"
"PI_472569_LSP_AGL","Egypt",2,0,0,0,1,0,0,0,0,"P4","Africa"
"PI_472588_LSP_AGL","Egypt",6,0,0.330389,0.669611,0,0,0,0,0,"Mix","Africa"
"PI_472590_LSP_AGL","Lebanon",5,0.45831,0,0.54169,0,0,0,0,0,"Mix","Asia"
"PI_472615_LSP_AGL","Jordan",2,0,0.091812,0.000709,0.015358,0.194943,0,0.697178,0,"Mix","Asia"
"PI_472629_LSP_AGL","Iran",4,0.91852,0,0,0,0,0.08148,0,0,"P1","Asia"
"PI_477921_LSP_AGL","USA",4,0,0,0,0,0,0,0.387726,0.612273,"Mix","Americas"
"PI_490288_LSP_AGL","France",7,0,0,0,0,0,0,0,1,"P8","Europe"
"PI_490289_LSP_AGL","France",6,0,0,0,0,0,0,0.20681,0.79319,"Mix","Europe"
"PI_508090_AGL","USA",4,0,0,0,0,0,0,0.362935,0.637064,"Mix","Americas"
"PI_518733_LSP_AGL","Brazil",8,0,0,0,0,0,0,0.175239,0.82476,"P8","Americas"
"PI_518734_LSP_AGL","Brazil",8,0,0,0,0,0,0,0.139283,0.860717,"P8","Americas"
"PI_533688_LSP_AGL","Spain",7,0,0,0,0,0,0,0.780678,0.219322,"Mix","Europe"
"PI_533693_LSP_AGL","Spain",7,0,0,0,0,0,0,0,1,"P8","Europe"
"PI_612875_AGL","Syria",5,0,0.571288,0,0.428712,0,0,0,0,"Mix","Asia"
"PI_643451_AGL","Ethiopia",2,0,0.420444,0,0.579555,0,0,0,0,"Mix","Africa"
"PI_643451_AGL","Ethiopia",2,0,0.420444,0,0.579555,0,0,0,0,"Mix","Africa"
"PI_643452_AGL","Syria",2,0,0.420363,0,0.579637,0,0,0,0,"Mix","Asia"
"Shasta_AGL","USA",3,0.016325,0,0.002668,0,0,0.049163,0.323487,0.608357,"Mix","Americas"
"W6_27754_LSP_AGL","USDA",8,0.030376,0,0,0,0.022194,0,0,0.947429,"P8","ICARDA"
"W6_27760_LSP_AGL","USDA",3,0,0,0,0,0,0,0.256745,0.743255,"Mix","ICARDA"
"W6_27763_LSP_AGL","USDA",5,0,0,0,0,1,0,0,0,"P5","ICARDA"
"W6_27766_LSP_AGL","USDA",2,0,0.621093,0,0,0,0,0.127817,0.25109,"Mix","ICARDA"
"W6_27767_LSP_AGL","USDA",5,0,1,0,0,0,0,0,0,"P2","ICARDA"
