"REF_DATE","GEO","DGUID","Supply and disposition","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-07","Ontario","2016A000235","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638522","7.3.1","1809121.5","","","","1"
"2023-08","Ontario","2016A000235","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638522","7.3.1","1265740.3","","","","1"
"2023-09","Ontario","2016A000235","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638522","7.3.1","1805467.7","","","","1"
"2023-10","Ontario","2016A000235","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638522","7.3.1","1307421.0","","","","1"
"2023-11","Ontario","2016A000235","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638522","7.3.1","2363362.6","","","","1"
"2016-01","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1262367.0","","","","1"
"2016-02","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1288784.0","","","","1"
"2016-03","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1162969.0","","","","1"
"2016-04","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","951771.0","","","","1"
"2016-05","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","561165.0","","","","1"
"2016-06","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","264609.0","","","","1"
"2016-07","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","200106.0","","","","1"
"2016-08","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","189951.0","","","","1"
"2016-09","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","188872.0","","","","1"
"2016-10","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","283986.0","","","","1"
"2016-11","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","591081.0","","","","1"
"2016-12","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","974393.0","","","","1"
"2017-01","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1341317.0","","","","1"
"2017-02","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1237828.0","","","","1"
"2017-03","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1177851.0","","","","1"
"2017-04","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","878243.0","","","","1"
"2017-05","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","570984.0","","","","1"
"2017-06","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","303327.0","","","","1"
"2017-07","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","193506.0","","","","1"
"2017-08","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","196502.0","","","","1"
"2017-09","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","228688.0","","","","1"
"2017-10","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","248304.0","","","","1"
"2017-11","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","515467.0","","","","1"
"2017-12","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1070073.0","","","","1"
"2018-01","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1315262.0","","","","1"
"2018-02","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1173363.0","","","","1"
"2018-03","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1054825.0","","","","1"
"2018-04","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","872481.0","","","","1"
"2018-05","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","348660.0","","","","1"
"2018-06","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","244225.0","","","","1"
"2018-07","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","189540.0","","","","1"
"2018-08","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","193014.0","","","","1"
"2018-09","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","308413.0","","","","1"
"2018-10","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","638912.0","","","","1"
"2018-11","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1032269.0","","","","1"
"2018-12","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1139235.0","","","","1"
"2019-01","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1439519.0","","","","1"
"2019-02","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1340903.0","","","","1"
"2019-03","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1126010.0","","","","1"
"2019-04","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","746996.0","","","","1"
"2019-05","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","507228.0","","","","1"
"2019-06","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","272419.0","","","","1"
"2019-07","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","170644.0","","","","1"
"2019-08","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","191750.0","","","","1"
"2019-09","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","290562.0","","","","1"
"2019-10","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","586465.0","","","","1"
"2019-11","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1023976.0","","","","1"
"2019-12","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1143900.0","","","","1"
"2020-01","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1277479.0","","","","1"
"2020-02","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1270003.0","","","","1"
"2020-03","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","992663.0","","","","1"
"2020-04","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","795183.0","","","","1"
"2020-05","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","494384.0","","","","1"
"2020-06","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","236315.0","","","","1"
"2020-07","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","207052.0","","","","1"
"2020-08","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","178952.0","","","","1"
"2020-09","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","273577.0","","","","1"
"2020-10","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","540847.0","","","","1"
"2020-11","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","755888.0","","","","1"
"2020-12","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1191166.0","","","","1"
"2021-01","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1378043.0","","","","1"
"2021-02","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1354342.0","","","","1"
"2021-03","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","959924.0","","","","1"
"2021-04","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","682445.0","","","","1"
"2021-05","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","432240.0","","","","1"
"2021-06","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","249683.0","","","","1"
"2021-07","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","226328.0","","","","1"
"2021-08","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","214192.0","","","","1"
"2021-09","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","226995.0","","","","1"
"2021-10","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","365008.0","","","","1"
"2021-11","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","740724.0","","","","1"
"2021-12","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1152754.0","","","","1"
"2022-01","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1576767.0","","","","1"
"2022-02","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1265240.0","","","","1"
"2022-03","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1046680.0","","","","1"
"2022-04","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","753169.0","","","","1"
"2022-05","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","333136.0","","","","1"
"2022-06","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","233289.0","","","","1"
"2022-07","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","219438.0","","","","1"
"2022-08","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","194759.0","","","","1"
"2022-09","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","230105.0","","","","1"
"2022-10","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","458763.0","","","","1"
"2022-11","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","800112.0","","","","1"
"2022-12","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1128532.0","","","","1"
"2023-01","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1222372.0","","","","1"
"2023-02","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1263446.0","","","","1"
"2023-03","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","1043949.0","","","","1"
"2023-04","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","659394.0","","","","1"
"2023-05","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","342246.0","","","","1"
"2023-06","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","209761.0","","","","1"
"2023-07","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","210329.0","","","","1"
"2023-08","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","197688.0","","","","1"
"2023-09","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","233296.0","","","","1"
"2023-10","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","418492.0","","","","1"
"2023-11","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","847589.0","","","","1"
"2016-01","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1127138.0","","","","1"
"2016-02","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","983600.0","","","","1"
"2016-03","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","993625.0","","","","1"
"2016-04","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","748830.0","","","","1"
"2016-05","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","765629.0","","","","1"
"2016-06","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","672159.0","","","","1"
"2016-07","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","811230.0","","","","1"
"2016-08","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","908832.0","","","","1"
"2016-09","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","718485.0","","","","1"
"2016-10","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","704161.0","","","","1"
"2016-11","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","802253.0","","","","1"
"2016-12","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","972722.0","","","","1"
"2017-01","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","995623.0","","","","1"
"2017-02","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","937371.0","","","","1"
"2017-03","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","977149.0","","","","1"
"2017-04","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","768781.0","","","","1"
"2017-05","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","743888.0","","","","1"
"2017-06","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","669757.0","","","","1"
"2017-07","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","724195.0","","","","1"
"2017-08","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","723972.0","","","","1"
"2017-09","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","767189.0","","","","1"
"2017-10","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","712554.0","","","","1"
"2017-11","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","852599.0","","","","1"
"2017-12","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1068978.0","","","","1"
"2018-01","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1132386.0","","","","1"
"2018-02","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1032407.0","","","","1"
"2018-03","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","962311.0","","","","1"
"2018-04","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","927481.0","","","","1"
"2018-05","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","784843.0","","","","1"
"2018-06","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","787342.0","","","","1"
"2018-07","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","859671.0","","","","1"
"2018-08","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","872743.0","","","","1"
"2018-09","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","849407.0","","","","1"
"2018-10","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","847443.0","","","","1"
"2018-11","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1012565.0","","","","1"
"2018-12","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1050261.0","","","","1"
"2019-01","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1137854.0","","","","1"
"2019-02","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1113810.0","","","","1"
"2019-03","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1068158.0","","","","1"
"2019-04","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","873377.0","","","","1"
"2019-05","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","830443.0","","","","1"
"2019-06","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","769407.0","","","","1"
"2019-07","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","908876.0","","","","1"
"2019-08","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","839985.0","","","","1"
"2019-09","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","798739.0","","","","1"
"2019-10","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","834753.0","","","","1"
"2019-11","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","996048.0","","","","1"
"2019-12","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1033573.0","","","","1"
"2020-01","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1071003.0","","","","1"
"2020-02","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1086638.0","","","","1"
"2020-03","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","970314.0","","","","1"
"2020-04","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","801681.0","","","","1"
"2020-05","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","795860.0","","","","1"
"2020-06","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","838182.0","","","","1"
"2020-07","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","989794.0","","","","1"
"2020-08","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","876701.0","","","","1"
"2020-09","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","782240.0","","","","1"
"2020-10","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","900879.0","","","","1"
"2020-11","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","929057.0","","","","1"
"2020-12","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1151158.0","","","","1"
"2021-01","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1211712.0","","","","1"
"2021-02","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1278397.0","","","","1"
"2021-03","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1071058.0","","","","1"
"2021-04","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","900644.0","","","","1"
"2021-05","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","877146.0","","","","1"
"2021-06","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","977227.0","","","","1"
"2021-07","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","911519.0","","","","1"
"2021-08","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1298818.0","","","","1"
"2021-09","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","942341.0","","","","1"
"2021-10","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1045571.0","","","","1"
"2021-11","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1245453.0","","","","1"
"2021-12","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1349606.0","","","","1"
"2022-01","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1814522.0","","","","1"
"2022-02","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1536270.0","","","","1"
"2022-03","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1457643.0","","","","1"
"2022-04","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1000930.0","","","","1"
"2022-05","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","909755.0","","","","1"
"2022-06","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","863548.0","","","","1"
"2022-07","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1064920.0","","","","1"
"2022-08","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1209126.0","","","","1"
"2022-09","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1015477.0","","","","1"
"2022-10","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1108345.0","","","","1"
"2022-11","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1132972.0","","","","1"
"2022-12","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1505968.0","","","","1"
"2023-01","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1469122.0","","","","1"
"2023-02","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1155894.0","","","","1"
"2023-03","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1162454.0","","","","1"
"2023-04","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1054793.0","","","","1"
"2023-05","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1035408.0","","","","1"
"2023-06","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1219664.0","","","","1"
"2023-07","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1442861.0","","","","1"
"2023-08","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1318748.0","","","","1"
"2023-09","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1099046.0","","","","1"
"2023-10","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1167040.0","","","","1"
"2023-11","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","1489197.0","","","","1"
"2016-01","Ontario","2016A000235","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638528","7.6.1","1052047.0","","","","1"
"2016-02","Ontario","2016A000235","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638528","7.6.1","1155555.0","","","","1"
"2016-03","Ontario","2016A000235","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638528","7.6.1","1066064.0","","","","1"
"2016-04","Ontario","2016A000235","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638528","7.6.1","823661.0","","","","1"
"2016-05","Ontario","2016A000235","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638528","7.6.1","567285.0","","","","1"
"2016-06","Ontario","2016A000235","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638528","7.6.1","267932.0","","","","1"
