"REF_DATE","GEO","DGUID","Supply and disposition","Units of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-07","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","17587983","","","","0"
"2016-08","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","18598656","","","","0"
"2016-09","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","17910062","","","","0"
"2016-10","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","18815685","","","","0"
"2016-11","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19325313","","","","0"
"2016-12","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19123733","","","","0"
"2017-01","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19787214","","","","0"
"2017-02","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","18026165","","","","0"
"2017-03","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","18894074","","","","0"
"2017-04","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","16637247","","","","0"
"2017-05","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","17767171","","","","0"
"2017-06","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","17710184","","","","0"
"2017-07","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19203977","","","","0"
"2017-08","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20061663","","","","0"
"2017-09","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","18374732","","","","0"
"2017-10","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","18749360","","","","0"
"2017-11","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19689051","","","","0"
"2017-12","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20683576","","","","0"
"2018-01","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19890527","","","","0"
"2018-02","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","18639271","","","","0"
"2018-03","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20730877","","","","0"
"2018-04","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","18548461","","","","0"
"2018-05","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20181597","","","","0"
"2018-06","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19455841","","","","0"
"2018-07","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20654968","","","","0"
"2018-08","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21659666","","","","0"
"2018-09","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19271848","","","","0"
"2018-10","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21267181","","","","0"
"2018-11","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20903287","","","","0"
"2018-12","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21687084","","","","0"
"2019-01","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20379646","","","","0"
"2019-02","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","18537336","","","","0"
"2019-03","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20792430","","","","0"
"2019-04","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20479552","","","","0"
"2019-05","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20301400","","","","0"
"2019-06","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20381835","","","","0"
"2019-07","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21009421","","","","0"
"2019-08","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21006455","","","","0"
"2019-09","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19753991","","","","0"
"2019-10","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20973161","","","","0"
"2019-11","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20934543","","","","0"
"2019-12","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","22204363","","","","0"
"2020-01","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21576432","","","","0"
"2020-02","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20458561","","","","0"
"2020-03","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21541202","","","","0"
"2020-04","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","17993844","","","","0"
"2020-05","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","17407436","","","","0"
"2020-06","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","17954378","","","","0"
"2020-07","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","18503537","","","","0"
"2020-08","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","18358183","","","","0"
"2020-09","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","18245138","","","","0"
"2020-10","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19752374","","","","0"
"2020-11","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20685369","","","","0"
"2020-12","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","22201425","","","","0"
"2021-01","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21883465","","","","0"
"2021-02","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","18877971","","","","0"
"2021-03","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21416689","","","","0"
"2021-04","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19123431","","","","0"
"2021-05","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19923243","","","","0"
"2021-06","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20513827","","","","0"
"2021-07","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21425160","","","","0"
"2021-08","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21096255","","","","0"
"2021-09","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20098090","","","","0"
"2021-10","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","22150741","","","","0"
"2021-11","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21495648","","","","0"
"2021-12","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21256498","","","","0"
"2022-01","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20775705","","","","0"
"2022-02","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19633912","","","","0"
"2022-03","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21825717","","","","0"
"2022-04","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20602383","","","","0"
"2022-05","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20418853","","","","0"
"2022-06","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20249895","","","","0"
"2022-07","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21908532","","","","0"
"2022-08","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","22071795","","","","0"
"2022-09","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21372667","","","","0"
"2022-10","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21960399","","","","0"
"2022-11","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","22089245","","","","0"
"2022-12","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","22015938","","","","0"
"2023-01","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21733133","","","","0"
"2023-02","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19997176","","","","0"
"2023-03","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","22158639","","","","0"
"2023-04","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","19997362","","","","0"
"2023-05","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20103206","","","","0"
"2023-06","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","20264348","","","","0"
"2023-07","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","22388387","","","","0"
"2023-08","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","22259366","","","","0"
"2023-09","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21045818","","","","0"
"2023-10","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","21864281","","","","0"
"2023-11","Canada","2016A000011124","Crude oil production","Cubic metres","Cubic metres","72","units","0","v107757044","1.2.1","22871042","","","","0"
"2016-07","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4671124","","","","0"
"2016-08","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4307957","","","","0"
"2016-09","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3263943","","","","0"
"2016-10","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3134153","","","","0"
"2016-11","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3697764","","","","0"
"2016-12","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3605053","","","","0"
"2017-01","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4296920","","","","0"
"2017-02","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3726003","","","","0"
"2017-03","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3828091","","","","0"
"2017-04","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4132558","","","","0"
"2017-05","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4778081","","","","0"
"2017-06","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4452888","","","","0"
"2017-07","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4356598","","","","0"
"2017-08","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3187948","","","","0"
"2017-09","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3742173","","","","0"
"2017-10","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3622706","","","","0"
"2017-11","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3501596","","","","0"
"2017-12","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4054066","","","","0"
"2018-01","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3913830","","","","0"
"2018-02","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3645381","","","","0"
"2018-03","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3970323","","","","0"
"2018-04","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3660995","","","","0"
"2018-05","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4060075","","","","0"
"2018-06","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3596401","","","","0"
"2018-07","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3999030","","","","0"
"2018-08","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4417272","","","","0"
"2018-09","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3515819","","","","0"
"2018-10","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3115687","","","","0"
"2018-11","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","2772496","","","","0"
"2018-12","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3389480","","","","0"
"2019-01","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4416603","","","","0"
"2019-02","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3990040","","","","0"
"2019-03","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4221106","","","","0"
"2019-04","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4652262","","","","0"
"2019-05","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","5456943","","","","0"
"2019-06","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3464141","","","","0"
"2019-07","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4770400","","","","0"
"2019-08","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","5152707","","","","0"
"2019-09","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4253811","","","","0"
"2019-10","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4498610","","","","0"
"2019-11","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4563337","","","","0"
"2019-12","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4114288","","","","0"
"2020-01","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","5497132","","","","0"
"2020-02","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4272493","","","","0"
"2020-03","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4069376","","","","0"
"2020-04","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","2709855","","","","0"
"2020-05","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","2443199","","","","0"
"2020-06","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","2845134","","","","0"
"2020-07","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3206911","","","","0"
"2020-08","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","2590945","","","","0"
"2020-09","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3154387","","","","0"
"2020-10","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3368414","","","","0"
"2020-11","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3651372","","","","0"
"2020-12","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4056342","","","","0"
"2021-01","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3469446","","","","0"
"2021-02","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","2862250","","","","0"
"2021-03","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3578867","","","","0"
"2021-04","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3714092","","","","0"
"2021-05","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3652955","","","","0"
"2021-06","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3089038","","","","0"
"2021-07","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3702462","","","","0"
"2021-08","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3620903","","","","0"
"2021-09","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","2973665","","","","0"
"2021-10","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","2886055","","","","0"
"2021-11","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3374976","","","","0"
"2021-12","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3897146","","","","0"
"2022-01","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3044050","","","","0"
"2022-02","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3204267","","","","0"
"2022-03","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3729732","","","","0"
"2022-04","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3313872","","","","0"
"2022-05","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3646619","","","","0"
"2022-06","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3853004","","","","0"
"2022-07","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4008807","","","","0"
"2022-08","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3949883","","","","0"
"2022-09","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3255014","","","","0"
"2022-10","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3699343","","","","0"
"2022-11","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3770925","","","","0"
"2022-12","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3579739","","","","0"
"2023-01","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3770816","","","","0"
"2023-02","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3558465","","","","0"
"2023-03","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4022318","","","","0"
"2023-04","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3217834","","","","0"
"2023-05","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4077154","","","","0"
"2023-06","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3505129","","","","0"
"2023-07","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3967716","","","","0"
"2023-08","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","4226435","","","","0"
"2023-09","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3443694","","","","0"
"2023-10","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3496478","","","","0"
"2023-11","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","units","0","v107757068","1.14.1","3380640","","","","0"
"2016-07","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","13747030","","","","0"
"2016-08","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","15578325","","","","0"
"2016-09","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","14785189","","","","0"
"2016-10","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","15245116","","","","0"
"2016-11","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","16320837","","","","0"
"2016-12","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","16803929","","","","0"
"2017-01","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","16699380","","","","0"
"2017-02","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","15289511","","","","0"
"2017-03","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","16611271","","","","0"
"2017-04","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","16196764","","","","0"
"2017-05","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","16864265","","","","0"
"2017-06","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","15705404","","","","0"
"2017-07","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","16121600","","","","0"
"2017-08","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","16019109","","","","0"
"2017-09","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","15564792","","","","0"
"2017-10","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","16172912","","","","0"
"2017-11","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","15039104","","","","0"
"2017-12","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","16258090","","","","0"
"2018-01","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","17438326","","","","0"
"2018-02","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","15844538","","","","0"
"2018-03","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","17898672","","","","0"
"2018-04","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","17863995","","","","0"
"2018-05","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","18424767","","","","0"
"2018-06","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","17371017","","","","0"
"2018-07","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","17496198","","","","0"
"2018-08","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","17935298","","","","0"
"2018-09","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","16879788","","","","0"
"2018-10","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","17906840","","","","0"
"2018-11","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","18216664","","","","0"
"2018-12","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","18596917","","","","0"
"2019-01","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","19079599","","","","0"
"2019-02","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","15955372","","","","0"
"2019-03","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","18376746","","","","0"
"2019-04","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","18048213","","","","0"
"2019-05","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","18929063","","","","0"
"2019-06","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","18700244","","","","0"
"2019-07","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","19568519","","","","0"
"2019-08","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","18702085","","","","0"
"2019-09","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","17439259","","","","0"
"2019-10","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","17933006","","","","0"
"2019-11","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","units","0","v107757088","1.24.1","17038048","","","","0"
