"REF_DATE","GEO","DGUID","Coal types and uses","Coal volume","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-02","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1673","","","","0"
"2020-03","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2746","","","","0"
"2020-04","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1575","","","","0"
"2020-05","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1665","","","","0"
"2020-06","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2370","","","","0"
"2020-07","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1692","","","","0"
"2020-08","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2041","","","","0"
"2020-09","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1910","","","","0"
"2020-10","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1921","","","","0"
"2020-11","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2302","","","","0"
"2020-12","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2310","","","","0"
"2021-01","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1948","","","","0"
"2021-02","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1981","","","","0"
"2021-03","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2894","","","","0"
"2021-04","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1956","","","","0"
"2021-05","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2499","","","","0"
"2021-06","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2494","","","","0"
"2021-07","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1436","","","","0"
"2021-08","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2159","","","","0"
"2021-09","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2557","","","","0"
"2021-10","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2415","","","","0"
"2021-11","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1589","","","","0"
"2021-12","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1549","","","","0"
"2022-01","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1692","","","","0"
"2022-02","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2544","","","","0"
"2022-03","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2516","","","","0"
"2022-04","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2082","","","","0"
"2022-05","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2385","","","","0"
"2022-06","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2842","","","","0"
"2022-07","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2399","","","","0"
"2022-08","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","3281","","","","0"
"2022-09","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2550","","","","0"
"2022-10","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","2382","","","","0"
"2022-11","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1698","","","","0"
"2022-12","Canada","2016A000011124","Total all coal types and uses","Exports","Tonnes","288","thousands","3","v43973932","1.1.2","1714","","","","0"
"2008-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2008-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2008-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2008-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2008-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2008-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2008-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2008-08","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2008-09","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2008-10","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2008-11","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2008-12","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2009-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2009-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2009-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2009-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2009-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2009-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2009-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2009-08","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2009-09","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2009-10","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2009-11","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2009-12","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2010-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2010-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2010-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2010-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2010-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2010-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2010-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2010-08","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2010-09","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2010-10","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2010-11","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2010-12","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2011-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2011-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2011-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2011-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2011-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2011-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2011-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2011-08","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2011-09","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2011-10","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2011-11","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2011-12","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2012-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2012-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2012-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2012-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2012-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2012-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2012-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2012-08","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2012-09","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2012-10","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2012-11","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2012-12","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2013-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2013-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","..","","","0"
"2013-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2013-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2013-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2013-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2013-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2013-08","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2013-09","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2013-10","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2013-11","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2013-12","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2014-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2014-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2014-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2014-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2014-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2014-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2014-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2014-08","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2014-09","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2014-10","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2014-11","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2014-12","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2015-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","r","","0"
"2015-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","r","","0"
"2015-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","r","","0"
"2015-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","r","","0"
"2015-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","r","","0"
"2015-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","r","","0"
"2015-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","r","","0"
"2015-08","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","r","","0"
"2015-09","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2015-10","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2015-11","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2015-12","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2016-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2016-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2016-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2016-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2016-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2016-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2016-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2016-08","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2016-09","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2016-10","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2016-11","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2016-12","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2017-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2017-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2017-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2017-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2017-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2017-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2017-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2017-08","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2017-09","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2017-10","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2017-11","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2017-12","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2018-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2018-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2018-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2018-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2018-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2018-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2018-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2018-08","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2018-09","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2018-10","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2018-11","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2018-12","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2019-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2019-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2019-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2019-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2019-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2019-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2019-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2019-08","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2019-09","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2019-10","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2019-11","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2019-12","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2020-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2020-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2020-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2020-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2020-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2020-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2020-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2020-08","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2020-09","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2020-10","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2020-11","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2020-12","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2021-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2021-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2021-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2021-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2021-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2021-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2021-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2021-08","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2021-09","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2021-10","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2021-11","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2021-12","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2022-01","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2022-02","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2022-03","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2022-04","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2022-05","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2022-06","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
"2022-07","Nova Scotia","2016A000212","Total all coal types and uses","Production","Tonnes","288","thousands","3","v43973941","2.1.1","","x","","","0"
