"REF_DATE","GEO","DGUID","Vehicle type","Fuel type","Origin of manufacture","Sales","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1963-12","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","3048","","","","0"
"1964-01","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","3212","","","","0"
"1964-02","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","4165","","","","0"
"1964-03","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","5435","","","","0"
"1964-04","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6819","","","","0"
"1964-05","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","7528","","","","0"
"1964-06","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6680","","","","0"
"1964-07","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6203","","","","0"
"1964-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","5344","","","","0"
"1964-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","5732","","","","0"
"1964-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6397","","","","0"
"1964-11","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","4848","","","","0"
"1964-12","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","3573","","","","0"
"1965-01","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","3923","","","","0"
"1965-02","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","4891","","","","0"
"1965-03","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6627","","","","0"
"1965-04","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","7658","","","","0"
"1965-05","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","7770","","","","0"
"1965-06","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","7683","","","","0"
"1965-07","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6642","","","","0"
"1965-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6624","","","","0"
"1965-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6428","","","","0"
"1965-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6672","","","","0"
"1965-11","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","5795","","","","0"
"1965-12","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","4362","","","","0"
"1966-01","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","3593","","","","0"
"1966-02","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","4446","","","","0"
"1966-03","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6899","","","","0"
"1966-04","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6076","","","","0"
"1966-05","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","7133","","","","0"
"1966-06","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6470","","","","0"
"1966-07","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","5403","","","","0"
"1966-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","5637","","","","0"
"1966-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6012","","","","0"
"1966-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6168","","","","0"
"1966-11","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","5723","","","","0"
"1966-12","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","4274","","","","0"
"1967-01","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","3679","","","","0"
"1967-02","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","4951","","","","0"
"1967-03","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6216","","","","0"
"1967-04","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6414","","","","0"
"1967-05","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","7453","","","","0"
"1967-06","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","9200","","","","0"
"1967-07","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6295","","","","0"
"1967-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6628","","","","0"
"1967-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6434","","","","0"
"1967-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","6933","","","","0"
"1967-11","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","5779","","","","0"
"1967-12","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","4404","","","","0"
"1968-01","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","4484","","","","0"
"1968-02","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","5282","","","","0"
"1968-03","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","8307","","","","0"
"1968-04","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","8618","","","","0"
"1968-05","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10561","","","","0"
"1968-06","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10343","","","","0"
"1968-07","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10758","","","","0"
"1968-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","9958","","","","0"
"1968-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","9923","","","","0"
"1968-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10829","","","","0"
"1968-11","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","8435","","","","0"
"1968-12","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","7024","","","","0"
"1969-01","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","5362","","","","0"
"1969-02","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","7782","","","","0"
"1969-03","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","8802","","","","0"
"1969-04","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","11732","","","","0"
"1969-05","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","11096","","","","0"
"1969-06","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","11938","","","","0"
"1969-07","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10948","","","","0"
"1969-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10855","","","","0"
"1969-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","12760","","","","0"
"1969-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","12543","","","","0"
"1969-11","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10720","","","","0"
"1969-12","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","7995","","","","0"
"1970-01","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","7346","","","","0"
"1970-02","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","9001","","","","0"
"1970-03","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","11274","","","","0"
"1970-04","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","13468","","","","0"
"1970-05","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","13427","","","","0"
"1970-06","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","13698","","","","0"
"1970-07","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","13523","","","","0"
"1970-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","12564","","","","0"
"1970-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","12212","","","","0"
"1970-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","14623","","","","0"
"1970-11","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","12114","","","","0"
"1970-12","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","9925","","","","0"
"1971-01","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","8074","","","","0"
"1971-02","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10779","","","","0"
"1971-03","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","13810","","","","0"
"1971-04","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","19730","","","","0"
"1971-05","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","19528","","","","0"
"1971-06","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","17825","","","","0"
"1971-07","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","16975","","","","0"
"1971-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","18704","","","","0"
"1971-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","18286","","","","0"
"1971-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","17037","","","","0"
"1971-11","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","15177","","","","0"
"1971-12","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","12518","","","","0"
"1972-01","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10230","","","","0"
"1972-02","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","13759","","","","0"
"1972-03","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","16555","","","","0"
"1972-04","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","20335","","","","0"
"1972-05","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","22856","","","","0"
"1972-06","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","21459","","","","0"
"1972-07","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","18023","","","","0"
"1972-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","17879","","","","0"
"1972-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","18077","","","","0"
"1972-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","19055","","","","0"
"1972-11","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","16454","","","","0"
"1972-12","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10344","","","","0"
"1973-01","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10976","","","","0"
"1973-02","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","14808","","","","0"
"1973-03","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","22185","","","","0"
"1973-04","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","24723","","","","0"
"1973-05","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","15255","","","","0"
"1973-06","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","16469","","","","0"
"1973-07","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","15850","","","","0"
"1973-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","16785","","","","0"
"1973-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","14157","","","","0"
"1973-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","15127","","","","0"
"1973-11","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","13016","","","","0"
"1973-12","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","8563","","","","0"
"1974-01","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10500","","","","0"
"1974-02","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","9882","","","","0"
"1974-03","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","11848","","","","0"
"1974-04","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","11896","","","","0"
"1974-05","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","16256","","","","0"
"1974-06","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","14529","","","","0"
"1974-07","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","14339","","","","0"
"1974-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","13800","","","","0"
"1974-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","13187","","","","0"
"1974-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","11948","","","","0"
"1974-11","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10114","","","","0"
"1974-12","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","7658","","","","0"
"1975-01","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","8129","","","","0"
"1975-02","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","11678","","","","0"
"1975-03","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","11935","","","","0"
"1975-04","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","14643","","","","0"
"1975-05","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","15048","","","","0"
"1975-06","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","14486","","","","0"
"1975-07","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","14818","","","","0"
"1975-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","14076","","","","0"
"1975-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","14627","","","","0"
"1975-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","11356","","","","0"
"1975-11","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10716","","","","0"
"1975-12","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","12089","","","","0"
"1976-01","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","8194","","","","0"
"1976-02","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","9235","","","","0"
"1976-03","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","11930","","","","0"
"1976-04","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","14788","","","","0"
"1976-05","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","14981","","","","0"
"1976-06","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","16134","","","","0"
"1976-07","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","14275","","","","0"
"1976-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","13552","","","","0"
"1976-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","15499","","","","0"
"1976-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","13158","","","","0"
"1976-11","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","12360","","","","0"
"1976-12","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","9181","","","","0"
"1977-01","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","8836","","","","0"
"1977-02","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","10823","","","","0"
"1977-03","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","17626","","","","0"
"1977-04","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","19533","","","","0"
"1977-05","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","22071","","","","0"
"1977-06","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","21286","","","","0"
"1977-07","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","17760","","","","0"
"1977-08","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","18622","","","","0"
"1977-09","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","15162","","","","0"
"1977-10","Canada","2021A000011124","Passenger cars","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815521","1.2.1.3.1.1","14761","","","","0"
