"REF_DATE","GEO","DGUID","Vehicle type","Fuel type","Origin of manufacture","Sales","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1997-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","17112","","","","0"
"1998-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","8234","","","","0"
"1998-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","14243","","","","0"
"1998-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","19543","","","","0"
"1998-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","20832","","","","0"
"1998-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","20312","","","","0"
"1998-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","17729","","","","0"
"1998-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","19414","","","","0"
"1998-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","20145","","","","0"
"1998-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","19542","","","","0"
"1998-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","18945","","","","0"
"1998-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","16386","","","","0"
"1998-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","15684","","","","0"
"1999-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","10755","","","","0"
"1999-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","12994","","","","0"
"1999-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","18864","","","","0"
"1999-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","24042","","","","0"
"1999-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","23201","","","","0"
"1999-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","24153","","","","0"
"1999-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","22649","","","","0"
"1999-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","23036","","","","0"
"1999-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","23540","","","","0"
"1999-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","21691","","","","0"
"1999-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","19616","","","","0"
"1999-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","19764","","","","0"
"2000-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","13679","","","","0"
"2000-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","16033","","","","0"
"2000-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","25147","","","","0"
"2000-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","26120","","","","0"
"2000-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","27692","","","","0"
"2000-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","26114","","","","0"
"2000-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","23454","","","","0"
"2000-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","28679","","","","0"
"2000-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","27083","","","","0"
"2000-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","23264","","","","0"
"2000-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","21279","","","","0"
"2000-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","18669","","","","0"
"2001-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","15598","","","","0"
"2001-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","16852","","","","0"
"2001-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","26659","","","","0"
"2001-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","30300","","","","0"
"2001-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","35840","","","","0"
"2001-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","31662","","","","0"
"2001-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","29240","","","","0"
"2001-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","33649","","","","0"
"2001-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","29292","","","","0"
"2001-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","28354","","","","0"
"2001-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","27568","","","","0"
"2001-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","25153","","","","0"
"2002-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","21483","","","","0"
"2002-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","21450","","","","0"
"2002-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","30691","","","","0"
"2002-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","37768","","","","0"
"2002-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","41405","","","","0"
"2002-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","36364","","","","0"
"2002-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","34664","","","","0"
"2002-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","35823","","","","0"
"2002-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","32660","","","","0"
"2002-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","34653","","","","0"
"2002-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","29048","","","","0"
"2002-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","27134","","","","0"
"2003-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","22035","","","","0"
"2003-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","24127","","","","0"
"2003-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","32741","","","","0"
"2003-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","36699","","","","0"
"2003-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","39534","","","","0"
"2003-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","33499","","","","0"
"2003-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","34149","","","","0"
"2003-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","34422","","","","0"
"2003-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","32298","","","","0"
"2003-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","30567","","","","0"
"2003-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","23951","","","","0"
"2003-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","23584","","","","0"
"2004-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","20752","","","","0"
"2004-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","22926","","","","0"
"2004-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","34274","","","","0"
"2004-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","39162","","","","0"
"2004-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","37392","","","","0"
"2004-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","35767","","","","0"
"2004-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","34064","","","","0"
"2004-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","34377","","","","0"
"2004-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","33822","","","","0"
"2004-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","31301","","","","0"
"2004-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","28549","","","","0"
"2004-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","26358","","","","0"
"2005-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","18415","","","","0"
"2005-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","22492","","","","0"
"2005-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","31656","","","","0"
"2005-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","39850","","","","0"
"2005-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","39914","","","","0"
"2005-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","38158","","","","0"
"2005-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","37706","","","","0"
"2005-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","36825","","","","0"
"2005-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","32630","","","","0"
"2005-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","29252","","","","0"
"2005-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","29315","","","","0"
"2005-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","26253","","","","0"
"2006-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","18939","","","","0"
"2006-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","22937","","","","0"
"2006-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","36205","","","","0"
"2006-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","40881","","","","0"
"2006-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","44113","","","","0"
"2006-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","42275","","","","0"
"2006-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","39818","","","","0"
"2006-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","41178","","","","0"
"2006-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","35964","","","","0"
"2006-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","33078","","","","0"
"2006-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","30815","","","","0"
"2006-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","25778","","","","0"
"2007-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","21773","","","","0"
"2007-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","23397","","","","0"
"2007-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","36605","","","","0"
"2007-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","42062","","","","0"
"2007-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","47306","","","","0"
"2007-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","42098","","","","0"
"2007-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","38507","","","","0"
"2007-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","39552","","","","0"
"2007-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","33908","","","","0"
"2007-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","30320","","","","0"
"2007-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","28055","","","","0"
"2007-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","28045","","","","0"
"2008-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","24151","","","","0"
"2008-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","28193","","","","0"
"2008-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","40453","","","","0"
"2008-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","50009","","","","0"
"2008-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","53400","","","","0"
"2008-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","46361","","","","0"
"2008-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","42302","","","","0"
"2008-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","40397","","","","0"
"2008-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","38546","","","","0"
"2008-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","34151","","","","0"
"2008-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","27618","","","","0"
"2008-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","24003","","","","0"
"2009-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","20251","","","","0"
"2009-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","23971","","","","0"
"2009-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","35381","","","","0"
"2009-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","43682","","","","0"
"2009-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","45540","","","","0"
"2009-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","41728","","","","0"
"2009-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","40141","","","","0"
"2009-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","40019","","","","0"
"2009-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","37478","","","","0"
"2009-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","34246","","","","0"
"2009-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","29920","","","","0"
"2009-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","26484","","","","0"
"2010-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","23036","","","","0"
"2010-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","27743","","","","0"
"2010-03","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","42114","","","","0"
"2010-04","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","42659","","","","0"
"2010-05","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","43126","","","","0"
"2010-06","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","42545","","","","0"
"2010-07","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","39805","","","","0"
"2010-08","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","38006","","","","0"
"2010-09","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","36153","","","","0"
"2010-10","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","33134","","","","0"
"2010-11","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","32402","","","","0"
"2010-12","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","29474","","","","0"
"2011-01","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","22069","","","","0"
"2011-02","Canada","2021A000011124","Total, new motor vehicles","All fuel types","Total, overseas","Units","Unadjusted","Units","300","units","0","v1617815725","1.1.1.3.1.1","25663","","","","0"
