"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1998","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","387","","","","0"
"1999","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","472","","","","0"
"2000","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","614","","","","0"
"2001","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","551","","","","0"
"2002","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","582","","","","0"
"2003","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","613","","","","0"
"2004","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","682","","","","0"
"2005","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","634","","","","0"
"2006","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","512","","","","0"
"2007","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","573","","","","0"
"2008","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","521","","","","0"
"2009","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","430","","","","0"
"2010","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","396","","","","0"
"2011","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","431","","","","0"
"2012","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","387","","","","0"
"2013","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","282","","","","0"
"2014","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","292","","","","0"
"2015","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","286","","","","0"
"2016","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","305","","","","0"
"2017","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","549","","","","0"
"2018","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","562","","","","0"
"2019","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","480","","","","0"
"2020","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","498","","","","0"
"2021","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","701","","","","0"
"2022","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","591","","","","0"
"2023","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","446","","","","0"
"2024","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","518","","","","0"
"2025","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units","0","v730527","3.1.2","607","","","","0"
"1955","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","13","","","","0"
"1956","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","10","","","","0"
"1957","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","11","","","","0"
"1958","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","26","","","","0"
"1959","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","128","","","","0"
"1960","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","25","","","","0"
"1961","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","334","","","","0"
"1962","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","35","","","","0"
"1963","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","89","","","","0"
"1964","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","103","","","","0"
"1965","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","101","","","","0"
"1966","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","148","","","","0"
"1967","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","38","","","","0"
"1968","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","101","","","","0"
"1969","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","188","","","","0"
"1970","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","159","","","","0"
"1971","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","78","","","","0"
"1972","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","178","","","","0"
"1973","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","152","","","","0"
"1974","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","126","","","","0"
"1975","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","114","","","","0"
"1976","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","96","","","","0"
"1977","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","247","","","","0"
"1978","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","220","","","","0"
"1979","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","267","","","","0"
"1980","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","127","","","","0"
"1981","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","2","","","","0"
"1982","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","69","","","","0"
"1983","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","293","","","","0"
"1984","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","227","","","","0"
"1985","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","229","","","","0"
"1986","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","327","","","","0"
"1987","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","234","","","","0"
"1988","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","447","","","","0"
"1989","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","359","","","","0"
"1990","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","279","","","","0"
"1991","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","177","","","","0"
"1992","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","223","","","","0"
"1993","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","185","","","","0"
"1994","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","215","","","","0"
"1995","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","58","","","","0"
"1996","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","124","","","","0"
"1997","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","96","","","","0"
"1998","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","137","","","","0"
"1999","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","144","","","","0"
"2000","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","96","","","","0"
"2001","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","124","","","","0"
"2002","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","193","","","","0"
"2003","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","201","","","","0"
"2004","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","237","","","","0"
"2005","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","228","","","","0"
"2006","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","226","","","","0"
"2007","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units","0","v730571","3.1.4","177","","","","0"
