"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Economic families","2020 constant dollars","425","units","0","v96416092","18.12.2","81000","B","","","0"
"2015","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Economic families","2020 constant dollars","425","units","0","v96416092","18.12.2","82700","B","","","0"
"2016","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Economic families","2020 constant dollars","425","units","0","v96416092","18.12.2","82500","A","","","0"
"2017","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Economic families","2020 constant dollars","425","units","0","v96416092","18.12.2","85100","A","","","0"
"2018","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Economic families","2020 constant dollars","425","units","0","v96416092","18.12.2","83700","A","","","0"
"2019","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Economic families","2020 constant dollars","425","units","0","v96416092","18.12.2","82100","A","","","0"
"2020","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Economic families","2020 constant dollars","425","units","0","v96416092","18.12.2","89300","A","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","22900","","","","0"
"1977","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","20200","","","","0"
"1978","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","27300","","","","0"
"1979","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","26500","","","","0"
"1980","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","26200","","","","0"
"1981","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","26900","","","","0"
"1982","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","25200","","","","0"
"1983","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","25900","","","","0"
"1984","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","26300","","","","0"
"1985","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","27600","","","","0"
"1986","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","31700","","","","0"
"1987","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","24300","","","","0"
"1988","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","25800","","","","0"
"1989","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","27100","","","","0"
"1990","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","25700","","","","0"
"1991","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","24400","","","","0"
"1992","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","22400","","","","0"
"1993","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","24700","C","","","0"
"1994","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","22500","B","","","0"
"1995","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","23900","B","","","0"
"1996","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","24200","B","","","0"
"1997","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","22800","B","","","0"
"1998","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","23900","C","","","0"
"1999","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","24400","C","","","0"
"2000","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","24700","B","","","0"
"2001","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","26500","C","","","0"
"2002","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","27500","C","","","0"
"2003","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","27500","C","","","0"
"2004","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","26400","C","","","0"
"2005","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","26400","C","","","0"
"2006","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","27600","C","","","0"
"2007","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","29200","C","","","0"
"2008","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","30700","C","","","0"
"2009","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","31400","C","","","0"
"2010","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","28900","D","","","0"
"2011","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","30900","C","","","0"
"2012","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","31100","B","","","0"
"2013","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","32600","C","","","0"
"2014","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","33000","B","","","0"
"2015","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","33300","C","","","0"
"2016","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","33600","C","","","0"
"2017","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","30900","B","","","0"
"2018","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","34800","B","","","0"
"2019","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","31800","C","","","0"
"2020","Winnipeg, Manitoba","2011S0503602","Median after-tax income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416104","18.12.14","34100","B","","","0"
"1976","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","70500","","","","0"
"1977","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","63000","","","","0"
"1978","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","60300","","","","0"
"1979","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","61700","","","","0"
"1980","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","74300","","","","0"
"1981","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","69200","","","","0"
"1982","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","73700","","","","0"
"1983","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","57700","","","","0"
"1984","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","56100","","","","0"
"1985","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","65400","","","","0"
"1986","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","63500","","","","0"
"1987","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","58400","","","","0"
"1988","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","66700","","","","0"
"1989","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","62300","","","","0"
"1990","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","55900","","","","0"
"1991","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","52900","","","","0"
"1992","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","48900","","","","0"
"1993","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","47200","C","","","0"
"1994","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","57500","C","","","0"
"1995","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","55500","C","","","0"
"1996","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","52100","B","","","0"
"1997","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","56200","C","","","0"
"1998","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","57000","C","","","0"
"1999","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","57300","C","","","0"
"2000","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","63700","C","","","0"
"2001","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","66200","C","","","0"
"2002","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","67400","C","","","0"
"2003","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","63400","C","","","0"
"2004","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","69500","C","","","0"
"2005","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","68400","C","","","0"
"2006","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","74100","C","","","0"
"2007","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","79900","C","","","0"
"2008","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","77900","C","","","0"
"2009","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","75500","C","","","0"
"2010","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","70100","C","","","0"
"2011","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","78200","C","","","0"
"2012","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","85100","C","","","0"
"2013","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","85300","C","","","0"
"2014","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","97400","C","","","0"
"2015","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","81500","C","","","0"
"2016","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","76800","C","","","0"
"2017","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","82100","C","","","0"
"2018","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","78900","C","","","0"
"2019","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","79200","C","","","0"
"2020","Calgary, Alberta","2011S0503825","Median market income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416171","19.4.1","71700","C","","","0"
"1976","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","88100","","","","0"
"1977","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","86800","","","","0"
"1978","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","84800","","","","0"
"1979","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","84300","","","","0"
"1980","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","91400","","","","0"
"1981","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","93900","","","","0"
"1982","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","96200","","","","0"
"1983","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","86500","","","","0"
"1984","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","76700","","","","0"
"1985","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","88100","","","","0"
"1986","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","85000","","","","0"
"1987","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","80900","","","","0"
"1988","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","85400","","","","0"
"1989","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","81200","","","","0"
"1990","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","80400","","","","0"
"1991","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","76200","","","","0"
"1992","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","65400","","","","0"
"1993","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","70600","B","","","0"
"1994","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","77000","B","","","0"
"1995","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","76600","C","","","0"
"1996","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","74700","B","","","0"
"1997","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","78300","C","","","0"
"1998","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","88000","C","","","0"
"1999","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","83900","C","","","0"
"2000","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","84600","B","","","0"
"2001","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","93000","B","","","0"
"2002","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","90800","C","","","0"
"2003","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","86900","C","","","0"
"2004","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","91100","C","","","0"
"2005","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","96700","C","","","0"
"2006","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","105500","C","","","0"
"2007","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","107400","C","","","0"
"2008","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","111800","C","","","0"
"2009","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","110200","C","","","0"
"2010","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","100700","C","","","0"
"2011","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","115700","B","","","0"
"2012","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","123100","C","","","0"
"2013","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","119500","C","","","0"
"2014","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","125500","C","","","0"
"2015","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","109200","C","","","0"
"2016","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","100000","C","","","0"
"2017","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","108900","B","","","0"
"2018","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","111000","B","","","0"
"2019","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","116600","C","","","0"
"2020","Calgary, Alberta","2011S0503825","Median market income","Economic families","2020 constant dollars","425","units","0","v96416172","19.4.2","98900","C","","","0"
"1976","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","24800","","","","0"
"1977","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","33600","","","","0"
"1978","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","37400","","","","0"
"1979","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","39400","","","","0"
"1980","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","37400","","","","0"
"1981","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","44000","","","","0"
"1982","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","42900","","","","0"
"1983","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","35400","","","","0"
"1984","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","27100","","","","0"
"1985","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","33900","","","","0"
"1986","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","27200","","","","0"
"1987","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","26700","","","","0"
"1988","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","33900","","","","0"
"1989","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","28000","","","","0"
"1990","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","28200","","","","0"
"1991","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","23200","","","","0"
"1992","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","25400","","","","0"
"1993","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","18600","D","","","0"
"1994","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","25200","D","","","0"
"1995","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","28100","D","","","0"
"1996","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","21900","D","","","0"
"1997","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","22700","D","","","0"
"1998","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","22700","D","","","0"
"1999","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","22500","E","","","0"
"2000","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","30100","E","","","0"
"2001","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","30400","D","","","0"
"2002","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","31900","E","","","0"
"2003","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","28600","E","","","0"
"2004","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","38600","D","","","0"
"2005","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","39700","D","","","0"
"2006","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","37900","D","","","0"
"2007","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","37300","D","","","0"
"2008","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","48300","D","","","0"
"2009","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","40400","D","","","0"
"2010","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","39800","D","","","0"
"2011","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","35400","E","","","0"
"2012","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","37900","D","","","0"
"2013","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","40600","D","","","0"
"2014","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","50500","D","","","0"
"2015","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","44100","D","","","0"
"2016","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","37800","E","","","0"
"2017","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","41400","C","","","0"
"2018","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","37900","D","","","0"
"2019","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","43800","D","","","0"
"2020","Calgary, Alberta","2011S0503825","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96416184","19.4.14","29300","E","","","0"
"1976","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1500","","","","0"
"1977","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1300","","","","0"
"1978","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","0","","","","0"
