"REF_DATE","GEO","DGUID","Type of building","Type of work","Variables","Seasonal adjustment, value type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-07","Yukon","2021A000260","Total residential and non-residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280132","12.1.3.5.1","34","","","","0"
"2024-08","Yukon","2021A000260","Total residential and non-residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280132","12.1.3.5.1","60","","","","0"
"2024-09","Yukon","2021A000260","Total residential and non-residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280132","12.1.3.5.1","50","","","","0"
"2024-10","Yukon","2021A000260","Total residential and non-residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280132","12.1.3.5.1","33","","","","0"
"2024-11","Yukon","2021A000260","Total residential and non-residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280132","12.1.3.5.1","16","","","","0"
"2024-12","Yukon","2021A000260","Total residential and non-residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280132","12.1.3.5.1","12","","","","0"
"2025-01","Yukon","2021A000260","Total residential and non-residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280132","12.1.3.5.1","8","","","","0"
"2025-02","Yukon","2021A000260","Total residential and non-residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280132","12.1.3.5.1","23","","","","0"
"2025-03","Yukon","2021A000260","Total residential and non-residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280132","12.1.3.5.1","26","","","","0"
"2025-04","Yukon","2021A000260","Total residential and non-residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280132","12.1.3.5.1","17","","","","0"
"2018-12","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","157","","","","0"
"2019-01","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1373","","","","0"
"2019-02","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1438","","","","0"
"2019-03","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1753","","","","0"
"2019-04","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","4520","","","","0"
"2019-05","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","5129","","","","0"
"2019-06","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","5527","","","","0"
"2019-07","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","7378","","","","0"
"2019-08","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","10366","","","","0"
"2019-09","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","5000","","","","0"
"2019-10","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","4182","","","","0"
"2019-11","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1360","","","","0"
"2019-12","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","73","","","","0"
"2020-01","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1046","","","","0"
"2020-02","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1919","","","","0"
"2020-03","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","431","","","","0"
"2020-04","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","4366","","","","0"
"2020-05","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","7119","","","","0"
"2020-06","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","9589","","","","0"
"2020-07","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","11792","","","","0"
"2020-08","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","4910","","","","0"
"2020-09","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","6594","","","","0"
"2020-10","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","7424","","","","0"
"2020-11","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","959","","","","0"
"2020-12","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","2481","","","","0"
"2021-01","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","410","","","","0"
"2021-02","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1002","","","","0"
"2021-03","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1872","","","","0"
"2021-04","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","15089","","","","0"
"2021-05","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","10434","","","","0"
"2021-06","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","14380","","","","0"
"2021-07","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","12828","","","","0"
"2021-08","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","14253","","","","0"
"2021-09","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","18760","","","","0"
"2021-10","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","5459","","","","0"
"2021-11","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","895","","","","0"
"2021-12","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","3143","","","","0"
"2022-01","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","165","","","","0"
"2022-02","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1137","","","","0"
"2022-03","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","2112","","","","0"
"2022-04","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","4078","","","","0"
"2022-05","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","5532","","","","0"
"2022-06","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","22246","","","","0"
"2022-07","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","4915","","","","0"
"2022-08","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","4779","","","","0"
"2022-09","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","14086","","","","0"
"2022-10","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","8579","","","","0"
"2022-11","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","11074","","","","0"
"2022-12","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1363","","","","0"
"2023-01","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","250","","","","0"
"2023-02","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","15285","","","","0"
"2023-03","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","11744","","","","0"
"2023-04","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1674","","","","0"
"2023-05","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","7320","","","","0"
"2023-06","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","6222","","","","0"
"2023-07","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","4725","","","","0"
"2023-08","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","2928","","","","0"
"2023-09","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","3658","","","","0"
"2023-10","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","4933","","","","0"
"2023-11","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","3423","","","","0"
"2023-12","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","0","","","","0"
"2024-01","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","287","","","","0"
"2024-02","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","302","","","","0"
"2024-03","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","136","","","","0"
"2024-04","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1792","","","","0"
"2024-05","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","2518","","","","0"
"2024-06","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","3967","","","","0"
"2024-07","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","33498","","","","0"
"2024-08","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","16648","","","","0"
"2024-09","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","40451","","","","0"
"2024-10","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","7292","","","","0"
"2024-11","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","3715","","","","0"
"2024-12","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1460","","","","0"
"2025-01","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1761","","","","0"
"2025-02","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","2887","","","","0"
"2025-03","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","4184","","","","0"
"2025-04","Yukon","2021A000260","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675061365","12.4.3.1.1","1715","","","","0"
"2018-12","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","4","","","","0"
"2019-01","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","11","","","","0"
"2019-02","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","12","","","","0"
"2019-03","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","14","","","","0"
"2019-04","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","47","","","","0"
"2019-05","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","39","","","","0"
"2019-06","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","46","","","","0"
"2019-07","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","40","","","","0"
"2019-08","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","113","","","","0"
"2019-09","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","40","","","","0"
"2019-10","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","40","","","","0"
"2019-11","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","12","","","","0"
"2019-12","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","3","","","","0"
"2020-01","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","10","","","","0"
"2020-02","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","11","","","","0"
"2020-03","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","5","","","","0"
"2020-04","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","69","","","","0"
"2020-05","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","63","","","","0"
"2020-06","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","108","","","","0"
"2020-07","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","77","","","","0"
"2020-08","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","75","","","","0"
"2020-09","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","67","","","","0"
"2020-10","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","49","","","","0"
"2020-11","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","8","","","","0"
"2020-12","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","5","","","","0"
"2021-01","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","1","","","","0"
"2021-02","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","6","","","","0"
"2021-03","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","15","","","","0"
"2021-04","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","57","","","","0"
"2021-05","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","78","","","","0"
"2021-06","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","62","","","","0"
"2021-07","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","34","","","","0"
"2021-08","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","43","","","","0"
"2021-09","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","50","","","","0"
"2021-10","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","22","","","","0"
"2021-11","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","6","","","","0"
"2021-12","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","8","","","","0"
"2022-01","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","2","","","","0"
"2022-02","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","9","","","","0"
"2022-03","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","17","","","","0"
"2022-04","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","26","","","","0"
"2022-05","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","41","","","","0"
"2022-06","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","36","","","","0"
"2022-07","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","28","","","","0"
"2022-08","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","27","","","","0"
"2022-09","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","64","","","","0"
"2022-10","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","36","","","","0"
"2022-11","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","22","","","","0"
"2022-12","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","12","","","","0"
"2023-01","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","3","","","","0"
"2023-02","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","24","","","","0"
"2023-03","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","20","","","","0"
"2023-04","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","8","","","","0"
"2023-05","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","43","","","","0"
"2023-06","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","40","","","","0"
"2023-07","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","32","","","","0"
"2023-08","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","24","","","","0"
"2023-09","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","20","","","","0"
"2023-10","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","41","","","","0"
"2023-11","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","13","","","","0"
"2023-12","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","0","","","","0"
"2024-01","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","1","","","","0"
"2024-02","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","3","","","","0"
"2024-03","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","2","","","","0"
"2024-04","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","13","","","","0"
"2024-05","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","15","","","","0"
"2024-06","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","31","","","","0"
"2024-07","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","24","","","","0"
"2024-08","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","50","","","","0"
"2024-09","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","41","","","","0"
"2024-10","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","25","","","","0"
"2024-11","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","12","","","","0"
"2024-12","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","11","","","","0"
"2025-01","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","6","","","","0"
"2025-02","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","23","","","","0"
"2025-03","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","24","","","","0"
"2025-04","Yukon","2021A000260","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675280181","12.4.3.5.1","13","","","","0"
"2018-12","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","217","","","","0"
"2019-01","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","40","","","","0"
"2019-02","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","600","","","","0"
"2019-03","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","1543","","","","0"
"2019-04","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","3375","","","","0"
"2019-05","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","5891","","","","0"
"2019-06","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","608","","","","0"
