"REF_DATE","GEO","DGUID","Institutional sector","Housing Type","Dwelling Occupation","Dwelling type","Tenure type","Estimate","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","137215","","","","0"
"2021-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","137735","","","","0"
"2021-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","138167","","","","0"
"2022-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","138395","","","","0"
"2022-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","138898","","","","0"
"2022-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","139414","","","","0"
"2022-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","139661","","","","0"
"2023-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","139896","","","","0"
"2023-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","140447","","","","0"
"2023-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","141099","","","","0"
"2023-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","141581","","","","0"
"2024-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","142181","","","","0"
"2024-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","142804","","","","0"
"2024-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","143287","","","","0"
"2024-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","143806","","","","0"
"2025-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","144552","","","","0"
"2025-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","145332","","","","0"
"2025-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","146204","","","","0"
"2025-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Total dwelling type","Renter","Unit of housing","Count","436","units","0","v1545136793","9.1.1.1.1.4.1","147414","","","","0"
"2016-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","356437","","","","0"
"2016-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","356804","","","","0"
"2016-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","357173","","","","0"
"2017-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","357542","","","","0"
"2017-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","357912","","","","0"
"2017-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","358283","","","","0"
"2017-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","358655","","","","0"
"2018-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","359028","","","","0"
"2018-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","359402","","","","0"
"2018-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","359777","","","","0"
"2018-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","360153","","","","0"
"2019-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","360528","","","","0"
"2019-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","360905","","","","0"
"2019-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","361282","","","","0"
"2019-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","361659","","","","0"
"2020-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","362037","","","","0"
"2020-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","362415","","","","0"
"2020-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","362794","","","","0"
"2020-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","363172","","","","0"
"2021-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","363552","","","","0"
"2021-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","364297","","","","0"
"2021-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","364665","","","","0"
"2021-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","365073","","","","0"
"2022-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","365434","","","","0"
"2022-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","365742","","","","0"
"2022-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","366085","","","","0"
"2022-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","366476","","","","0"
"2023-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","366831","","","","0"
"2023-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","367083","","","","0"
"2023-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","367337","","","","0"
"2023-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","367614","","","","0"
"2024-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","367854","","","","0"
"2024-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","368058","","","","0"
"2024-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","368277","","","","0"
"2024-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","368562","","","","0"
"2025-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","368873","","","","0"
"2025-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","369217","","","","0"
"2025-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","369536","","","","0"
"2025-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Total tenure type","Unit of housing","Count","436","units","0","v1545136798","9.1.1.1.2.1.1","370108","","","","0"
"2016-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","11799","","","","0"
"2016-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","11868","","","","0"
"2016-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","11938","","","","0"
"2017-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","12009","","","","0"
"2017-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","12081","","","","0"
"2017-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","12154","","","","0"
"2017-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","12227","","","","0"
"2018-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","12301","","","","0"
"2018-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","12375","","","","0"
"2018-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","12450","","","","0"
"2018-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","12526","","","","0"
"2019-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","12603","","","","0"
"2019-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","12680","","","","0"
"2019-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","12758","","","","0"
"2019-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","12837","","","","0"
"2020-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","12916","","","","0"
"2020-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","12996","","","","0"
"2020-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","13077","","","","0"
"2020-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","13159","","","","0"
"2021-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","13241","","","","0"
"2021-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","13324","","","","0"
"2021-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","13407","","","","0"
"2021-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","13491","","","","0"
"2022-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","13576","","","","0"
"2022-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","13661","","","","0"
"2022-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","13747","","","","0"
"2022-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","13834","","","","0"
"2023-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","13921","","","","0"
"2023-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","14009","","","","0"
"2023-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","14098","","","","0"
"2023-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","14187","","","","0"
"2024-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","14277","","","","0"
"2024-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","14368","","","","0"
"2024-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","14459","","","","0"
"2024-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","14551","","","","0"
"2025-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","14644","","","","0"
"2025-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","14737","","","","0"
"2025-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","14831","","","","0"
"2025-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Band","Unit of housing","Count","436","units","0","v1545136795","9.1.1.1.2.2.1","14926","","","","0"
"2016-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","306332","","","","0"
"2016-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","306511","","","","0"
"2016-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","306690","","","","0"
"2017-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","306868","","","","0"
"2017-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","307046","","","","0"
"2017-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","307224","","","","0"
"2017-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","307402","","","","0"
"2018-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","307579","","","","0"
"2018-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","307756","","","","0"
"2018-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","307932","","","","0"
"2018-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","308108","","","","0"
"2019-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","308283","","","","0"
"2019-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","308457","","","","0"
"2019-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","308632","","","","0"
"2019-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","308805","","","","0"
"2020-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","308978","","","","0"
"2020-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","309150","","","","0"
"2020-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","309322","","","","0"
"2020-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","309494","","","","0"
"2021-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","309665","","","","0"
"2021-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","310083","","","","0"
"2021-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","310185","","","","0"
"2021-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","310359","","","","0"
"2022-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","310526","","","","0"
"2022-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","310607","","","","0"
"2022-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","310713","","","","0"
"2022-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","310895","","","","0"
"2023-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","311051","","","","0"
"2023-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","311100","","","","0"
"2023-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","311123","","","","0"
"2023-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","311166","","","","0"
"2024-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","311168","","","","0"
"2024-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","311152","","","","0"
"2024-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","311173","","","","0"
"2024-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","311228","","","","0"
"2025-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","311261","","","","0"
"2025-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","311315","","","","0"
"2025-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","311356","","","","0"
"2025-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Owner","Unit of housing","Count","436","units","0","v1545136796","9.1.1.1.2.3.1","311484","","","","0"
"2016-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Renter","Unit of housing","Count","436","units","0","v1545136797","9.1.1.1.2.4.1","38306","","","","0"
"2016-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Renter","Unit of housing","Count","436","units","0","v1545136797","9.1.1.1.2.4.1","38425","","","","0"
"2016-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Renter","Unit of housing","Count","436","units","0","v1545136797","9.1.1.1.2.4.1","38544","","","","0"
"2017-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Renter","Unit of housing","Count","436","units","0","v1545136797","9.1.1.1.2.4.1","38664","","","","0"
"2017-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Renter","Unit of housing","Count","436","units","0","v1545136797","9.1.1.1.2.4.1","38784","","","","0"
"2017-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Renter","Unit of housing","Count","436","units","0","v1545136797","9.1.1.1.2.4.1","38905","","","","0"
"2017-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Renter","Unit of housing","Count","436","units","0","v1545136797","9.1.1.1.2.4.1","39027","","","","0"
"2018-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Renter","Unit of housing","Count","436","units","0","v1545136797","9.1.1.1.2.4.1","39149","","","","0"
"2018-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Renter","Unit of housing","Count","436","units","0","v1545136797","9.1.1.1.2.4.1","39271","","","","0"
"2018-07","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Renter","Unit of housing","Count","436","units","0","v1545136797","9.1.1.1.2.4.1","39395","","","","0"
"2018-10","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Renter","Unit of housing","Count","436","units","0","v1545136797","9.1.1.1.2.4.1","39519","","","","0"
"2019-01","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Renter","Unit of housing","Count","436","units","0","v1545136797","9.1.1.1.2.4.1","39643","","","","0"
"2019-04","Saskatchewan","2021A000247","Total economy","Total housing type","Total private dwellings","Single house","Renter","Unit of housing","Count","436","units","0","v1545136797","9.1.1.1.2.4.1","39767","","","","0"
