"REF_DATE","GEO","DGUID","Family type","Age of older adult","Family income","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","44380","","","","0"
"2016","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","46260","","","","0"
"2017","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","46890","","","","0"
"2018","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","49820","","","","0"
"2019","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","51790","","","","0"
"2020","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","58050","","","","0"
"2021","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","57460","","","","0"
"2022","Ontario","2016A000235","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21249339","16.2.1.23","58870","","","","0"
"2000","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","13000","","","","0"
"2001","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","13000","","","","0"
"2002","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","12900","","","","0"
"2003","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","12900","","","","0"
"2004","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","13100","","","","0"
"2005","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","13500","","","","0"
"2006","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","14800","","","","0"
"2007","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","15340","","","","0"
"2008","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","15880","","","","0"
"2009","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","16070","","","","0"
"2010","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","17680","","","","0"
"2011","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","16940","","","","0"
"2012","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","17090","","","","0"
"2013","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","17370","","","","0"
"2014","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","18540","","","","0"
"2015","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","19570","","","","0"
"2016","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","20680","","","","0"
"2017","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","21790","","","","0"
"2018","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","23040","","","","0"
"2019","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","23400","","","","0"
"2020","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","29380","","","","0"
"2021","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","27640","","","","0"
"2022","Ontario","2016A000235","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21249355","16.2.2.23","24990","","","","0"
"2000","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","19400","","","","0"
"2001","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","20500","","","","0"
"2002","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","20900","","","","0"
"2003","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","20800","","","","0"
"2004","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","21500","","","","0"
"2005","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","21100","","","","0"
"2006","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","23400","","","","0"
"2007","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","24280","","","","0"
"2008","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","25030","","","","0"
"2009","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","25190","","","","0"
"2010","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","27190","","","","0"
"2011","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","26180","","","","0"
"2012","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","26500","","","","0"
"2013","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","26700","","","","0"
"2014","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","28300","","","","0"
"2015","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","29980","","","","0"
"2016","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","31620","","","","0"
"2017","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","32890","","","","0"
"2018","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","34760","","","","0"
"2019","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","36010","","","","0"
"2020","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","42380","","","","0"
"2021","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","40490","","","","0"
"2022","Ontario","2016A000235","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21249371","16.2.3.23","39070","","","","0"
"2000","Ontario","2016A000235","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21259016","16.2.4.23","25700","","","","0"
"2001","Ontario","2016A000235","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21259016","16.2.4.23","28000","","","","0"
"2002","Ontario","2016A000235","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21259016","16.2.4.23","28500","","","","0"
"2003","Ontario","2016A000235","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21259016","16.2.4.23","29000","","","","0"
"2004","Ontario","2016A000235","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21259016","16.2.4.23","29700","","","","0"
"2005","Ontario","2016A000235","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21259016","16.2.4.23","28200","","","","0"
"2006","Ontario","2016A000235","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21259016","16.2.4.23","31900","","","","0"
"2007","Ontario","2016A000235","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21259016","16.2.4.23","32850","","","","0"
"2008","Ontario","2016A000235","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21259016","16.2.4.23","33900","","","","0"
"2009","Ontario","2016A000235","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21259016","16.2.4.23","33780","","","","0"
"2010","Ontario","2016A000235","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21259016","16.2.4.23","35560","","","","0"
"2011","Ontario","2016A000235","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21259016","16.2.4.23","35500","","","","0"
