"REF_DATE","GEO","DGUID","Age (15C)","Gender (3)","Statistics (2)","Religion (25)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","2021 Counts","Buddhist","","0","units","0","","2.4.2.1.2","25","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","2021 Counts","Christian","","0","units","0","","2.4.2.1.3","20540","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","2021 Counts","Hindu","","0","units","0","","2.4.2.1.19","225","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","2021 Counts","Jewish","","0","units","0","","2.4.2.1.20","10","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","2021 Counts","Muslim","","0","units","0","","2.4.2.1.21","460","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","2021 Counts","Sikh","","0","units","0","","2.4.2.1.22","315","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","2021 Counts","Other religions and spiritual traditions","","0","units","0","","2.4.2.1.24","65","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","2021 Counts","No religion and secular perspectives","","0","units","0","","2.4.2.1.25","5140","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","% distribution (2021)","Total - Religion","","0","units","0","","2.4.2.2.1","0.1","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","% distribution (2021)","Buddhist","","0","units","0","","2.4.2.2.2","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","% distribution (2021)","Christian","","0","units","0","","2.4.2.2.3","0.1","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","% distribution (2021)","Hindu","","0","units","0","","2.4.2.2.19","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","% distribution (2021)","Jewish","","0","units","0","","2.4.2.2.20","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","% distribution (2021)","Muslim","","0","units","0","","2.4.2.2.21","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","% distribution (2021)","Sikh","","0","units","0","","2.4.2.2.22","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","2.4.2.2.23","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","2.4.2.2.24","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Men+","% distribution (2021)","No religion and secular perspectives","","0","units","0","","2.4.2.2.25","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","2021 Counts","Total - Religion","","0","units","0","","2.4.3.1.1","24655","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","2021 Counts","Buddhist","","0","units","0","","2.4.3.1.2","10","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","2021 Counts","Christian","","0","units","0","","2.4.3.1.3","18980","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","2021 Counts","Hindu","","0","units","0","","2.4.3.1.19","95","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","2021 Counts","Jewish","","0","units","0","","2.4.3.1.20","15","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","2021 Counts","Muslim","","0","units","0","","2.4.3.1.21","250","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","2021 Counts","Sikh","","0","units","0","","2.4.3.1.22","185","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","2.4.3.1.23","10","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","2021 Counts","Other religions and spiritual traditions","","0","units","0","","2.4.3.1.24","135","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","2021 Counts","No religion and secular perspectives","","0","units","0","","2.4.3.1.25","4970","","","","0"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","% distribution (2021)","Total - Religion","","0","units","0","","2.4.3.2.1","0.1","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","% distribution (2021)","Buddhist","","0","units","0","","2.4.3.2.2","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","% distribution (2021)","Christian","","0","units","0","","2.4.3.2.3","0.1","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","% distribution (2021)","Hindu","","0","units","0","","2.4.3.2.19","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","% distribution (2021)","Jewish","","0","units","0","","2.4.3.2.20","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","% distribution (2021)","Muslim","","0","units","0","","2.4.3.2.21","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","% distribution (2021)","Sikh","","0","units","0","","2.4.3.2.22","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","2.4.3.2.23","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","2.4.3.2.24","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","15 to 24 years","Women+","% distribution (2021)","No religion and secular perspectives","","0","units","0","","2.4.3.2.25","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","2021 Counts","Total - Religion","","0","units","0","","2.7.1.1.1","267785","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","2021 Counts","Buddhist","","0","units","0","","2.7.1.1.2","370","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","2021 Counts","Christian","","0","units","0","","2.7.1.1.3","217320","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","2021 Counts","Hindu","","0","units","0","","2.7.1.1.19","650","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","2021 Counts","Jewish","","0","units","0","","2.7.1.1.20","125","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","2021 Counts","Muslim","","0","units","0","","2.7.1.1.21","1905","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","2021 Counts","Sikh","","0","units","0","","2.7.1.1.22","290","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","2.7.1.1.23","65","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","2021 Counts","Other religions and spiritual traditions","","0","units","0","","2.7.1.1.24","630","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","2021 Counts","No religion and secular perspectives","","0","units","0","","2.7.1.1.25","46425","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","% distribution (2021)","Total - Religion","","0","units","0","","2.7.1.2.1","0.7","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","% distribution (2021)","Buddhist","","0","units","0","","2.7.1.2.2","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","% distribution (2021)","Christian","","0","units","0","","2.7.1.2.3","0.6","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","% distribution (2021)","Hindu","","0","units","0","","2.7.1.2.19","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","% distribution (2021)","Jewish","","0","units","0","","2.7.1.2.20","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","% distribution (2021)","Muslim","","0","units","0","","2.7.1.2.21","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","% distribution (2021)","Sikh","","0","units","0","","2.7.1.2.22","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","2.7.1.2.23","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","2.7.1.2.24","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Total - Gender","% distribution (2021)","No religion and secular perspectives","","0","units","0","","2.7.1.2.25","0.1","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","2021 Counts","Total - Religion","","0","units","0","","2.7.2.1.1","129445","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","2021 Counts","Buddhist","","0","units","0","","2.7.2.1.2","175","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","2021 Counts","Christian","","0","units","0","","2.7.2.1.3","102510","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","2021 Counts","Hindu","","0","units","0","","2.7.2.1.19","390","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","2021 Counts","Jewish","","0","units","0","","2.7.2.1.20","50","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","2021 Counts","Muslim","","0","units","0","","2.7.2.1.21","975","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","2021 Counts","Sikh","","0","units","0","","2.7.2.1.22","140","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","2.7.2.1.23","40","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","2021 Counts","Other religions and spiritual traditions","","0","units","0","","2.7.2.1.24","245","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","2021 Counts","No religion and secular perspectives","","0","units","0","","2.7.2.1.25","24915","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","% distribution (2021)","Total - Religion","","0","units","0","","2.7.2.2.1","0.4","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","% distribution (2021)","Buddhist","","0","units","0","","2.7.2.2.2","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","% distribution (2021)","Christian","","0","units","0","","2.7.2.2.3","0.3","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","% distribution (2021)","Hindu","","0","units","0","","2.7.2.2.19","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","% distribution (2021)","Jewish","","0","units","0","","2.7.2.2.20","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","% distribution (2021)","Muslim","","0","units","0","","2.7.2.2.21","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","% distribution (2021)","Sikh","","0","units","0","","2.7.2.2.22","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","2.7.2.2.23","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","2.7.2.2.24","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Men+","% distribution (2021)","No religion and secular perspectives","","0","units","0","","2.7.2.2.25","0.1","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","2021 Counts","Total - Religion","","0","units","0","","2.7.3.1.1","138340","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","2021 Counts","Buddhist","","0","units","0","","2.7.3.1.2","195","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","2021 Counts","Christian","","0","units","0","","2.7.3.1.3","114810","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","2021 Counts","Hindu","","0","units","0","","2.7.3.1.19","260","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","2021 Counts","Jewish","","0","units","0","","2.7.3.1.20","75","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","2021 Counts","Muslim","","0","units","0","","2.7.3.1.21","935","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","2021 Counts","Sikh","","0","units","0","","2.7.3.1.22","150","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","2.7.3.1.23","25","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","2021 Counts","Other religions and spiritual traditions","","0","units","0","","2.7.3.1.24","385","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","2021 Counts","No religion and secular perspectives","","0","units","0","","2.7.3.1.25","21510","","","","0"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","% distribution (2021)","Total - Religion","","0","units","0","","2.7.3.2.1","0.4","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","% distribution (2021)","Buddhist","","0","units","0","","2.7.3.2.2","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","% distribution (2021)","Christian","","0","units","0","","2.7.3.2.3","0.3","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","% distribution (2021)","Hindu","","0","units","0","","2.7.3.2.19","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","% distribution (2021)","Jewish","","0","units","0","","2.7.3.2.20","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","% distribution (2021)","Muslim","","0","units","0","","2.7.3.2.21","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","% distribution (2021)","Sikh","","0","units","0","","2.7.3.2.22","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","2.7.3.2.23","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","2.7.3.2.24","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","25 to 64 years","Women+","% distribution (2021)","No religion and secular perspectives","","0","units","0","","2.7.3.2.25","0.1","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","2021 Counts","Total - Religion","","0","units","0","","2.13.1.1.1","114740","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","2021 Counts","Buddhist","","0","units","0","","2.13.1.1.2","55","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","2021 Counts","Christian","","0","units","0","","2.13.1.1.3","107715","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","2021 Counts","Hindu","","0","units","0","","2.13.1.1.19","85","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","2021 Counts","Jewish","","0","units","0","","2.13.1.1.20","60","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","2021 Counts","Muslim","","0","units","0","","2.13.1.1.21","60","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","2021 Counts","Sikh","","0","units","0","","2.13.1.1.22","15","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","2.13.1.1.23","10","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","2021 Counts","Other religions and spiritual traditions","","0","units","0","","2.13.1.1.24","75","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","2021 Counts","No religion and secular perspectives","","0","units","0","","2.13.1.1.25","6670","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","% distribution (2021)","Total - Religion","","0","units","0","","2.13.1.2.1","0.3","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","% distribution (2021)","Buddhist","","0","units","0","","2.13.1.2.2","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","% distribution (2021)","Christian","","0","units","0","","2.13.1.2.3","0.3","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","% distribution (2021)","Hindu","","0","units","0","","2.13.1.2.19","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","% distribution (2021)","Jewish","","0","units","0","","2.13.1.2.20","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","% distribution (2021)","Muslim","","0","units","0","","2.13.1.2.21","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","% distribution (2021)","Sikh","","0","units","0","","2.13.1.2.22","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","2.13.1.2.23","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","2.13.1.2.24","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Total - Gender","% distribution (2021)","No religion and secular perspectives","","0","units","0","","2.13.1.2.25","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","2021 Counts","Total - Religion","","0","units","0","","2.13.2.1.1","54960","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","2021 Counts","Buddhist","","0","units","0","","2.13.2.1.2","25","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","2021 Counts","Christian","","0","units","0","","2.13.2.1.3","50815","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","2021 Counts","Hindu","","0","units","0","","2.13.2.1.19","45","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","2021 Counts","Jewish","","0","units","0","","2.13.2.1.20","40","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","2021 Counts","Muslim","","0","units","0","","2.13.2.1.21","25","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","2021 Counts","Sikh","","0","units","0","","2.13.2.1.22","10","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","2021 Counts","Other religions and spiritual traditions","","0","units","0","","2.13.2.1.24","40","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","2021 Counts","No religion and secular perspectives","","0","units","0","","2.13.2.1.25","3960","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","% distribution (2021)","Total - Religion","","0","units","0","","2.13.2.2.1","0.2","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","% distribution (2021)","Buddhist","","0","units","0","","2.13.2.2.2","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","% distribution (2021)","Christian","","0","units","0","","2.13.2.2.3","0.1","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","% distribution (2021)","Hindu","","0","units","0","","2.13.2.2.19","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","% distribution (2021)","Jewish","","0","units","0","","2.13.2.2.20","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","% distribution (2021)","Muslim","","0","units","0","","2.13.2.2.21","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","% distribution (2021)","Sikh","","0","units","0","","2.13.2.2.22","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","2.13.2.2.23","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","2.13.2.2.24","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Men+","% distribution (2021)","No religion and secular perspectives","","0","units","0","","2.13.2.2.25","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","2021 Counts","Total - Religion","","0","units","0","","2.13.3.1.1","59785","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","2021 Counts","Buddhist","","0","units","0","","2.13.3.1.2","30","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","2021 Counts","Christian","","0","units","0","","2.13.3.1.3","56905","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","2021 Counts","Hindu","","0","units","0","","2.13.3.1.19","40","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","2021 Counts","Jewish","","0","units","0","","2.13.3.1.20","20","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","2021 Counts","Muslim","","0","units","0","","2.13.3.1.21","35","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","2021 Counts","Sikh","","0","units","0","","2.13.3.1.22","10","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","2021 Counts","Other religions and spiritual traditions","","0","units","0","","2.13.3.1.24","35","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","2021 Counts","No religion and secular perspectives","","0","units","0","","2.13.3.1.25","2710","","","","0"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","% distribution (2021)","Total - Religion","","0","units","0","","2.13.3.2.1","0.2","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","% distribution (2021)","Buddhist","","0","units","0","","2.13.3.2.2","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","% distribution (2021)","Christian","","0","units","0","","2.13.3.2.3","0.2","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","% distribution (2021)","Hindu","","0","units","0","","2.13.3.2.19","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","% distribution (2021)","Jewish","","0","units","0","","2.13.3.2.20","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","% distribution (2021)","Muslim","","0","units","0","","2.13.3.2.21","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","% distribution (2021)","Sikh","","0","units","0","","2.13.3.2.22","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","2.13.3.2.23","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","2.13.3.2.24","0.0","","","","1"
"2021","Newfoundland and Labrador","2021A000210","65 years and over","Women+","% distribution (2021)","No religion and secular perspectives","","0","units","0","","2.13.3.2.25","0.0","","","","1"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","2021 Counts","Total - Religion","","0","units","0","","7.1.1.1.1","150485","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","2021 Counts","Buddhist","","0","units","0","","7.1.1.1.2","755","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","2021 Counts","Christian","","0","units","0","","7.1.1.1.3","101755","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","2021 Counts","Hindu","","0","units","0","","7.1.1.1.19","1245","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","2021 Counts","Jewish","","0","units","0","","7.1.1.1.20","165","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","2021 Counts","Muslim","","0","units","0","","7.1.1.1.21","1720","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","2021 Counts","Sikh","","0","units","0","","7.1.1.1.22","1165","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","2021 Counts","Traditional (North American Indigenous) spirituality","","0","units","0","","7.1.1.1.23","75","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","2021 Counts","Other religions and spiritual traditions","","0","units","0","","7.1.1.1.24","765","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","2021 Counts","No religion and secular perspectives","","0","units","0","","7.1.1.1.25","42830","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","% distribution (2021)","Total - Religion","","0","units","0","","7.1.1.2.1","0.4","","","","1"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","% distribution (2021)","Buddhist","","0","units","0","","7.1.1.2.2","0.0","","","","1"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","% distribution (2021)","Christian","","0","units","0","","7.1.1.2.3","0.3","","","","1"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","% distribution (2021)","Hindu","","0","units","0","","7.1.1.2.19","0.0","","","","1"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","% distribution (2021)","Jewish","","0","units","0","","7.1.1.2.20","0.0","","","","1"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","% distribution (2021)","Muslim","","0","units","0","","7.1.1.2.21","0.0","","","","1"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","% distribution (2021)","Sikh","","0","units","0","","7.1.1.2.22","0.0","","","","1"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","% distribution (2021)","Traditional (North American Indigenous) spirituality","","0","units","0","","7.1.1.2.23","0.0","","","","1"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","% distribution (2021)","Other religions and spiritual traditions","","0","units","0","","7.1.1.2.24","0.0","","","","1"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Gender","% distribution (2021)","No religion and secular perspectives","","0","units","0","","7.1.1.2.25","0.1","","","","1"
"2021","Prince Edward Island","2021A000211","Total - Age","Men+","2021 Counts","Total - Religion","","0","units","0","","7.1.2.1.1","73545","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Men+","2021 Counts","Buddhist","","0","units","0","","7.1.2.1.2","320","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Men+","2021 Counts","Christian","","0","units","0","","7.1.2.1.3","47920","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Men+","2021 Counts","Hindu","","0","units","0","","7.1.2.1.19","835","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Men+","2021 Counts","Jewish","","0","units","0","","7.1.2.1.20","85","","","","0"
