"Entry","Name","Origin","Source","Lat","Lon","CollDate","CollDate_Group","a","b","c","DTF_Cluster","DTF_PC1","DTF_PC2","DTF_PC3","myG_PC1","myG_PC2","myG_PC3","STR_Group","G1","G2","G3","G4","G5","G6","G7","G8","Region","SubRegion","ISO3","Country_Lat","Country_Lon","Size","SeedMass1000","diameter","CotyledonColor","TestaColor","TestaPattern","BlackTesta","Urls"
58,"ILL 11557 AGL","India","ICARDA",NA,NA,NA,NA,-0.0181523509957751,0.000683847825529876,0.00183651777597529,1,-6.66412615807566,1.34851989692361,-0.331814788146615,195.764098588978,2.78867435717745,-162.967741084382,"G4",0.083551,0,0.055978,0.820031,0,0,0.039194,0.001246,"Asia","Southern Asia","IND",22.88578035,79.61197355,"L",45.359477124183,0.52,"Yellow","Grey","Dotted;Marbled","Pattern",NA
59,"ILL 11558 AGL","India","ICARDA",NA,NA,NA,NA,-0.0189643761007361,0.000651109520184028,0.00194150051586243,1,-6.85193712927304,1.27558510507316,-0.309283717310349,255.771650271371,7.0279135167272,-179.537292316163,"G4",0,0,0.099594,0.900406,0,0,0,0,"Asia","Southern Asia","IND",22.88578035,79.61197355,"M",38.0271084337349,0.482,"Red","Grey","Dotted;Marbled","Pattern",NA
60,"ILL 1220 AGL","Iran","ICARDA",NA,NA,1973,"1960-1980",-0.0228503246804326,0.000449677066690225,0.00231023665179214,4,0.70438677835998,-1.24718311770214,-1.55846081212698,59.4418062930327,16.1355744564433,66.7074807806426,"G1",0.803006,0,0,0,0,0.146196,0.050798,0,"Asia","Southern Asia","IRN",32.41,54.41,"M",50,0.491,"Yellow","Grey","Absent","Absent","https://purl.org/germplasm/id/45226e4b-c47a-4270-913e-9428fc321da5;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1595430;http://grs.icarda.org/accessions/?IG=1220"
61,"ILL 1553 AGL","Iran","ICARDA",NA,NA,NA,NA,-0.0229956760225313,0.000502638408834135,0.00229802943810192,4,-1.34072312204264,-0.887073113054085,-1.52263382752869,63.8772736737892,33.4719742983664,75.7123461545923,"G1",0.998973,0,0,0,0,0.001027,0,0,"Asia","Southern Asia","IRN",32.41,54.41,"L",47.5667189952904,0.505,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/6bb45132-2e15-4550-990f-21c0c25ab37e;http://grs.icarda.org/accessions/?IG=1553"
62,"ILL 1762 AGL","Afghanistan","ICARDA",NA,NA,NA,NA,-0.0208806832407695,0.000285079080938885,0.00229584379164775,6,3.2942956656055,-1.63274029211072,0.367438750233493,248.287809614742,6.90529821110196,71.1791747229476,"G6",0,0,0.063049,0.088492,0,0.848459,0,0,"Asia","Southern Asia","AFG",33.83523216,66.00473115,"S",27.1414242728185,0.35,"Red","Brown","Dotted","Pattern","https://purl.org/germplasm/id/0af352a7-b519-410e-a879-1bbac0f773d6;http://grs.icarda.org/accessions/?IG=1762"
63,"ILL 1983 AGL","Ethiopia","ICARDA",NA,NA,NA,NA,-0.0195407203835578,0.000365323058952336,0.00221242349150236,2,-3.05078856119676,0.0217536364693801,0.844994826343628,264.790898218721,8.37952966007959,-252.671987291515,"G4",0,0,0,1,0,0,0,0,"Africa","Eastern Africa","ETH",8.62278417,39.6008014,"S",28.1417830290011,0.34,"Red","Brown","Dotted;Marbled","Pattern","https://purl.org/germplasm/id/1c507e60-05dd-4cca-82f7-2257095f74c5;http://grs.icarda.org/accessions/?IG=1983"
64,"ILL 213 AGL","Afghanistan","ICARDA",NA,NA,1953,"1940-1960",-0.0232723908603942,0.000325047840567313,0.00251682851980085,5,0.433343096157756,-2.84297842101246,0.582843763899993,217.615920812862,-7.36251069464596,87.7902466356849,"G6",0,0,0.106178,0.070215,0,0.823607,0,0,"Asia","Southern Asia","AFG",33.83523216,66.00473115,"S",25.8401880141011,0.361,"Red","Grey","Absent","Absent","https://purl.org/germplasm/id/d5061058-97c1-4e0d-b41e-001874c1e276;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1175111;http://grs.icarda.org/accessions/?IG=213"
65,"ILL 2194 AGL","Pakistan","ICARDA",NA,NA,1960,"1940-1960",-0.0217666196432822,0.000226612471930388,0.00249286591261345,5,0.31094471382633,-1.93745712240346,1.23629904414777,-107.093543894231,-242.118794866777,1.2497135614459,"Mix",0,0.028724,0,0,0.592333,0,0.378943,0,"Asia","Southern Asia","PAK",29.94975221,69.33958027,"M",49.5067264573991,0.486,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/a68895c5-f10b-4bb3-a506-430c087a63ed;http://grs.icarda.org/accessions/?IG=2194"
66,"PI 431893 LSP AGL","Iran","USDA",NA,NA,1979,"1960-1980",-0.0199138223525986,0.000641735642109948,0.00186292327584383,3,0.0432663790768048,1.18867604799965,-2.0640249821118,56.5653030299116,100.59370449747,69.6433078214705,"Mix",0.0053,0,0.018729,0,0,0.475777,0,0.500195,"Asia","Southern Asia","IRN",32.41,54.41,"M",31.7614879649891,0.421,"Red","Grey","Mottle1","Mottle","https://purl.org/germplasm/id/8da9856b-ffa7-4ab6-a583-07f16ca0381d;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818585"
67,"ILL 2507 AGL","India","ICARDA",NA,NA,NA,NA,-0.0185995648755108,0.000454564381425879,0.00209596373388194,2,-5.11000347591016,0.429426706747912,0.884444888082819,270.262514992557,9.86450233064286,-259.991937688058,"G4",0,0,0,1,0,0,0,0,"Asia","Southern Asia","IND",22.88578035,79.61197355,"S",27.9203109815355,0.36,"Red","Grey","Dotted;Marbled","Pattern","https://purl.org/germplasm/id/e0459f0f-ba51-4643-97b2-820c576df4df;http://grs.icarda.org/accessions/?IG=2507"
68,"ILL 2580 AGL","India","ICARDA",NA,NA,NA,NA,-0.0217887177895292,0.0003531784290291,0.00241415670957185,2,-2.75456961490989,-1.11855379913612,0.822440071238414,54.0575984419572,-188.806043570136,-106.186281104429,"Mix",0,0,0,0.430384,0.569616,0,0,0,"Asia","Southern Asia","IND",22.88578035,79.61197355,"M",33.85,0.405,"Red","Brown","Dotted;Marbled","Pattern","https://purl.org/germplasm/id/7a9cf658-502f-4065-84fa-953073a8d198;http://grs.icarda.org/accessions/?IG=2580"
69,"ILL 28 AGL","Syria","ICARDA",NA,NA,NA,NA,-0.0206234969081093,0.000249843193812161,0.00237506100944116,5,-0.0991340683628849,-0.983261623401378,0.986724003902242,-115.213990305225,-113.254579907374,-14.4882639857232,"G7",0,0.184508,0,0,0,0,0.815492,0,"Asia","Western Asia","SYR",35.24,38.59,"XL",77.9752066115703,0.606,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/e06b1cfb-6cb4-4634-a404-b2d05d0e0d28;http://grs.icarda.org/accessions/?IG=30"
70,"ILL 3025 AGL","India","ICARDA",NA,NA,NA,NA,-0.0201217862173026,0.000383589760948331,0.00228125882020459,2,-4.64061737011487,-0.200710487141306,0.815160105516425,234.316991659797,0.155034743473481,-220.949354986258,"G4",0,0,0,1,0,0,0,0,"Asia","Southern Asia","IND",22.88578035,79.61197355,"S",25.0344827586207,0.344,"Red","Grey","Dotted;Marbled","Pattern","https://purl.org/germplasm/id/12bf7346-e111-4842-840d-7da9776d2b1e;http://grs.icarda.org/accessions/?IG=3025"
71,"ILL 313 AGL","Israel","ICARDA",NA,NA,1962,"1960-1980",-0.021913682647779,0.000293963191091365,0.0024162703585228,5,1.10898801238418,-2.09600137632158,0.827350420807328,-140.367450279483,47.0902511934237,-4.34411382571822,"Mix",0,0,0,0,0,0,0.371755,0.628245,"Asia","Western Asia","ISR",31.4611019,35.00444995,"M",36.576297443842,0.434,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/0aa34cec-e71f-4fd3-ba0d-8928c9c95435;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1225052;http://grs.icarda.org/accessions/?IG=313"
72,"ILL 3347 AGL","India","ICARDA",NA,NA,NA,NA,-0.0191831105498512,0.000437812758421594,0.00214483940254739,2,-4.63191939557234,0.342689238014881,0.666390544177616,263.494726133927,7.62325069484954,-251.873271788839,"G4",0,0,0,1,0,0,0,0,"Asia","Southern Asia","IND",22.88578035,79.61197355,"M",27.4806800618238,0.464,"Red","Grey","Dotted;Marbled","Pattern","https://purl.org/germplasm/id/b5379e24-061c-4b78-bded-d504da0e2a2b;http://grs.icarda.org/accessions/?IG=3347"
73,"ILL 358 AGL","Ethiopia","ICARDA",NA,NA,1972,"1960-1980",-0.0213612757928372,0.000311160193034609,0.00238784373764569,5,-1.28577659867069,-1.18558174534888,0.620481882662782,-118.3730982829,-180.1144182285,-9.97426644352612,"Mix",0,0,0,0,0.583704,0,0.176831,0.239464,"Africa","Eastern Africa","ETH",8.62278417,39.6008014,"M",44.9122807017544,0.473,"Red","Green","Absent","Absent","https://purl.org/germplasm/id/0db4c507-b592-4e62-8319-a4a9f3f1f771;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1225932;http://grs.icarda.org/accessions/?IG=358"
74,"ILL 3597 AGL","India","ICARDA",NA,NA,NA,NA,-0.0215834524455359,0.000335144554487024,0.00243194147592646,2,-3.56421147589678,-1.05122459717541,0.948066695673685,267.303946277711,9.79523323244544,-257.254549073892,"G4",0,0,0,1,0,0,0,0,"Asia","Southern Asia","IND",22.88578035,79.61197355,"S",24.9888143176734,0.345,"Red","Grey","Dotted;Marbled","Pattern","https://purl.org/germplasm/id/2c990614-72a9-47dd-b0cb-d587c1dd0d49;http://grs.icarda.org/accessions/?IG=3597"
75,"ILL 4164 AGL","India","ICARDA",NA,NA,NA,NA,-0.0206294000703119,0.000224187102819672,0.0024353198934774,5,-0.908597692134753,-1.78355817633267,2.18940553957474,50.4816787327938,42.0405731657968,-31.9219549262148,"G2",0,1,0,0,0,0,0,0,"Asia","Southern Asia","IND",22.88578035,79.61197355,"M",43.9102564102564,0.417,"Red","Brown","Dotted","Pattern","https://purl.org/germplasm/id/3ad17e2c-4d60-4dab-b214-55f7e6631d33;http://grs.icarda.org/accessions/?IG=4164"
76,"ILL 4400 AGL","Syria","ICARDA",NA,NA,NA,NA,-0.0198911470605223,0.000308645014939964,0.00222159842162313,5,1.25003261115748,-0.7816358408509,1.07573259955457,-190.591019139853,-43.6759439810609,4.40426526084589,"Mix",0,0,0,0,0,0,0.746073,0.253927,"Asia","Western Asia","SYR",35.24,38.59,"L",65.0335570469799,0.586,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/c20daf59-8bb1-4eb7-b42d-cf6d0661c737;http://grs.icarda.org/accessions/?IG=4400"
77,"ILL 4605 AGL","Argentina","ICARDA",NA,NA,1979,"1960-1980",-0.0149022284971595,0.000698806402896576,0.00155075966181536,1,-6.56956279797553,2.8781115781781,-0.0214927136951486,-188.227811427563,-35.2415474097744,-13.2952126656519,"Mix",0,0,0,0,0,0,0.735107,0.264893,"Americas","South America","ARG",-35.38135347,-65.17980881,"L",58.44,0.548,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/3035af0b-b79f-40c4-8d40-431c69788eb9;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818698;http://grs.icarda.org/accessions/?IG=141860"
78,"ILL 4609 AGL","Netherlands","ICARDA",NA,NA,NA,NA,-0.0212430819210399,0.000243819170694588,0.00240961015803164,5,1.19040352271576,-1.6716530412254,0.672929581218149,224.924162847564,6.25955159358796,-188.750314140816,"G4",0,0,0,1,0,0,0,0,"Europe","Western Europe","NLD",52.10080804,5.2814735,"S",27.1926427879961,0.387,"Red","Grey","Dotted","Pattern","https://purl.org/germplasm/id/eb586729-32c0-401e-8847-7e3eec7c01cc;http://grs.icarda.org/accessions/?IG=4609"
79,"ILL 4665 AGL","Hungary","ICARDA",NA,NA,NA,NA,-0.0190150272587902,0.000361151037965179,0.00208461167895839,3,0.766051908197749,0.760502362925675,-0.232510258285775,-199.896833188876,6.9645636133883,-6.18500531762963,"Mix",0,0,0,0,0,0,0.577038,0.422962,"Europe","Eastern Europe","HUN",47.16277712,19.39559381,"XL",64.582560296846,0.636,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/39925a30-8b45-4317-8049-d397ede2b831;http://grs.icarda.org/accessions/?IG=4665"
80,"ILL 4671 AGL","USA","ICARDA",46.73,-117.16,NA,NA,-0.018582624563664,0.000282210117493365,0.00213489689079541,7,1.94216670715954,-0.264735150689514,1.62311699208044,-213.892649315338,-139.052267245705,-12.3270976040028,"G7",0,0,0,0,0,0,1,0,"Americas","Northern America","USA",39,-101.5,"L",69.8387096774194,0.511,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/ae95817b-4670-4600-b4f1-5ffeac4dac0d;http://grs.icarda.org/accessions/?IG=4671"
81,"ILL 4768 AGL","Yemen","ICARDA",NA,NA,NA,NA,-0.0211982658190053,0.000417841038148608,0.00236577926764804,2,-5.29325394776598,-0.993403492642438,0.885095700177431,-69.9686788529991,-315.326745815827,11.3607025676352,"G5",0,0,0,0,1,0,0,0,"Asia","Western Asia","YEM",15.90927655,47.58676005,"S",35.6379310344828,0.395,"Red","Brown","Dotted;Spotted","Pattern","https://purl.org/germplasm/id/4853dd7e-2e0d-45f1-a5c3-3e9638486e1a;http://grs.icarda.org/accessions/?IG=4768"
82,"ILL 4782 AGL","Unknown","ICARDA",NA,NA,NA,NA,-0.0217329674655727,0.000450765163724212,0.00237641903855986,2,-5.43959707792823,-1.11335501174646,0.764959802872646,56.8363216069445,97.7720242545346,33.3259334400402,"G1",0.894389,0.059094,0,0,0,0,0,0.046517,"Other","Other",NA,NA,NA,"M",36.7431693989071,0.402,"Red","Brown","Dotted;Spotted","Pattern","https://purl.org/germplasm/id/93989665-0563-46e2-aab3-009c66defdcb;http://grs.icarda.org/accessions/?IG=4782"
83,"ILL 4783 AGL","Czech Republic","ICARDA",NA,NA,NA,NA,-0.0187448202217303,0.00035861271372547,0.00201317720816914,7,3.92632163580195,0.667857329762503,-0.573299719746783,-178.59118962479,76.2596618626012,13.9434604322093,"Mix",0,0,0,0,0,0,0.359669,0.640331,"Europe","Eastern Europe","CZE",49.69,15.6,"XL",62.3731884057971,0.631,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/58212a8d-e12e-4ceb-b486-4291d5cac817;http://grs.icarda.org/accessions/?IG=4783"
84,"ILL 4804 AGL","Libya","ICARDA",NA,NA,NA,NA,-0.0215479713518684,0.000292975481741178,0.00241708284917475,5,-0.782890939804821,-1.63616087729838,0.890066045331343,-108.83419596016,75.7203956741539,-21.6106224947747,"Mix",0,0.124735,0,0,0.041709,0,0.167728,0.665827,"Africa","Northern Africa","LBY",27.03094247,18.00865782,"M",34.5845845845846,0.424,"Red","Brown","Absent","Absent","https://purl.org/germplasm/id/a1f24059-02c3-4bf0-8907-dbce16d62975;http://grs.icarda.org/accessions/?IG=4804"
85,"ILL 4875 AGL","Uzbekistan","ICARDA",NA,NA,NA,NA,-0.01824611283589,0.00038699076021458,0.00191345783261528,8,5.19595043207071,1.03385880460886,-0.354247196144359,234.144496439333,13.1552517691764,92.7441377937336,"G6",0,0,5.6e-05,0.055916,0,0.944028,0,0,"Asia","Central Asia","UZB",41.75554081,63.14001799,"S",27.2653429602888,0.39,"Red","Grey","Marbled","Pattern","https://purl.org/germplasm/id/0057d8c7-a68e-4810-8c22-038c4aadaa32;http://grs.icarda.org/accessions/?IG=4875"
86,"ILL 4956 AGL","Portugal","ICARDA",NA,NA,NA,NA,-0.0196960207211073,0.000421643702100093,0.00203517304181256,7,2.78303877909788,0.530529023184759,-1.01406535635291,-140.464555341772,186.730704031037,3.96782929704646,"G8",0,0,0,0,0,0,0,1,"Europe","Southern Europe","PRT",39.59550247,-8.50105506,"L",41.9642857142857,0.506,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/9281660b-6d6d-4a54-a7db-f211ef491ba4;http://grs.icarda.org/accessions/?IG=4956"
87,"ILL 5058 AGL","Spain","ICARDA",NA,NA,NA,NA,-0.0174791015134975,0.000281138688804235,0.00198197558025128,7,5.33720950491929,0.639123659054981,0.943786729611409,-168.56255093591,-61.4497000357438,-2.76338275858878,"Mix",0,0,0,0,0,0,0.728795,0.271205,"Europe","Southern Europe","ESP",40.24448626,-3.64754874,"XL",76.2035225048924,0.603,"Yellow","Green","Mottle2","Mottle","https://purl.org/germplasm/id/b940f722-691f-421c-ab6d-cf429acae2af;http://grs.icarda.org/accessions/?IG=5058"
88,"ILL 5151 AGL","India","ICARDA",NA,NA,NA,NA,-0.0197679890563761,0.000235101955764912,0.00233366941425511,5,-0.389534008967971,-0.967533035999868,1.79449209202318,-75.8677977240171,-299.40542524038,10.1165590925713,"G5",0,0,0,0,0.980581,0,0.019419,0,"Asia","Southern Asia","IND",22.88578035,79.61197355,"M",42.1084337349398,0.401,"Red","Brown","Spotted","Pattern","https://purl.org/germplasm/id/036330c0-3419-4ec1-88c4-901290c702ac;http://grs.icarda.org/accessions/?IG=5151"
89,"ILL 5209 AGL","Jordan","ICARDA",NA,NA,1980,"1960-1980",-0.0200050933158994,0.000232911616839259,0.00237057124810163,5,-1.1658531475664,-1.25532494264914,1.80726174118867,-111.434325871472,-321.764577066392,4.70289822528937,"G5",0,0,0,0,0.908452,0,0.091547,0,"Asia","Western Asia","JOR",31.24579389,36.77137251,"M",46.0863309352518,0.447,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/30d7eb42-31bf-4ad5-968b-736d9f276e15;http://grs.icarda.org/accessions/?IG=5209"
90,"ILL 5480 AGL","Czech Republic","ICARDA",NA,NA,1983,"1980-2000",-0.0183241316299704,0.000413105976712591,0.00191943784055352,7,3.15406487834617,1.57396031044518,-0.75742536955421,-171.592288312353,84.0619656437589,12.3607657926533,"Mix",0,0,0,0,0,0,0.329131,0.670869,"Europe","Eastern Europe","CZE",49.69,15.6,"L",48.9724770642202,0.55,"Yellow","Green","Mottle0","Mottle","https://purl.org/germplasm/id/e4eae9f9-3216-4dee-9731-68bdec54dd61;http://grs.icarda.org/accessions/?IG=4897"
91,"ILL 5639 AGL","Ethiopia","ICARDA",NA,NA,1950,"1940-1960",-0.0206480059478978,0.00038309385967882,0.00223981027336222,4,-0.286462826792781,-0.938420755159573,-0.0176945744506511,-136.648425830186,60.4280600028947,-26.9648007709827,"Mix",0,0,0,0,0,0,0.383739,0.616261,"Africa","Eastern Africa","ETH",8.62278417,39.6008014,"M",36.9723018147087,0.442,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/e35a62f3-0408-4f97-9c7c-249c2862118b;http://grs.icarda.org/accessions/?IG=5639"
92,"ILL 5722 AGL","Turkey","ICARDA",NA,NA,1984,"1980-2000",-0.0229876094278461,0.000701509817461331,0.00214402323621217,2,-4.53780591715302,-0.180728302877506,-1.58044183797409,-109.493612392245,-78.6904455684607,1.35077341890957,"Mix",0.09873,0.077161,0,0,0.150746,0,0.480122,0.19324,"Asia","Western Asia","TUR",39.06160342,35.16895529,"L",59.0322580645161,0.55,"Red","Grey","Absent","Absent","https://purl.org/germplasm/id/3d6ae0b5-8ace-4ef0-8c15-f4841124a639;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1639034;http://grs.icarda.org/accessions/?IG=5722"
93,"ILL 5883 AGL","Jordan","ICARDA",NA,NA,1984,"1980-2000",-0.0211386279393998,0.000265796875195395,0.00242617614175506,5,-1.02014296015576,-1.63239349487666,1.17582500152056,-119.215015618625,-322.295607127931,-2.37949954726594,"G5",0,0,0,0,0.945235,0,0.054765,0,"Asia","Western Asia","JOR",31.24579389,36.77137251,"L",51.9575856443719,0.504,"Red","Green","Absent","Absent","https://purl.org/germplasm/id/660df773-88ce-41ae-a933-5fe59e8d4bd1;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1639035;http://grs.icarda.org/accessions/?IG=69492"
94,"ILL 5888 AGL","Bangladesh","ICARDA",NA,NA,1984,"1980-2000",-0.0146965106533019,0.00143241681362331,0.000903227270714473,1,-12.1227619933447,3.61163891236034,-1.31768135013158,-11.4467830673301,6.25486624206925,-124.203422288481,"Mix",0,0,0,0.378498,0,0,0.412876,0.208625,"Asia","Southern Asia","BGD",23.86730412,90.23812793,"M",38.4,0.44,"Red","Green","Dotted;Marbled","Pattern","https://purl.org/germplasm/id/a06549dd-7b4a-4528-a0f1-c01c89b9725f;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818699;http://grs.icarda.org/accessions/?IG=69497"
95,"ILL 5945 AGL","Ethiopia","ICARDA",NA,NA,1979,"1960-1980",-0.0196909161993515,0.000453155121530744,0.00221171182217481,2,-5.7653126863827,0.00108666764326244,0.875718145463429,-65.6765954922685,-297.376375504583,10.8467437038472,"G5",0,0,0,0,1,0,0,0,"Africa","Eastern Africa","ETH",8.62278417,39.6008014,"M",31.7535545023697,0.42,"Red","Brown","Dotted;Spotted","Pattern","https://purl.org/germplasm/id/558b706d-9a55-47e4-9c6d-32ae201212d9;http://grs.icarda.org/accessions/?IG=69554"
96,"ILL 6002 AGL","ICARDA","ICARDA",NA,NA,2006,"2000-2014",-0.015005494318884,0.000712459710795806,0.00156302238199855,1,-7.05858591352253,2.5664519302534,0.21496977437002,-185.946645504847,86.3981383645455,-3.15606472505053,"Mix",0,0,0,0,0,0,0.311063,0.688937,"Other","Other",NA,NA,NA,"L",61.5161839863714,0.543,"Yellow","Green","Absent","Absent","https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818700"
97,"ILL 618 AGL","Tajikistan","ICARDA",NA,NA,1950,"1940-1960",-0.0226886972021371,0.000468460808480405,0.0022895875887102,4,-0.22649989533005,-0.947221241278848,-1.48981815611857,215.490510740615,15.0781883242436,94.6486574033517,"G6",0,0,0,0,0,1,0,0,"Asia","Central Asia","TJK",38.53045125,71.01363312,"S",28.3881856540084,0.372,"Red","Tan","Dotted","Pattern","https://purl.org/germplasm/id/3c15e86d-d459-4705-9b46-d436a5f11cfb;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1258108;http://grs.icarda.org/accessions/?IG=123621"
98,"ILL 6182 AGL","Tunisia","ICARDA",NA,NA,NA,NA,-0.0196391067441825,0.000274830416614088,0.00230511610843858,5,-1.85189438623875,-0.531863174367913,1.11297788356469,-117.775514924859,89.0696489277652,-23.8664588659995,"Mix",0,0.117143,0,0,0.018724,0,0.188456,0.675677,"Africa","Northern Africa","TUN",34.11956663,9.55288287,"S",27.9676511954993,0.368,"Red","Grey","Mottle1","Mottle","https://purl.org/germplasm/id/5c0de366-2c09-4a87-83ce-83e13e04ba65;http://grs.icarda.org/accessions/?IG=70237"
99,"ILL 6211 AGL","ICARDA","ICARDA",NA,NA,NA,NA,-0.0143353877234848,0.000642615610023463,0.00154586105012304,1,-5.81578858038517,3.15586320502756,0.454254351760024,-178.377304515679,44.9633004983974,-7.17061705258966,"Mix",0,0,0,0,0,0,0.446999,0.553001,"Other","Other",NA,NA,NA,"L",59.7745571658615,0.55,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/1257afbf-f18b-4573-9973-7dda07887fcc;http://grs.icarda.org/accessions/?IG=71143"
100,"ILL 624 AGL","Macedonia","ICARDA",NA,NA,1970,"1960-1980",-0.0197562569122338,0.000382710972640678,0.00209937440561546,7,2.20843518843039,0.163262033229832,-0.166918186300835,-132.731583092393,222.639219478079,3.93662706919446,"G8",0,0,0,0,0,0,0,1,"Europe","Southern Europe","MKD",43.56,21.71,"M",30.4597701149425,0.407,"Yellow","Grey","Mottle1","Mottle","https://purl.org/germplasm/id/7ee113b7-8441-44cb-aab2-06581b5a67e3;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1266549;http://grs.icarda.org/accessions/?IG=624"
101,"ILL 6821 AGL","Ethiopia","ICARDA",NA,NA,NA,NA,-0.0207764931048513,0.000180116673610184,0.00248443761119751,5,0.0116102992320506,-2.25357018470392,2.26349867901906,-89.7369646292712,-316.59063822187,3.45734152218017,"G5",0,0,0,0,1,0,0,0,"Africa","Eastern Africa","ETH",8.62278417,39.6008014,"M",40.0244498777506,0.401,"Red","Tan","Absent","Absent","https://purl.org/germplasm/id/4772719a-94e3-4993-884b-62306ddfb883;http://grs.icarda.org/accessions/?IG=73685"
102,"ILL 6853 AGL","Syria","ICARDA",NA,NA,NA,NA,-0.0181023949062663,0.00021421429018847,0.00220830850381165,5,0.40392595750732,-0.148336974955016,1.80125408047403,-127.539336334338,-145.267180412434,-19.2471732919864,"G7",0,0.111213,0,0,0.050756,0,0.838031,0,"Asia","Western Asia","SYR",35.24,38.59,"XL",74.744094488189,0.618,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/a55a5edb-7a7b-4662-863d-34fa9ff6f94b;http://grs.icarda.org/accessions/?IG=73717"
103,"ILL 7089 AGL","Russia","ICARDA",NA,NA,1930,"1925-1940",-0.0237967961703435,0.000495187130771283,0.00236495418588766,4,-0.317920203997754,-1.83845615929743,-1.38625125188824,14.902652181359,73.8419014661459,47.4463414062438,"G1",1,0,0,0,0,0,0,0,"Europe","Eastern Europe","RUS",58.9,51.31,"L",51.8493150684932,0.515,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/91e81a37-fee6-4099-9a67-ef80993e9110;http://grs.icarda.org/accessions/?IG=73953"
104,"ILL 7558 AGL","India","ICARDA",NA,NA,NA,NA,-0.0149310823454035,0.00061995399408683,0.00161529312348256,1,-5.70357772699761,3.00576758799727,0.0641246483416203,-153.445980351934,-69.4398436737893,-8.37837066208165,"Mix",0,0.007392,0,0,0,0,0.763819,0.228789,"Asia","Southern Asia","IND",22.88578035,79.61197355,"XL",63.314447592068,0.628,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/6a110ea9-f949-4ec3-be0e-87263f657d85;http://grs.icarda.org/accessions/?IG=76277"
105,"ILL 7663 AGL","ICARDA","ICARDA",NA,NA,NA,NA,-0.0146714114857404,0.00120122543774318,0.0010986929841467,1,-10.5364499757076,3.45153838244957,-0.953967386416294,142.383351329786,6.45430410410766,-95.9851510934678,"Mix",0.100094,0,0.120455,0.548544,0,0,0.124678,0.10623,"Other","Other",NA,NA,NA,"M",40.1944444444444,0.467,"Red","Green","Mottle1","Absent","https://purl.org/germplasm/id/920a17e5-c6a5-4c6d-80cc-2e6e417c65cf;http://grs.icarda.org/accessions/?IG=114665"
106,"ILL 7668 AGL","ICARDA","ICARDA",NA,NA,NA,NA,-0.0191238263712611,0.000476742556525433,0.00207692669578345,2,-3.79069427769266,0.389243923565804,0.194076390720851,169.895680989249,-67.7400925915011,-181.960556867987,"Mix",0,0,0,0.738571,0.074502,0.009523,0.177403,0,"Other","Other",NA,NA,NA,"S",34.7749196141479,0.393,"Red","Grey","Dotted;Marbled","Pattern","https://purl.org/germplasm/id/161aefdc-e802-4448-ab68-beb8124cd128;http://grs.icarda.org/accessions/?IG=114670"
107,"ILL 7716 AGL","India","ICARDA",NA,NA,NA,NA,-0.0146387984834282,0.00073544784475078,0.00148193711141799,1,-6.40595005153156,3.2140905750194,-0.0687699974828767,-192.648523688987,-36.2662325788197,-13.8469476134678,"Mix",0,0,0,0,0,0,0.744349,0.255651,"Asia","Southern Asia","IND",22.88578035,79.61197355,"L",57.8590425531915,0.561,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/d0ce1753-3cd6-4cee-8cd5-bb81481979f6;http://grs.icarda.org/accessions/?IG=114718"
