"Name","Location","Cluster","DTF"
"PI 358602 LSP AGL","Bardiya, Nepal",7,125
"PI 358602 LSP AGL","Bhopal, India",7,78
"PI 358602 LSP AGL","Cordoba, Spain",7,133
"PI 358602 LSP AGL","Jessore, Bangladesh",7,87
"PI 358602 LSP AGL","Marchouch, Morocco",7,133
"PI 358602 LSP AGL","Metaponto, Italy",7,145
"PI 358602 LSP AGL","Rosthern, Canada",7,46
"PI 358602 LSP AGL","Sutherland, Canada",7,53
"PI 368647 LSP AGL","Bardiya, Nepal",7,127
"PI 368647 LSP AGL","Bhopal, India",7,82
"PI 368647 LSP AGL","Cordoba, Spain",7,131
"PI 368647 LSP AGL","Jessore, Bangladesh",7,87
"PI 368647 LSP AGL","Marchouch, Morocco",7,127
"PI 368647 LSP AGL","Metaponto, Italy",7,143
"PI 368647 LSP AGL","Rosthern, Canada",7,47
"PI 368647 LSP AGL","Sutherland, Canada",7,53
"PI 368651 LSP AGL","Bardiya, Nepal",7,126
"PI 368651 LSP AGL","Bhopal, India",7,85
"PI 368651 LSP AGL","Cordoba, Spain",7,132
"PI 368651 LSP AGL","Jessore, Bangladesh",7,91
"PI 368651 LSP AGL","Marchouch, Morocco",7,134
"PI 368651 LSP AGL","Metaponto, Italy",7,146
"PI 368651 LSP AGL","Rosthern, Canada",7,48
"PI 368651 LSP AGL","Sutherland, Canada",7,53
"PI 370481 LSP AGL","Bardiya, Nepal",7,138
"PI 370481 LSP AGL","Bhopal, India",7,85
"PI 370481 LSP AGL","Cordoba, Spain",7,124
"PI 370481 LSP AGL","Jessore, Bangladesh",7,104
"PI 370481 LSP AGL","Marchouch, Morocco",7,119
"PI 370481 LSP AGL","Metaponto, Italy",7,140
"PI 370481 LSP AGL","Rosthern, Canada",7,47
"PI 370481 LSP AGL","Sutherland, Canada",7,53
"PI 374116 LSP AGL","Bardiya, Nepal",7,121
"PI 374116 LSP AGL","Bhopal, India",7,78
"PI 374116 LSP AGL","Cordoba, Spain",7,128
"PI 374116 LSP AGL","Jessore, Bangladesh",7,87
"PI 374116 LSP AGL","Marchouch, Morocco",7,122
"PI 374116 LSP AGL","Metaponto, Italy",7,143
"PI 374116 LSP AGL","Rosthern, Canada",7,48
"PI 374116 LSP AGL","Sutherland, Canada",7,54
"PI 374117 LSP AGL","Bardiya, Nepal",5,124
"PI 374117 LSP AGL","Bhopal, India",5,85
"PI 374117 LSP AGL","Cordoba, Spain",5,119
"PI 374117 LSP AGL","Jessore, Bangladesh",5,90
"PI 374117 LSP AGL","Marchouch, Morocco",5,115
"PI 374117 LSP AGL","Metaponto, Italy",5,139
"PI 374117 LSP AGL","Rosthern, Canada",5,43
"PI 374117 LSP AGL","Sutherland, Canada",5,48
"PI 374118 AGL","Bardiya, Nepal",5,123
"PI 374118 AGL","Bhopal, India",5,85
"PI 374118 AGL","Cordoba, Spain",5,113
"PI 374118 AGL","Jessore, Bangladesh",5,87
"PI 374118 AGL","Marchouch, Morocco",5,104
"PI 374118 AGL","Metaponto, Italy",5,131
"PI 374118 AGL","Rosthern, Canada",5,44
"PI 374118 AGL","Sutherland, Canada",5,48
"PI 374120 LSP AGL","Bardiya, Nepal",7,121
"PI 374120 LSP AGL","Bhopal, India",7,85
"PI 374120 LSP AGL","Cordoba, Spain",7,121
"PI 374120 LSP AGL","Jessore, Bangladesh",7,104
"PI 374120 LSP AGL","Marchouch, Morocco",7,120
"PI 374120 LSP AGL","Metaponto, Italy",7,139
"PI 374120 LSP AGL","Rosthern, Canada",7,49
"PI 374120 LSP AGL","Sutherland, Canada",7,57
"PI 374121 AGL","Bardiya, Nepal",4,122
"PI 374121 AGL","Bhopal, India",4,80
"PI 374121 AGL","Cordoba, Spain",4,120
"PI 374121 AGL","Jessore, Bangladesh",4,86
"PI 374121 AGL","Marchouch, Morocco",4,116
"PI 374121 AGL","Metaponto, Italy",4,138
"PI 374121 AGL","Rosthern, Canada",4,46
"PI 374121 AGL","Sutherland, Canada",4,51
"PI 379368 LSP AGL","Bardiya, Nepal",4,123
"PI 379368 LSP AGL","Bhopal, India",4,82
"PI 379368 LSP AGL","Cordoba, Spain",4,121
"PI 379368 LSP AGL","Jessore, Bangladesh",4,86
"PI 379368 LSP AGL","Marchouch, Morocco",4,113
"PI 379368 LSP AGL","Metaponto, Italy",4,137
"PI 379368 LSP AGL","Rosthern, Canada",4,46
"PI 379368 LSP AGL","Sutherland, Canada",4,50
"PI 383682 LSP AGL","Bardiya, Nepal",6,122
"PI 383682 LSP AGL","Bhopal, India",6,77
"PI 383682 LSP AGL","Cordoba, Spain",6,127
"PI 383682 LSP AGL","Jessore, Bangladesh",6,87
"PI 383682 LSP AGL","Marchouch, Morocco",6,128
"PI 383682 LSP AGL","Metaponto, Italy",6,145
"PI 383682 LSP AGL","Rosthern, Canada",6,45
"PI 383682 LSP AGL","Sutherland, Canada",6,48
"PI 420818 AGL","Bardiya, Nepal",7,131
"PI 420818 AGL","Bhopal, India",7,85
"PI 420818 AGL","Cordoba, Spain",7,121
"PI 420818 AGL","Jessore, Bangladesh",7,104
"PI 420818 AGL","Marchouch, Morocco",7,116
"PI 420818 AGL","Metaponto, Italy",7,139
"PI 420818 AGL","Rosthern, Canada",7,46
"PI 420818 AGL","Sutherland, Canada",7,52
"PI 420924 LSP AGL","Bardiya, Nepal",5,124
"PI 420924 LSP AGL","Bhopal, India",5,85
"PI 420924 LSP AGL","Cordoba, Spain",5,113
"PI 420924 LSP AGL","Jessore, Bangladesh",5,89
"PI 420924 LSP AGL","Marchouch, Morocco",5,105
"PI 420924 LSP AGL","Metaponto, Italy",5,131
"PI 420924 LSP AGL","Rosthern, Canada",5,44
"PI 420924 LSP AGL","Sutherland, Canada",5,48
"PI 420925 LSP AGL","Bardiya, Nepal",5,125
"PI 420925 LSP AGL","Bhopal, India",5,85
"PI 420925 LSP AGL","Cordoba, Spain",5,111
"PI 420925 LSP AGL","Jessore, Bangladesh",5,104
"PI 420925 LSP AGL","Marchouch, Morocco",5,102
"PI 420925 LSP AGL","Metaponto, Italy",5,133
"PI 420925 LSP AGL","Rosthern, Canada",5,46
"PI 420925 LSP AGL","Sutherland, Canada",5,48
"PI 420929 LSP AGL","Bardiya, Nepal",5,127
"PI 420929 LSP AGL","Bhopal, India",5,85
"PI 420929 LSP AGL","Cordoba, Spain",5,112
"PI 420929 LSP AGL","Jessore, Bangladesh",5,100
"PI 420929 LSP AGL","Marchouch, Morocco",5,103
"PI 420929 LSP AGL","Metaponto, Italy",5,133
"PI 420929 LSP AGL","Rosthern, Canada",5,46
"PI 420929 LSP AGL","Sutherland, Canada",5,50
"PI 426202 LSP AGL","Bardiya, Nepal",6,129
"PI 426202 LSP AGL","Bhopal, India",6,85
"PI 426202 LSP AGL","Cordoba, Spain",6,129
"PI 426202 LSP AGL","Jessore, Bangladesh",6,98
"PI 426202 LSP AGL","Marchouch, Morocco",6,123
"PI 426202 LSP AGL","Metaponto, Italy",6,142
"PI 426202 LSP AGL","Rosthern, Canada",6,46
"PI 426202 LSP AGL","Sutherland, Canada",6,48
"PI 426778 LSP AGL","Bardiya, Nepal",6,121
"PI 426778 LSP AGL","Bhopal, India",6,82
"PI 426778 LSP AGL","Cordoba, Spain",6,130
"PI 426778 LSP AGL","Jessore, Bangladesh",6,86
"PI 426778 LSP AGL","Marchouch, Morocco",6,127
"PI 426778 LSP AGL","Metaponto, Italy",6,144
"PI 426778 LSP AGL","Rosthern, Canada",6,45
"PI 426778 LSP AGL","Sutherland, Canada",6,49
"PI 426784 LSP AGL","Bardiya, Nepal",2,102
"PI 426784 LSP AGL","Bhopal, India",2,68
"PI 426784 LSP AGL","Cordoba, Spain",2,102
"PI 426784 LSP AGL","Jessore, Bangladesh",2,67
"PI 426784 LSP AGL","Marchouch, Morocco",2,90
"PI 426784 LSP AGL","Metaponto, Italy",2,125
"PI 426784 LSP AGL","Rosthern, Canada",2,40
"PI 426784 LSP AGL","Sutherland, Canada",2,46
"PI 426797 LSP AGL","Bardiya, Nepal",2,102
"PI 426797 LSP AGL","Bhopal, India",2,74
"PI 426797 LSP AGL","Cordoba, Spain",2,103
"PI 426797 LSP AGL","Jessore, Bangladesh",2,71
"PI 426797 LSP AGL","Marchouch, Morocco",2,94
"PI 426797 LSP AGL","Metaponto, Italy",2,127
"PI 426797 LSP AGL","Rosthern, Canada",2,40
"PI 426797 LSP AGL","Sutherland, Canada",2,44
"PI 426807 LSP AGL","Bardiya, Nepal",5,124
"PI 426807 LSP AGL","Bhopal, India",5,85
"PI 426807 LSP AGL","Cordoba, Spain",5,115
"PI 426807 LSP AGL","Jessore, Bangladesh",5,88
"PI 426807 LSP AGL","Marchouch, Morocco",5,104
"PI 426807 LSP AGL","Metaponto, Italy",5,138
"PI 426807 LSP AGL","Rosthern, Canada",5,42
"PI 426807 LSP AGL","Sutherland, Canada",5,46
"PI 431618 LSP AGL","Bardiya, Nepal",4,121
"PI 431618 LSP AGL","Bhopal, India",4,56
"PI 431618 LSP AGL","Cordoba, Spain",4,121
"PI 431618 LSP AGL","Jessore, Bangladesh",4,82
"PI 431618 LSP AGL","Marchouch, Morocco",4,116
"PI 431618 LSP AGL","Metaponto, Italy",4,139
"PI 431618 LSP AGL","Rosthern, Canada",4,44
"PI 431618 LSP AGL","Sutherland, Canada",4,49
"PI 431622 LSP AGL","Bardiya, Nepal",6,126
"PI 431622 LSP AGL","Bhopal, India",6,81
"PI 431622 LSP AGL","Cordoba, Spain",6,125
"PI 431622 LSP AGL","Jessore, Bangladesh",6,84
"PI 431622 LSP AGL","Marchouch, Morocco",6,122
"PI 431622 LSP AGL","Metaponto, Italy",6,144
"PI 431622 LSP AGL","Rosthern, Canada",6,45
"PI 431622 LSP AGL","Sutherland, Canada",6,52
"PI 431630 LSP AGL","Bardiya, Nepal",6,136
"PI 431630 LSP AGL","Bhopal, India",6,73
"PI 431630 LSP AGL","Cordoba, Spain",6,130
"PI 431630 LSP AGL","Jessore, Bangladesh",6,102
"PI 431630 LSP AGL","Marchouch, Morocco",6,135
"PI 431630 LSP AGL","Metaponto, Italy",6,149
"PI 431630 LSP AGL","Rosthern, Canada",6,45
"PI 431630 LSP AGL","Sutherland, Canada",6,49
"PI 431633 LSP AGL","Bardiya, Nepal",4,117
"PI 431633 LSP AGL","Bhopal, India",4,71
"PI 431633 LSP AGL","Cordoba, Spain",4,120
"PI 431633 LSP AGL","Jessore, Bangladesh",4,79
"PI 431633 LSP AGL","Marchouch, Morocco",4,114
"PI 431633 LSP AGL","Metaponto, Italy",4,139
"PI 431633 LSP AGL","Rosthern, Canada",4,45
"PI 431633 LSP AGL","Sutherland, Canada",4,47
"PI 431636 LSP AGL","Bardiya, Nepal",4,124
"PI 431636 LSP AGL","Bhopal, India",4,74
"PI 431636 LSP AGL","Cordoba, Spain",4,121
"PI 431636 LSP AGL","Jessore, Bangladesh",4,88
"PI 431636 LSP AGL","Marchouch, Morocco",4,119
"PI 431636 LSP AGL","Metaponto, Italy",4,142
"PI 431636 LSP AGL","Rosthern, Canada",4,43
"PI 431636 LSP AGL","Sutherland, Canada",4,47
"PI 431643 LSP AGL","Bardiya, Nepal",4,122
"PI 431643 LSP AGL","Bhopal, India",4,74
"PI 431643 LSP AGL","Cordoba, Spain",4,124
"PI 431643 LSP AGL","Jessore, Bangladesh",4,84
"PI 431643 LSP AGL","Marchouch, Morocco",4,121
"PI 431643 LSP AGL","Metaponto, Italy",4,146
"PI 431643 LSP AGL","Rosthern, Canada",4,42
"PI 431643 LSP AGL","Sutherland, Canada",4,45
"PI 431662 LSP AGL","Bardiya, Nepal",6,123
"PI 431662 LSP AGL","Bhopal, India",6,81
"PI 431662 LSP AGL","Cordoba, Spain",6,129
"PI 431662 LSP AGL","Jessore, Bangladesh",6,86
"PI 431662 LSP AGL","Marchouch, Morocco",6,120
"PI 431662 LSP AGL","Metaponto, Italy",6,143
"PI 431662 LSP AGL","Rosthern, Canada",6,45
"PI 431662 LSP AGL","Sutherland, Canada",6,50
"PI 431663 LSP AGL","Bardiya, Nepal",6,126
"PI 431663 LSP AGL","Bhopal, India",6,85
"PI 431663 LSP AGL","Cordoba, Spain",6,129
"PI 431663 LSP AGL","Jessore, Bangladesh",6,87
"PI 431663 LSP AGL","Marchouch, Morocco",6,126
"PI 431663 LSP AGL","Metaponto, Italy",6,146
"PI 431663 LSP AGL","Rosthern, Canada",6,44
"PI 431663 LSP AGL","Sutherland, Canada",6,48
"PI 431679 LSP AGL","Bardiya, Nepal",6,125
"PI 431679 LSP AGL","Bhopal, India",6,78
"PI 431679 LSP AGL","Cordoba, Spain",6,140
"PI 431679 LSP AGL","Jessore, Bangladesh",6,87
"PI 431679 LSP AGL","Marchouch, Morocco",6,129
"PI 431679 LSP AGL","Metaponto, Italy",6,153
"PI 431679 LSP AGL","Rosthern, Canada",6,47
"PI 431679 LSP AGL","Sutherland, Canada",6,53
"PI 431684 LSP AGL","Bardiya, Nepal",6,127
"PI 431684 LSP AGL","Bhopal, India",6,85
"PI 431684 LSP AGL","Cordoba, Spain",6,131
"PI 431684 LSP AGL","Jessore, Bangladesh",6,99
"PI 431684 LSP AGL","Marchouch, Morocco",6,128
"PI 431684 LSP AGL","Metaponto, Italy",6,145
"PI 431684 LSP AGL","Rosthern, Canada",6,45
"PI 431684 LSP AGL","Sutherland, Canada",6,49
"PI 431705 LSP AGL","Bardiya, Nepal",4,116
"PI 431705 LSP AGL","Bhopal, India",4,78
"PI 431705 LSP AGL","Cordoba, Spain",4,125
"PI 431705 LSP AGL","Jessore, Bangladesh",4,86
"PI 431705 LSP AGL","Marchouch, Morocco",4,120
"PI 431705 LSP AGL","Metaponto, Italy",4,143
"PI 431705 LSP AGL","Rosthern, Canada",4,46
"PI 431705 LSP AGL","Sutherland, Canada",4,48
"PI 431710 LSP AGL","Bardiya, Nepal",6,119
"PI 431710 LSP AGL","Bhopal, India",6,77
"PI 431710 LSP AGL","Cordoba, Spain",6,126
"PI 431710 LSP AGL","Jessore, Bangladesh",6,88
"PI 431710 LSP AGL","Marchouch, Morocco",6,124
"PI 431710 LSP AGL","Metaponto, Italy",6,144
"PI 431710 LSP AGL","Rosthern, Canada",6,44
"PI 431710 LSP AGL","Sutherland, Canada",6,50
"PI 431714 LSP AGL","Bardiya, Nepal",6,121
"PI 431714 LSP AGL","Bhopal, India",6,79
"PI 431714 LSP AGL","Cordoba, Spain",6,126
"PI 431714 LSP AGL","Jessore, Bangladesh",6,85
"PI 431714 LSP AGL","Marchouch, Morocco",6,119
"PI 431714 LSP AGL","Metaponto, Italy",6,141
"PI 431714 LSP AGL","Rosthern, Canada",6,46
"PI 431714 LSP AGL","Sutherland, Canada",6,51
"PI 431717 LSP AGL","Bardiya, Nepal",6,127
"PI 431717 LSP AGL","Bhopal, India",6,85
"PI 431717 LSP AGL","Cordoba, Spain",6,129
"PI 431717 LSP AGL","Jessore, Bangladesh",6,88
"PI 431717 LSP AGL","Marchouch, Morocco",6,122
"PI 431717 LSP AGL","Metaponto, Italy",6,144
"PI 431717 LSP AGL","Rosthern, Canada",6,44
"PI 431717 LSP AGL","Sutherland, Canada",6,50
"PI 431728 LSP AGL","Bardiya, Nepal",6,119
"PI 431728 LSP AGL","Bhopal, India",6,74
"PI 431728 LSP AGL","Cordoba, Spain",6,125
"PI 431728 LSP AGL","Jessore, Bangladesh",6,82
"PI 431728 LSP AGL","Marchouch, Morocco",6,123
"PI 431728 LSP AGL","Metaponto, Italy",6,145
"PI 431728 LSP AGL","Rosthern, Canada",6,45
"PI 431728 LSP AGL","Sutherland, Canada",6,50
"PI 431731 LSP AGL","Bardiya, Nepal",6,122
"PI 431731 LSP AGL","Bhopal, India",6,74
"PI 431731 LSP AGL","Cordoba, Spain",6,126
"PI 431731 LSP AGL","Jessore, Bangladesh",6,85
"PI 431731 LSP AGL","Marchouch, Morocco",6,118
"PI 431731 LSP AGL","Metaponto, Italy",6,144
"PI 431731 LSP AGL","Rosthern, Canada",6,45
"PI 431731 LSP AGL","Sutherland, Canada",6,50
"PI 431739 LSP AGL","Bardiya, Nepal",4,117
"PI 431739 LSP AGL","Bhopal, India",4,74
"PI 431739 LSP AGL","Cordoba, Spain",4,125
"PI 431739 LSP AGL","Jessore, Bangladesh",4,84
"PI 431739 LSP AGL","Marchouch, Morocco",4,117
"PI 431739 LSP AGL","Metaponto, Italy",4,143
"PI 431739 LSP AGL","Rosthern, Canada",4,44
"PI 431739 LSP AGL","Sutherland, Canada",4,48
"PI 431753 LSP AGL","Bardiya, Nepal",4,120
"PI 431753 LSP AGL","Bhopal, India",4,75
"PI 431753 LSP AGL","Cordoba, Spain",4,127
"PI 431753 LSP AGL","Jessore, Bangladesh",4,81
"PI 431753 LSP AGL","Marchouch, Morocco",4,122
"PI 431753 LSP AGL","Metaponto, Italy",4,145
"PI 431753 LSP AGL","Rosthern, Canada",4,45
"PI 431753 LSP AGL","Sutherland, Canada",4,48
"PI 431756 LSP AGL","Bardiya, Nepal",6,123
"PI 431756 LSP AGL","Bhopal, India",6,85
"PI 431756 LSP AGL","Cordoba, Spain",6,129
"PI 431756 LSP AGL","Jessore, Bangladesh",6,88
"PI 431756 LSP AGL","Marchouch, Morocco",6,124
"PI 431756 LSP AGL","Metaponto, Italy",6,145
"PI 431756 LSP AGL","Rosthern, Canada",6,44
"PI 431756 LSP AGL","Sutherland, Canada",6,49
"PI 431809 LSP AGL","Bardiya, Nepal",4,133
"PI 431809 LSP AGL","Bhopal, India",4,72
"PI 431809 LSP AGL","Cordoba, Spain",4,124
"PI 431809 LSP AGL","Jessore, Bangladesh",4,83
"PI 431809 LSP AGL","Marchouch, Morocco",4,118
"PI 431809 LSP AGL","Metaponto, Italy",4,143
"PI 431809 LSP AGL","Rosthern, Canada",4,42
"PI 431809 LSP AGL","Sutherland, Canada",4,48
"PI 431824 LSP AGL","Bardiya, Nepal",4,122
"PI 431824 LSP AGL","Bhopal, India",4,75
"PI 431824 LSP AGL","Cordoba, Spain",4,128
"PI 431824 LSP AGL","Jessore, Bangladesh",4,85
"PI 431824 LSP AGL","Marchouch, Morocco",4,122
"PI 431824 LSP AGL","Metaponto, Italy",4,143
"PI 431824 LSP AGL","Rosthern, Canada",4,42
"PI 431824 LSP AGL","Sutherland, Canada",4,45
"PI 431863 LSP AGL","Bardiya, Nepal",6,125
"PI 431863 LSP AGL","Bhopal, India",6,85
"PI 431863 LSP AGL","Cordoba, Spain",6,127
"PI 431863 LSP AGL","Jessore, Bangladesh",6,87
"PI 431863 LSP AGL","Marchouch, Morocco",6,120
"PI 431863 LSP AGL","Metaponto, Italy",6,144
"PI 431863 LSP AGL","Rosthern, Canada",6,46
"PI 431863 LSP AGL","Sutherland, Canada",6,51
"PI 431873 LSP AGL","Bardiya, Nepal",6,131
"PI 431873 LSP AGL","Bhopal, India",6,85
"PI 431873 LSP AGL","Cordoba, Spain",6,130
"PI 431873 LSP AGL","Jessore, Bangladesh",6,95
"PI 431873 LSP AGL","Marchouch, Morocco",6,133
"PI 431873 LSP AGL","Metaponto, Italy",6,146
"PI 431873 LSP AGL","Rosthern, Canada",6,45
"PI 431873 LSP AGL","Sutherland, Canada",6,49
"PI 431884 LSP AGL","Bardiya, Nepal",4,123
"PI 431884 LSP AGL","Bhopal, India",4,74
"PI 431884 LSP AGL","Cordoba, Spain",4,128
"PI 431884 LSP AGL","Jessore, Bangladesh",4,87
"PI 431884 LSP AGL","Marchouch, Morocco",4,124
"PI 431884 LSP AGL","Metaponto, Italy",4,144
"PI 431884 LSP AGL","Rosthern, Canada",4,42
"PI 431884 LSP AGL","Sutherland, Canada",4,46
"PI 431888 LSP AGL","Bardiya, Nepal",6,129
"PI 431888 LSP AGL","Bhopal, India",6,85
"PI 431888 LSP AGL","Cordoba, Spain",6,131
"PI 431888 LSP AGL","Jessore, Bangladesh",6,103
"PI 431888 LSP AGL","Marchouch, Morocco",6,128
"PI 431888 LSP AGL","Metaponto, Italy",6,146
"PI 431888 LSP AGL","Rosthern, Canada",6,43
"PI 431888 LSP AGL","Sutherland, Canada",6,49
"PI 431923 LSP AGL","Bardiya, Nepal",6,137
"PI 431923 LSP AGL","Bhopal, India",6,85
"PI 431923 LSP AGL","Cordoba, Spain",6,131
"PI 431923 LSP AGL","Jessore, Bangladesh",6,104
"PI 431923 LSP AGL","Marchouch, Morocco",6,125
"PI 431923 LSP AGL","Metaponto, Italy",6,146
"PI 431923 LSP AGL","Rosthern, Canada",6,46
"PI 431923 LSP AGL","Sutherland, Canada",6,53
"PI 431980 LSP AGL","Bardiya, Nepal",4,120
"PI 431980 LSP AGL","Bhopal, India",4,72
"PI 431980 LSP AGL","Cordoba, Spain",4,127
"PI 431980 LSP AGL","Jessore, Bangladesh",4,83
"PI 431980 LSP AGL","Marchouch, Morocco",4,127
"PI 431980 LSP AGL","Metaponto, Italy",4,144
"PI 431980 LSP AGL","Rosthern, Canada",4,43
"PI 431980 LSP AGL","Sutherland, Canada",4,47
"PI 432000 LSP AGL","Bardiya, Nepal",6,132
"PI 432000 LSP AGL","Bhopal, India",6,85
"PI 432000 LSP AGL","Cordoba, Spain",6,133
"PI 432000 LSP AGL","Jessore, Bangladesh",6,94
"PI 432000 LSP AGL","Marchouch, Morocco",6,131
"PI 432000 LSP AGL","Metaponto, Italy",6,144
"PI 432000 LSP AGL","Rosthern, Canada",6,43
"PI 432000 LSP AGL","Sutherland, Canada",6,47
"PI 432001 LSP AGL","Bardiya, Nepal",6,124
"PI 432001 LSP AGL","Bhopal, India",6,85
"PI 432001 LSP AGL","Cordoba, Spain",6,126
"PI 432001 LSP AGL","Jessore, Bangladesh",6,88
"PI 432001 LSP AGL","Marchouch, Morocco",6,122
"PI 432001 LSP AGL","Metaponto, Italy",6,142
"PI 432001 LSP AGL","Rosthern, Canada",6,45
"PI 432001 LSP AGL","Sutherland, Canada",6,47
"PI 432002 LSP AGL","Bardiya, Nepal",6,135
"PI 432002 LSP AGL","Bhopal, India",6,85
"PI 432002 LSP AGL","Cordoba, Spain",6,134
"PI 432002 LSP AGL","Jessore, Bangladesh",6,104
"PI 432002 LSP AGL","Marchouch, Morocco",6,129
"PI 432002 LSP AGL","Metaponto, Italy",6,146
"PI 432002 LSP AGL","Rosthern, Canada",6,45
"PI 432002 LSP AGL","Sutherland, Canada",6,50
"PI 432005 LSP AGL","Bardiya, Nepal",5,122
"PI 432005 LSP AGL","Bhopal, India",5,85
"PI 432005 LSP AGL","Cordoba, Spain",5,110
"PI 432005 LSP AGL","Jessore, Bangladesh",5,84
"PI 432005 LSP AGL","Marchouch, Morocco",5,105
"PI 432005 LSP AGL","Metaponto, Italy",5,139
"PI 432005 LSP AGL","Rosthern, Canada",5,45
"PI 432005 LSP AGL","Sutherland, Canada",5,48
"PI 432028 LSP AGL","Bardiya, Nepal",6,125
"PI 432028 LSP AGL","Bhopal, India",6,85
"PI 432028 LSP AGL","Cordoba, Spain",6,129
"PI 432028 LSP AGL","Jessore, Bangladesh",6,91
"PI 432028 LSP AGL","Marchouch, Morocco",6,124
"PI 432028 LSP AGL","Metaponto, Italy",6,145
"PI 432028 LSP AGL","Rosthern, Canada",6,46
"PI 432028 LSP AGL","Sutherland, Canada",6,51
"PI 432033 LSP AGL","Bardiya, Nepal",6,124
"PI 432033 LSP AGL","Bhopal, India",6,78
"PI 432033 LSP AGL","Cordoba, Spain",6,128
"PI 432033 LSP AGL","Jessore, Bangladesh",6,84
"PI 432033 LSP AGL","Marchouch, Morocco",6,126
"PI 432033 LSP AGL","Metaponto, Italy",6,145
"PI 432033 LSP AGL","Rosthern, Canada",6,45
"PI 432033 LSP AGL","Sutherland, Canada",6,51
"PI 432085 LSP AGL","Bardiya, Nepal",4,121
"PI 432085 LSP AGL","Bhopal, India",4,76
"PI 432085 LSP AGL","Cordoba, Spain",4,121
"PI 432085 LSP AGL","Jessore, Bangladesh",4,87
"PI 432085 LSP AGL","Marchouch, Morocco",4,115
"PI 432085 LSP AGL","Metaponto, Italy",4,141
"PI 432085 LSP AGL","Rosthern, Canada",4,43
"PI 432085 LSP AGL","Sutherland, Canada",4,46
"PI 432106 LSP AGL","Bardiya, Nepal",4,123
"PI 432106 LSP AGL","Bhopal, India",4,71
"PI 432106 LSP AGL","Cordoba, Spain",4,125
"PI 432106 LSP AGL","Jessore, Bangladesh",4,87
"PI 432106 LSP AGL","Marchouch, Morocco",4,119
"PI 432106 LSP AGL","Metaponto, Italy",4,140
"PI 432106 LSP AGL","Rosthern, Canada",4,45
"PI 432106 LSP AGL","Sutherland, Canada",4,49
"PI 432124 LSP AGL","Bardiya, Nepal",4,122
"PI 432124 LSP AGL","Bhopal, India",4,78
"PI 432124 LSP AGL","Cordoba, Spain",4,127
"PI 432124 LSP AGL","Jessore, Bangladesh",4,86
"PI 432124 LSP AGL","Marchouch, Morocco",4,121
"PI 432124 LSP AGL","Metaponto, Italy",4,144
"PI 432124 LSP AGL","Rosthern, Canada",4,42
"PI 432124 LSP AGL","Sutherland, Canada",4,48
"PI 432145 LSP AGL","Bardiya, Nepal",6,123
"PI 432145 LSP AGL","Bhopal, India",6,85
"PI 432145 LSP AGL","Cordoba, Spain",6,133
"PI 432145 LSP AGL","Jessore, Bangladesh",6,96
"PI 432145 LSP AGL","Marchouch, Morocco",6,126
"PI 432145 LSP AGL","Metaponto, Italy",6,149
"PI 432145 LSP AGL","Rosthern, Canada",6,45
"PI 432145 LSP AGL","Sutherland, Canada",6,53
"PI 432147 LSP AGL","Bardiya, Nepal",6,126
"PI 432147 LSP AGL","Bhopal, India",6,79
"PI 432147 LSP AGL","Cordoba, Spain",6,127
"PI 432147 LSP AGL","Jessore, Bangladesh",6,83
"PI 432147 LSP AGL","Marchouch, Morocco",6,128
"PI 432147 LSP AGL","Metaponto, Italy",6,147
"PI 432147 LSP AGL","Rosthern, Canada",6,45
"PI 432147 LSP AGL","Sutherland, Canada",6,49
"PI 432184 LSP AGL","Bardiya, Nepal",4,116
"PI 432184 LSP AGL","Bhopal, India",4,72
"PI 432184 LSP AGL","Cordoba, Spain",4,127
"PI 432184 LSP AGL","Jessore, Bangladesh",4,83
"PI 432184 LSP AGL","Marchouch, Morocco",4,124
"PI 432184 LSP AGL","Metaponto, Italy",4,144
"PI 432184 LSP AGL","Rosthern, Canada",4,41
"PI 432184 LSP AGL","Sutherland, Canada",4,46
"PI 432188 LSP AGL","Bardiya, Nepal",4,117
"PI 432188 LSP AGL","Bhopal, India",4,75
"PI 432188 LSP AGL","Cordoba, Spain",4,124
"PI 432188 LSP AGL","Jessore, Bangladesh",4,83
"PI 432188 LSP AGL","Marchouch, Morocco",4,118
"PI 432188 LSP AGL","Metaponto, Italy",4,141
"PI 432188 LSP AGL","Rosthern, Canada",4,43
"PI 432188 LSP AGL","Sutherland, Canada",4,46
"PI 432190 LSP AGL","Bardiya, Nepal",7,122
"PI 432190 LSP AGL","Bhopal, India",7,73
"PI 432190 LSP AGL","Cordoba, Spain",7,125
"PI 432190 LSP AGL","Jessore, Bangladesh",7,85
"PI 432190 LSP AGL","Marchouch, Morocco",7,121
"PI 432190 LSP AGL","Metaponto, Italy",7,141
"PI 432190 LSP AGL","Rosthern, Canada",7,47
"PI 432190 LSP AGL","Sutherland, Canada",7,54
"PI 432201 LSP AGL","Bardiya, Nepal",6,120
"PI 432201 LSP AGL","Bhopal, India",6,73
"PI 432201 LSP AGL","Cordoba, Spain",6,127
"PI 432201 LSP AGL","Jessore, Bangladesh",6,81
"PI 432201 LSP AGL","Marchouch, Morocco",6,122
"PI 432201 LSP AGL","Metaponto, Italy",6,144
"PI 432201 LSP AGL","Rosthern, Canada",6,46
"PI 432201 LSP AGL","Sutherland, Canada",6,52
"PI 432212 LSP AGL","Bardiya, Nepal",6,122
