"Name","Location","Cluster","DTF"
"ILL 5883 AGL","Jessore, Bangladesh",5,87
"ILL 5883 AGL","Marchouch, Morocco",5,105
"ILL 5883 AGL","Metaponto, Italy",5,132
"ILL 5883 AGL","Rosthern, Canada",5,43
"ILL 5883 AGL","Sutherland, Canada",5,46
"ILL 5888 AGL","Bardiya, Nepal",1,53
"ILL 5888 AGL","Bhopal, India",1,39
"ILL 5888 AGL","Cordoba, Spain",1,92
"ILL 5888 AGL","Jessore, Bangladesh",1,46
"ILL 5888 AGL","Marchouch, Morocco",1,78
"ILL 5888 AGL","Metaponto, Italy",1,97
"ILL 5888 AGL","Rosthern, Canada",1,38
"ILL 5888 AGL","Sutherland, Canada",1,41
"ILL 5945 AGL","Bardiya, Nepal",2,108
"ILL 5945 AGL","Bhopal, India",2,68
"ILL 5945 AGL","Cordoba, Spain",2,101
"ILL 5945 AGL","Jessore, Bangladesh",2,69
"ILL 5945 AGL","Marchouch, Morocco",2,92
"ILL 5945 AGL","Metaponto, Italy",2,120
"ILL 5945 AGL","Rosthern, Canada",2,39
"ILL 5945 AGL","Sutherland, Canada",2,41
"ILL 6002 AGL","Bardiya, Nepal",1,96
"ILL 6002 AGL","Bhopal, India",1,54
"ILL 6002 AGL","Cordoba, Spain",1,94
"ILL 6002 AGL","Jessore, Bangladesh",1,60
"ILL 6002 AGL","Marchouch, Morocco",1,84
"ILL 6002 AGL","Metaponto, Italy",1,106
"ILL 6002 AGL","Rosthern, Canada",1,45
"ILL 6002 AGL","Sutherland, Canada",1,47
"ILL 618 AGL","Bardiya, Nepal",4,121
"ILL 618 AGL","Bhopal, India",4,72
"ILL 618 AGL","Cordoba, Spain",4,127
"ILL 618 AGL","Jessore, Bangladesh",4,82
"ILL 618 AGL","Marchouch, Morocco",4,119
"ILL 618 AGL","Metaponto, Italy",4,141
"ILL 618 AGL","Rosthern, Canada",4,43
"ILL 618 AGL","Sutherland, Canada",4,47
"ILL 6182 AGL","Bardiya, Nepal",5,120
"ILL 6182 AGL","Bhopal, India",5,75
"ILL 6182 AGL","Cordoba, Spain",5,113
"ILL 6182 AGL","Jessore, Bangladesh",5,81
"ILL 6182 AGL","Marchouch, Morocco",5,100
"ILL 6182 AGL","Metaponto, Italy",5,129
"ILL 6182 AGL","Rosthern, Canada",5,44
"ILL 6182 AGL","Sutherland, Canada",5,47
"ILL 6211 AGL","Bardiya, Nepal",1,94
"ILL 6211 AGL","Bhopal, India",1,55
"ILL 6211 AGL","Cordoba, Spain",1,96
"ILL 6211 AGL","Jessore, Bangladesh",1,60
"ILL 6211 AGL","Marchouch, Morocco",1,85
"ILL 6211 AGL","Metaponto, Italy",1,114
"ILL 6211 AGL","Rosthern, Canada",1,46
"ILL 6211 AGL","Sutherland, Canada",1,46
"ILL 624 AGL","Bardiya, Nepal",7,121
"ILL 624 AGL","Bhopal, India",7,85
"ILL 624 AGL","Cordoba, Spain",7,125
"ILL 624 AGL","Jessore, Bangladesh",7,84
"ILL 624 AGL","Marchouch, Morocco",7,127
"ILL 624 AGL","Metaponto, Italy",7,143
"ILL 624 AGL","Rosthern, Canada",7,46
"ILL 624 AGL","Sutherland, Canada",7,51
"ILL 6821 AGL","Bardiya, Nepal",5,127
"ILL 6821 AGL","Bhopal, India",5,85
"ILL 6821 AGL","Cordoba, Spain",5,114
"ILL 6821 AGL","Jessore, Bangladesh",5,104
"ILL 6821 AGL","Marchouch, Morocco",5,106
"ILL 6821 AGL","Metaponto, Italy",5,134
"ILL 6821 AGL","Rosthern, Canada",5,45
"ILL 6821 AGL","Sutherland, Canada",5,47
"ILL 6853 AGL","Bardiya, Nepal",5,127
"ILL 6853 AGL","Bhopal, India",5,85
"ILL 6853 AGL","Cordoba, Spain",5,112
"ILL 6853 AGL","Jessore, Bangladesh",5,97
"ILL 6853 AGL","Marchouch, Morocco",5,106
"ILL 6853 AGL","Metaponto, Italy",5,133
"ILL 6853 AGL","Rosthern, Canada",5,45
"ILL 6853 AGL","Sutherland, Canada",5,49
"ILL 7089 AGL","Bardiya, Nepal",4,121
"ILL 7089 AGL","Bhopal, India",4,69
"ILL 7089 AGL","Cordoba, Spain",4,125
"ILL 7089 AGL","Jessore, Bangladesh",4,83
"ILL 7089 AGL","Marchouch, Morocco",4,120
"ILL 7089 AGL","Metaponto, Italy",4,140
"ILL 7089 AGL","Rosthern, Canada",4,41
"ILL 7089 AGL","Sutherland, Canada",4,46
"ILL 7558 AGL","Bardiya, Nepal",1,95
"ILL 7558 AGL","Bhopal, India",1,55
"ILL 7558 AGL","Cordoba, Spain",1,96
"ILL 7558 AGL","Jessore, Bangladesh",1,62
"ILL 7558 AGL","Marchouch, Morocco",1,90
"ILL 7558 AGL","Metaponto, Italy",1,117
"ILL 7558 AGL","Rosthern, Canada",1,46
"ILL 7558 AGL","Sutherland, Canada",1,48
"ILL 7663 AGL","Bardiya, Nepal",1,67
"ILL 7663 AGL","Bhopal, India",1,41
"ILL 7663 AGL","Cordoba, Spain",1,96
"ILL 7663 AGL","Jessore, Bangladesh",1,50
"ILL 7663 AGL","Marchouch, Morocco",1,83
"ILL 7663 AGL","Metaponto, Italy",1,99
"ILL 7663 AGL","Rosthern, Canada",1,40
"ILL 7663 AGL","Sutherland, Canada",1,44
"ILL 7668 AGL","Bardiya, Nepal",2,107
"ILL 7668 AGL","Bhopal, India",2,72
"ILL 7668 AGL","Cordoba, Spain",2,106
"ILL 7668 AGL","Jessore, Bangladesh",2,68
"ILL 7668 AGL","Marchouch, Morocco",2,93
"ILL 7668 AGL","Metaponto, Italy",2,128
"ILL 7668 AGL","Rosthern, Canada",2,43
"ILL 7668 AGL","Sutherland, Canada",2,47
"ILL 7716 AGL","Bardiya, Nepal",1,90
"ILL 7716 AGL","Bhopal, India",1,51
"ILL 7716 AGL","Cordoba, Spain",1,95
"ILL 7716 AGL","Jessore, Bangladesh",1,60
"ILL 7716 AGL","Marchouch, Morocco",1,84
"ILL 7716 AGL","Metaponto, Italy",1,118
"ILL 7716 AGL","Rosthern, Canada",1,45
"ILL 7716 AGL","Sutherland, Canada",1,47
"ILL 7747 AGL","Bardiya, Nepal",5,129
"ILL 7747 AGL","Bhopal, India",5,85
"ILL 7747 AGL","Cordoba, Spain",5,113
"ILL 7747 AGL","Jessore, Bangladesh",5,98
"ILL 7747 AGL","Marchouch, Morocco",5,110
"ILL 7747 AGL","Metaponto, Italy",5,135
"ILL 7747 AGL","Rosthern, Canada",5,45
"ILL 7747 AGL","Sutherland, Canada",5,47
"ILL 7946 AGL","Bardiya, Nepal",5,121
"ILL 7946 AGL","Bhopal, India",5,74
"ILL 7946 AGL","Cordoba, Spain",5,112
"ILL 7946 AGL","Jessore, Bangladesh",5,85
"ILL 7946 AGL","Marchouch, Morocco",5,104
"ILL 7946 AGL","Metaponto, Italy",5,131
"ILL 7946 AGL","Rosthern, Canada",5,43
"ILL 7946 AGL","Sutherland, Canada",5,45
"ILL 7978 AGL","Bardiya, Nepal",2,108
"ILL 7978 AGL","Bhopal, India",2,67
"ILL 7978 AGL","Cordoba, Spain",2,103
"ILL 7978 AGL","Jessore, Bangladesh",2,72
"ILL 7978 AGL","Marchouch, Morocco",2,91
"ILL 7978 AGL","Metaponto, Italy",2,118
"ILL 7978 AGL","Rosthern, Canada",2,41
"ILL 7978 AGL","Sutherland, Canada",2,44
"ILL 7979 AGL","Bardiya, Nepal",2,103
"ILL 7979 AGL","Bhopal, India",2,74
"ILL 7979 AGL","Cordoba, Spain",2,100
"ILL 7979 AGL","Jessore, Bangladesh",2,71
"ILL 7979 AGL","Marchouch, Morocco",2,91
"ILL 7979 AGL","Metaponto, Italy",2,125
"ILL 7979 AGL","Rosthern, Canada",2,42
"ILL 7979 AGL","Sutherland, Canada",2,47
"ILL 8007 AGL","Bardiya, Nepal",1,84
"ILL 8007 AGL","Bhopal, India",1,56
"ILL 8007 AGL","Cordoba, Spain",1,94
"ILL 8007 AGL","Jessore, Bangladesh",1,56
"ILL 8007 AGL","Marchouch, Morocco",1,84
"ILL 8007 AGL","Metaponto, Italy",1,117
"ILL 8007 AGL","Rosthern, Canada",1,38
"ILL 8007 AGL","Sutherland, Canada",1,40
"ILL 8009 AGL","Bardiya, Nepal",2,97
"ILL 8009 AGL","Bhopal, India",2,62
"ILL 8009 AGL","Cordoba, Spain",2,96
"ILL 8009 AGL","Jessore, Bangladesh",2,63
"ILL 8009 AGL","Marchouch, Morocco",2,86
"ILL 8009 AGL","Metaponto, Italy",2,126
"ILL 8009 AGL","Rosthern, Canada",2,38
"ILL 8009 AGL","Sutherland, Canada",2,42
"ILL 8010 AGL","Bardiya, Nepal",2,95
"ILL 8010 AGL","Bhopal, India",2,62
"ILL 8010 AGL","Cordoba, Spain",2,105
"ILL 8010 AGL","Jessore, Bangladesh",2,65
"ILL 8010 AGL","Marchouch, Morocco",2,89
"ILL 8010 AGL","Metaponto, Italy",2,127
"ILL 8010 AGL","Rosthern, Canada",2,42
"ILL 8010 AGL","Sutherland, Canada",2,45
"ILL 8072 AGL","Bardiya, Nepal",5,124
"ILL 8072 AGL","Bhopal, India",5,73
"ILL 8072 AGL","Cordoba, Spain",5,118
"ILL 8072 AGL","Jessore, Bangladesh",5,104
"ILL 8072 AGL","Marchouch, Morocco",5,115
"ILL 8072 AGL","Metaponto, Italy",5,138
"ILL 8072 AGL","Rosthern, Canada",5,44
"ILL 8072 AGL","Sutherland, Canada",5,49
"ILL 8174 AGL","Bardiya, Nepal",3,122
"ILL 8174 AGL","Bhopal, India",3,61
"ILL 8174 AGL","Cordoba, Spain",3,127
"ILL 8174 AGL","Jessore, Bangladesh",3,85
"ILL 8174 AGL","Marchouch, Morocco",3,122
"ILL 8174 AGL","Metaponto, Italy",3,140
"ILL 8174 AGL","Rosthern, Canada",3,46
"ILL 8174 AGL","Sutherland, Canada",3,49
"ILL 8595 AGL","Bardiya, Nepal",4,120
"ILL 8595 AGL","Bhopal, India",4,56
"ILL 8595 AGL","Cordoba, Spain",4,123
"ILL 8595 AGL","Jessore, Bangladesh",4,72
"ILL 8595 AGL","Marchouch, Morocco",4,118
"ILL 8595 AGL","Metaponto, Italy",4,138
"ILL 8595 AGL","Rosthern, Canada",4,44
"ILL 8595 AGL","Sutherland, Canada",4,47
"ILL 9 AGL","Bardiya, Nepal",2,109
"ILL 9 AGL","Bhopal, India",2,62
"ILL 9 AGL","Cordoba, Spain",2,108
"ILL 9 AGL","Jessore, Bangladesh",2,70
"ILL 9 AGL","Marchouch, Morocco",2,99
"ILL 9 AGL","Metaponto, Italy",2,129
"ILL 9 AGL","Rosthern, Canada",2,39
"ILL 9 AGL","Sutherland, Canada",2,42
"ILL 975 AGL","Bardiya, Nepal",5,125
"ILL 975 AGL","Bhopal, India",5,85
"ILL 975 AGL","Cordoba, Spain",5,111
"ILL 975 AGL","Jessore, Bangladesh",5,94
"ILL 975 AGL","Marchouch, Morocco",5,100
"ILL 975 AGL","Metaponto, Italy",5,129
"ILL 975 AGL","Rosthern, Canada",5,43
"ILL 975 AGL","Sutherland, Canada",5,45
"ILL 9888 AGL","Bardiya, Nepal",2,123
"ILL 9888 AGL","Bhopal, India",2,68
"ILL 9888 AGL","Cordoba, Spain",2,112
"ILL 9888 AGL","Jessore, Bangladesh",2,78
"ILL 9888 AGL","Marchouch, Morocco",2,104
"ILL 9888 AGL","Metaponto, Italy",2,130
"ILL 9888 AGL","Rosthern, Canada",2,40
"ILL 9888 AGL","Sutherland, Canada",2,44
"ILL 9932 AGL","Bardiya, Nepal",2,108
"ILL 9932 AGL","Bhopal, India",2,74
"ILL 9932 AGL","Cordoba, Spain",2,105
"ILL 9932 AGL","Jessore, Bangladesh",2,71
"ILL 9932 AGL","Marchouch, Morocco",2,97
"ILL 9932 AGL","Metaponto, Italy",2,128
"ILL 9932 AGL","Rosthern, Canada",2,39
"ILL 9932 AGL","Sutherland, Canada",2,45
"ILL 9945 AGL","Bardiya, Nepal",2,108
"ILL 9945 AGL","Bhopal, India",2,74
"ILL 9945 AGL","Cordoba, Spain",2,101
"ILL 9945 AGL","Jessore, Bangladesh",2,73
"ILL 9945 AGL","Marchouch, Morocco",2,92
"ILL 9945 AGL","Metaponto, Italy",2,124
"ILL 9945 AGL","Rosthern, Canada",2,38
"ILL 9945 AGL","Sutherland, Canada",2,43
"ILL 9977 AGL","Bardiya, Nepal",2,106
"ILL 9977 AGL","Bhopal, India",2,72
"ILL 9977 AGL","Cordoba, Spain",2,103
"ILL 9977 AGL","Jessore, Bangladesh",2,70
"ILL 9977 AGL","Marchouch, Morocco",2,93
"ILL 9977 AGL","Metaponto, Italy",2,127
"ILL 9977 AGL","Rosthern, Canada",2,39
"ILL 9977 AGL","Sutherland, Canada",2,44
"ILL 9997 AGL","Bardiya, Nepal",2,98
"ILL 9997 AGL","Bhopal, India",2,63
"ILL 9997 AGL","Cordoba, Spain",2,101
"ILL 9997 AGL","Jessore, Bangladesh",2,64
"ILL 9997 AGL","Marchouch, Morocco",2,86
"ILL 9997 AGL","Metaponto, Italy",2,123
"ILL 9997 AGL","Rosthern, Canada",2,42
"ILL 9997 AGL","Sutherland, Canada",2,44
"ILWL 118 AGL","Bardiya, Nepal",3,109
"ILWL 118 AGL","Bhopal, India",3,72
"ILWL 118 AGL","Cordoba, Spain",3,113
"ILWL 118 AGL","Jessore, Bangladesh",3,74
"ILWL 118 AGL","Marchouch, Morocco",3,105
"ILWL 118 AGL","Metaponto, Italy",3,137
"ILWL 118 AGL","Rosthern, Canada",3,45
"ILWL 118 AGL","Sutherland, Canada",3,50
"Indianhead AGL","Bardiya, Nepal",8,128
"Indianhead AGL","Bhopal, India",8,73
"Indianhead AGL","Cordoba, Spain",8,133
"Indianhead AGL","Jessore, Bangladesh",8,84
"Indianhead AGL","Marchouch, Morocco",8,128
"Indianhead AGL","Metaponto, Italy",8,149
"Indianhead AGL","Rosthern, Canada",8,56
"Indianhead AGL","Sutherland, Canada",8,62
"IPL 220 AGL","Bardiya, Nepal",1,98
"IPL 220 AGL","Bhopal, India",1,63
"IPL 220 AGL","Cordoba, Spain",1,97
"IPL 220 AGL","Jessore, Bangladesh",1,61
"IPL 220 AGL","Marchouch, Morocco",1,85
"IPL 220 AGL","Metaponto, Italy",1,125
"IPL 220 AGL","Rosthern, Canada",1,39
"IPL 220 AGL","Sutherland, Canada",1,41
"Laird AGL","Bardiya, Nepal",8,122
"Laird AGL","Bhopal, India",8,69
"Laird AGL","Cordoba, Spain",8,128
"Laird AGL","Jessore, Bangladesh",8,80
"Laird AGL","Marchouch, Morocco",8,120
"Laird AGL","Metaponto, Italy",8,141
"Laird AGL","Rosthern, Canada",8,51
"Laird AGL","Sutherland, Canada",8,58
"LIRL-22-46 AGL","Bardiya, Nepal",1,78
"LIRL-22-46 AGL","Bhopal, India",1,49
"LIRL-22-46 AGL","Cordoba, Spain",1,95
"LIRL-22-46 AGL","Jessore, Bangladesh",1,58
"LIRL-22-46 AGL","Marchouch, Morocco",1,84
"LIRL-22-46 AGL","Metaponto, Italy",1,106
"LIRL-22-46 AGL","Rosthern, Canada",1,42
"LIRL-22-46 AGL","Sutherland, Canada",1,46
"PI 163589 AGL","Bardiya, Nepal",7,134
"PI 163589 AGL","Bhopal, India",7,85
"PI 163589 AGL","Cordoba, Spain",7,124
"PI 163589 AGL","Jessore, Bangladesh",7,104
"PI 163589 AGL","Marchouch, Morocco",7,116
"PI 163589 AGL","Metaponto, Italy",7,139
"PI 163589 AGL","Rosthern, Canada",7,46
"PI 163589 AGL","Sutherland, Canada",7,53
"PI 169534 LSP AGL","Bardiya, Nepal",6,123
"PI 169534 LSP AGL","Bhopal, India",6,74
"PI 169534 LSP AGL","Cordoba, Spain",6,130
"PI 169534 LSP AGL","Jessore, Bangladesh",6,83
"PI 169534 LSP AGL","Marchouch, Morocco",6,128
"PI 169534 LSP AGL","Metaponto, Italy",6,145
"PI 169534 LSP AGL","Rosthern, Canada",6,46
"PI 169534 LSP AGL","Sutherland, Canada",6,53
"PI 175754 LSP AGL","Bardiya, Nepal",4,124
"PI 175754 LSP AGL","Bhopal, India",4,81
"PI 175754 LSP AGL","Cordoba, Spain",4,127
"PI 175754 LSP AGL","Jessore, Bangladesh",4,82
"PI 175754 LSP AGL","Marchouch, Morocco",4,124
"PI 175754 LSP AGL","Metaponto, Italy",4,143
"PI 175754 LSP AGL","Rosthern, Canada",4,44
"PI 175754 LSP AGL","Sutherland, Canada",4,47
"PI 177430 LSP AGL","Bardiya, Nepal",7,127
"PI 177430 LSP AGL","Bhopal, India",7,78
"PI 177430 LSP AGL","Cordoba, Spain",7,125
"PI 177430 LSP AGL","Jessore, Bangladesh",7,90
"PI 177430 LSP AGL","Marchouch, Morocco",7,122
"PI 177430 LSP AGL","Metaponto, Italy",7,137
"PI 177430 LSP AGL","Rosthern, Canada",7,46
"PI 177430 LSP AGL","Sutherland, Canada",7,51
"PI 178939 LSP AGL","Bardiya, Nepal",6,128
"PI 178939 LSP AGL","Bhopal, India",6,74
"PI 178939 LSP AGL","Cordoba, Spain",6,131
"PI 178939 LSP AGL","Jessore, Bangladesh",6,86
"PI 178939 LSP AGL","Marchouch, Morocco",6,137
"PI 178939 LSP AGL","Metaponto, Italy",6,146
"PI 178939 LSP AGL","Rosthern, Canada",6,46
"PI 178939 LSP AGL","Sutherland, Canada",6,53
"PI 178952 AGL","Bardiya, Nepal",4,120
"PI 178952 AGL","Bhopal, India",4,68
"PI 178952 AGL","Cordoba, Spain",4,123
"PI 178952 AGL","Jessore, Bangladesh",4,84
"PI 178952 AGL","Marchouch, Morocco",4,120
"PI 178952 AGL","Metaponto, Italy",4,140
"PI 178952 AGL","Rosthern, Canada",4,44
"PI 178952 AGL","Sutherland, Canada",4,48
"PI 178971 LSP AGL","Bardiya, Nepal",6,123
"PI 178971 LSP AGL","Bhopal, India",6,85
"PI 178971 LSP AGL","Cordoba, Spain",6,126
"PI 178971 LSP AGL","Jessore, Bangladesh",6,87
"PI 178971 LSP AGL","Marchouch, Morocco",6,121
"PI 178971 LSP AGL","Metaponto, Italy",6,143
"PI 178971 LSP AGL","Rosthern, Canada",6,46
"PI 178971 LSP AGL","Sutherland, Canada",6,54
"PI 179324 LSP AGL","Bardiya, Nepal",6,137
"PI 179324 LSP AGL","Bhopal, India",6,85
"PI 179324 LSP AGL","Cordoba, Spain",6,127
"PI 179324 LSP AGL","Jessore, Bangladesh",6,104
"PI 179324 LSP AGL","Marchouch, Morocco",6,120
"PI 179324 LSP AGL","Metaponto, Italy",6,142
"PI 179324 LSP AGL","Rosthern, Canada",6,46
"PI 179324 LSP AGL","Sutherland, Canada",6,49
"PI 179330 AGL","Bardiya, Nepal",6,120
"PI 179330 AGL","Bhopal, India",6,83
"PI 179330 AGL","Cordoba, Spain",6,125
"PI 179330 AGL","Jessore, Bangladesh",6,86
"PI 179330 AGL","Marchouch, Morocco",6,123
"PI 179330 AGL","Metaponto, Italy",6,144
"PI 179330 AGL","Rosthern, Canada",6,45
"PI 179330 AGL","Sutherland, Canada",6,49
"PI 181771 LSP AGL","Bardiya, Nepal",7,122
"PI 181771 LSP AGL","Bhopal, India",7,85
"PI 181771 LSP AGL","Cordoba, Spain",7,125
"PI 181771 LSP AGL","Jessore, Bangladesh",7,87
"PI 181771 LSP AGL","Marchouch, Morocco",7,125
"PI 181771 LSP AGL","Metaponto, Italy",7,142
"PI 181771 LSP AGL","Rosthern, Canada",7,47
"PI 181771 LSP AGL","Sutherland, Canada",7,53
"PI 181886 LSP AGL","Bardiya, Nepal",5,131
"PI 181886 LSP AGL","Bhopal, India",5,85
"PI 181886 LSP AGL","Cordoba, Spain",5,113
"PI 181886 LSP AGL","Jessore, Bangladesh",5,97
"PI 181886 LSP AGL","Marchouch, Morocco",5,110
"PI 181886 LSP AGL","Metaponto, Italy",5,135
"PI 181886 LSP AGL","Rosthern, Canada",5,45
"PI 181886 LSP AGL","Sutherland, Canada",5,50
"PI 182217 LSP AGL","Bardiya, Nepal",4,125
"PI 182217 LSP AGL","Bhopal, India",4,69
"PI 182217 LSP AGL","Cordoba, Spain",4,126
"PI 182217 LSP AGL","Jessore, Bangladesh",4,84
"PI 182217 LSP AGL","Marchouch, Morocco",4,122
"PI 182217 LSP AGL","Metaponto, Italy",4,144
"PI 182217 LSP AGL","Rosthern, Canada",4,45
"PI 182217 LSP AGL","Sutherland, Canada",4,47
"PI 193546 AGL","Bardiya, Nepal",5,129
"PI 193546 AGL","Bhopal, India",5,85
"PI 193546 AGL","Cordoba, Spain",5,119
"PI 193546 AGL","Jessore, Bangladesh",5,104
"PI 193546 AGL","Marchouch, Morocco",5,112
"PI 193546 AGL","Metaponto, Italy",5,138
"PI 193546 AGL","Rosthern, Canada",5,45
"PI 193546 AGL","Sutherland, Canada",5,47
"PI 193547 LSP AGL","Bardiya, Nepal",7,125
"PI 193547 LSP AGL","Bhopal, India",7,84
"PI 193547 LSP AGL","Cordoba, Spain",7,125
"PI 193547 LSP AGL","Jessore, Bangladesh",7,87
"PI 193547 LSP AGL","Marchouch, Morocco",7,119
"PI 193547 LSP AGL","Metaponto, Italy",7,143
"PI 193547 LSP AGL","Rosthern, Canada",7,49
"PI 193547 LSP AGL","Sutherland, Canada",7,53
"PI 193548 LSP AGL","Bardiya, Nepal",2,107
"PI 193548 LSP AGL","Bhopal, India",2,63
"PI 193548 LSP AGL","Cordoba, Spain",2,97
"PI 193548 LSP AGL","Jessore, Bangladesh",2,67
"PI 193548 LSP AGL","Marchouch, Morocco",2,90
"PI 193548 LSP AGL","Metaponto, Italy",2,119
"PI 193548 LSP AGL","Rosthern, Canada",2,39
"PI 193548 LSP AGL","Sutherland, Canada",2,42
"PI 193550 AGL","Bardiya, Nepal",1,107
"PI 193550 AGL","Bhopal, India",1,59
"PI 193550 AGL","Cordoba, Spain",1,97
"PI 193550 AGL","Jessore, Bangladesh",1,64
"PI 193550 AGL","Marchouch, Morocco",1,85
"PI 193550 AGL","Metaponto, Italy",1,120
"PI 193550 AGL","Rosthern, Canada",1,39
"PI 193550 AGL","Sutherland, Canada",1,41
"PI 207492 LSP AGL","Bardiya, Nepal",6,122
"PI 207492 LSP AGL","Bhopal, India",6,85
"PI 207492 LSP AGL","Cordoba, Spain",6,127
"PI 207492 LSP AGL","Jessore, Bangladesh",6,84
"PI 207492 LSP AGL","Marchouch, Morocco",6,120
"PI 207492 LSP AGL","Metaponto, Italy",6,143
"PI 207492 LSP AGL","Rosthern, Canada",6,46
"PI 207492 LSP AGL","Sutherland, Canada",6,54
"PI 518731 LSP AGL","Bardiya, Nepal",6,123
"PI 518731 LSP AGL","Bhopal, India",6,71
"PI 518731 LSP AGL","Cordoba, Spain",6,127
"PI 518731 LSP AGL","Jessore, Bangladesh",6,86
"PI 518731 LSP AGL","Marchouch, Morocco",6,126
"PI 518731 LSP AGL","Metaponto, Italy",6,143
"PI 518731 LSP AGL","Rosthern, Canada",6,46
"PI 518731 LSP AGL","Sutherland, Canada",6,51
"PI 209858 LSP AGL","Bardiya, Nepal",8,140
"PI 209858 LSP AGL","Bhopal, India",8,85
"PI 209858 LSP AGL","Cordoba, Spain",8,126
"PI 209858 LSP AGL","Jessore, Bangladesh",8,104
"PI 209858 LSP AGL","Marchouch, Morocco",8,121
"PI 209858 LSP AGL","Metaponto, Italy",8,144
"PI 209858 LSP AGL","Rosthern, Canada",8,54
"PI 209858 LSP AGL","Sutherland, Canada",8,60
"PI 211052 LSP AGL","Bardiya, Nepal",6,132
"PI 211052 LSP AGL","Bhopal, India",6,85
"PI 211052 LSP AGL","Cordoba, Spain",6,129
"PI 211052 LSP AGL","Jessore, Bangladesh",6,97
"PI 211052 LSP AGL","Marchouch, Morocco",6,129
"PI 211052 LSP AGL","Metaponto, Italy",6,144
"PI 211052 LSP AGL","Rosthern, Canada",6,46
"PI 211052 LSP AGL","Sutherland, Canada",6,48
"PI 212100 LSP AGL","Bardiya, Nepal",6,125
"PI 212100 LSP AGL","Bhopal, India",6,85
"PI 212100 LSP AGL","Cordoba, Spain",6,127
"PI 212100 LSP AGL","Jessore, Bangladesh",6,87
"PI 212100 LSP AGL","Marchouch, Morocco",6,121
"PI 212100 LSP AGL","Metaponto, Italy",6,142
"PI 212100 LSP AGL","Rosthern, Canada",6,46
"PI 212100 LSP AGL","Sutherland, Canada",6,50
"PI 212610 LSP AGL","Bardiya, Nepal",7,123
"PI 212610 LSP AGL","Bhopal, India",7,85
"PI 212610 LSP AGL","Cordoba, Spain",7,125
"PI 212610 LSP AGL","Jessore, Bangladesh",7,87
"PI 212610 LSP AGL","Marchouch, Morocco",7,122
"PI 212610 LSP AGL","Metaponto, Italy",7,141
"PI 212610 LSP AGL","Rosthern, Canada",7,46
"PI 212610 LSP AGL","Sutherland, Canada",7,54
"PI 217949 LSP AGL","Bardiya, Nepal",2,115
"PI 217949 LSP AGL","Bhopal, India",2,85
"PI 217949 LSP AGL","Cordoba, Spain",2,112
"PI 217949 LSP AGL","Jessore, Bangladesh",2,76
"PI 217949 LSP AGL","Marchouch, Morocco",2,98
"PI 217949 LSP AGL","Metaponto, Italy",2,131
"PI 217949 LSP AGL","Rosthern, Canada",2,40
"PI 217949 LSP AGL","Sutherland, Canada",2,45
"PI 238758 LSP AGL","Bardiya, Nepal",3,123
"PI 238758 LSP AGL","Bhopal, India",3,57
"PI 238758 LSP AGL","Cordoba, Spain",3,124
"PI 238758 LSP AGL","Jessore, Bangladesh",3,76
"PI 238758 LSP AGL","Marchouch, Morocco",3,121
"PI 238758 LSP AGL","Metaponto, Italy",3,139
"PI 238758 LSP AGL","Rosthern, Canada",3,45
"PI 238758 LSP AGL","Sutherland, Canada",3,51
"PI 244046 AGL","Bardiya, Nepal",1,91
"PI 244046 AGL","Bhopal, India",1,51
"PI 244046 AGL","Cordoba, Spain",1,92
"PI 244046 AGL","Jessore, Bangladesh",1,58
"PI 244046 AGL","Marchouch, Morocco",1,83
"PI 244046 AGL","Metaponto, Italy",1,107
"PI 244046 AGL","Rosthern, Canada",1,38
"PI 244046 AGL","Sutherland, Canada",1,42
"PI 250156 LSP AGL","Bardiya, Nepal",5,128
"PI 250156 LSP AGL","Bhopal, India",5,85
"PI 250156 LSP AGL","Cordoba, Spain",5,119
"PI 250156 LSP AGL","Jessore, Bangladesh",5,90
"PI 250156 LSP AGL","Marchouch, Morocco",5,115
"PI 250156 LSP AGL","Metaponto, Italy",5,138
"PI 250156 LSP AGL","Rosthern, Canada",5,42
"PI 250156 LSP AGL","Sutherland, Canada",5,49
"PI 250158 LSP AGL","Bardiya, Nepal",2,98
"PI 250158 LSP AGL","Bhopal, India",2,68
"PI 250158 LSP AGL","Cordoba, Spain",2,100
"PI 250158 LSP AGL","Jessore, Bangladesh",2,67
"PI 250158 LSP AGL","Marchouch, Morocco",2,88
"PI 250158 LSP AGL","Metaponto, Italy",2,122
"PI 250158 LSP AGL","Rosthern, Canada",2,40
"PI 250158 LSP AGL","Sutherland, Canada",2,44
"PI 251248 LSP AGL","Bardiya, Nepal",1,83
"PI 251248 LSP AGL","Bhopal, India",1,51
"PI 251248 LSP AGL","Cordoba, Spain",1,93
"PI 251248 LSP AGL","Jessore, Bangladesh",1,58
"PI 251248 LSP AGL","Marchouch, Morocco",1,83
"PI 251248 LSP AGL","Metaponto, Italy",1,106
"PI 251248 LSP AGL","Rosthern, Canada",1,36
"PI 251248 LSP AGL","Sutherland, Canada",1,38
"PI 273664 LSP AGL","Bardiya, Nepal",6,137
"PI 273664 LSP AGL","Bhopal, India",6,85
"PI 273664 LSP AGL","Cordoba, Spain",6,134
"PI 273664 LSP AGL","Jessore, Bangladesh",6,104
"PI 273664 LSP AGL","Marchouch, Morocco",6,129
"PI 273664 LSP AGL","Metaponto, Italy",6,145
